WIL00000001	Willow
WIL00001427	Don't get me wrong, he didn't win me over.  He just wasn't as bad, or scary, as I expected him to be.
WIL00001428	He's smart and articulate.  It was interesting to talk to him.
WIL00001429	Interesting.  I didn't expect that.  Smart, yeah, but I expected you to tell me he's a raving monster.
WIL00001430	He's a bossy motherfucker, that's for sure.  I'd like to kill him.
WIL00001431	That's a great idea!  You'd be a hero!
WIL00001432	[Strength] I'll protect you. You have nothing to be afraid of while I'm with you.
WIL00001433	Alright, I'll trust you to keep me safe.
WIL00001434	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001435	[Intelligence] And the NCR doesn't "take whatever it wants without consideration for anyone?"
WIL00001436	How can you say that?  They aren't like the legion.  They don't turn people into slaves!
WIL00001437	Maybe not.  But they came into the Mojave and took what they wanted.  They weren't invited.
WIL00001438	I don't understand.  How is coming into the Mojave the same as making someone a slave?
WIL00001439	The NCR have forced themselves onto the Mojave. The Mojave didn't choose. Just like a slave doesn't.
WIL00001440	I've never heard anyone compare the NCR to slavers before.
WIL00001441	So will you stay?
WIL00001442	Yeah, let's see how it goes. I like you a lot, and I'd rather be with you than argue about politics.
WIL00001443	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001444	Yes.  I will.  I love you, and I'd rather be with you than argue about politics.
WIL00001445	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001446	Willow, stay with me because you like me.  That's more important than politics any day.
WIL00001447	You're right. I do care more about friendship than politics and I don't want to fight about it.
WIL00001448	But, I came here to see New Vegas, not to get involved in a war and I don't want to get involved with the legion.
WIL00001449	I'd like to hear more about where you grew up, Willow.
WIL00001450	The trees around Jacobstown remind me of home. You already know about the caravans, but hunting's a big thing in Klamath too.
WIL00001451	I didn't mind.  It was fine.
WIL00001452	Great.
WIL00001453	Say, yes!
WIL00001454	Oh, yes! Absolutely!
WIL00001455	Oh, yes! Absolutely!
WIL00001456	Oh, not right now, honey, I'm not really in the mood.  Soon, though, I promise.
WIL00001457	You want to, don't you?
WIL00001458	Say, yes!
WIL00001459	Oh, yes! Absolutely!
WIL00001460	Oh, yes! Absolutely!
WIL00001461	Oh, not right now, honey, I'm not really in the mood.  Soon, though, I promise.
WIL00001462	You want to, don't you?
WIL00001463	This is just temporary, Willow. We'll go back.
WIL00001464	Great.
WIL00001465	Did you have fun going through my stuff? I hope so, but I need these things back.
WIL00001466	Are you teasing me?
WIL00001467	I want you to follow me again.
WIL00001468	Bark!
WIL00001469	I want you to consider this your home.
WIL00001470	Bark!
WIL00001471	Bark, bark!
WIL00001472	We're moving, J.T.  This is our new home.
WIL00001473	That's for me, isn't it?
WIL00001474	I have another present for you. I found it.
WIL00001475	I'd love to hear how much you liked it, or didn't, so come back and tell me, okay?
WIL00001476	Do you want to know how I liked my present?
WIL00001477	Yes, I do. Tell me.
WIL00001478	I loved it! Thank you. Those exploding Teddy Bears were great. Do you know how I can get more?
WIL00001479	I thought you'd like those, aren't they fun? I didn't tell you the scariest part. I made them! I thought you might not use them if I told you that.
WIL00001480	I can give you this so you can make them and I'll keep looking for the parts you'll need. Oh, and I wanted to ask you something else.
WIL00001481	Would you like to finally see my collection? I keep talking about it but I still haven't shown it to you.
WIL00001482	I didn't like it at all. Sorry.
WIL00001483	Oh, I got it that wrong.  Hmm. Well, I have something else you might like. Here.
WIL00001484	Would you like to see my collection, finally? I keep talking about it but still haven't shown it to you.
WIL00001485	You definitely chose the right kind of thing. Thank you.
WIL00001486	Oh, I'm so glad you liked it. I have something else I found that I think you might like too. Here.
WIL00001487	Would you like to see my collection, finally? I keep talking about it but still haven't shown it to you.
WIL00001488	Do you have anything better to give me?
WIL00001489	No, I don't have anything better to give you.
WIL00001490	I'm ready.
WIL00001491	Yes, Willow?  Is this about us?
WIL00001492	I'm ready.
WIL00001493	I'm ready for us to be more than just friends.
WIL00001494	Now? Now's a terrible time! But, I want to! We'll have to do it later.
WIL00001495	I'll be waiting for you.
WIL00001496	Yes! I've been waiting for you to come to me!
WIL00001497	Well, I'm here now. I have a surprise for you and would love some privacy. Should we do it here or go some place else?
WIL00001498	Let's do it here.
WIL00001499	I'm so excited. I've been planning this for awhile. I hope you like it. Stay right there and don't move.
WIL00001500	I'm going to do something for you and then to you.
WIL00001501	I want to go somewhere else.
WIL00001502	Lead the way, Lover.
WIL00001503	...
WIL00001504	I'm ready. Let's do it here.
WIL00001505	I'm so excited. I've been planning this for awhile. I hope you like it. Stay right there and don't move.
WIL00001506	I'm going to do something for you and then to you.
WIL00001507	Now that we're best friends do we have some things to talk about?
WIL00001508	Yes, absolutely!
WIL00001509	I want you to go home for awhile...
WIL00001510	It's time for us to part ways.
WIL00001511	<whine>
WIL00001512	I want you to go home and wait for me there.
WIL00001513	<whine>
WIL00001514	I want you to go to the suite at the Lucky 38 and wait for me there.
WIL00001515	<whine>
WIL00001516	No, there's nothing bad waiting for you.  No punishment.  You're a good man.  You deserve peace of mind and a good life.  That's what you deserve.
WIL00001517	Oh, no!  Bethie got killed by Geckos!
WIL00001518	No, only Big George got killed by Geckos.
WIL00001519	So, what did happen to Bethie?
WIL00001520	Yes, it's almost time to go.  Let's talk now.
WIL00001521	Are you worried at all about dying?  I'm worried about you and me too.  It's scary to think both of us might not make it through this.
WIL00001522	I have some more work to do before we'll go to The Dam, can we talk later?
WIL00001523	Okay.
WIL00001524	I'm not too worried about it. I think we have the advantage of strength on our side.
WIL00001525	I'm glad you're feeling confident about our chances, and you must feel committed to your cause to be risking your life.
WIL00001526	Of course!  It's scary as hell!  But we'll be okay.
WIL00001527	What do you mean?
WIL00001528	I want to make sure you know how I feel about you, just in case one of us doesn't make it through this.
WIL00001529	You've been a great friend to me, like the sister I never had and I love you.
WIL00001530	I want to make sure you know how I feel about you, just in case one of us doesn't make it through this.
WIL00001531	You've been a great friend to me and I love you very much.
WIL00001532	I want to make sure you know how I feel about you, just in case one of us doesn't make it through this.
WIL00001533	And?
WIL00001534	Well, when it occurred to me that you might die I got so sad!
WIL00001535	I love you so much.  I was thinking, if we both make it through this maybe we could talk about making our relationship a more serious one.
WIL00001536	Maybe we could talk about staying together forever.
WIL00001537	But for now,  I want you to take this and wear it. Maybe it'll keep you safe.
WIL00001538	Think of it as my promise to you that I'll love you forever no matter what.  Because I do and I will. I'll be wearing one too.
WIL00001539	I want to make sure you know I love you very much.  You've been a wonderful friend to me.  Thank you.
WIL00001540	I do!  Thanks for the ones you've given me so far.
WIL00001541	You're welcome!
WIL00001542	Well, you're spoiling me Willow. It's too much.
WIL00001543	Do you want me to stop?  I will if you want me to.
WIL00001544	Yeah, that would be best.  (turns gift giving in the mailbox off)
WIL00001545	Okay.
WIL00001546	No, please don't.  It's a lot, but I like it. (Willow will continue to leave gifts in the mailbox)
WIL00001547	Okay.
WIL00001548	Now that we're best friends are you willing to change your clothes?
WIL00001549	Okay, I don't know what all this fuss is about, but yes, if you're tired of seeing me in this outfit, I'm willing to change it. Happy?
WIL00001550	I have five pieces for you.
WIL00001551	Thanks.
WIL00001552	You wanted to talk after we left The Fort.  What is it?
WIL00001553	I need to know how committed you are to Caesar.
WIL00001554	We need to talk before you do anything to Caesar, but we can't talk here. Please talk to me before you do anything.
WIL00001555	Maybe we can.  Let's find whoever's in charge around here and ask.
WIL00001556	Great!  I'd like that. Things are a mess around here.
WIL00001557	All mine!
WIL00001558	What?
WIL00001559	The memorial reminded me of my brother, Chuck.  From the time he was little all he wanted to do was join the NCR and become a Ranger.
WIL00001560	My dad wouldn't let him do it, though.
WIL00001561	Why wouldn't your dad let him do it?
WIL00001562	He didn't want Chuck to die fighting for the NCR.  Dad wanted him safe at home, which it turns out he didn't get after all.
WIL00001563	Chuck's a caravan guard now. He loves it. I think he thrives on danger.
WIL00001564	He almost died a few years ago in a fight, but he has this big scar to show for it.
WIL00001565	The thing is the scar's left him dangerous looking and he knows it so he plays it up and acts tough. He's a handful, but girls love him.
WIL00001566	Heh. Willow you didn't stay home safe either!
WIL00001567	Yeah, you're right.  My dad did mention Chuck when I told him what I wanted to do.
WIL00001568	I can understand why he wanted to protect Chuck.  It'd be hard to lose a child.
WIL00001569	Yeah, and if I ever have a baby, and I want to someday, I hope he or she won't do the crazy stuff Chuck and I do.
WIL00001570	I'd worry myself sick.
WIL00001571	Your dad should have let Chuck go fight.  There's honor in fighting.
WIL00001572	Yeah? And death?  If I ever have kids, and I'd like to someday, I'd want to keep them safe too.
WIL00001573	Not my strong suit, but okay.
WIL00001574	Maybe some other time.
WIL00001575	I dunno, couldn't hurt.
WIL00001576	I'm met Carla while I was at the Strip on leave. She said I looked lost.
WIL00001577	Pointless.
WIL00001578	That's what I do best.
WIL00001579	We can do that.
WIL00001580	Yeah, I guess.
WIL00001581	No, sorry.
WIL00001582	We can do that.
WIL00001583	I've got bad things coming to me.
WIL00001584	Is there something going on between you and Boone?
WIL00001585	No, not at all. I'm just being nice to him because he's so sad and tortured.  Poor guy.
WIL00001586	Is there something going on between you and Boone?
WIL00001587	Well, I do like him a lot.  He's brave and handsome. I feel so sorry for him.  He's so tortured. I just wish I could help him.
WIL00001588	Yes, let's do it.  The bungalow could use some work.
WIL00001589	Great.
WIL00001590	Here...take this. I can't say it outloud. You're..you'll have to read it.
WIL00001591	Let's talk about something else.
WIL00001592	Oh, okay.
WIL00001593	Wow.
WIL00001594	Oh, hell.
WIL00001595	Okay, I won't.
WIL00001596	Wow.
WIL00001597	Sure, yeah.
WIL00001598	Why does everyone always say that?
WIL00001599	I'm not sure.
WIL00001600	Hmm. More or less.
WIL00001601	How could you know, right?
WIL00001602	Wow, that was wonderful. You were wonderful. I hope we can do that again sometime.
WIL00001603	Yes, you can count on it.
WIL00001604	Oh, I'm glad to hear that.
WIL00001605	Willow, I'm not interested in doing it again. I hope you understand.
WIL00001606	Fine.  We won't then. And as far as I'm concerned, we are nothing more than friends from now on, I hope you understand?
WIL00001607	Willow, I want to make love to you.
WIL00001608	Oh!
WIL00001609	What's with all the pencils? You've got about ten of them.
WIL00001610	I like pencils.
WIL00001611	You like pencils?
WIL00001612	I do write in my journal. But, have you noticed when you need one it's never there?  Well, if you have ten, or more, there's never a problem.
WIL00001613	I notice you have a lot of dog biscuits too.  Why so many of those?
WIL00001614	I love them!  I made up the recipe for Big George, my dog, but they're so tasty I carry a bunch with me all the time. They're my favorite snack.
WIL00001615	They're good, huh? Can I try one?
WIL00001616	Oh, please do.  We can always make more.
WIL00001617	Hmm. Think I'll pass on the dog's food.
WIL00001618	Why?  I cook them properly.  I make them with Gecko meat, Blamco Mac & Cheese and flour. It's not like I make them with Salisbury Steak. Ugh.
WIL00001619	Oh, well, that's alright then.
WIL00001620	Thanks.
WIL00001621	You might want to consider a name change for them.  Dog Biscuits isn't so appetizing, is it?
WIL00001622	I think I'll leave it for now.  In remembrance of Big George.
WIL00001623	It's a teddy bear. I hope you like it.
WIL00001624	I do, thanks!
WIL00001625	I found a garden gnome. Don't you think he'll go nicely with Moira and Chester?
WIL00001626	Yes, I do!  Thank you.
WIL00001627	It's a Nuka Cola Quartz.
WIL00001628	Thank you!  I'm going to drink that right away!
WIL00001629	[Change mind] Um, oops, I guess I don't have something to give you after all.  I'm sorry, Willow.
WIL00001630	Oh.  okay.
WIL00001631	Uh-oh, am I in trouble?
WIL00001632	May I please have my Lucky Figurine back? You know, I didn't show you my collection so you could ransack it.
WIL00001633	Can I keep it?  Please?  I'll take good care of it.  I promise.
WIL00001634	Yes, you know, you can have it. I got it from a trader and it's never been especially dear to me.  Maybe you'll like it more than I have.
WIL00001635	I was just curious about it.  You can have it back now. Where did you get it?
WIL00001636	I got that from a trader.  I don't find everything I have.  Moira came from a caravaner who used to stay with us in the motel, but she was a gift.
WIL00001637	Thank you.
WIL00001638	But, the lighter? I definitely want that. It was my grandfather's.
WIL00001639	Oh, there's our tent! We should camp there some night.  I'll cook us dinner.  It'd be fun.
WIL00001640	Look!  It's where you first found me! It looks so boring for such a special place.
WIL00001641	I have some to share.  Here, have one of mine.
WIL00001642	Thanks!
WIL00001643	That sounds good.  I don't want to stop right now.
WIL00001644	Okay, fine.
WIL00001645	Yes, I want you gone. (This choice removes her from your game forever in prep for removing mod)
WIL00001646	Well, goodbye.  I don't know what else to say.
WIL00001647	Maybe later.
WIL00001648	Great! I'd like that. Things are a mess around here.
WIL00001649	No, Willow, I don't want to help the NCR troops.
WIL00001650	Okay, it's up to you.
WIL00001651	Do you know exactly what you want or do you plan to just wander around? The Mojave's a big place.
WIL00001652	Oh, I know what I want and where we should go to get it.  When I was at the Mojave Outpost I picked up a NCR pamphlet.
WIL00001653	It talks about the flora and fauna of the Mojave and where to find stuff.  It's very informative.
WIL00001654	I've planned our little mission based on what I've read in the pamphlet.  Hopefully it won't send us on a wild goose chase.
WIL00001655	The first place we're headed to is Ruby Hill Mine to get a couple of Banana Yucca plants.
WIL00001656	I've got the Banana Yucca plants.  Where to now?
WIL00001657	The next place on my list is Silver Peak Mine.  It's up the road a ways.  We should find Xander Root plants there.
WIL00001658	Got the Xander Root Plants.  What's next?
WIL00001659	I've been thinking I'd like to have some Cave Fungus inside the bungalow where it'd be all glowy. The pamphlet says there's some in Charleston Cave.
WIL00001660	I've got the Cave Fungus.  Where are we headed to now?
WIL00001661	We're going after Broc Flower plants. It's quite a long way; south of a trainyard according to the pamphlet.
WIL00001662	Too bad we can't grow our own pinyon nuts, huh? That'd make life easier.
WIL00001663	Are we going to be carrying much else?  Those broc flower plants are big.
WIL00001664	Well, that's it for plants.  The last thing I want is a mailbox.  You never know, if we have one, maybe we'll get some mail!
WIL00001665	I know that probably sounds really silly.
WIL00001666	But when I was little me and my friends would leave each other notes and presents in our mailboxes.  I can't imagine having a house without one.
WIL00001667	Look at the pink bird! We have to take that, don't you think?  It would look great next to the planters!
WIL00001668	Okay, I got the pink bird for you.
WIL00001669	I think that's it!  I'm not sure we could carry much more than this.
WIL00001670	Wanna go back to the bungalow now?  We can get everything set up.
WIL00001671	Look at the cave fungus! It looks great, doesn't it?
WIL00001672	Okay, I got the pink bird for you.
WIL00001673	Is this it?  Do you think this is the treasure? Disappointing, right? Don't get me wrong, the gnome's cute, but its not what I'd hoped we'd find.
WIL00001674	But, you know, the trip doesn't have to be a total waste.
WIL00001675	If you pick up a couple of those badges and bring me some duct tape I'll turn them into something we can wear.
WIL00001676	You can do that?
WIL00001677	Sure, I stuck the flower on my hat and it's stayed there for months. So, if you're interested bring me two badges and a roll of duct tape.
WIL00001678	Here are the badges and duct tape.  Can you make us badges now?
WIL00001679	Sure! This is so easy to do I can do it right now.
WIL00001680	It'll just take me a second, so hold on.
WIL00001681	Oh, no!  J.T.!  No!  He's dead!
WIL00001682	Alright.
WIL00001683	Yeah, that's a great idea.
WIL00001684	Thank you!
WIL00001685	No, I want you to have it Willow.
WIL00001686	Okay.  Thank you!
WIL00001687	How did you know I had a sweet tooth, boss?
WIL00001688	Sounds great.
WIL00001689	It will be. I promise.
WIL00001690	Two months?  That long, huh?
WIL00001691	We've been together for two months now! I got you a present to celebrate.  It's in the kitchen on the counter.
WIL00001692	Thank you, Willow.
WIL00001693	I want you to know. I love you very much. More every day.
WIL00001694	I'd really like my beret back, please.
WIL00001695	Don't worry about it, Willow. I can handle Red Lucy.
WIL00001696	Are you sure?  I don't trust her.
WIL00001697	Oh, come on Willow it'd be fun!
WIL00001698	No, I don't want to join you in a threesome with her!  What I want to do is go home.  I thought you loved me!
WIL00001699	You know there are girls here, right?  Ones you can pay for sex.  You wouldn't do that would you?
WIL00001700	You wouldn't have a problem with that would you?  It's not like we're married.
WIL00001701	Fine. You're right, we're not married. Go ahead and keep sleeping with whoever you want, you should be happy.
WIL00001702	It's just, you know, I thought we had something special.
WIL00001703	I like my freedom, Willow. You should go on home,
WIL00001704	Fine.  I'm going home.
WIL00001705	Willow, I didn't realize it was so important to you.  I don't need anyone but you. Okay?
WIL00001706	Why?
WIL00001707	Because he's evil and if the legion wins the war they'll destroy everything that's good in the Mojave. You can stop it.
WIL00001708	If you kill Caesar now you will destroy the legion.  You have to consider it.
WIL00001709	No, way!
WIL00001710	It's the best option for the Mojave. The legion will destroy everything here. You know that's the truth.
WIL00001711	Remember that chatty robot in the closet in Benny's room?  He offered to help you take over New Vegas and make it your own.
WIL00001712	If you do that you can make things right for New Vegas and the Mojave. You'd be a hero.
WIL00001713	It's the best option for the Mojave. The legion will destroy everything here. You know that's the truth.
WIL00001714	If you do that you can make things right for New Vegas and the Mojave. You'd be a hero.
WIL00001715	No, way!
WIL00001716	What?  Why would I do that?
WIL00001717	Killing Caesar won't destroy the legion.
WIL00001718	Okay, maybe it won't destroy it, but it will weaken it, and you can leave them, and if you must fight in this war fight it another way.
WIL00001719	Remember that chatty robot? The one in the closet in Benny's room?  He offered to help you take over New Vegas and make it your own.
WIL00001720	If you do that you can make things right for New Vegas and the entire Mojave.   You'd be a hero.
WIL00001721	Okay, maybe it won't destroy it, but it will weaken it, and you can leave them, and if you must fight in this war fight it another way.
WIL00001722	If you do that you can make things right for New Vegas and the entire Mojave.   You'd be a hero.
WIL00001723	Killing Caesar won't destroy the legion.
WIL00001724	Yeah, yeah, time for more fighting, I know.
WIL00001725	That's it! You've gone too far! I should tell you to leave and never come back!
WIL00001726	Oh, I'm sorry!  Don't make me go!  I love you!  I take it back!
WIL00001727	Oh, I'm sorry!  Please, don't make me go! I take it back!
WIL00001728	You've gone too far and you're going to pay the price!  (kill her)
WIL00001729	What?
WIL00001730	I'll think about it.
WIL00001731	Thank you.
WIL00001732	You're so unhappy, just go.  I do love you, but this will be better for both of us. (leaves forever)
WIL00001733	Okay. You know, I could never leave you on my own, but, you're right,  it's probably for the best.
WIL00001734	I do love you.
WIL00001735	Okay. You know, I could never leave you on my own, but, you're right,  it's probably for the best.
WIL00001736	You've been a great friend to me. I'll miss you.
WIL00001737	You're so unhappy, just go.  I do love you, but this will be better for both of us. (leaves forever)
WIL00001738	You can't take it back.  It's over.  Just go.  Now. (leaves forever)
WIL00001739	Alright, fine!  But I don't want to hear any more about killing Caesar.
WIL00001740	I promise, I won't mention it again. I'm so sorry.
WIL00001741	Here you go, the new badges are done!
WIL00001742	Let's talk about your outfits we put together in the bungalow.
WIL00001743	Okay, which one?
WIL00001744	I'd like you to change into Outfit 1.
WIL00001745	Sure, I'd love to.
WIL00001746	Sure, take a look.
WIL00001747	I'd like to do something with Outfit 1.
WIL00001748	Okay.
WIL00001749	Please take off Outfit 1.
WIL00001750	I'd like you to change into Outfit 2.
WIL00001751	Okay, I can do that.
WIL00001752	Sure, take a look.
WIL00001753	I'd like to do something with Outfit 2.
WIL00001754	Okay.
WIL00001755	Please take off Outfit 2.
WIL00001756	I'd like you to change into Outfit 3.
WIL00001757	Sure, no problem.
WIL00001758	Sure, take a look.
WIL00001759	I'd like to do something with Outfit 3.
WIL00001760	Okay.
WIL00001761	Please take off Outfit 3.
WIL00001762	I'd like you to change into Outfit 4.
WIL00001763	Great, I'd love to.
WIL00001764	Sure, take a look.
WIL00001765	I'd like to do something with Outfit 4.
WIL00001766	Okay.
WIL00001767	Please take off Outfit 4.
WIL00001768	I'd like you to put on your permanent wear items.
WIL00001769	Okay, I can do that.
WIL00001770	Sure, no problem.
WIL00001771	We can only set up your permanent items when we're in the bungalow.
WIL00001772	I'd like you to put on your Swimwear.
WIL00001773	Sure, no problem.
WIL00001774	Sure, take a look.
WIL00001775	I'd like to do something with your swimwear.
WIL00001776	Okay.
WIL00001777	Please take off your swimwear.
WIL00001778	I'd like you to put on your Sleepwear.
WIL00001779	Great, I'd love to.
WIL00001780	Sure, take a look.
WIL00001781	I'd like to do something with your sleepwear.
WIL00001782	Okay.
WIL00001783	Please take off your sleepwear.
WIL00001784	I want you to change into your intimate moments things.
WIL00001785	Sure, I'd love to.
WIL00001786	Sure, take a look.
WIL00001787	I'd like to do something with your intimate moment things.
WIL00001788	Okay.
WIL00001789	Please take off your intimate moment things.
WIL00001790	I don't need any time to think about it! I'll stay with you forever if I make it through this!
WIL00001791	Ah! Oh! I love you!
WIL00001792	Thanks, Willow.  If I get through this, I'll think about what you've said.
WIL00001793	I love you.
WIL00001794	I don't want you to use your mask when we are in irradiated areas (she won't put on her mask).
WIL00001795	Okay, sure.
WIL00001796	Sure, no problem.
WIL00001797	Use your own mask when we're in irradiated areas (she'll use her mask)
WIL00001798	Stay here, please, and don't attack anything. Take cover if you can.
WIL00001799	Got it. I'll stay here.
WIL00001800	You got it.
WIL00001801	Thanks for waiting here, but I want your help now.
WIL00001802	Willow, follow me, but don't attack anything, okay?
WIL00001803	Sure, I don't need to be a hero.
WIL00001804	I want you to leave now and get to safety. Go!
WIL00001805	Okay. Stay safe!
WIL00001806	Okay, I've got your back.
WIL00001807	Let's go now. I want you back by my side.
WIL00001808	There's no place I'd rather be.
WIL00001809	Let's go now. I want you back by my side.
WIL00001810	I need you to fight again. Now!
WIL00001811	Okay. I've got your back.
WIL00001812	...
WIL00001813	Nothing, I just thought you might like to talk about your problems. Willow warned me you were quiet.
WIL00001814	Yeah.
WIL00001815	Let's talk about what you do for me when we fight together, okay?
WIL00001816	Sure.
WIL00001817	Are you trying to tell me something? You've been flirting with me for awhile now.
WIL00001818	It's true, I have been flirting.
WIL00001819	You are not making this easy for me!  You know I want you, right?
WIL00001820	Yes, I know.  I feel the same way.
WIL00001821	You must know by now how much I like you. And if you don't know, let me say it again. I do like you.
WIL00001822	You do? I'm so glad. You'd said so before, and you've done so many nice things for me, that, I'd hoped you still did. But, I wasn't sure.
WIL00001823	You do know, as soon as you give me the ok, I'm going to be all over you. And I mean, ALL over you.
WIL00001824	Oh. Maybe we should do something about that.  Soon.
WIL00001825	How soon Willow? Now? Because I want it to be now.  Come here.
WIL00001826	Soon is good, but I want you to be ready. I'll be here when you decide to come to me.
WIL00001827	I'll come to you when I'm ready, I promise.
WIL00001828	Yes, I still do like you. Will you come here and let me show you how much?
WIL00001829	Yes!  I've been thinking about this for a long, long time.
WIL00001830	And because I've been thinking about it for so long I've had time to plan something special for you.
WIL00001831	I'd like to do it somewhere private.  But, you choose. Should we do it here or go somewhere else?
WIL00001832	I do still like you, a lot, but I want you to come to me. Whenever you're ready I'll be here.
WIL00001833	I'll come to you when I'm ready, I promise.
WIL00001834	Are we going to do something about it or are you going to keep flirting forever?
WIL00001835	I'm not ready yet. When I am I'll come to you, I promise.
WIL00001836	Great. Let's do something about it. Come here and let me show you how much I want you.
WIL00001837	Let's go somewhere else. Come on.
WIL00001838	Lead the way, Lover.
WIL00001839	Will you dance for me?
WIL00001840	Yes, for you, anything.
WIL00001841	Can you skip the dance, Willow?  I don't want to wait.
WIL00001842	Of course, honey, whatever you want.
WIL00001843	Can you sing more often?
WIL00001844	Sure!  I'd love to!
WIL00001845	Sure, no problem.
WIL00001846	I'd like you to sing less often.
WIL00001847	Things are going to get tough around here, Willow, really Hardcore. Be prepared.(Set Essential)
WIL00001848	Okay.
WIL00001849	Oh...okay.
WIL00001850	Watch yourself. Things are going to get tough around here, and you could get hurt.(Set Unessential)
WIL00001851	I have a special present for you.
WIL00001852	You do?  A present! I love presents!
WIL00001853	It's a very special bear.  He has a name.  He's called A. Tom McTed.
WIL00001854	Ooh, thanks! That is a quality collectible.
WIL00001855	It's a very special bear.  He has a name.  He's called Bearly.
WIL00001856	Ooh, thanks! That is a quality collectible.
WIL00001857	It's a very special bear.  He has a name.  He's called Cy Bear.
WIL00001858	Ooh, thanks! That is a quality collectible.
WIL00001859	It's a very special bear.  He has a name.  He's called Pvt. Bear.
WIL00001860	Ooh, thanks! That is a quality collectible.
WIL00001861	It's a very special bear.  He has a name.  He's called Golf R. Bear.
WIL00001862	Ooh, thanks! That is a quality collectible.
WIL00001863	It's a very special bear.  He has a name.  He's called Plush E. Bear.
WIL00001864	Ooh, thanks! That is a quality collectible.
WIL00001865	It's a very special bear.  He has a name.  He's called S.W. Bear.
WIL00001866	Ooh, thanks! That is a quality collectible.
WIL00001867	I'd like to rent the deluxe bungalow.
WIL00001868	Well, I think that's a fine idea. I'll give you a good flat rate, and you can stay as long as you like. Least till the busy season comes. Sound good?
WIL00001869	Here's 150 caps.
WIL00001870	I'm glad you can stay with us.
WIL00001871	I can't afford 150 caps right now.
WIL00001872	Well that's nothing to be ashamed of. We all have money troubles from time to time.
WIL00001873	You just come on back when you can afford it, and that room's all yours.
WIL00001874	Nevermind.
WIL00001875	Oh. Well, all right.
WIL00001876	I'd like to rent the deluxe bungalow on the end.
WIL00001877	That's a great idea.
WIL00001878	Here's 150 caps.
WIL00001879	Great! Here ya go.
WIL00001880	I can't afford 150 caps right now.
WIL00001881	Need anything else?
WIL00001882	Nevermind.
WIL00001883	Need anything else?
WIL00001884	Willow, are you coming on to me?
WIL00001885	Yeah, I..yeah, I guess I am.
WIL00001886	Yeah, I want to help him every way I can.
WIL00001887	I just can't get over it. That you believe in him.
WIL00001888	I'm getting tired of you complaining about it. Why don't you leave already?
WIL00001889	Do you want me to go?
WIL00001890	Yes, forever.  (Willow leaves your game.  You can't get her back).
WIL00001891	Alright.  Fuck you.  I am leaving and we are never, ever, ever getting back together.
WIL00001892	Yes, go home. I'll catch up with you later.
WIL00001893	Alright.  I'll see you there later.
WIL00001894	No, but I could stand less complaining from you about the Legion.
WIL00001895	I'm sorry. I did tell you I wasn't thrilled about being involved with Caesar.  Don't forget I love you, okay?  It's why I'm here.
WIL00001896	No, I want you to stay with me.
WIL00001897	I want that too.
WIL00001898	Well, I do.  Follow me, follow him.  That's the way it's going to be.
WIL00001899	Okay, don't forget I love you.  That's why I stay.
WIL00001900	Yes, why?
WIL00001901	I don't want to have anything to do with that.  It's one thing to kill people who are trying to kill us, but to go in cold...
WIL00001902	I'm gonna sit this one out.  I'll be waiting for you at home.
WIL00001903	No.
WIL00001904	Oh, okay.
WIL00001905	Hunting?
WIL00001906	Yeah, geckos, mostly. That's why my dad taught me to shoot as soon as I could handle a weapon.  He was looking to train us to be hunters.
WIL00001907	He didn't really like doing all the hunting for the motel himself so he was looking for help from us kids.
WIL00001908	I didn't like hunting all the time though, I preferred hanging out and working with my mom in the motel so that was my job.
WIL00001909	Dad got his wish though, two of my brothers really took to hunting. That's Sam and Dean.
WIL00001910	What about your other brothers?
WIL00001911	Val's a doctor, Chuck's a caravan guard and my little brother, Bobby? He's probably running around still being useless most of the time.
WIL00001912	Do you ever get lonely traveling by yourself?
WIL00001913	Yes, I do, even though I'm rarely alone. I had hoped to meet someone special. Maybe someone who would want to come with me on the road.
WIL00001914	Or maybe someone would like me enough to want me stay with them. But even though I've met and traveled with a lot of people in the last two years,
WIL00001915	I have been unlucky in love and friendship.
WIL00001916	I'm sorry. I'm sure it will happen for you someday.
WIL00001917	Yeah?  I hope so.
WIL00001918	Maybe you'll get lucky sooner than you think.
WIL00001919	Yeah?  Ya, think?
WIL00001920	What? Sorry, I got distracted by something over there behind you. You were saying?
WIL00001921	Oh, nevermind. I was just rambling. It wasn't important.
WIL00001922	You're welcome.
WIL00001923	So you're serious about having me stay here in the Mojave with you?
WIL00001924	Yes, I am, very much.
WIL00001925	This means a lot to me.  Thank you.
WIL00001926	This means a lot to me.  Thank you.
WIL00001927	And I love the bungalow.  It reminds me of home so much. I know I'm going to be very happy here.
WIL00001928	Yes, I am, very much.
WIL00001929	Sure. If you want to stay that would be fine with me. I'm happy to have you share my house with me.
WIL00001930	Thank you.
WIL00001931	Thank you.
WIL00001932	And I love the bungalow.  It reminds me of home so much. I know I'm going to be very happy here.
WIL00001933	Sure. If you want to stay that would be fine with me. I'm happy to have you share my house with me.
WIL00001934	Having you here will make things easier for me while we're traveling together.
WIL00001935	Oh.  Well, thanks.
WIL00001936	Thank you.
