DLC20000001	GREETING
DLC20001458	Every day, we move closer to our judgment. We must do our best to walk in the footsteps of our Lord and teach others how to do the same.
DLC20001459	For many of us, the road is a difficult one, but the path is always there for us to follow, no matter how many times we may fall.
DLC20001460	What's going on with all of these... tribes?
DLC20001461	A great deal. There are three, make that four, tribes here in Zion. You've already met the White Legs on the way in.
DLC20001462	In this camp, you'll find Dead Horses. In the Narrows, the Sorrows. And finally there's Daniel and myself. We're New Canaanites.
DLC20001463	Do you run the show around here?
DLC20001464	I wouldn't say that. I am the acting war chief for the Dead Horses. They look up to me for such matters, but I only have the authority they give me.
DLC20001465	Daniel is the spiritual leader and main link of the New Canaanites to the Sorrows. He's up in the Narrows right now.
DLC20001466	Let's talk about something else.
DLC20001467	Of course.
DLC20001468	Do they speak... our language?
DLC20001469	Most don't. It's been hundreds of years since the war. They've developed their own languages.
DLC20001470	Take the Dead Horses. We think they were originally refugees from a place called "Res," east of the Grand Canyon.
DLC20001471	They speak a combination of Res and a language spoken by travelers who were visiting Res when the bombs fell. Over time, the two languages blended.
DLC20001472	I was a translator years ago, but it's hard to keep up with all of the tribal variations.
DLC20001473	Thanks for the offer, but I'll handle it myself.
DLC20001474	I don't think so.
DLC20001475	The Divide blocked all of their northern land routes?
DLC20001476	Not all of them. But they couldn't take 127 north to get around the mountains.
DLC20001477	As if Death Valley weren't enough, they had the Divide and Big Empty to deal with.
DLC20001478	From what the Legion's explorers reported, the Big Empty may as well have been a wall to any living thing approaching it.
DLC20001479	What's at the Divide?
DLC20001480	I don't know for certain, and I don't think NCR knows, either. Whatever happened at the Divide was too much for them to handle.
DLC20001481	Our frumentarii told us what they saw. Only fools and madmen would march into a place like that. All roads wind down to the same spot, the grave.
DLC20001482	They said all that's left there is a gaping wound cut into the Earth, cursed and damned. No place for God-fearing folk.
DLC20001483	I'm guessing you don't like Caesar very much.
DLC20001484	Love the sinner, hate the sin. With Caesar, it's often very difficult to see through all of that sin to the person inside.
DLC20001485	I can say that we were both lucky that NCR's supply lines and land routes north of Mojave Outpost were destroyed before the Battle of Hoover Dam.
DLC20001486	Something bad happened near Death Valley, at a place called the Divide. NCR couldn't cut across anymore and it slowed down their reinforcements.
DLC20001487	Terrible storms ripped entire companies apart before they even got to Nevada soil. The aftermath of Hoover Dam could have been even worse for Caesar.
DLC20001488	Do you know about Mr. House?
DLC20001489	I had heard of him, but when we were preparing to enter the Mojave, he didn't seem relevant to what was happening.
DLC20001490	From what I've learned since Hoover Dam, he handled the Mojave tribes in a fashion not entirely dissimilar from Caesar. It's too bad.
DLC20001491	What do you think of NCR?
DLC20001492	Better than Caesar, but that's not a high standard. Too much love of money and ownership, not enough love of God and giving.
DLC20001493	Any society that derives its power and authority from the will of man alone lives apart from God and will crumble in the end.
DLC20001494	What do you know about the war between Caesar and NCR?
DLC20001495	I try not to involve myself with matters of the Mojave anymore. All I know is from before the Battle of Hoover Dam.
DLC20001496	Are you in much pain? Is there anything I can do to help?
DLC20001497	[SUCCEEDED] You are kind to offer, but no, there's nothing you can do. We don't use chems, but I learned long ago that I'm immune to their effects.
DLC20001498	It never stops burning. My skin. Every day, I have to unwind the bandages and replace them with fresh ones.
DLC20001499	Exposing my body to the air is like living through it again. But it's better to be clean than comfortable.
DLC20001500	How did you survive?
DLC20001501	I survived because the fire inside burned brighter than the fire around me. I fell down into that dark chasm, but the flame burned on and on.
DLC20001502	The next morning, I woke up and crawled out of the northern edge of the Grand Canyon, that cursed place. It took me three months to reach New Canaan.
DLC20001503	It was as though the prodigal son had returned. They welcomed me like I had never left, never done anything to shame them.
DLC20001504	The fire that had kept me alive was love. Their love. God's love. I will never be able to repay the debt I owe to them, but I must try.
DLC20001505	How did you end up as Caesar's legate?
DLC20001506	This way lies the path to hell. Edw- Caesar needed me to translate. Translation became giving orders. Giving orders became leading in battle.
DLC20001507	Leading in battle became training, punishing, terrorizing. A series of small mistakes before a great fall.
DLC20001508	And I stayed in that darkness until after Hoover Dam. After I failed Caesar and he had me burned alive, thrown into the Grand Canyon.
DLC20001509	Was one of those men Caesar?
DLC20001510	No, not then. Back then he was just Edward. Smart man. Young, but we all were. We thought we could hike into the Grand Canyon and talk to Blackfoots.
DLC20001511	We did, and the Blackfoots were friendly enough at first, but eventually... I've thought back to that day so many times. I must have mistranslated.
DLC20001512	Something must have been mixed up, because the Blackfoots decided we weren't going to leave. The rest is history, assuming Edward hasn't changed it.
DLC20001513	What are those bandages for?
DLC20001514	[FAILED] For injuries I suffered long ago.
DLC20001515	Were you always with the New Canaanites?
DLC20001516	I was born in Ogden, what people came to call New Canaan. Things were more peaceful when I was growing up.
DLC20001517	When I was a young man, I went out into the world to do missionary work as all New Canaanites do.
DLC20001518	I traveled along the Long 15 and followed 89 south into Arizona. Along the way, I met two men from a group called the Followers of the Apocalypse.
DLC20001519	Edward Sallow and Bill Calhoun. They came to teach the tribes. Calhoun was a good man. Edward was the one who got us into trouble down the road.
DLC20001520	Can I ask you some personal questions?
DLC20001521	Right now, I'd like you to focus on helping Daniel. Maybe there will be time later.
DLC20001522	It's not something I enjoy, but I pray to God that someone may learn from my mistakes. What would you like to know?
DLC20001523	I have a few questions for you.
DLC20001524	Goodbye.
DLC20001525	God be with you.
DLC20001526	Fine, I'll look into getting those supplies for Daniel.
DLC20001527	Do you have anything to trade?
DLC20001528	We do. Though the White Legs destroyed New Canaan, they didn't destroy all of our supply caches.
DLC20001529	All forms of currency are recognized here. Caps, NCR dollars, even Legion coin. Take a look.
DLC20001530	Yes. Take a look.
DLC20001531	Sorry to bother you with reality, ol' Jed. Who cares if we can't get back out the way we come?  That's not a problem.
DLC20001532	 Shhhhh! Hold on, now... Could swear I heard something up ahead.
DLC20001533	I'll take a look, boss! Keep me covered!
DLC20001534	On your feet! Keep fighting! Come on now, I got ya...
DLC20001535	Enough of this! We're sitting ducks here! Here I come! I was a sheriff once, goddamn it!
DLC20001536	Shut the hell up, Ricky! Might as well be waving at them!
DLC20001537	I don't deserve this! My Pip-Boy don't even work! Why the fuck you hire me?
DLC20001538	You want some, assholes? You just pissed off the wrong guy! And that means Ricky!
DLC20001539	Ambush! Tribals, and they mean blood!
DLC20001540	Stella!... Oh no! Don't you die on me, woman, you hear?
DLC20001541	Holy hell! Stay low, people, stay low...
DLC20001542	Goddammit, ambush! Cover, people! Watch yourselves!
DLC20001543	Didn't nobody do this to you but yourself, junkie. Now try suffering in silence for once.
DLC20001544	You ain't got no heart, Stella! I swear, you're a monster, and you're gonna regret treating me like this!
DLC20001545	You ain't sick! You're a goddamn junkie, that's what you are! So shut it!
DLC20001546	You don't know how this feels, Stella! I'm sick! Never been so sick my whole life!
DLC20001547	Enough! Another word of your bitching and I'll put you out of your misery myself!
DLC20001548	Goddammit, never should joined this assbackwards caravan...
DLC20001549	Dream on, Stella. Ricky ain't about to die for nobody. Ricky's fucking in-vin-cible, yessir!
DLC20001550	Sounds like you got enough for a fatal overdose, then. Do us all a favor, will ya?
DLC20001551	Best fix for you'd be a bullet in the brainpan. Now shut it.
DLC20001552	Don't worry, Stella! This was my last hit, but thanks to ol' Johnny-come-lately over there, Ricky got some Fixer to take the edge off.
DLC20001553	Don't worry, Stella! This was my last hit, but thanks to ol' Janey-come-lately over there, Ricky got some Fixer to take the edge off.
DLC20001554	Don't worry, Stella! Ol' Ricky won't be running out of Psycho any time soon! Ol' Ricky's downright flush! Yes indeed!
DLC20001555	Shut your mouth, you goddamn junkie! Or I'll plant one between your shoulder blades, I swear!
DLC20001556	"That's right, little lady. Everything will be just fine with Jed to protect you. Quite the leader is what I am, hell yes."
DLC20001557	Oh I'm sure you're right, Jed. What's the worst can happen to us out here? Nothing. Perfectly safe, fucking perfectly...
DLC20001558	"Heard you the fifteenth time, Stella. What's it matter if we're trapped here? Everything will be just fine."
DLC20001559	In the shadow of Daniel's death, those Sorrows who survived the assault on Zion Valley mourned his loss, as was their custom.
DLC20001560	Word of Daniel's passing reached the New Canaanites several weeks later. They prayed that their brother would be well-received by their Lord.
DLC20001561	After leading the Sorrows from their home in Zion to safety in Grand Staircase, Daniel continued to wonder if he'd made the right choice.
DLC20001562	He spent his life evangelizing the beliefs of his people to a new generation of young men and women, as his ancestors had for centuries before him.
DLC20001563	He was happy with his family, but for the rest of his life there were nights when he awoke with sadness to find he had been dreaming of Zion.
DLC20001564	For years after the defeat of the White Legs, Daniel did his best to minister to the Sorrows' spiritual needs.
DLC20001565	Try as he might, he could not hold back the tribe's increasing militancy and reverence of Joshua Graham.
DLC20001566	Demoralized, he returned to his family and Dead Horse Point. His failures haunted him for the rest of his days.
DLC20001567	After a long and troubled life, Joshua Graham finally found rest in Zion.
DLC20001568	In the end, his unswerving militancy had accomplished what the NCR's finest sharpshooters and Caesar's wrath could not.
DLC20001569	The New Canaanites took comfort in the belief that their brother's soul would again dwell in Zion at the end of days.
DLC20001570	The threat of the White Legs ended, Joshua Graham helped the Sorrows and Dead Horses tend to their fallen comrades and secure Zion.
DLC20001571	The Courier's words had stayed Joshua's wrath in his darkest hour, and in sparing Salt-Upon-Wounds, he was changed.
DLC20001572	While he continued to advocate militant opposition to the enemies of New Canaan, he sometimes showed quarter to those who crossed his family.
DLC20001573	Eventually this new spirit would diminish the myth of the Burned Man in distant lands - a small price for the peace it brought to Joshua Graham.
DLC20001574	With the White Legs crushed, Joshua Graham led the Sorrows and Dead Horses in tearing apart and burning the corpses of their enemies.
DLC20001575	He set about training his army in the "Way of the Canaanite," and soon the New Canaanites and tribes of Zion were feared well into the Mojave.
DLC20001576	Legends of the Burned Man grew even more depraved, and terrifying.
DLC20001577	Though the Courier had stopped Joshua Graham from executing Salt-Upon-Wounds, the war chief still fell in battle.
DLC20001578	The White Legs defeated at Three Marys, Joshua led the Sorrows and Dead Horses in tending to their comrades and burning the corpses of their foes.
DLC20001579	He continued to advocate militant opposition to the enemies of New Canaan and showed little quarter to those he fought. And yet he was changed.
DLC20001580	He no longer reveled in the brutality and cruelty for which he had been known in his former life.
DLC20001581	His inner demons, if not extinguished, were at the least... appeased.
DLC20001582	Waking Cloud turned bitter and resentful toward Daniel and the New Canaanites when she learned her husband's death had been concealed from her.
DLC20001583	She poisoned some of her tribe against New Canaanite teachings, making relations between the groups difficult from time to time.
DLC20001584	Waking Cloud was distraught when she learned of her husband's death, but took comfort from her tribe, and the compassion of the New Canaanites.
DLC20001585	She forgave Daniel for having concealed her husband's fate from her, and learned to accept his fate.
DLC20001586	When her grief faded, she took a husband from the Dead Horse tribe. At her bidding, he stayed close to home.
DLC20001587	Follows-Chalk took the Courier's words to heart and decided that the big cities of the Mojave Wasteland and NCR were best left unexplored.
DLC20001588	Though he sometimes dreamed of distant lands, he continued to support his family at Dead Horse Point, and eventually his wanderlust faded.
DLC20001589	Follows-Chalk took the Courier's words to heart and decided that he would behold the sights and sounds of distant lands with his own eyes and ears.
DLC20001590	After returning to Dead Horse Point, he quarreled with his family and other tribe members about his ambitions.
DLC20001591	One morning, they awoke to discover that Follows-Chalk had set off alone, westward, into the wilderness.
DLC20001592	He was never seen again.
DLC20001593	Already weakened by several seasons of bad trading, the Happy Trails Caravan Company was devastated by the failure of its expedition.
DLC20001594	The New Canaanites never reestablished ties with the caravan.
DLC20001595	Their experiences with outsiders near the Great Salt Lake and in Zion had been far too negative.
DLC20001596	Within six months, the Happy Trails Caravan Company was bankrupted and dissolved.
DLC20001597	Already weakened by several seasons of bad trading, the Happy Trails Caravan Company was initially discouraged by the results of its expedition.
DLC20001598	The fate of New Canaan, and the evacuation of the Sorrows from Zion, made the prospect of trading seem fruitless.
DLC20001599	When Daniel told his family about the exploits of Happy Trails' employee, the Courier, however, New Canaan decided to repay the company's kindness.
DLC20001600	Twice per year, New Canaanites made the dangerous journey west to trade with the company in the city of New Reno.
DLC20001601	The Happy Trails Caravan Company could not survive on such trading alone, but the New Canaanite's generosity made tough times go easier.
DLC20001602	The defeat of the White Legs in Zion marked a turning point in the fortunes of the Happy Trails Caravan Company.
DLC20001603	Every two months, the caravan met with the New Canaanites in Zion Valley to trade. Happy Trails soon returned to prosperity.
DLC20001604	The vigilance of the Sorrows and Dead Horses in defending southwestern Utah, initially startling to Happy Trails caravans, soon proved a blessing.
DLC20001605	The tribes united against the 80s, driving them back from Highway 50, and thus opening yet another trading route for Happy Trails caravans.
DLC20001606	Having revered Joshua Graham as a living legend for so many years, the Dead Horses found it difficult to accept his death.
DLC20001607	New Canaanite missionaries sought to remain in contact with the tribe, but lacking Joshua's authority, their influence dwindled.
DLC20001608	Still, as an expression of enduring respect for their lost spiritual leader, the Dead Horses helped protect the lands where New Canaanites settled.
DLC20001609	As generations passed, the Dead Horses came to worship a spirit of the land, a harsh spirit of divine justice. They called it Joshua.
DLC20001610	Having helped Daniel and the Sorrows escape from Zion, the Dead Horses returned to their home at Dead Horse Point.
DLC20001611	The tribe continued to learn from the New Canaanites, and over many years built a flourishing community along the banks of the Colorado.
DLC20001612	Though the tribes' bond would endure, it was Joshua Graham's legend the Dead Horses would revere, not the tenets of New Canaan's faith.
DLC20001613	Having helped eradicate the White Legs from Zion, the Dead Horses returned to Dead Horse Point in triumph.
DLC20001614	They remained neutral toward the Sorrows, but as years went on, there were periods of competitive friction, even violence, between the tribes.
DLC20001615	The New Canaanites - Daniel especially - intervened regularly as mediators, but found it difficult to reconcile the tribes' conflicts.
DLC20001616	Daniel succeeded in leading the Sorrows out of Zion, as he had wanted to do from the start.
DLC20001617	The Courier protected the Sorrows during the evacuation, ensuring that most reached their destination unharmed.
DLC20001618	Over the weeks and months to come, Daniel would see to the Sorrows' resettlement in Grand Staircase.
DLC20001619	Their adjustment to their new home was not without difficulty, but eventually the Sorrows came to accept the loss of Zion.
DLC20001620	Daniel evacuated the Sorrows from Zion, but due to the Courier's neglect, the White Legs butchered many along the way.
DLC20001621	Those who survived barely reached Grand Staircase, but once there, the Dead Horses and New Canaanites helped them settle.
DLC20001622	The unfamiliarity of their new surroundings, and the loss of loved ones, evoked a terrible and lasting grief among the Sorrows.
DLC20001623	For two generations, many would die still lamenting the loss of Zion.
DLC20001624	The Sorrows fought beside Joshua Graham and the Dead Horses, eradicating the threat the White Legs posed to Zion.
DLC20001625	Seeing the Courier convince Joshua Graham to spare Salt-Upon-Wounds, the Sorrows learned that retribution could be tempered by mercy.
DLC20001626	Though he despaired at the Sorrows' loss of innocence, Daniel took some small consolation in the Courier's lesson, and prayed it would take root.
DLC20001627	The Sorrows fought beside Joshua Graham and the Dead Horses, eradicating the threat the White Legs posed to Zion.
DLC20001628	Watching as the Courier encouraged Joshua Graham to execute Salt-Upon-Wounds, the Sorrows learned that New Canaan offered no mercy to the wicked.
DLC20001629	The Sorrows' transformation from a peaceful, timid tribe into a merciless, warlike people broke Daniel's heart.
DLC20001630	Over time, the Sorrows became ever more ruthless in their dealings - even with each other.
DLC20001631	Daniel traveled to and fro between the New Canaanites and Zion, continuing to plead for a return to the old ways whenever he visited.
DLC20001632	Eventually, the Sorrows grew tired of his blather, and turned their backs on him.
DLC20001633	The Sorrows fought beside Joshua Graham and the Dead Horses, eradicating the threat the White Legs posed to Zion.
DLC20001634	When the Courier and Joshua Graham felled Salt-Upon-Wounds, their victory was celebrated with a great feast.
DLC20001635	The Sorrows' transformation from a peaceful, timid tribe into a proud and warlike people broke Daniel's heart.
DLC20001636	He tried to take solace in the knowledge that they would remain in Zion, but it was a small comfort. The Sorrows' innocence was lost.
DLC20001637	With Daniel dead, the White Legs soon overran Zion and drove the Sorrows and Dead Horses from the Valley.
DLC20001638	The White Legs plundered all of the Pre-War buildings the Sorrows had marked off-limits, their squalor an affront to Zion's natural beauty.
DLC20001639	By year's end, little trace remained that the Sorrows had ever made the valley their home.
DLC20001640	After the White Legs drove the Sorrows from Zion, they celebrated by destroying all traces of the valley's former inhabitants.
DLC20001641	They appealed to the Legion for assimilation, but were denied.
DLC20001642	Their failure to eradicate the New Canaanites in Grand Staircase and farther up the Colorado had not gone unnoticed.
DLC20001643	The White Legs made a half-hearted effort to find the New Canaanites, but were driven off by Dead Horses trained in the ways of Joshua Graham.
DLC20001644	The White Legs lost all hope of joining the Legion and disintegrated into a number of petty raiding bands, leaving Zion Valley a polluted cistern.
DLC20001645	Demoralized by the Dead Horse and Sorrows attack the Courier and Joshua Graham led against them, the White Legs retreated to Great Salt Lake.
DLC20001646	Their days were numbered. Word soon reached the 80s tribe that the White Legs' spirit was broken, their war chief a dim shadow of his former self.
DLC20001647	By year's end, the 80s would overrun the White Legs' camps, scattering the tribe to the winds and claiming the Great Salt Lake for its own.
DLC20001648	Joshua Graham's chilling execution of Salt-Upon-Wounds seared into their minds, the surviving White Legs retreated to the Great Salt Lake.
DLC20001649	Unable to shake the memory of their brutal defeat and the Dead Horses' savagery in battle, the White Legs feared further reprisals.
DLC20001650	They fled north, out of Utah, into Wyoming. The wilderness was harsh, and the first winter claimed over half the tribe.
DLC20001651	When spring came, the survivors parted ways in small bands. And so the White Legs died a quiet, ignominious death.
DLC20001652	Despite their defeat at Three Marys, and the death of their war chief, the White Legs were determined to pursue the other New Canaanites.
DLC20001653	But when they finally tracked down their prey in Colorado, they discovered the tables had been turned.
DLC20001654	The White Legs who survived the New Canaanites' ambushes were hunted down by Dead Horses before they could reach the safety of the Great Salt Lake.
DLC20001655	When word of the White Legs' diminished numbers reached the 80s tribe, war was declared, and by year's end, the White Legs had been wiped out.
DLC20001656	And with that, the Courier walked out of the history of the tribes of Zion and back to the gathering storm of the Mojave Wasteland.
DLC20001657	And so it was that the conflict between the New Canaanites and the White Legs was finally resolved.
DLC20001658	The Courier's involvement had tipped the scale, shifting the fragile balance of power.
DLC20001659	Never mind. Keep living the dream.
DLC20001660	That's right. Stick your nose where it don't belong and it's gonna get stung.
DLC20001661	I had to kill the Bighorners, but I saved the little one.
DLC20001662	That's... not really what I was hoping for, but... I guess I can give the little guy a home. What the hell.
DLC20001663	Come on. I got you everything you needed. Just give me the damned map.
DLC20001664	Okay. You better listen close because I'm not going to repeat myself. You were not invited here. This is not your home.
DLC20001665	We have what you might call a compulsion to help you on account of our beliefs, but if you continue to spit in our eye with insults and profanity...
DLC20001666	You'll find out what happens when our patience wears out. People died at New Canaan because we bickered and debated about what to do.
DLC20001667	That was a mistake. Complaining to me now, also a mistake. I'm not going to add sin upon sin by listening to your grumbling.
DLC20001668	You want the map? Get out in that valley. Help us. One of the Sorrows, Waking Cloud, will go with you. She knows how to get around the valley unseen.
DLC20001669	She's also a midwife and has three kids of her own, so she'll be more tolerant of your whining.
DLC20001670	If it will get me out of here, sure.
DLC20001671	Listen, I understand that you want to go home. But we didn't ask you to come to Zion. As far as I'm concerned, you're an uninvited guest.
DLC20001672	In better times, I'd drop everything to help you out, but I have to ensure the safety of the Sorrows first.
DLC20001673	And don't think you're alone in this. One of the Sorrows, Waking Cloud, has volunteered to help you in the valley.
DLC20001674	She's an experienced hunter and has a special gift for staying out of sight when she needs to. Should make things easier for you.
DLC20001675	After that, all that's left is to evacuate the Sorrows safe and sound. I'll give you a map and supplies, everything you need to get back home.
DLC20001676	Anything to help. I'll do what I can.
DLC20001677	I appreciate the enthusiasm. There aren't a lot of people in the wasteland with kindness to spare for anyone who isn't kin.
DLC20001678	Since you've been poking around the valley, you might see more activity from the White Legs.
DLC20001679	One of the Sorrows hunters, Waking Cloud, has volunteered to help guide you through the valley. She has a special talent for staying out of sight.
DLC20001680	After this, it's just a matter of getting everyone out of here safe and sound. And hopefully you can head back to the Mojave without any more trouble.
DLC20001681	Who are you to be asking me questions?
DLC20001682	I'm someone who's responsible for protecting a lot of innocent people from raiders and mercenaries who might try to take advantage of them.
DLC20001683	I think you need a little perspective on what the heck is going on in Zion. There's a Dead Horse warrior camp at Eastern Virgin. Get there.
DLC20001684	My friend Joshua Graham can fill you in on some of the trouble we've been having with White Legs in these parts. Listen to what he says.
DLC20001685	Now if you'll excuse me, I've had enough of your sass for one day.
DLC20001686	Oh, heh. I just walked here. No big deal.
DLC20001687	Okay. Can you do me a favor and "just walk" down to Eastern Virgin?
DLC20001688	There's a group of Dead Horse warriors there with my colleague, Joshua Graham. I'd like you to talk to him about the route you took to enter Zion.
DLC20001689	We've had a lot of problems with White Legs in the area and I'd feel more comfortable if you spoke with him about the situation here. Thanks.
DLC20001690	I came in with the Happy Trails Caravan. We were attacked by tribals. I'm the only survivor.
DLC20001691	That's... I'm so sorry. That's terrible. We've been having a lot of problems with the White Legs here in Zion lately.
DLC20001692	In fact, that's why I'm here. I'm Daniel, a New Canaanite missionary to this tribe, the Sorrows.
DLC20001693	It's important that you speak to my colleague, Joshua Graham, at the Dead Horses camp at Eastern Virgin. We can speak again later.
DLC20001694	Again, I'm very sorry for the deaths of your friends.
DLC20001695	Joshua's a New Canaanite and he's obviously willing to attack the White Legs.
DLC20001696	Joshua is a living bible of all mankind's miseries of war! The debt he has levied through his actions, he repays every day!
DLC20001697	He is a monument both to God's unending forgiveness and to humanity's unfathomable capacity for cruelty. It's written on every inch of his body!
DLC20001698	When you look at him, do you only see a man of God? Beneath those bandages, he is burned flesh. As he burns, so does he consume everyone around him.
DLC20001699	Joshua wants to fight because the White Legs have stoked the naked flame inside of him. You, you see the light, but do not yet feel the heat.
DLC20001700	I can pray that you never will, but it isn't up to me and it isn't up to God. It's up to Joshua.
DLC20001701	If you're willing to defend the Sorrows, why not pursue the White Legs?
DLC20001702	There is an important difference between killing in defense and waging war. Even a Gentile like you should know that.
DLC20001703	You're right to leave, but I don't think you should kill any of the White Legs.
DLC20001704	You're free to hold that opinion, but you're not responsible for these people. If I have to kill to prevent their blood from being spilled, so be it.
DLC20001705	That's an awful lot of responsibility to take on.
DLC20001706	The New Canaanites interfered in their lives. We did that. And we've done it before, with others. Always with good intentions, but things go wrong.
DLC20001707	When that happens, we can't just abandon them, let them die at the hands of New Canaan's enemies.
DLC20001708	Why are you so eager to evacuate Zion? You don't seem to be a pacifist.
DLC20001709	There's an old saying that goes, "If you want peace, get ready for war."
DLC20001710	You've got me figured half-right. I'll shoot dead any White Leg that tries to creep into this camp, but it's only to protect the Sorrows.
DLC20001711	The Lord helps those who help themselves, but the Sorrows don't know how. Joshua and I do. Since I got them into this mess, I need to get them out.
DLC20001712	I'll be taking the map now.
DLC20001713	You just don't learn, do you?
DLC20001714	Fine.
DLC20001715	Fantastic.
DLC20001716	Sorry, I uh... didn't mean to insult you or whatever.
DLC20001717	[FAILED] Corrected action is the most sincere form of apology.
DLC20001718	I apologize, Daniel. I think stress got the best of me.
DLC20001719	[SUCCEEDED] I understand. But I hope you can understand why it's so important for us to leave here as soon as we can.
DLC20001720	I... we couldn't save New Canaan. This is a chance to make up for that, to start again. We can't fail.
DLC20001721	I understand.
DLC20001722	Thank you. If I can help you in some other way, don't hesitate to ask.
DLC20001723	Yeah, but I'm helping you so... come on.
DLC20001724	[FAILED] If you need healing, just ask me. I can help you with addiction, radiation poisoning, even broken bones. But I can't give you supplies.
DLC20001725	Most of the Sorrows and Dead Horses are protected. I'm out there getting shot up by White Legs.
DLC20001726	[SUCCEEDED] Fair enough. Just be careful and hopefully you won't need these.
DLC20001727	But I have... caps. Many of them. Let me show you all of my fine caps.
DLC20001728	[FAILED] I'm sure your caps are fine, but I have to hold on to the supplies I have here. Sorry.
DLC20001729	I'm trading Pre-War goods and supplies from the Mojave Wasteland. You need those too, don't you?
DLC20001730	[SUCCEEDED] I do. All right. I can provide you with supplies, but be frugal with them.
DLC20001731	I don't quite have 300 caps.
DLC20001732	Here's 300 caps to cover the expenses.
DLC20001733	That should cover it. Hold on. This shouldn't take long.
DLC20001734	Er... it looks like I don't quite have 600 caps.
DLC20001735	Well, I do need to cover the cost of supplies. Let me know if you find enough funds.
DLC20001736	It looks like I'm a bit short of 300 caps...
DLC20001737	Well, I do need to cover the cost of supplies. Let me know if you find enough funds.
DLC20001738	Actually, I think I'll be fine. Thanks anyway.
DLC20001739	Suit yourself.
DLC20001740	I guess I don't quite have 150 caps...
DLC20001741	Well, I do need to cover the cost of supplies. Let me know if you find enough funds.
DLC20001742	I can handle the expenses. 600 caps should cover everything, shouldn't it?
DLC20001743	Thanks. Hold still. You'll be better in no time.
DLC20001744	Sure. Will 300 caps cover it?
DLC20001745	Thanks. Hold still. You'll be better in no time.
DLC20001746	Here's 150 caps for the trouble.
DLC20001747	Thanks. Hold still. You'll be better in no time.
DLC20001748	Hmm. I guess I don't have 200 caps.
DLC20001749	I'd like to help you, but I have to be able to cover the cost of supplies. If you can find the money, come back and see me.
DLC20001750	Yes. Here's 200 caps.
DLC20001751	Have a seat. This may be a bit uncomfortable.
DLC20001752	I need medical supplies.
DLC20001753	I can provide medical assistance. I can even use supplies that we have here, but I can't just sell what we have.
DLC20001754	I need to address problems as they arise, and most of those have to do with the Sorrows or Dead Horses.
DLC20001755	Take a look.
DLC20001756	Radiation sickness.
DLC20001757	Even after all these years, it's still a problem for prospectors, caravan guards, couriers, and tribals. I can fix it.
DLC20001758	Oh, the usual. A few scrapes, burns, and bullet wounds.
DLC20001759	Huh. You look fine to me. Physically, anyway.
DLC20001760	Yeah, you don't look too bad. Shouldn't take much to get you fixed up.
DLC20001761	It looks like you have a few nasty injuries, but nothing I haven't seen before. Want me to fix you up?
DLC20001762	Funny sense of humor. I've seen corpses with injuries less severe than yours. This might take a while.
DLC20001763	I have an addiction problem.
DLC20001764	As much as I wish people wouldn't touch alcohol or chems at all, I understand. Would you like me to help?
DLC20001765	I need some medical assistance. Can you help?
DLC20001766	I should be able to address most common problems. What's the matter?
DLC20001767	Fine. Forget it.
DLC20001768	Good.
DLC20001769	That's too bad, because I'm going to tell her.
DLC20001770	You'll do what you'll do - I won't try to stop you. I'd ask only that you consider the repercussions of your actions.
DLC20001771	Aren't you the guy in charge around here?
DLC20001772	That's not an easy thing to be. I don't like doing this, but I can't see any good coming from telling Waking Cloud her husband died.
DLC20001773	You're the New Canaanite who's supposed help lead these people, not hide things from them.
DLC20001774	I know. You're right. I shouldn't have hidden it from her in the first place. I just... we can't fail here again.
DLC20001775	Zion can't become the next New Canaan. The Sorrows don't deserve that. They don't deserve any of this.
DLC20001776	Sometimes I look at them and wonder if they would have been better off if those old trails had stayed forgotten.
DLC20001777	If we had never found any of them. Tell Waking Cloud if you think that's best. I won't stop you.
DLC20001778	Settle down. I'm not telling her squat.
DLC20001779	Good. I'll tell her after we've helped the rest of the Sorrows reach safety.
DLC20001780	I don't think you should hide this from her, but I see your point. I won't say anything.
DLC20001781	And I don't like hiding it from her, but I'm between a rock and a hard place here.
DLC20001782	Her people... honestly, we all need her help. As much as it pains me to say it, there will be time to mourn later.
DLC20001783	It's her husband! Don't you think she has a right to know?
DLC20001784	To every thing, there is a season. Who are you or I to put this heavy burden on her now?
DLC20001785	O... kay, let's talk about something else then.
DLC20001786	Good. Fine, whatever you'd like to know.
DLC20001787	What's the matter? Did something happen?
DLC20001788	Her three children are safe. They made it north weeks ago and met up with New Canaanites heading east.
DLC20001789	Her husband didn't make it. He died protecting their children from a White Leg attack.
DLC20001790	Do not tell Waking Cloud. She is one of the only Sorrows who can communicate easily with us and her tribe needs her to be strong right now.
DLC20001791	Did you help the rest of her family leave Zion?
DLC20001792	I did.
DLC20001793	She said one of her births was difficult and you helped her through it.
DLC20001794	Oh, well that's true. Waking Cloud is a talented midwife. She's certainly brought more children into the world than I have.
DLC20001795	But there are some problems she's never dealt with. One of them came up when she was having her third child and...
DLC20001796	I really didn't do much. I'm surprised she mentioned it.
DLC20001797	The use of violence only leads to more violence.
DLC20001798	Try walking alongside a tribal child, a refugee, and holding her hand for three days because her parents were killed by NCR prospectors.
DLC20001799	After the prospectors have stalked the remainder of the tribe, they fire off a few shots to scare them, and the tribe bunches together for safety.
