DOD00000001	你好吗，今天天气很好。
DOD00001895	我知道亚当已经不在了，我为他的灵魂祈祷，我也一直挂念着他的父亲。
DOD00001896	你知道你表弟的罪行吗?
DOD00001897	啊，我只见过他几次，那时候他还是个小男孩，你懂的。我在加州已经有...我想已经14年了。
DOD00001898	亚当的选择，虽然可怕，却只属于他一个人。我不想暗示他父亲有任何过错，但还是...
DOD00001899	我经常会想，如果亚当小时候接受了更多的宗教教育，他会不会有不同的表现？
DOD00001900	我可以问一下，亚当，他父亲......怎么样了？
DOD00001901	你认识亚当吗，牧师?
DOD00001902	噢，天哪。
DOD00001903	我相信你有你的理由，我知道亚当是个逃犯，他可能不愿意和平投降。
DOD00001904	但你要知道，无论出于何种原因，杀人都不该是轻易做出的选择，它会带来严重的后果，今生来世都一样。
DOD00001905	你应该尽可能地寻求原谅。那些靠枪生活的人往往会死于枪下，而且往往是在他们最意想不到的时候。
DOD00001906	是我杀了亚当。
DOD00001907	啊,我明白了。
DOD00001908	我感谢你的服务，感谢你在处理这件事时的仁慈。
DOD00001909	当我听说他自杀的时候，我很惊讶。这只会进一步加深我的信念，即他缺乏对精神性的理解。
DOD00001910	不管怎样，再次感谢你。
DOD00001911	是我把亚当活着带回来的。
DOD00001912	是吗？对你失去朋友我深表遗憾，下次见到亨利时，我会转达你的同情。
DOD00001913	(谎言)几年前我和亚当是朋友，仅此而已。
DOD00001914	我希望报纸能刊登精神上的鼓励和同情的文字，而不是像小报那样大肆揭露丑闻。
DOD00001915	亚当的罪是很大的，但我希望我们能从他的错误中吸取教训，原谅他的罪过。
DOD00001916	哦，看报纸就知道了，想听听你的看法。
DOD00001917	哦，恐怕我不知道这类事情的细节。
DOD00001918	我们会组织实地考察，这样学生们就能看到NCR，但我不是负责这个项目细节的人。
DOD00001919	你应该想和保尔森执事谈谈，但他是加州之旅的领队，你得等他们回来。
DOD00001920	还有别的事吗？
DOD00001921	我要见你的一个学生，叫杰西·奥尼尔的，有人告诉我她不在这个州?
DOD00001922	我很想知道你从哪里得知的。
DOD00001923	我更愿意将这样的财务记录保密，以避免这种精确的会话，非常好。
DOD00001924	我觉得戈尔德先生的职业选择令人厌恶而且对整个社会有害。
DOD00001925	尽管如此，我主要关心的是始终以更大的利益为目标，他的财政捐助是达到这一目的的一种手段。
DOD00001926	维持这个事工需要大量资金，扩大我们的项目则需要更多。
DOD00001927	我们非常感激会众的捐款，但这些捐款不足以维持我们的事工运作。
DOD00001928	不幸的是，我们做这些好事的代价，有一部分是用脏钱来支付的。如果你不介意的话，我希望你别到处宣扬。
DOD00001929	为什么色情片制作人斯坦·戈尔德，会掏钱给你？
DOD00001930	哦，我不能告诉你。我猜他是想花钱见上帝，而不是真正想改变自己的行为。
DOD00001931	不管怎样，他的钱被用在了很好的地方，为此，我愿意忽略他的职业和...言谈举止。
DOD00001932	为什么斯坦要付钱给你?
DOD00001933	虽然我承认与戈尔德先生谈话不是很愉快，但我没有资格发表评论。
DOD00001934	他的行为也不好，我不希望他再来我们这里，除非他想向我们学习。
DOD00001935	听起来你见过戈尔德先生了，很有魅力的人，不是吗?
DOD00001936	嗯?哦，当我没说，这不是我该说的。
DOD00001937	还有什么需要我帮忙的吗?
DOD00001938	你什么意思?他做了什么?
DOD00001939	哦，是的，他。
DOD00001940	他来过这里，我真心希望他永远别回来，他对我说了许多令人作呕的话。
DOD00001941	他走的时候，还带走了我们的一个实习生，我猜他答应给她一大笔钱。
DOD00001942	我知道色情制作人斯坦·戈尔德来过这里？我说得对吗？
DOD00001943	是的，他来了。
DOD00001944	我想她的名字是...嗯...拉娅，我想。正经的学生，但是...显然，也许没有那么虔诚。
DOD00001945	我们再也没见过她，我宁愿不知道他给她分配了什么工作。
DOD00001946	他找了个实习生?
DOD00001947	啊，好吧，有很多事情我不愿意再想了，其实都集中在一个简短的问题里。
DOD00001948	是啊，我也加入了那个教堂，我想学医，他们不收任何费用。
DOD00001949	自由之城的天启追随者们真的没有人力来教那些想当医生的白痴，所以我就去了教堂。
DOD00001950	然后有一天，那个该死的戈尔德来了。他和牧师见了面，但会面结束后他没有离开。
DOD00001951	相反，他在教堂的场地上巡视，观察那里的每一个人。然后他来找我，说给我五千瓶盖让我跟着他去加州。
DOD00001952	他说如果我拒绝，牧师无论如何都会把我赶出教堂，5000瓶盖比我以前见过的都多，所以我就去了。
DOD00001953	我能说什么呢?我当时是个非常愚蠢的15岁孩子。
DOD00001954	我知道你在斯坦·戈尔德的催促下离开了伯克事工。
DOD00001955	是的,是的。所以，我们一走出教堂，我就和斯坦一起坐进了一辆卡车的后面。
DOD00001956	门一关上，斯坦就开始问我问题：“你是处女吗?你身体健康吗?你能表演吗?”
DOD00001957	他说他会让我成为一个电影明星，我也会得到相应的报酬，但是，首先他需要我“通过一个口试”。
DOD00001958	好吧，是我把这句话说得太委婉了，他的原话我引用一下："舔我的肥鸡巴，婊子。"
DOD00001959	然后发生了什么?
DOD00001960	相信我，你不是第一个这么想的人。
DOD00001961	牧师为我们的安全不惜一切代价，如有必要，我们有紧急百叶窗，可以挡住门口。
DOD00001962	我们还有一支小型安全部队，由布瑞克先生领导。他们在大楼外面放哨，到目前为止我们还没遇到什么麻烦。
DOD00001963	在最坏的情况下，我们也有一个紧急出口，就在学生宿舍稍微过去一点的地方。
DOD00001964	这栋楼安全吗?看起来他们很容易就能闯进来。
DOD00001965	他是我们的安全主管，他话不多，但牧师给他钱让他保护我们免受掠夺者袭击，到目前为止，他干得不错。
DOD00001966	布瑞克先生是谁？
DOD00001967	你可以绝对肯定他参与了。
DOD00001968	戈尔德一直说他给了伯克一大笔钱来买我，所以我最好别让他失望。
DOD00001969	无论如何......在那之后，卡车停在一个旧仓库旁边。斯坦让我待在卡车后面。
DOD00001970	他坐到了前面的副驾驶座位上，突然十几个女人和我一起爬进了卡车的后面。
DOD00001971	斯坦叫我们不要说话，然后就开车了。我们被塞在卡车后面好几个小时，只上了一次厕所。
DOD00001972	这太恶心了，你觉得牧师也参与了吗?
DOD00001973	嗯...不了，我觉得拉娅奶奶的无偿讲故事时间到此为止了。
DOD00001974	我不是一个完全的白痴，我看得出你在搜集证据。听起来像......像是会牵扯到伯克的事，对吧?
DOD00001975	我可以告诉你所有你想要的细节，但我要求回报，确切地说，是为毁了我的生活而复仇。
DOD00001976	替我杀了斯坦，我告诉你想要的，并提供全部资料。否则...我就没心情再唠叨了。
DOD00001977	成交吗?
DOD00001978	卡车把你带到哪里去了?
DOD00001979	听到这很高兴。
DOD00001980	好吧，我不打扰你了，警告你一下，他和NCR有联系，如果你要杀他，最好小声点。
DOD00001981	玩得开心，如果你和他交流过，我肯定杀了他对你来说也是一种宣泄。
DOD00001982	好吧，我会帮你杀了斯坦。
DOD00001983	哈！我就知道你喜欢我。你知道，大多数女士都是，我把体面的女孩变成了肮脏的妓女，这是一个礼物。
DOD00001984	好吧，我有一些空闲时间，我们走吧。准备好见识你这悲惨人生中最大的鸡巴，哈!
DOD00001985	斯坦，你迷人的个性让我很烦躁，我们去你房间吧，一个人。
DOD00001986	[成功]很好，该死的。你的品味比我想象的要高多了，你真他妈棒。
DOD00001987	你知道吗?我想我会处理这件事的，也许你并不是完全智障，哈。
DOD00001988	有几个高贵的婆罗门女继承人要去你的房间，她们想单独见你。
DOD00001989	[失败]我他妈的在吃东西，你这个混蛋，打扰别人，上帝啊。
DOD00001990	你能...给我些理财建议吗？找个僻静的地方？
DOD00001991	有这种性格，我真的很震惊他能活这么久，没有人会想念他的。
DOD00001992	是的...很好...去你妈的！你不能在赌场里杀人！如果保安干得好，你连枪都没有！
DOD00001993	还有，啊，就算你有枪，那些混蛋保安也有枪!你开枪打我，他们就开枪打你!
DOD00001994	还有...我可是NCR的大人物!我比总统更重要!加州所有看色情片的人都欠我一条命!
DOD00001995	是的...对的...我才不怕你，混蛋!
DOD00001996	我被雇来杀你，你有什么理由阻止我吗？
DOD00001997	好吧，好吧！你他妈离我远点，你个变态!
DOD00001998	给你钱，滚开!我要离开这该死的城市!你们他妈的疯了!
DOD00001999	詹森！妓女们！我们走吧！
DOD00002000	我可能会被说服，告诉我的委托人你死了。只收一小笔钱，你觉得呢?
DOD00002001	詹...詹森！救救我！
DOD00002002	<攻击>我只是想让你知道我会杀了你，你这个可恶的混蛋。
DOD00002003	我真不知道没钱会让你的幽默感这么蠢，你个该死的弱智。
DOD00002004	从我面前滚开，你个该死的傻逼。
DOD00002005	哈哈，我只是开个玩笑，你真该看看你当时的表情。
DOD00002006	斯坦！不！
DOD00002007	嗯...好，这很好，我希望你真的杀了他，而不是在撒谎。
DOD00002008	很好，交易就是交易，我会给你想要的色情部分。
DOD00002009	所以，我和其他几个女孩坐在一辆卡车的后座上，开往加州。
DOD00002010	我们来到了一个大庄园，我们都被赶到了一个有床的房子里。
DOD00002011	斯坦的一些化妆师来了，确保我们看起来都是最美的，然后几个拿着枪的人出现了。
DOD00002012	那些枪手说我们将成为上流社会聚会上的“娱乐”，如果我们不守规矩，就会被枪毙。
DOD00002013	他们也是认真的，第二天晚上，我们被送到斯坦的豪宅，还被告知要和有钱有势的人交往。
DOD00002014	如果有哪个有钱的混蛋想要我们，我们就得附和。
DOD00002015	斯坦·戈尔德死了。
DOD00002016	他和斯坦才是真正的赢家，斯坦的宅邸有很多卧室，而且都装了摄像头和隐藏的麦克风。
DOD00002017	所有那些有钱有势的男人，大多数都结婚了。我们当中的很多女孩都是未成年。
DOD00002018	斯坦对他们所有人进行了勒索。，他把他的勒索材料卖给了一位叫伯克的参议员。
DOD00002019	看，我不该知道这件事的，派对结束后，我去问斯坦要他答应给我的五千块。这很蠢，我知道。
DOD00002020	我正要去敲他的门，但当我无意中听到他和参议员在讨论前一天晚上敲诈的价格时，我停了下来。
DOD00002021	我跑回其他女孩那里，那天下午我们被送回维加斯，我们都没有得到报酬。
DOD00002022	这就是我行医的梦想和我的人生的梦想的终结。所以，我真心希望你帮我杀了斯坦。
DOD00002023	这和伯克有什么关系?
DOD00002024	对啊，是，有个妓女跑到报社尖叫着说她目击了NCR的两个最富有的人之间的阴谋。
DOD00002025	我相信这对我来说会很好，真不敢相信我竟然没有这么做。
DOD00002026	你没把这事告诉媒体吗?
DOD00002027	呃，客套话，不过还是谢谢。
DOD00002028	照顾好自己，拉娅。
DOD00002029	你...你是认真的吗?
DOD00002030	我...我都不知道该说什么，再说...谢谢你！我欠你...一切。我永远也报答不了你了。
DOD00002031	我将...我要用这笔钱回加州，去他妈的教堂，我要加入天启追随者。
DOD00002032	再次感谢你...非常，我保证，我不会浪费这个机会的。你不知道这对我有多重要。
DOD00002033	稍等一下，他好像还欠你5000瓶盖，拿着它，再考虑考虑学医的事。
DOD00002034	一个戴着漂亮帽子的男人，祝你愉快，伙计!
DOD00002035	谁寄的？
DOD00002036	待会儿见，伙计!
DOD00002037	好的，谢谢。
DOD00002038	自从那些近亲繁殖的私酒贩子都被射杀后就没有了，我不得不说，让商队穿过他们的“领地”真是让人伤脑筋。
DOD00002039	你可能会认为我们边疆的农场主应该团结一致对抗那些混蛋，但显然这要求太高了。无论如何，他们不会被人想念的。
DOD00002040	还有其他不法之徒给你们找麻烦吗?
DOD00002041	比我聪明的人曾分析过，在运气游戏上赌博是徒劳的。我所要补充的是，这些游戏也非常无聊。
DOD00002042	我见识过太多贫民窟了，他们都是一样的，也许贫穷和堕落是人类伟大的统一者。
DOD00002043	我从来没有说过要遵循某种不可改变的道德准则，我认为这样的事情是矛盾和毫无意义的。
DOD00002044	以杀戮为例，这是我们都做过很多次的事，也是一个令人沮丧的社会模糊的话题。
DOD00002045	大多数宗教文献禁止杀戮，大多数社会对杀戮都有非常严格的法律，大多数人也会欣然同意这是一件坏事。
DOD00002046	然而，战争是光荣的，有针对性的复仇带有浪漫色彩，自卫在废土上广受赞誉。
DOD00002047	“啊，但是，没关系，因为你杀死的是敌人”，这句话赞扬你。然而，这也是矛盾的。
DOD00002048	如果对“敌人”犯下的所有罪行都是可以原谅的，为什么我们要定义和惩罚战争罪？为什么要赞美同理心和理解？
DOD00002049	这是没有意义的。道德是你选择如何去理解它，我不看重文明社会所持有的伦理价值观，不管是什么。
DOD00002050	我是在远离社会的环境中长大的，我只是在青春期的末期才进入这个行业，我可以正确地说，我与社会合不来。
DOD00002051	我没有什么个人准则，最接近的准则是避免毫无意义的残忍和虐待，但为什么要为这些细节而左思右想呢?
DOD00002052	我很好奇，你人生的道德准则到底是什么?
DOD00002053	我有一个问题，如果你允许的话。
DOD00002054	你支持NCR吗?总的来说，我想，具体来说他们希望吞并莫哈韦，但每个人似乎都有自己的看法。
DOD00002055	好的,请便。
DOD00002056	没什么特别的，政府机构和普通公民一样，都在创造多产且有利可图的工作。
DOD00002057	话虽如此，我职业生涯的大部分时间都是在莫哈韦沙漠度过的，就像现在这样:无法无天，无人掌管。从来都不缺工作。
DOD00002058	然而，NCR似乎不那么诚实，他们使用我的服务，同时又拥护法治，这就是证明。
DOD00002059	我理解，民主政府的诉求是让公民在影响整个社会的决策中有发言权。
DOD00002060	然而，牵扯其中的人都是完全利己的，这损害了它应该代表和捍卫的公民。
DOD00002061	这是一个充斥着虚伪、腐败和邪恶的体系。与此同时，它又一直在宣扬这些特质是多么邪恶，以及应该如何清除它们。
DOD00002062	我觉得我真的病态地好奇为什么底层的人们，那些最容易被政府镇压的人，会支持它。
DOD00002063	因此，我最初的问题是，你支持吗?
DOD00002064	你对此有偏好吗?你为什么要问我的?
DOD00002065	我明白了。我不能批评你的决定，如果不出意外的话，这对你来说是非常有利可图的。
DOD00002066	政府喜欢宣称他们的存在是为了造福社会各个阶层的人民。然而，它们往往对个人最有益。
DOD00002067	为NCR赢得莫哈韦会让你富有，出名，受人尊敬，你可以做任何你想做的事而不受惩罚。
DOD00002068	我确实支持NCR，是的。
DOD00002069	好极了，我个人对莫哈韦人选择的政府体系没有任何投资...也许被迫接受，视情况而定。
DOD00002070	我相信我们每个人只对自己负责，也只需要对自己负责，我认为推广一个支持对立意识形态的体系没有任何好处。
DOD00002071	我只需要杀掉那些雇佣我来杀的人，把军事问题留给那些关心这类事情的人，这不关我的事......显然也不关你的事。
DOD00002072	我无意在这场战争中支持NCR。
DOD00002073	是吗?我的理解是，NCR没有能力保护其领土边缘的人民，这是如此多的人讨厌它的主要原因。
DOD00002074	很多人抱怨高税收，但就我所见，真正的问题是高税收却没有任何好处。
DOD00002075	生活在NCR核心地区的人们得到了电力、水、食物、教育和相对的安全。
DOD00002076	对于大多数市民来说，生活在这样相对奢侈的标准下是值得纳税的，至少大部分人是。
DOD00002077	但那只是他们文明的核心，在边缘地带，情况就大不相同了，他们付同样的税，却什么都得不到。
DOD00002078	然后，把这一点与他们不理会犯罪活动的倾向结合起来，比如我，对他们有利的话他们就不会管。
DOD00002079	所以我相信他们优先考虑的是利润。当然如果我为此谴责他们，那就太虚伪了，但你似乎对他们很有信心。
DOD00002080	请注意，我这么说并不是为了动摇你的观点或选择的忠诚，我只是觉得你应该知道这些事情。
DOD00002081	以表面价值看待一切是一种很好的方式，很可能会被你意想不到的刀子从背后捅上一刀，记住了。
DOD00002082	这不是为了获得奖励，我支持NCR，因为它在保护需要它的人。
DOD00002083	在这方面你不用担心，他们不缺资金来支付我们这些为他们工作的人。
DOD00002084	他们信奉的意识形态与我们无关，重要的是，这些深处的帐要结清。
DOD00002085	我尊重你的敬业精神，利用你的技能去走你不喜欢的路，并从中获益。
DOD00002086	这是我们的共同点，我相信我们能合作得很好，也许我们共同的方法就是原因所在。
DOD00002087	好吧，我的好奇心得到了满足，我们继续吧?
DOD00002088	太对了，利润丰厚，一旦我为他们赢了这场战争，他们会欠我很多。
DOD00002089	嗯，我想跟随你是唯一能让我自由穿越军团领地的方法。不然在通常情况下，必须得秘密行动。
DOD00002090	有那么几次。我从NCR的个人那里收到了很多合同，你应该能想象，很多人都仇视军团。
DOD00002091	自然地，军团对来自西方的刺客在他们的土地上游荡并杀害他们的人民并不感到兴奋。
DOD00002092	如果那个杀手碰巧是没有生育能力的女性，很可能会拿把砍刀砍到她的头骨上。
DOD00002093	如果我被看见的话，这是就是我的下场。
DOD00002094	你以前去过军团领地吗?
DOD00002095	这是我成长过程中受掠夺者奴役的副作用。我应该庆幸我的内伤只有这么严重。
DOD00002096	这并不困扰我。我对生孩子没兴趣，即使我能生，我也怀疑自己不是当父母的好料子。
DOD00002097	你说你“没有生育能力”，这到底是怎么回事？
DOD00002098	我不讨厌任何东西，我认为军团想要创造的社会本质上是与人性格格不入的，是不必要的虐待。
DOD00002099	通常的想法会告诉我，加之我自己的奴隶经历，以及与之相关的所有恐怖，会让我在原则上鄙视军团。
DOD00002100	但我为什么要继续努力呢?它会实现什么?我的经历是可怕的，但那些没有杀死我的经历会让我变得更坚强。
DOD00002101	这就是事实。
DOD00002102	但你似乎并不恨军团。
DOD00002103	军团的士兵往往非常喜欢在陆地上行军，蹲在灌木丛里很可能会挨枪子儿。
DOD00002104	我大多在晚上活动，利用一些分散注意力的东西，诸如此类。
DOD00002105	要特别说明的是，我说“军团领地”，我指的是边缘地带。我从未深入过凯撒的领地，也不想深入。
DOD00002106	一旦战争结束，我的军团生意可能就结束了，在和平时期谁会花钱雇我杀他们?
DOD00002107	你是怎么潜入军团领地的?
DOD00002108	假如我能活到有一天退休，像这样的地方也就没那么糟了。
DOD00002109	最终,也许。如果没有什么能先杀死我，我过了一定年龄也无法有效的工作了。
DOD00002110	我还不至于傻到坚持做我跟不上的危险工作。我也不需要持续的刺激感，退休就行了。
DOD00002111	最好是在凉爽的地方，高海拔也适合我。不过我更想跟变种生物换一个湖。
DOD00002112	但你没有职业，对吧?你只是随波逐流，在任务之间到处游荡，不是吗？
DOD00002113	我很好奇，一旦这场水坝之战结束，你打算做什么?
DOD00002114	你有退休的打算吗?
DOD00002115	我想家就是你白手起家的家，除非军团掌权，不然我也会留下。这里生意很好。
DOD00002116	虽然“家”意味着一种更深层次的联系，而不仅仅是你居住或做生意的地方。也许过一段时间，我想法也会改变，谁知道呢?
DOD00002117	你在赌城区的塔顶有一间高档豪华套房。毫无疑问，当你得到这么好的待遇时，确实会待在原地。
DOD00002118	莫哈维是我的家，我哪也不去。
DOD00002119	我尊重这一点，外面的世界有很多东西值得一看，我自己也希望有一天能眺望大海。
DOD00002120	我想我还是继续游荡吧。
DOD00002121	嗯，东方有很多地方值得探索，亚利桑那以外的地方是否文明，我没法说。
DOD00002122	只有在特殊的情况下我才能越过落基山脉，我离文明越远，我的职业就越没有价值。
DOD00002123	我想我要往东走。
DOD00002124	我想这是一种方法。并非所有擅长暴力的人都喜欢暴力，许多人会很乐意永远放下手中的枪。
DOD00002125	至于我，我不在乎。我的创伤和堕落的日子已经过去了，暗杀工作一点也不困扰我。
DOD00002126	我想在加利福尼亚定居，不再有战争或不确定性。
DOD00002127	老兄，我真他妈讨厌那些认为自己的银行账户能让他们凌驾于基本道德之上的有钱混蛋，伯克这类人，丝毫不差。
DOD00002128	他有个很了不起的姓氏，他生下来就很有钱，他每天喝着他妈的高档葡萄酒而我们这些普通人却在街上挨饿。
DOD00002129	没错，我把他的一些文件卖给了有兴趣的人，但这并不意味着NCR的每一次数据泄露都是我一手造成的！
DOD00002130	我他妈要当替罪羊了，就因为我喜欢时不时地放松一下，我知道是他在起诉我!
DOD00002131	去他妈的，去他妈的家族王朝。你养成了朝小家伙吐口水的习惯，最终他会受够的，那就是我。
DOD00002132	你为什么这么恨伯克参议员?
DOD00002133	哦,是吗?别让我久等了，让我看看他们有什么要说的!
DOD00002134	...
DOD00002135	妈的，这太操蛋了。但是，这不是我们要找的那种脏东西。
DOD00002136	所以，如果我没理解错的话...梅西看到的被卡车送到伯克庄园的女孩是戈尔德从州外运来的。
DOD00002137	我敢打赌，如果他们中有人决定谈论发生的事，温特斯就会猎杀他们。是啊，我看到线索了。
DOD00002138	好吧,好吧。把那些证词留在你的小玩意上，我去拿一份。这些东西太多了，他们掩盖不了。
DOD00002139	好的，交易就是交易。我看看能不能让你的布雷克兄弟把头探出来。不管他有没有，我们对伯克的调查都造成了很严重的影响。
DOD00002140	看看这个，我觉得牧师的手不干净...但是，他看起来不像他表弟那么脏。
DOD00002141	把这个甩在他脸上，我打赌他会说出来救他自己一命的。也许我们还能得到更多的脏东西，对吧?
DOD00002142	好吧，你去和他谈谈。在你这么做的同时，我会安排和布雷克的会面。祝你好运，大佬，我们现在就快抓到它了。
DOD00002143	我拿到了梅西，温特斯和戈尔德的账户。
DOD00002144	这真他妈的太棒了。但是，我需要你再坚持一段时间，我还在试着联系布雷克。
DOD00002145	稍后再回来，我们可以深入研究。与此同时，我肯定你还有其他工作要做。别担心，我哪也不去。
DOD00002146	我拿到了梅西，温特斯和戈尔德的账户。
DOD00002147	这是我最熟悉的地方了，再加上一些酷刑折磨和性虐待，我就会像回到了童年。
DOD00002148	这是一个肮脏的，鲜血四溅的坑，在这里，那些吸毒的人类渣滓可以通过观看愚蠢的动物自相残杀来取乐。
DOD00002149	当它们不需要为了主人的娱乐而互相掏空内脏时，这些动物就被关在又小又暗的牢房里。
DOD00002150	用奴隶儿童代替这些动物，你就懂了：这是我童年近乎完美的娱乐。
DOD00002151	你是什么意思？
DOD00002152	我不太清楚，莫哈韦沙漠以南的某个地方。当然，也没远到不是沙漠的程度。
DOD00002153	当我被带往北方的时候，我的精神状态不是很好，所以我并没有想到要跟着路标走。
DOD00002154	这是在哪里?
DOD00002155	你在逗我。
DOD00002156	...
DOD00002157	西区的人真的认为他们是恶魔帮袭击的无辜受害者吗?
DOD00002158	请注意，我不是在宽恕那些恶魔帮，他们和其他土匪一样残忍，但他们与西区的冲突似乎...是相互的。
DOD00002159	我不喜欢这个地方，我不喜欢它代表的意思，我也不喜欢这些......人。
DOD00002160	噢，不只是动物，有时他们也会把抓来的恶魔帮扔进竞技场。
DOD00002161	...我很好，谢谢你。
DOD00002162	我...迈出了巨大的步伐，将我的过去牢牢地抛在身后。我训练自己的大脑，防止它唤起对那段悲惨时光的回忆。
DOD00002163	走进我生命中最糟糕的部分的复制品让我措手不及，仅此而已。我很好，木已成舟。
DOD00002164	回忆只有在你自残的时候才会伤人，我也不再是可怜的奴隶孩子了。
DOD00002165	你准备好了我们就走。
DOD00002166	你看起来心烦意乱，你想要离开吗?
DOD00002167	隐蔽。伏击！
DOD00002168	卡特，我负责这里的安保，而布瑞克在别处忙。我非常想认识你。
DOD00002169	你是谁？
DOD00002170	哦，那些好人?对了，我们把他们都杀了然后把尸体扔进了排水沟。
DOD00002171	如果他们的死让你感到困扰，那就是你的错了，我们不得不压制他们。你就喜欢“多管闲事”，是吧?干的漂亮。
DOD00002172	这里的人都怎么了?
DOD00002173	我没有杀牧师，布瑞克杀的，我只是站在一旁看着那个老混蛋被人割喉。
DOD00002174	有人怀疑他经不起质疑，所以为什么要给他机会去唱他不应该唱的歌呢？
DOD00002175	你为什么杀了牧师?
DOD00002176	他在做他的工作，你应该庆幸是在和我打交道，我用子弹杀死敌人。布瑞克有他自己的方式，那要残忍得多。
DOD00002177	布瑞克在哪？
DOD00002178	真有趣，我正想说同样的话呢。
DOD00002179	<攻击>闭嘴，去死吧。
DOD00002180	见鬼，这次可能会很艰难。
DOD00002181	真是好时机，我在想墙上的大十字架需要钉上一具尸体。
DOD00002182	我的安保团队轮班工作，任何时候这里都只有一对。
DOD00002183	其余的人员都很接近，足以在紧急情况下做出反应。如果我不在，我的第二个，卡特，在。保安很严密。
DOD00002184	我在这附近没看到多少保安。
DOD00002185	不。
DOD00002186	我受雇保护他的生意，当他成为累赘时，我受雇让他闭嘴。
DOD00002187	为什么要杀牧师?你不是为他工作吗?
DOD00002188	你应该盲目无知地进入坟墓，我讨厌最后的请求。
DOD00002189	是谁指使你们的？
DOD00002190	你的虚张声势令人厌恶，我会好好享受把你开膛破肚的过程。
DOD00002191	<攻击> 那你就全力以赴吧。
DOD00002192	是的。
DOD00002193	是我杀了凯撒，你真觉得你能杀得了我吗?
DOD00002194	我想对你的尊严要求太高了吧，这也许是一种仁慈的行为，你这下流杂种。
DOD00002195	我只看到一个男人在地下戴着墨镜，吹嘘自己有多厉害，可悲。
DOD00002196	哦,真的吗?
DOD00002197	因为我想用你的肠子把你吊死，也许你可以利用你最后的机会想出一个更有效的威胁。
DOD00002198	我要把你的心挖出来，你这个傲慢的混蛋。
DOD00002199	我们没有理由放松警惕，但是...我想我们躲过了最糟糕的情况。
DOD00002200	也许,是的。你看起来很吃惊，我猜......你觉得我不信教，所以你觉得我不会读宗教书籍，对吧?
DOD00002201	我是不信教，但我有个习惯，就是买到什么就看什么。我发现，知识和信息本身就是回报。
DOD00002202	不，宗教对我没有吸引力。首先，他们倾向于将道德编入一种无用且绝对的善/恶二分法，我不认为这有说服力。
DOD00002203	而且，我也不支持里面关于来世的说法，它滋生了对我们目前生活的自满和冷漠。
DOD00002204	毕竟，如果这一生非常短暂的，很快就会被一种田园式的生活永久取代，那人们为什么还要努力改善自己的生活呢?
DOD00002205	相反，如果一个人已经在努力改善自己的生活，但因违反教条而无法进入天堂的执念，可能会分散他们的注意力。
DOD00002206	毕竟，如果每个人都只专注于在假想的来世中保留自己的一个位置，那我们为什么还要费劲去改善现实呢?
DOD00002207	不，我相信我们在地球上的时间是短暂的，这取决于我们每个人赋予我们的时间自己的意义，以及生活的结果。
DOD00002208	上次我叫你等我的时候我看到你是在读圣经?
DOD00002209	管他这东西有没有两百年历史，我仍旧觉得水都比这玩意好看
DOD00002210	这个地方真的200年没打开过了吗?这些想要寻宝的人怎么都没听说过钻孔机呢?
DOD00002211	我几年前就已经这么想了，但始料不及，它并不是突然产生的新心理创伤。
DOD00002212	你准备好了我们就走。
DOD00002213	你不会又要抱怨过去了吧?一切都结束了，放松。
DOD00002214	这是我遇到过的声音最大的门了。如果你想让我把那些铰链从痛苦中解脱出来，尽管开口。
DOD00002215	现在我们走进了内里斯。告诉我，你是否有一个不可能完成的赏金，或者你想碰碰运气?
DOD00002216	请原谅我这么说，但你的那位朋友，伊丽莎，似乎因为过了这样一种田园般的生活而格外痛苦。这很烦人。
DOD00002217	留意大毒蜂，那些可恶的生物喜欢在这些山上筑巢。
DOD00002218	塔利知道军团喜欢在他公司旁边的地方埋伏吗?叫他下次别吝啬背包里的炸药。
DOD00002219	那些NCR商人应该找一个新的地方来兜售他们的商品，因为军团喜欢在这座桥上布置伏击。
DOD00002220	...噢。
DOD00002221	为了顺口，大多数人都叫我三件套，凯尔是我的名字。
DOD00002222	我在大汗帮待了一辈子了，就算我能随心所欲，到时候我也会为他们而死的。
DOD00002223	你是谁？
DOD00002224	这不是一个太大隐喻绰号，因为我总是无时无刻带着三个锁和装载好的零件，所以......三件套凯尔，很自然。
DOD00002225	他们为什么叫你三件套?
DOD00002226	这可以追溯到很久以前，一开始是我在酒吧打架时救了他。我觉得三对一，不合适。
DOD00002227	就在我们想为此争辩的时候，有个混蛋用弹簧刀捅了我的眼睛。
DOD00002228	他正要杀了我，但艾迪从后面过来用一大块瓶子碎片割了那人的喉咙。
DOD00002229	那时候，我有点生气，所以我拿出M1911把另外两个混蛋给毙了。
DOD00002230	总之，从那以后我和艾迪就很亲密了。我一直跟他说他应该加入大汗帮，但他不喜欢我们的入会仪式，无所谓。
DOD00002231	你怎么认识艾迪的？
DOD00002232	等等,什么?他妈的发生什么事了?!
DOD00002233	艾迪死了,凯尔。
DOD00002234	我操他妈的...?
DOD00002235	...
DOD00002236	狗屎，肯定有人杀了艾迪，伪造了这封狗屁信件。
DOD00002237	从他身上的纸条来看，他是自杀的。
DOD00002238	“给任何找到这封信的人......我的名字叫爱德华·赫斯特。”
DOD00002239	所以我才知道是假的，他妈的他名字叫艾迪森·赫斯特。
