SEV00000001	Poncho
SEV00001213	And you as well. Great trials await you, young hero. Just remember to stop and enjoy the beauty of this world between the bursts of carnage.
SEV00001214	Do not rage, do not regret. Stay in the present, and do as the writer instructed: "Live to the point of tears." Adieu!
SEV00001215	Goodbye, Sam. Stay safe.
SEV00001216	I'll consider that an amicable jab born out of mutual respect. I wish you good fortune in the coming struggles... I fear they will be plentiful.
SEV00001217	Beat it, mutant.
SEV00001218	Fair question. I despise half-measures, bargains or settlements in their many forms. It's a reminder of the indignities I swallowed in my old life.
SEV00001219	My former wife humiliated me... carped and nagged... belittled... it took this transformation to shake me from my stupor.
SEV00001220	Never again. The spoils go to the victor, and I've won. Walker is dead and I'm not. I have no quarrel with you... not yet.
SEV00001221	Why are you doing this?
SEV00001222	No, I'm an academic!
SEV00001223	The first thing I'm cutting off is your lying tongue. Then I start between your legs.
SEV00001224	A wise choice. This concludes our business. If I see you again... well, I'll assume the worst and start shooting. You understand. Farewell.
SEV00001225	<Give him the caps.> I'm not going to fight you over caps, Lee.
SEV00001226	Oh, I will.
SEV00001227	<Attack.> You want the caps? Come and take them.
SEV00001228	Thanks to the Courier's involvement, the journey to avenge Walker's wife and recover the stolen caps was concluded.
SEV00001229	Before leaving Arrow Canyon, the Courier paused to reflect on the events that had unfolded... and pondered the consequences of his actions.
SEV00001230	Thanks to the Courier's involvement, the journey to avenge Walker's wife and recover the stolen caps was concluded.
SEV00001231	Before leaving Arrow Canyon, the Courier paused to reflect on the events that had unfolded... and pondered the consequences of her actions.
SEV00001232	During the walk back to the Mojave, the Courier took satisfaction in his accomplishments, but also believed that his greatest struggles lay ahead.
SEV00001233	And with that, the Courier walked out of Arrow Canyon and back to the Mojave Wasteland, where new challenges awaited him.
SEV00001234	During the walk back to the Mojave, the Courier took satisfaction in her accomplishments, but also believed that her greatest struggles lay ahead.
SEV00001235	And with that, the Courier walked out of Arrow Canyon and back to the Mojave Wasteland, where new challenges awaited her.
SEV00001236	Though many considered Jed's death justified, his wife's demise was widely considered to be an act of cold-blooded murder.
SEV00001237	Accounts of Bethany's death would soon reach her family, the Vegas. Rumors swirled that a large posse was forming to avenge her death.
SEV00001238	Grateful for Walker's mercy, Jed and Bethany Phillips would leave the Mojave Wasteland and establish a small farm outside Prescott, Arizona.
SEV00001239	While their homestead initially thrived due to the peace and security provided by the Legion, Jed's good fortune soon ended.
SEV00001240	When the local centurion demanded a number of their herd, Jed loudly scoffed at what he considered to be an unfair offer by the official.
SEV00001241	Jed was summarily crucified and his entire family enslaved.
SEV00001242	Ronaldo eagerly resumed his illicit activities in Freeside. He would ruthlessly employ violence and intimidation to expand his criminal empire.
SEV00001243	In time, Ronaldo would corner a sizeable portion of the Freeside chem trade. However, his brutality would spur his enemies to conspire against him.
SEV00001244	In a dramatic twist, Ronaldo's subordinates would turn on him en masse and kill him in the very manner he so often utilized - by stabbing.
SEV00001245	Taking the Courier's advice to heart, Ronaldo soon departed New Vegas and took up the bounty hunter trade.
SEV00001246	His expertise with edged weapons would soon earn him the moniker of "The Knife". Unsurprisingly, Ronaldo rarely brought back his targets alive.
SEV00001247	Eventually, Ronaldo drifted north into the Great Basin and was never seen again.
SEV00001248	Ronaldo reluctantly joined the Followers of the Apocalypse. While initially a lackluster pupil, he hit his stride when he discovered medicine.
SEV00001249	With an unquenchable thirst for knowledge about anatomy and a zeal for dissection, Ronaldo would eventually find his place as a surgeon.
SEV00001250	Short on empathy and long on expertise, he would go on to distinguish himself as the premiere trauma surgeon in the Followers.
SEV00001251	Rats and feral children would soon descend upon Jimmy's corpse and pick it clean. His rancid flesh would sate the appetites of countless children.
SEV00001252	However, Jimmy's body was an unholy reservoir of chems and moonshine. Any man or beast that consumed his flesh was soon gripped by madness.
SEV00001253	Soon thereafter the Followers would begin treating an outbreak of endless babbling they dubbed, "The Jimmies."
SEV00001254	Jimmy continued raving at anyone within earshot until the Kings finally ejected him from Freeside. He then argued with himself outside the gate.
SEV00001255	Soon thereafter, Jimmy vanished. His disappearance coincided with sightings of strange lights north of town. His exact fate remains unknown.
SEV00001256	Though Sam's time at Jacobstown had been brief, he had already developed strong bonds of friendship with his fellow supermutants.
SEV00001257	After burying his remains, they would mourn his passing with a small service, with the eulogy delivered in French. Several observers wept.
SEV00001258	Sam and Peter merrily bounded across the high deserts of the Great Basin, stealthily "recovering" artifacts and antiquities at multiple sites.
SEV00001259	During his travels, Sam was pleased to hear of the Courier's new adventures. He smiled at accounts of strange companions and distant journeys.
SEV00001260	Wars in the Sonoran desert, raids into Arizona, grand battles to defend towns, flying saucers... all these rumors piqued his interest.
SEV00001261	Unsure what could be fact or exaggeration, he only hoped that the Courier remained safe, happy and grounded in a code of honor.
SEV00001262	Not long after, Sam and Peter were last seen crossing into the territory of Requin, the most feared warlord of the Great Basin.
SEV00001263	With his head held low, Lee would quietly re-enter service in the Followers of the Apocalypse. However, he would soon find fulfillment as a teacher.
SEV00001264	Working side-by-side with Anne, Lee would come to relish his role as a professor of Classics. In time, his wanderlust and greed would fade.
SEV00001265	For the first time in his life, Lee found himself truly happy. He hoped to see the Courier again, if only to extend his heartfelt thanks.
SEV00001266	When he heard the stories of the Courier's travels and travails, he was jealous for a fleeting moment, then locked eyes with Anne.
SEV00001267	Lee would smile and put the thoughts aside. He had found love and purpose, and that was enough.
SEV00001268	Taking the Courier's advice to heart, Lee turned east after departing Arrow Canyon. He had made up his mind to reach a strange, unknown land: Texas.
SEV00001269	During his trip through Legion territory, Lee chuckled at the stories of the Courier's exploits that trickled through the caravan lines.
SEV00001270	He was last seen crossing out of Legion territory somewhere near Cloudcroft. Caravaneers claimed he was headed for Fort Davis, Texas.
SEV00001271	With a pocketful of caps and newfound pride from his recent victory, Lee set out for the Great Basin, determined to make his mark as an outlaw.
SEV00001272	He soon assembled a motley assortment of rogues and hired guns to assist him in his efforts. He was on the verge of becoming a true warlord.
SEV00001273	However, he soon ran afoul of El Reloj in a territorial dispute. In what was supposed to be a peaceful parley, Lee insulted the veteran bandito.
SEV00001274	Before Lee could touch his pistol, El Reloj drew and shot him between the eyes. His body would be unceremoniously dumped in a ditch and burned.
SEV00001275	Lee would die forgotten, outside a handful of Followers who remembered him in his former life.
SEV00001276	In time, his bloated corpse would serve as fodder for the burgeoning swarm of insects inside Arrow Canyon.
SEV00001277	Word of Walker's death would eventually reach his estranged daughter. Though conflicted, she acknowledged his effort to avenge her mother.
SEV00001278	She would hold a small memorial service for Walker, then erect a tombstone next to her mother's grave.
SEV00001279	Walker would make the long trek back to Silver Springs, carefully safeguarding the bank haul every step of the way.
SEV00001280	Many of the townspeople were stunned at his appearance; they were positively shocked at the return of most of the stolen caps.
SEV00001281	Several of the town leaders extended an opportunity for Walker to return as acting sheriff, but he politely refused.
SEV00001282	Instead, he strolled over to his wife's grave, drew his pistol and shot himself. He would be buried with full honors beside her.
SEV00001283	Instead, Walker began serving as sheriff in the remote mining town of Rochester. There he upheld the law without succumbing to anger.
SEV00001284	The townspeople would grow to admire their sheriff and dismiss stories of his past brutality. Raiders would still avoid the town, however.
SEV00001285	Instead, he headed south and took up the bounty hunting trade. He would pride himself on bringing most of his marks in alive.
SEV00001286	Some time later he went south in search of the mutant Ares, reputed to be active in the Altar Desert. Walker was never seen again.
SEV00001287	Instead, Walker sought out his estranged daughter. When he knocked, his grandson would answer the door, prompting Walker to break down in tears.
SEV00001288	He would soon reconcile with his daughter and live out his days as a bailiff, content to mentor his grandson and keep his family safe.
SEV00001289	Depopulated and dilapidated, Arrow Canyon was soon visited by another predatory swarm of Dog Pecker Flies.
SEV00001290	Without the strong leadership of Bodeen or Roy Bee to oppose them, the rapacious insects set about infesting every corner of the canyon at will.
SEV00001291	The flies would flourish in the canyon, and periodically great swarms would spring forth and terrorize neighboring towns and highways.
SEV00001292	In time, travellers would refer to the site as "Dog Pecker Canyon" out of recognition for the insects' mastery of the location.
SEV00001293	Then that wraps up this grand misadventure. Too bad for Walker, but good for us, right? Don't spend your half too quickly.
SEV00001294	I... will be out of sight and out of mind. Lot of dead bodies in your future, if I were a betting man. Pardon me if I keep my distance.
SEV00001295	Good luck out there.
SEV00001296	That works for me.
SEV00001297	You rat fuck. All right... see if you can.
SEV00001298	<Attack.> Wrong. I'm taking it all.
SEV00001299	Oh, a David! I remember selling this to him. Well, he won't be needing it now.
SEV00001300	Oh, I know this director! A real pioneer in the "Singing, homicidal cowboy" style. Lots of fatalities on set. Filmmaking is a dangerous business.
SEV00001301	Now that's a leader I'd follow to the ends of the earth.
SEV00001302	I find that forgiving yourself for your own mistakes is the hardest act in life.
SEV00001303	A short film, so I hear. A simple delivery job.
SEV00001304	There's nothing more repugnant than a fence-sitter. We all have to pick sides at some point.
SEV00001305	If war is hell then war in the desert is a special hell.
SEV00001306	Ha! So that's what the Enclave thinks of us! "Yes, humans, we carry bayonets stained with infant blood. We will eat your babies!"
SEV00001307	It saddens me to think America's legacy is reduced to the Enclave. All the trappings and symbols but none of the dignity or freedom.
SEV00001308	They just need better leadership... like George Washington. I had the pleasure of speaking with him once in Utah. Never met a nobler hound.
SEV00001309	Delivery.
SEV00001310	Thought you could get away with it, didn't you? Killing my sister in cold blood. Bethany didn't deserve that. She was the best of us.
SEV00001311	I never approved of her running off with that dipshit, but he made her happy. Good enough for me. You had no right.
SEV00001312	I didn't survive three tours to have my kid sister gunned down like a rat by some wandering, fuckboot mailman. Die in fear and pain, cocksucker.
SEV00001313	Cocksure and steadfast, I like it. Yeah, it was right. Wasn't necessarily clean, but we settled it.
SEV00001314	Seen a lot of evil men get away with it, live out lives in peace and abundance... I'd like to think we pushed the scales back towards justice.
SEV00001315	Absolutely.
SEV00001316	It always comes down to that, doesn't it? I didn't expect to survive, honestly. Still... well, still dealing with it. Strange feeling.
SEV00001317	I'm glad it's done, but I don't revel in it. No celebration. Just... did our duty. Wish it could've been cleaner, but it's an imperfect world.
SEV00001318	It was him or us.
SEV00001319	Any one of them would've faced a trial in NCR. I guess that's what gives me pause... knowing we bypassed due process and the rest of it.
SEV00001320	I'm glad it's done, but I don't revel in it. No celebration. Just... did our duty. Wish it could've been cleaner, but it's an imperfect world.
SEV00001321	It's a little late for second thoughts since we just wiped out the entire town.
SEV00001322	Yep. Make a decision and stick with it, see it through to the brutal finish. We settled the score. Now we just got to live with it.
SEV00001323	A man oughta do what he thinks is best.
SEV00001324	We'll get you taken care of. Just stand still...
SEV00001325	<Pay 50 caps.> Patch me up, doc.
SEV00001326	Of course. How can I help you?
SEV00001327	I need medical treatment.
SEV00001328	Here's what I have.
SEV00001329	I'd like to buy some medical supplies.
SEV00001330	Here's what I have. Full discount, of course.
SEV00001331	I'd like to buy some medical supplies.
SEV00001332	It happens to the best of us. Just one moment and I'll get you cleaned up.
SEV00001333	<Pay 50 caps> I'd like for you to cure my addiction, please.
SEV00001334	I know the nausea is awful. We'll take care of that in a jiffy.
SEV00001335	<Pay 50 caps> Can you take care of my radiation poisoning?
SEV00001336	Sam... he's gone? That breaks my heart. I... I knew him in Reno. Good soul. A thief, yes... but had a pure heart in his chest.
SEV00001337	We had some lean years up there in Reno, but we could always count on Sam to help see us through the tough times. Oh, that breaks my heart.
SEV00001338	Oh, you mentioned a will... what did he leave?
SEV00001339	I wanted to let you know that Sam died. He left you some things in his will.
SEV00001340	Oh, I'm sorry. I'm easily distracted. It's just west of the Thorn. Should be open in less than a week. Please come visit.
SEV00001341	Where exactly are you building the clinic?
SEV00001342	Just got here from Reno. Wanted a change of scenery. This place has its challenges, but I think we can make a difference once the funding picks up.
SEV00001343	I haven't seen you here before. What brings you to New Vegas?
SEV00001344	It's just rotten. Crime is rampant, corruption everywhere. Even seeps into the Followers sometimes. I couldn't stand it.
SEV00001345	Got tired of losing friends and patients out in the Great Basin, too. It's a wilderness... just devours people, even the strong ones.
SEV00001346	People are hopelessly naive about settling in wild places like that. Everything is against you... raiders, wild animals... even the weather.
SEV00001347	But it's the brutality more than anything... even the good people go bad when they get hungry. Yeah, I'm glad I left.
SEV00001348	Why'd you want to leave Reno?
SEV00001349	Oh, okay.
SEV00001350	Nevermind, let's talk about something else.
SEV00001351	This... this is incredible! God bless you, Sam. I promise you it will be put to good use. We'll begin construction immediately!
SEV00001352	Was there anything else?
SEV00001353	<Give 5,000 caps> Sam wanted the Followers to have this. It's his life savings.
SEV00001354	This was one of Sam's favorites. A Rubens, of course. Never hurts to have the goddess of health on our side.
SEV00001355	Thank you for doing this. I know Sam thanks you, too. I hope to see you at the new clinic!
SEV00001356	<Give painting> He also wanted you to have this painting.
SEV00001357	Okay, that does it. We have the funding to finally get some real medical care in Westside. Thank you for doing this. I'm sure Sam thanks you, too.
SEV00001358	<Lie> No, that's everything.
SEV00001359	Then lay on, wretch.
SEV00001360	<Attack> I'm not here for conversation. Shall we?
SEV00001361	"Because it's the first thing I bite," the dog says. In a flash, he rips off the adventurer's scrotum. A geyser of blood erupts.
SEV00001362	The adventurer slumps over in shock and screams in agony. The townspeople dance and scream, "Hail Satan!" The adventurer perishes.
SEV00001363	The hell hound is sated... temporarily. They say he still walks the wastes, always searching for a fresh sacrifice. Only two items will satisfy him.
SEV00001364	A knife... preferably with blood on it... or warm testicles torn from a living body. Beware of strange dogs. Beware... of Balls.
SEV00001365	The end. Good night, everyone. Sweet dreams!
SEV00001366	I was hoping for something simple like The Golden Arm, but you had to conjure up images of Satan in canine form. Wait, what was that?
SEV00001367	It's frightening Peter. He suffers from anxiety... I don't want to exacerbate his condition. Besides, it's a grisly tale, not fit for the young.
SEV00001368	Why didn't you finish your story?
SEV00001369	Oh, all right. I'll try not to butcher the conclusion. Nothing worse than a lackluster final act.
SEV00001370	I think we'd all like to hear the ending.
SEV00001371	Oh, then I'll trust you. Stay strong, Peter. The world is full of horrors and you must learn to face them!
SEV00001372	A story like this could help Peter develop resiliency.
SEV00001373	At once!
SEV00001374	Fear can be instructive. Finish the story.
SEV00001375	I see. Yes, I'll finish the puppy story for you. Listen closely!
SEV00001376	Want puppy story!
SEV00001377	<Fearful Whimper>
SEV00001378	<Fearful Whimper>
SEV00001379	<Fearful Whimper>
SEV00001380	On behalf of Peter, thank you. Sleep well.
SEV00001381	You're right. We'll finish the story another time.
SEV00001382	Travelling to Arrow Canyon
SEV00001383	Goodbye, Lee
SEV00001384	Goodbye, Walker
SEV00001385	Speak to Lee about Larch.
SEV00001386	Speak to Walker about the job.
SEV00001387	Take Lee to a known Jackals hideout.
SEV00001388	Follow Lee.
SEV00001389	Kill Larch.
SEV00001390	Speak to Walker.
SEV00001391	(Optional) Kill Larch.
SEV00001392	Speak to Lee about the next target.
SEV00001393	Search the caravan routes in Powder Ganger territory.
SEV00001394	Speak to Walker.
SEV00001395	Speak to Walker when you're behind cover.
SEV00001396	Kill Terry Clinton.
SEV00001397	Speak to Walker.
SEV00001398	Ask Lee about the next target.
SEV00001399	Search for Jed Phillips.
SEV00001400	Deal with the deathclaw.
SEV00001401	Deal with Jed Phillips.
SEV00001402	Speak to Walker.
SEV00001403	(Optional) Kill Jed Phillips.
SEV00001404	(Optional) Convince Walker to let Phillips go.
SEV00001405	Ask Lee about the next target.
SEV00001406	Convince Mason to buy Psycho outside the compound.
SEV00001407	(Optional) Kill Mason.
SEV00001408	Deal with Mason outside.
SEV00001409	Speak to Walker.
SEV00001410	Speak to Lee.
SEV00001411	Find information about Marvin in Freeside.
SEV00001412	Find Marvin.
SEV00001413	Speak to Marvin.
SEV00001414	Search Marvin's corpse for information on Fowler's whereabouts.
SEV00001415	Speak to Walker.
SEV00001416	Recruit Ronaldo.
SEV00001417	Take Ronaldo to The Junction.
SEV00001418	(Optional) Find another way inside.
SEV00001419	Kill Fowler.
SEV00001420	(Optional) Free the slaves.
SEV00001421	Speak to Walker.
SEV00001422	Speak to Ronaldo.
SEV00001423	Speak with Lee.
SEV00001424	Convince Sam to leave Jacobstown.
SEV00001425	(Optional) Kill Sam.
SEV00001426	Lead Sam to Walker.
SEV00001427	Speak to Walker.
SEV00001428	Defeat Sam.
SEV00001429	Discuss Sam's fate with Walker.
SEV00001430	(Optional) Kill Sam.
SEV00001431	Meet Walker at the Northern Passage.
SEV00001432	Talk to Lee.
SEV00001433	Navigate through the canyon.
SEV00001434	Rest.
SEV00001435	(Optional) Talk to the other party members about the coming fight.
SEV00001436	(Optional) Clear Arrow Canyon of hostiles.
SEV00001437	(Optional) Free the slaves.
SEV00001438	Defeat Bodeen.
SEV00001439	Investigate the Administrative Building.
SEV00001440	Speak to Walker.
SEV00001441	(Optional) Wait for Walker to begin the fight.
SEV00001442	Get the safe key.
SEV00001443	Get the caps.
SEV00001444	Speak to Walker.
SEV00001445	Speak to Lee.
SEV00001446	De-escalate the argument.
SEV00001447	(Optional) Kill Walker.
SEV00001448	(Optional) Kill Lee.
SEV00001449	(Optional) Kill them both.
SEV00001450	Return to the Mojave Wasteland.
SEV00001451	Speak to Lee.
SEV00001452	Speak to Walker.
SEV00001453	Acquire a sample of Psycho to convince Mason.
SEV00001454	Cleanup & Encounters
SEV00001455	Setup
SEV00001456	Construction on Clinic
SEV00001457	Exit Stage Left
SEV00001458	Goodbye, Sam
SEV00001459	"Beauty will save the world."
SEV00001460	"The Wild still lingered in him and the wolf in him merely slept."
SEV00001462	Campsite
SEV00001463	Walker takes a breath and then instructs Jed to leave. The Phillips soon make a hasty departure out of view. It is uncertain if your paths will cross again.
SEV00001464	Mercy
SEV00001465	"There is no hunting like the hunting of man, and those who have hunted armed men long enough and liked it, never care for anything else thereafter."
SEV00001466	After waiting quietly for several hours, you notice a group of Powder Gangers creeping towards the ambush site.
SEV00001467	"Roy Bee, Founder."
SEV00001468	Lee collects his share and quietly strolls toward the exit of Arrow Canyon. Near the canyon's end he turns around and delivers a half-hearted wave. Soon after he disappears into the shadowy narrows of a gorge. It is uncertain if your paths will cross again in the future.
SEV00001469	Farewell
SEV00001470	Rumors reach you that a gruff man at the Mojave Outpost is seeking to hire an experienced guide for the region. His appearance is supposedly connected to the recent bank robbery in Silver Springs. Speak to Walker to learn details of the job offer.
SEV00001471	Seven Graves From Now
SEV00001472	"Every trail has its end, and every calamity brings a lesson."
SEV00001473	"Deserve‘s got nothin‘ to do with it."
SEV00001474	"Guard against the impostures of pretended patriotism."
SEV00001475	Arrow Canyon
SEV00001476	The skull of Big Nasty, Roy's arch-enemy. Roy bested his nemesis in single combat, finishing him with a fork through the eye socket.
SEV00001477	The Skull of Big Nasty
SEV00001478	"Let your plans be dark and impenetrable as night, and when you move, fall like a thunderbolt."
SEV00001479	"Cram."
SEV00001480	Walker stuffs the bulk of the caps into his duffle and then slowly climbs up the northern cliffs. He pauses to recover near the top of the ascent. After catching his breath, he looks back and gives you a subtle nod. Soon thereafter he disappears over the ridgeline. It is uncertain if your paths will cross again in the future.
SEV00001481	Farewell
SEV00001482	Slide 01
SEV00001483	Slide 02
SEV00001484	Slide 03
SEV00001485	Slide 04
SEV00001486	Slide 05
SEV00001487	Slide 06
SEV00001488	Slide 07
SEV00001489	Slide 08
SEV00001490	Slide 09
SEV00001491	A preserved Dog Pecker Fly specimen. A swarm of these menacing insects attacked Arrow Canyon in 2279. Roy perished while personally leading the fight against this threat.
SEV00001492	Dog Pecker Fly
SEV00001493	The Narrator catches his breath...
SEV00001494	The Narrator moves on...
SEV00001495	"Hunger is good discipline."
SEV00001496	"You must pay for everything in this world, one way or another. There is nothing free, except the grace of God."
SEV00001497	"A leader is a dealer in hope."
SEV00001498	"The only way we can redeem our past is by suffering."
SEV00001499	Bugslayer, Roy's weapon of choice. Before he stood agains the Dog Pecker Flies, Roy made his reputation by crushing the great ant swarms of 2273 and 2275. When Roy wielded this tomahawk, no bug was safe.
SEV00001500	Bugslayer
SEV00001501	"What a man knows isn’t important. It’s what he is that counts."
SEV00001502	"Too weird to live, too rare to die!"
SEV00001503	"Happy families are all alike; every unhappy family is unhappy in its own way."
SEV00001504	"Your ride's over, mutie. Time to die."
SEV00001505	They're watching you...
SEV00001506	Campsite
SEV00001507	"There are worse things than killing men, Bayard. There are worse things than being killed."
SEV00001508	Arrow Canyon is a distant location north of the Mojave Wasteland. Food, ammunition and water may be scarce during your journey. This will be a one-way trip until your mission is complete. Do you wish to continue?
SEV00001509	A Long Journey
SEV00001510	Remain in the Mojave Wasteland.
SEV00001511	Travel to Arrow Canyon.
SEV00001512	This path leads from Arrow Canyon back to the Mojave Wasteland. You are confident that you'll never return here. Are you sure you want to leave?
SEV00001513	Door to the Mojave Wasteland
SEV00001514	Remain in Arrow Canyon.
SEV00001515	Return to the Mojave Wasteland.
SEV00001516	Skip the slideshow.
SEV00001517	"Taking a new step, uttering a new word, is what people fear most."
SEV00001518	Sam activates his Stealth Boy and swiftly bounds away with Peter in tow. It is uncertain if your paths will cross again in the future.
SEV00001519	Au Revoir
SEV00001520	Beginning of the End!
SEV00001521	"Nothing is written."
SEV00001522	"You cannot be disciplined in great things and undisciplined in small things."
SEV00001523	"Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery."
SEV00001524	"War is a racket."
SEV00001525	Boudreaux's Blackened Radroach
SEV00001526	Armfield's Slave Mart
SEV00001527	Thor's Hammer
SEV00001528	Mojave Outpost Barracks
SEV00001529	General Store
SEV00001530	Shared Quarters
SEV00001531	Sam's Bungalow
SEV00001532	Barber Shop
SEV00001533	Clinic
SEV00001534	Endgame
SEV00001535	Oliver's Saloon
SEV00001536	Ramsay's Kennel
SEV00001537	Administration
SEV00001538	Temporary Holding Cell
SEV00001539	Nash Residence
SEV00001540	Westside Clinic
SEV00001541	The Junction
SEV00001542	Steve's Cantina
SEV00001543	Fowler's Shack
SEV00001544	Cram's
SEV00001545	Mojave Wasteland
SEV00001546	Freeside
SEV00001547	Freeside
SEV00001548	Old Mormon Fort
SEV00001549	Mojave Wasteland
SEV00001550	Small Canyon
SEV00001551	Arrow Canyon
SEV00001552	Wow!
SEV00001553	Steve,
SEV00001554	You were absolutely right about Boudreaux. Hot damn, can that ghoul make magic in the kitchen! I can't understand most of what he says, but I'm getting the gist of it. The guy can perform miracles with the worst meats, even the bugs. He was made something called Étouffée, and holy shit I almost cried it was so good.
SEV00001555	Only downside is that he's a cranky old bastard, on top of the language barrier. You said he was a good friend of Bobby, right? Figures he'd be upset after what went down. Damn shame.
SEV00001556	Hope you're doing all right with the business up there with Bodeen. Might make my way up there eventually.
SEV00001557	- Ahab
SEV00001558	Thanks
SEV00001559	Fowler,
SEV00001560	We got the shipment of merchandise last week without any hiccups. A lot of clients are dishing out serious caps for these kids. 80s and the smaller gangs always like fresh recruits to indoctrinate, but the biggest client is that group up at Mount Irish. Something weird about those guys. Seen my share of cults, but something is off. If you've got business up here, keep your distance from that place.
SEV00001561	Otherwise, keep them coming. We're growing fast, been poaching muscle from the Vipers, 80s and other gangs. Not much other news from the north. El Reloj and Requin are still active, but that's all past 93, not in my territory. 
SEV00001562	One last thing - if you have spare manpower, send a crew to scout out the Sheep Range. Pretty sure some of the runaways are organizing a town up there. Need to nip that in the bud before it becomes a problem. Thanks again.
SEV00001563	Best,
SEV00001564	Bodeen
SEV00001565	Recipes - Blackened Radroach
SEV00001566	This recipe allows you to make Blackened Radroach.
SEV00001567	While I'm Away
SEV00001568	Cynthia, here are some notes for while I'm away:
SEV00001569	- Don't budge on the no-contact order for Steve and Oliver. They're both good earners, and I don't want their personal animosity causing a rift in the town. Keep the peace best as you can and threaten them in my name if need be. NO POISONING OF STEVE'S ROACHES!
SEV00001570	- Crack the whip any time you hear gossip about Nurse Wilkes. It was hard enough to get a medical professional out here, I don't want these whiners undermining her with smartass remarks or hearsay. She came highly recommended. I believe her bedside manner will improve in time.
SEV00001571	- Ramsay is not permitted to own slaves of any kind. Do not fall for his charms. We tried it once and it was a disaster. Armfield has threatened to shoot him for "destruction of property" on multiple occasions.
SEV00001572	- Tell Armfield if he impregnates another slave that he'll be a slave.
SEV00001573	- Cram. Remember that he's special. Don't let him speak at the town hall. He'll babble until the others start bullying him, then he'll get worked up and threaten to unleash that collection of freaks he keeps in the store. Speak softly and don't look him in the eyes for extended periods. He's a brilliant scavenger but he's simply off in the head. Also, be sure to compliment his posters. It helps his self-esteem.
SEV00001574	- Tell Todd to keep his singing to a minimum. In his shop, he can do whatever he wants, but singing in public places always causes friction. NO KILLING OF CLIENTS! WE'RE LIVING IN A SOCIETY! Yell if necessary.
SEV00001575	- Ensure Pietro pays his full rent. He's constantly inventing excuses, but don't accept them. He's just a cheapskate.
SEV00001576	Me and the cousins will be gone for a few weeks for a recruiting drive. There's a group of 80s who are planning to join up. Possibly some tribals, too. Gonna meet them on the road outside Mount Irish. Not too close to that place, hopefully. Let me reiterate - while I'm gone, you are the acting boss. Don't take any shit and use the cattle prod liberally. If anyone crosses you they'll answer to me. I have full faith in you.
SEV00001577	- Bodeen
SEV00001578	Dear Thief
SEV00001579	Dear Thief,
SEV00001580	I can only assume that I've long since passed out of this realm, so permit me to whisper a few humble requests from the grave.
SEV00001581	Do whatever you wish with the Legion tender. Few things have boosted my spirits like pilfering the vaults of those skirt-wearing savages, and it would delight my ghost if that coin was used for merriment, feasting and fornication. Defy the Legion by enjoying life's pleasures, I say.
SEV00001582	Please deliver the caps (all 5,000) and the reprint of Hygeia to Doctor Tyler at the Mormon Fort. She's a fine physician and a trusted friend, and this windfall should silence her excuses about building the clinic in Westside. Please resist the impulse to indulge in short-term profiteering. You will net a tidy sum from the other oddities in my safe. Please stifle your greed for one moment and assist the one worthwhile faction in this sandy pit.
SEV00001583	If by some chance you are my friend, Robert - I hope you and your hounds are healthy, and you are no longer living life in the shadows. You can always start over. Put down the gun. Find Lydia. Learn to love again. Eat your biscuits in peace.
SEV00001584	For all others - live long, live free and embrace the beauty of our world. Adieu!
SEV00001585	Regarding Sam
SEV00001586	&PCName;,
SEV00001587	I captured Sam when he tried to steal my favorite painting. My only painting, in fact. A Rembrandt. He killed five of my men before he succumbed to his injuries.
SEV00001588	I tortured him for six days. Very strong, even for a mutant. It was an impressive display of willpower. We held a number of extended discussions in that chamber. I was surprised to learn that he had only one friend aside from that mangy coyote - you. That's right. Blinded, flayed and bleeding from every pore, he only claimed you as a trusted compatriot.
SEV00001589	On that note, I'm informing you that your friend is dead, along with his coyote. He bequeathed you his house and all his ill-gotten belongings. Passing this message was the least I could do in light of his bravery.
SEV00001590	If the mood strikes you, seek me out at Ruby Lake. We'll have a grand old time.
SEV00001591	Sincerely,
SEV00001592	Requin
SEV00001593	Competiton
SEV00001594	A competitor has arrived in town. "Sly Oliver", he calls himself. A puffed-up, preening buffoon of a man, grinning like a chem-addled mutant, offering discounts and gambling to every fool in town!
SEV00001595	Gambling? What's gambling compared to the finest food and beer in town? 
SEV00001596	POSTERS? No one west of the Colorado has this collection of vintage ads, not even Joe Briggs. Oliver has one ugly Enclave poster! People don't even like the Enclave. More importantly, why in the hell is George Washington a dog? It's sub-kitsch, that's what it is.
SEV00001597	Atmosphere? People have a great time here. Every day they tell me the roaches are adorable! Oliver calls this place "Roach-infested"! I say it's "Roach-Blessed!" Uppity bastard better not insult Junior to my face.
SEV00001598	Oh, and the damn discounts. He's taking a loss right now, I know it. Bastard is probably fresh off some score and can float his charity bar for a while. He can keep the dregs and hobos who don't appreciate a fine establishment. We will perservere!
SEV00001599	MURDER
SEV00001600	OLIVER. POISONED. MY. ROACHES.
SEV00001601	Foul, unspeakable murder! Bodeen insists it could've been anyone, but I know it was Oliver. That sleazy circus performer can strut around in a pimp suit, acting like he's the emperor of commerce in the canyon, but I see him for what he is - a cold-blooded murderer!
SEV00001602	There will be a memorial service held tonight with incense and candles. Cram will provide Cram for attendees. I'm expecting a large turnout. I intend to lead a public procession down main street in order to shame that maniac. OPEN CASKET! Let everyone behold the senseless brutality of Oliver!
