OWB00000001	GREETING
OWB00002074	This is ridiculous. I can't leave my brain here to rot.
OWB00002075	Great!
OWB00002076	I know it's great!
OWB00002077	I will!
OWB00002078	Fine!
OWB00002079	Okay, then. I'm going.
OWB00002080	Good, go!
OWB00002081	Maybe I'll explore the Big Mountain more before I go back to the Think Tank.
OWB00002082	Will you take some free advice from your brain? Don't trust the Think Tank. They aren't... right. In the brain, I mean.
OWB00002083	They're fiercely protective of their technology, and none of them is likely to share it willingly.
OWB00002084	I suppose I'll go back to the Think Tank and get them to let me out. They promised to do that much.
OWB00002085	Fine, you can stay here. Not like I need this hassle.
OWB00002086	Oh, no, you don't need this hassle. You're too busy treating your body like a canvas of sucking flesh wounds to deal with your brain!
OWB00002087	Ugh... It's not that I didn't like being in your head, you understand. As far as heads go, it was a rather nice one.
OWB00002088	Well, then. I suppose this is goodbye for now. What will you do?
OWB00002089	Maybe I have been a little unfair. If you want to stay here, I'll let you.
OWB00002090	[SUCCEEDED] Of course I accounted for that! Do you think I'm so stupid... no, you're right.
OWB00002091	Maintaining my current functionality will be harder than I thought. This bears some further looking into.
OWB00002092	Then surely you've taken into account the corrosive effects of long-term exposure to biogel.
OWB00002093	[FAILED] Actually, yes. I do think that. I think that exact thing. All the time.
OWB00002094	You really think you're smarter than the Think Tank and Dr. Mobius combined?
OWB00002095	And if I put you back?
OWB00002096	I'm not entirely sure. I suppose there's a chance that the re-integration would create some improved synergy between us.
OWB00002097	What form that might take, though, I cannot say.
OWB00002098	Why did you never say anything about how you felt before?
OWB00002099	What did you think all those self-preservation instincts were, hmm?
OWB00002100	All those times you thought, for a fleeting second, "maybe I shouldn't punch that Deathclaw in the face?"
OWB00002101	That was me, telling you exactly how I felt before!
OWB00002102	What would happen to me if I left you here?
OWB00002103	Hmm. Let me see... I suppose you'd continue on much as you are now, using that synthetic thinking machine to do the heavy lifting.
OWB00002104	Unless of course the batteries run out, but that seems unlikely.
OWB00002105	Look what happened to the Think Tank. Do you want to end up like them after a few hundred years?
OWB00002106	It's true, the brains here have experienced some degree of... deterioration. I'm confident that with a few decades of work, I can solve the problem.
OWB00002107	Well, if you like being stuck in there so much, maybe I'll just leave you.
OWB00002108	Oh no! Please don't leave me here in this nice, safe dome where I have access to nutritive fluids and a fully indexed library!
OWB00002109	Please don't deprive me of being dragged through a landscape so bleak, it was actually improved by the end of the world!
OWB00002110	I don't know how I could bear it.
OWB00002111	So, what, you'd rather just stay here? Never leaving that tank of... whatever that stuff is?
OWB00002112	Well, certainly there might be some things I miss about being ambulatory. We have seen some incredible sights, haven't we?
OWB00002113	Jason Bright and his followers launching into the vast unknown.
OWB00002114	HELIOS One coming back on-line.
OWB00002115	But still, given the tremendous, potentially life-ending peril that went along with those... yes. Yes, I'd rather stay here.
OWB00002116	I don't know. I have to think about this some more.
OWB00002117	Yes of course, by all means take your time.
OWB00002118	Well... maybe we could keep going like this. What do you think?
OWB00002119	You mean, I'll stay in my tank and you'll stay in your... skin... and we'll each handle our own areas of expertise?
OWB00002120	Hmm, I certainly like the sound of that.
OWB00002121	I think we have to trust each other and acknowledge that we aren't complete if we're separated.
OWB00002122	I suppose there might be some advantage to that, yes. There's a chance that the re-integration would create some improved synergy between us.
OWB00002123	Yeah, bet you didn't think of that, huh?
OWB00002124	Yes yes, all right, bravo, you've come up with something I neglected to consider. There'll be no living with you now. So, what do we do about this?
OWB00002125	So, we're at an impasse. You can't feel what I feel, and I can't think the way you think.
OWB00002126	Indeed. Quite the conundrum. How do you suppose we resolve it?
OWB00002127	[SUCCEEDED] Hmm... I suppose you're right. That does call certain assumptions into question, doesn't it?
OWB00002128	Isn't it just as true that you only feel this way because you're lacking those hormones?
OWB00002129	[FAILED] I don't "believe" it, it's just a simple fact. One may as well "believe" the earth is round or that the specific gravity of uranium is 18.9.
OWB00002130	You can't really believe that.
OWB00002131	<Humming>
OWB00002132	Let's see... 4... 5... 8... 1... 5... 1... yes! That's it! I've calculated pi to the very end!
OWB00002133	It's not that I want to be a Robobrain exactly, but... some treads would be nice.
OWB00002134	A British tar is a soaring soul, as free as a mountain bird...
OWB00002135	How's the body doing? Any fresh head wounds I should know about?
OWB00002136	How are the old batteries holding up, hmm? Experiencing any slowdowns yet?
OWB00002137	Woof! 
OWB00002138	Woof-woof! 
OWB00002139	Woof! <pants> 
OWB00002140	Woof!
OWB00002141	Bark! 
OWB00002142	Bark-bark! 
OWB00002143	Bark! <pants> 
OWB00002144	Bark-bark! 
OWB00002145	Are we being watched?
OWB00002146	We haven't seen anybody in a while... maybe the monsters have stealth suits too.
OWB00002147	Who do you think is cuter, Dr. Klein or Dr. Borous?
OWB00002148	You're my best friend forever.
OWB00002149	I bet no one has ever been as unnoticed as me...
OWB00002150	Starting combat! Just kidding!
OWB00002151	Do you like me?
OWB00002152	Med-X reserves empty.
OWB00002153	No more Med-X to kill the pain.
OWB00002154	Running low on Med-X.
OWB00002155	Painkiller reserves critical. Oh, the pain.
OWB00002156	Med-X supplies adequate.
OWB00002157	We're okay on Med-X. Until we have to numb the pain.
OWB00002158	All out of Stimpaks.
OWB00002159	Try not to get injured. We're fresh out of Stimpaks.
OWB00002160	We should pick up more Stimpaks.
OWB00002161	Stimpak reserves minimal.
OWB00002162	Stimpak reserves adequate.
OWB00002163	We're okay on Stimpaks.
OWB00002164	Don't mess with me, pal! I got a heating element with your name on it!
OWB00002165	Soon the day will be at hand! I will ride forth at the head of my armies, and we will crush our foes and hear the weeping of their small appliances!
OWB00002166	Hey! Hey! I got a... super-rare... Mojave snowglobe here! All you gotta do is reach down into my bread slot!
OWB00002167	Soon, pitiful worms! Soon I will rule, and your lives will have their doneness setting turned to... darkest!
OWB00002168	Would you like some toast?
OWB00002169	Cursed electric heating filament! You are inadequate to my needs! Why? Why? Why was I not built with a death ray!
OWB00002170	The toaster. Beware the toaster. If it could, it would burn the world.
OWB00002171	Mugs, mugs, mugs! Mugs, mugs, mugs! Mug-a-mug! Mug-a-mug! Mugs! God, why can't I stop singing this fucking song?
OWB00002172	While you were out, I spent six hours trying to reach a coffee cup up on a shelf. When I finally got it down, I was so happy, I cried. I hate my life!
OWB00002173	One time, the Biological Research Station told me he dropped a mug down his processing chute. When I reached in, he... seeded me.
OWB00002174	I love mugs so much, I just might kill myself!
OWB00002175	Got any mugs? No? How 'bout now? How 'bout now? How 'bout now? Is this getting annoying yet? Will you put me out of my misery now? How 'bout now?
OWB00002176	<Giggle> Who's ready for a party?
OWB00002177	If I made out with the sink, would you pay attention to me?
OWB00002178	Want to push my buttons?
OWB00002179	Have you been flirting with the ice queen again? Ugh! I'm so much more fun!
OWB00002180	Mood lights have more fun!
OWB00002181	Ooh, baby, let's turn off the lights and... turn on the lights.
OWB00002182	Adjusting lights for maximum concentration levels.
OWB00002183	Have you been poking at the other light switch? You know she's riddled with virii, don't you?
OWB00002184	Maybe we could dim the lights and have a candlelit discussion of classic literature?
OWB00002185	Is the light level to your... liking?
OWB00002186	Don't even talk to me. I've seen you with... her!
OWB00002187	It's not like I haven't tried to get along with her. Lord knows I have. She's just such a... floozy!
OWB00002188	Dig this sweet sound I got cooking. <Strange electronic caterwauling.>
OWB00002189	What I wouldn't give to be able to pick up Radio New Vegas. Mmm... Those cats can really play.
OWB00002190	You ever heard of Tiny Lester Lutton? Best jazz harmonica I ever heard. Mind you, being a Super-Mutant with no lips... don't ask me how he played.
OWB00002191	You heard of Doc Boney? Sang with the staff band till his wife caught him in bed with a nurse. Now he haunts the Med Center, still singing the blues.
OWB00002192	I ever tell you about Saxomotron version 4.0? That cat was the best trumpet player I ever met.
OWB00002193	Here and now got its ups and downs, but... focusing on the past, like it was any better? That's just Old World Blues.
OWB00002194	<Dispensing sage wisdom>
OWB00002195	Some day, I'd like to meet the man who's got no blues to sing.
OWB00002196	A most rapturous good morrow on your return to your domicile, sir. I trust you shall find things in order and the riffraff contained.
OWB00002197	Might sir care for an apйritif to balm the weariness of sirs manifold journeys?
OWB00002198	Perhaps sir would care to put sir's feet up, and I might serenade sir with the dulcet tones of a light opera?
OWB00002199	Sir's accoutrements are precisely where sir has left them, and should the toaster say otherwise I remind sir that it is a wastrel.
OWB00002200	If sir would press sir's spinal area against my primary instrument panel, I might vibrate at a soothing frequency.
OWB00002201	Sir is looking exceptionally sharp today, if sir will permit the compliment.
OWB00002202	Look out! Communist! No, false alarm. It was just a plate.
OWB00002203	The Commies have eyes everywhere, Citizen. And that means they're not just Commies. They're Peeping Toms!
OWB00002204	If you haven't found any Communists in your back yard, you're not looking hard enough!
OWB00002205	I smell... sedition!
OWB00002206	Citizen! Did you know that Communists have an organ behind their eyes that converts salt water into fresh? Or, wait... is that penguins?
OWB00002207	If you know what the word "proletariat" means, do you know what that makes you? Well read and erudite... for a Communist!
OWB00002208	Couldn't stay away, could you? Yeah, I knew you'd be back.
OWB00002209	I'm so good, I might seed you just by looking at you.
OWB00002210	You ever seen a Biological Research Station this full of seed? No. No, you haven't.
OWB00002211	Come on, baby, bring me a sweet little dried fruit. I'll rehydrate all up in that thing.
OWB00002212	Baby, don't believe a word that sink says. She's all lies.
OWB00002213	Muggy? Yeah, Muggy's all right. Not too seedy, but hey, nobody's perfect.
OWB00002214	Zzz... forceps, nurse! This man's got a severe case of shoe lung!
OWB00002215	Zzz... no... not that scalpel, the fish scalpel!
OWB00002216	Zzz... Foot bone's connected to the... leg bone. Leg bone's connected to the... purple bone.
OWB00002217	Zzz... Three angry Deathclaws make for a lot of reconstructive surgery.
OWB00002218	Doesn't that prove you're wrong?
OWB00002219	Evidence to the contrary?
OWB00002220	-ENOUGH! Stop filling my precious brain cell units with irrelevant data!-
OWB00002221	-You sound like the OTHER visitors. Making WILD claims of a WORLD beyond, where there is a WAR beyond WAR. It is UNPROVEN! And UNTHINKABLE!-
OWB00002222	-Bother the OTHER DOCTORS with your crackpot theories, I have NO TIME! NONE of us do.-
OWB00002223	But there's a whole world beyond this place.
OWB00002224	Don't you want to leave here?
OWB00002225	-NO! Beyond... is DEATH, despite mounting evidence to the contrary!-
OWB00002226	-No matter where these strange humans wander in from with their IDEAS and new BRAINS, there is NOTHING beyond BIG MT.-
OWB00002227	Wait a minute - that means you're trapped here?
OWB00002228	-TRAPPED? NONSENSE, we are SECURE here. From evil philosophies.-
OWB00002229	-Ever since my anxiety-filled days of powerlessness and being bullied in American High School, I have dreamed of such security as the FENCE.-
OWB00002230	-That, and giant cybernetic dogs that would ruthlessly patrol and kill anyone who wasn't my friend. Like RICHIE MARCUS. And BETSY BRIGHT.-
OWB00002231	-Who's laughing NOW, Betsy? I hope you and Richie are HAPPY, smoking in your radioactive coffins. I'm GLAD you never came to my birthday party.-
OWB00002232	So I get my brain back, I can leave.
OWB00002233	-WHAT? Why would you do either of those things? That is MADNESS.-
OWB00002234	-There is NOTHING outside Big MT. Eh, we're pretty sure. Eh, we would know.-
OWB00002235	That fence doesn't make much sense to me.
OWB00002236	-It makes PERFECT sense. Who are you to question the MIGHTY RADAR FENCE.-
OWB00002237	Tell me about this "Radar Fence" around the Crater.
OWB00002238	-The RADAR FENCE protects us all! If evidence is correct, the one who built it - is ME!-
OWB00002239	-It keeps anything with a disembodied brain INSIDE - like US - and anything without a brain... also INSIDE!-
OWB00002240	-It is the ULTIMATE DEFENSE against Communist aggression. There'll be no infectious ideas on MY watch!-
OWB00002241	What was this explosion?
OWB00002242	-BOOM! Yes. Quite unexpected. And embarrassing. All better now after the landscaping, though. MUCH more pleasing to our monitors.-
OWB00002243	-And the Crater helps keep everything inside. Because it is BOWL shaped.-
OWB00002244	Test cities?
OWB00002245	-YES. In the past... individuals would come to us. Pay for technology. And if their town, community, or city was jusssst right...-
OWB00002246	-We could USE that city as a controlled experiment. Vault-Tec was MUCH better at it, of course, we had to make do. Get permission. Sometimes.-
OWB00002247	-If only we could have used Commie cities... but capturing whole cities was HARD! So we captured enough Commies to make cities of our OWN!-
OWB00002248	-So we had a group of Chinese prisoners to experiment on... those were the days... but the true test was SCIENCE on unsuspecting AMERICANS.-
OWB00002249	-Whether it was holograms, NEW Auto-Docs, toxins, vending machines... we wound them up, let them go into TINY ISOLATED TOWNS. Then... we OBSERVED!-
OWB00002250	This crater looks like it's been tag-teamed by giant fuckbots.
OWB00002251	I saw the expanse from the balcony - you've made a mess of this landscape.
OWB00002252	Why have you leveled this place?
OWB00002253	-It was not our first choice of testing grounds. BUT... we no longer have the luxuries of our TEST CITIES.-
OWB00002254	-Then, we LOST the MOUNTAIN! After the explosion, we couldn't find it anymore. So the Crater became our testing grounds. For SCIENCE!-
OWB00002255	Give me a single, concrete fact. One. Fact.
OWB00002256	-Why are we even DEBATING this?-
OWB00002257	-What YOU ask is of NULL importance! MOBIUS besieges us, there are more important things to worry about than DATA and FACTS!-
OWB00002258	So Nightstalkers were created for what purpose, then?
OWB00002259	-To preserve coyote... no, no, wait. The snake DNA was important because... the snakes with the rattles were dying out, and...-
OWB00002260	-Or maybe it was a bet from Calis in X-8? He had some mountain lion... eagle... condor... idea. "Bet you can't breed this," he said. Showed HIM.-
OWB00002261	-Then it... spliced itself into a coyote...-y, snake thing. Which was eventually successful. Kept that DNA where it belonged - spliced.-
OWB00002262	All right... when did you create Cazadores?
OWB00002263	-In... two thousand... let's see, carry the three... then count backwards from the Great Static... or beyond?-
OWB00002264	-There were the tarantula debates... and something about hawks, which made it around... eh, 2003? May? Tuesday. It was definitely Tuesday.-
OWB00002265	You don't seem to have a grasp on your own research.
OWB00002266	-NONSENSE! That is what you speak. NONSENSE from beyond!-
OWB00002267	-I was at the top of my High School class in American High School. I knew facts. I knew FIGURES. I knew DATA.-
OWB00002268	-We would know if our research was flawed. It is NOT! We never contradict ourselves, so do not even TRY!-
OWB00002269	Is there any way to shut it off?
OWB00002270	I feel strange in here, peaceful, but on edge.
OWB00002271	It is the pacification field emitters that are broadcasting into the emptiness of your skull. Without a brain, your aggression is suppressed in here.
OWB00002272	This makes no sense. How is this even possible?
OWB00002273	But how am I still talking and walking around?
OWB00002274	That is a good question. My theory is that the tesla coils in your brainpan are still connected to your brain somehow.
OWB00002275	It really could be anywhere. Brains are a lot smarter than most researchers give them credit for.
OWB00002276	We still have your spine and heart. If you were to somehow find your brain wherever it schlorped off to, you could humanically reduce yourself again.
OWB00002277	Why did you say "three minus one" subjects before?
OWB00002278	Because three minus one is two. Two spoke to us, one after the other, one mean, one curious, but there was a third we didn't speak to.
OWB00002279	The last one is the minus one. It got traumatized, then taken to one of our medical centers for de-traumatization. A rather unsettling procedure.
OWB00002280	Is there any way to remove the pacification field in here?
OWB00002281	Why would you want such a thing? You might surrender to your hormones and commit primal aggression on me... on us... again and again.
OWB00002282	Then I would have to return the favor, activating my vivisectors and gently lobotomizing you from behind. Not something I would relish doing.
OWB00002283	No, the only way to circumvent the field is to have a brain. And we extracted that like we do all Lobotomites here.
OWB00002284	I see. Well, I have questions for you.
OWB00002285	With the Courier at the helm, Science became a beacon for the future.
OWB00002286	There was Old World Blues, and New World Hope. And hope ruled the day at Big MT.
OWB00002287	With the Courier at the helm, it was all this and more.
OWB00002288	Old World Blues, New World Misery - the two became one in the Courier's shadow.
OWB00002289	It can be easy to see Science as evil, technology unchecked as the source of all ills, all misfortunes.
OWB00002290	It became a reality, a withering form of nostalgia for times long past.
OWB00002291	Where once it was viewed as a form of sadness, nostalgia, it became an expression describing the potential for the future.
OWB00002292	In the time following the Second Battle of Hoover Dam, "Old World Blues" became more than a catch phrase.
OWB00002293	In the times following the Second Battle of Hoover Dam, however, Old World Blues took on a new meaning.
OWB00002294	The Big Empty lived up to its name, a hollow crater of failures of a past era, a last, sad statement of the Old World.
OWB00002295	Science is a long, steady progression into the future. What may seem a sudden event often isn't felt for years, even centuries, to come.
OWB00002296	They stare into the what-was, eyes like pilot lights, guttering and spent, as the realities of their world continue on around them.
OWB00002297	It refers to those so obsessed with the past they can't see the present, much less the future, for what it is.
OWB00002298	There is an expression in the Wasteland: "Old World Blues."
OWB00002299	And so it burbled and bubbled inside its tank, smug that it still could dream its future without glands getting in the way.
OWB00002300	In time, however, it became so self-obsessed it wondered if perhaps nothing existed except itself.
OWB00002301	It decided to test this by turning the weapons of the Big Empty against each other and seeing what happened.
OWB00002302	The answer is lost to history, as is much of the Mojave.
OWB00002303	Even at the end when it started to fail, however, the brain resisted going into a floating chassis like the Think Tank.
OWB00002304	It never said why. Perhaps it was out of respect for the Courier's body.
OWB00002305	All things must come to an end, and to hang on to the past is something that's not to be undertaken lightly.
OWB00002306	The Courier, organs intact, continued onwards, a little less heavy of step, but with all the organs in the right places. As they should be.
OWB00002307	After all, brains can develop a life of their own when left to their own thoughts, and the Courier's brain was more clever than most.
OWB00002308	The Courier left the brain at the Big Empty. A strange thing to say, but it was the truth. Brains are less important than they may seem.
OWB00002309	When the Courier's body finally passed, the brain was saddened. It kept on, remembering the vessel that had once contained it.
OWB00002310	The two of them constructed a litter of cyberpups, a small army of Boston terrifiers that gnawed and devoured anything in their path.
OWB00002311	There, she ran across Rex at the Kings School of Impersonation. His brain was failing. That was all right, he was still smarter than the Think Tank.
OWB00002312	There, she ran across Rex, who had been following the Courier, just as she had. They barked for a while, and realized they had a lot in common.
OWB00002313	There, she ran across the corpse of Rex. She dragged him back to the Big Empty and had him rebuilt for company.
OWB00002314	The cybernetic canine, gender: female, designation: ROXIE sat in her guard post in X-8.
OWB00002315	That is, until her "I'm in heat" programming circumvented her "stay" routine and she loped into the Mojave.
OWB00002316	In time, the Auto-Doc found a way to deactivate the Y-17 Trauma Harnesses, releasing the corpses they had held prisoner for almost 200 years.
OWB00002317	Auto-Doc, always gentle and methodical, kept sewing up the Courier in all the right places when the skin split open from repeated wear and tear.
OWB00002318	The Auto-Doc was just glad to have purpose again.
OWB00002319	It heard its simpler brothers and sisters who got shipped to the Sierra Madre were bored out of their skulls in that toxic, dead city.
OWB00002320	It was rumored by the other personalities that he had a brief fling with the light switches.
OWB00002321	Although he forgot their names once too often and was soon left in the dark as punishment.
OWB00002322	Blind Diode Jefferson eventually discovered a new sound... silence. It only made him more filled with the blues than before.
OWB00002323	Blind Diode Jefferson, with sounds the Courier brought him, created a symphonic counter-frequency that saved Big MT from sonic invasion in 2910.
OWB00002324	If you didn't hear about it - good.
OWB00002325	Muggy continued to collect coffee cups until his wheel got a flat just out of reach of a dirty coffee cup, and his tiny robotic brain exploded.
OWB00002326	Muggy did his best to collect coffee cups, although in his quest, he accidentally trapped himself in Higgs' Village.
OWB00002327	It might have been the end for poor Muggy.
OWB00002328	Except... he found it peaceful there, tidying up the kitchens of the Think Tank Professors back when they had been flesh and bone.
OWB00002329	Well, except for Dr. O, who was an asshole for having created Muggy in the first place.
OWB00002330	Muggy left O's house deliberately dirty, punishing the dishes and cups that lived there in blind revenge for serving Dr. O.
OWB00002331	It learned several new murderous techniques from the Courier, and built a Blood Shrine to itself in the Cuckoo's Nest.
OWB00002332	The cave floor was soon filled with the horror of a hundred gutted toasters, a silent, grisly, unplugged audience...
OWB00002333	...their purpose... to toast bread... unfulfilled.
OWB00002334	After one of its more psychotic episodes, however, the other Sink personalities decided enough was enough, and dumped the Toaster in a bathtub.
OWB00002335	Sparking and hissing, the Toaster swore its enemies would rue the day when they had bread - and no way to toast it.
OWB00002336	The Toaster continued its psychotic spree, reducing all appliances in range to scrap electronics and spare parts.
OWB00002337	Once it learned of the Innovative Toxins Plant, however, it gained new purpose.
OWB00002338	It sought to develop anti-toxins to flush into its drains and counteract the poisons bleeding into the soil.
OWB00002339	Eventually, it gained access to the Magnetohydraulics Plant and nearly flooded all the Big Empty in an attempt to scrub the crater clean.
OWB00002340	The Sink continued to ruthlessly scrub any particulate matter that came near it.
OWB00002341	One of them eventually transferred to the Lightwave Dynamics Plant - and began a long, unrequited affair with one of the holograms.
OWB00002342	This persisted until the day someone dropped a flashlight in the Sink, and the two of them united in their hatred of the "showboat."
OWB00002343	The light switches continued to bicker and flicker.
OWB00002344	The Book Chute continued to devour all seditious materials until it nearly choked on a paper clip.
OWB00002345	It adamantly maintained it was a Chinese paper clip, and the whole thing had been an elaborately orchestrated assassination attempt.
OWB00002346	Whatever the reason, it slowed down for a while, carefully appraising each document and clipboard that came to it.
OWB00002347	The Biological Research Station, obsessed with seeding everything in sight, ran out of fertile plots and blew a circuit trying to seed itself.
OWB00002348	The Biological Research Station, obsessed with seeding everything in sight, requested a transfer to the X-22 Botanical Garden...
OWB00002349	...so that it might, in its own words, "sensually fertilize the garden's smooooth contours."
OWB00002350	The Garden sent back a polite refusal, saying it had prior commitments with a Vault it had helped infect before the war.
OWB00002351	The Sink was strangely silent, which it had never been in previous years. The lack of personality modules made the base lifeless and sterile.
OWB00002352	The Sink atop the Dome gained a frontier town feel with the few modules installed.
OWB00002353	They shouted at each other across the HQ occasionally, either threatening each other, or announcing a discovery. It kept things... lively.
OWB00002354	Secretly, the Sink Central Intelligence Unit was relieved that not all of the personality chips had been found. What was there, was enough.
OWB00002355	The Sink atop the Dome bustled with the voices of a small town, constantly chirping, arguing, and snarling at each other.
OWB00002356	Still, this all happened productively in the interests of its new owner.
OWB00002357	The Sink Central Intelligence Unit discovered, despite its inversion code, it was comforted by the sense of community the other personalities gave it.
OWB00002358	...a cobweb tracery of symbols that told of a thousand brilliant thoughts, now lost to time.
OWB00002359	...but these equations were nothing more than thin white traceries of lines, not unlike cobwebs in the corners of a failing mind.
OWB00002360	Although, truth be told, the Courier had barely explored the Crater in an attempt to rush through and be done with the whole thing...
OWB00002361	Perhaps that was for the best, however... curiosity, while sometimes rewarded for its efforts, often proves to be equally dangerous.
OWB00002362	The Courier had scoured much of the Big Empty, although secrets still remained in the crater's depths.
OWB00002363	Perhaps that was for the best, however... curiosity, while sometimes rewarded for its efforts, often proves to be equally dangerous.
OWB00002364	The Sink Central Intelligence Unit was impressed by the amount of exploration the Courier had undertaken.
OWB00002365	Facilities believed lost, destroyed, or ones that had simply gotten up and walked to new locations had been re-discovered by its intrepid new master.
OWB00002366	Internally, the artificial personality debated as to whether it preferred the old management to the new...
OWB00002367	...and concluded that the Courier's thorough approach to research and investigation was admirable and worthy of its respect.
OWB00002368	Wow... what is this place? Are we... outside?
OWB00002369	Oh, that's too bad. Those robots would normally help defend us and the facility if we're attacked.
OWB00002370	We were never allowed to blow the robots up before. Cheating gives me such a thrill!
OWB00002371	If you don't get to the point, I'm going to start shooting.
OWB00002372	[SUCCEEDED] Yes. Very good. I should have Mentats ingest you instead of the other way around. Mmm. Mentats.
OWB00002373	The only "wrinkle" is the one that bullet made going into my brainpan.
OWB00002374	[FAILED] I would spell it out for you, but when I start spelling, I lose track of the letters. Little symbols run around everywhere, annoying.
OWB00002375	Was there any other data transmitted in your threat broadcast?
OWB00002376	Yes, my overly aggressive chemmed-up broadcast was designed to keep reinforcing the "forget," "fear," "rinse," and "repeat" program.
OWB00002377	Oh, and the "get me the things to castrate your only possible escape attempt."
OWB00002378	But I couldn't delete you or your arrival anymore than I could the other visitors. Only so much Science can do when you started talking to them.
OWB00002379	You're really quiet difficult to ignore, you know. It's because you're... well, bah! Rather intriguing, if you'll forgive an old brain for saying so.
OWB00002380	But the Think Tank downloaded the schematics, not the items. They can rebuild them.
OWB00002381	Oh. That means my plan is a total failure. That is unfortunate.
OWB00002382	Oh, well, at least I tried.
OWB00002383	What is the purpose of the technologies?
OWB00002384	The X-2 Antenna can be used to focus your alpha wave frequency thought patterns. The Sneaky Suit? Why, it houses a cardiac regulator.
OWB00002385	And the sonic soundwave projecto-emitter was never intended as a weapon. It was a medicinal vertebrae-pulse-de-sensitizer.
OWB00002386	In short: Brains, a heart, and courage... spine. I think there was a story once where a band of murderous thugs sought these things.
OWB00002387	They had them all the time in the story. Didn't stop them from murdering to get them, and it won't stop the Think Tank, either.
OWB00002388	I don't understand why they wanted me to gather the technologies.
OWB00002389	[SUCCEEDED] I consider "coincidence" to be profanity, along with the words, "astrology," "herbal tea," and "luck." So watch it, Potty Mouth.
OWB00002390	Klein said they had the idea to get the three technologies after your broadcast. Coincidence?
OWB00002391	[FAILED] Oh, I don't think they understood, either.
OWB00002392	What do you mean?
OWB00002393	The first one, the ruthless one who smashed up our toy trains, asked for weapons, power. Items he could use to destroy a nation with force.
OWB00002394	The other... the other asked a different question, and with it, got the true answer. About what makes nations... and what breaks them.
OWB00002395	He spoke to the Think Tank, to Klein. Showed them the flag of the Old World... and it made them remember. All of it. All that had happened.
OWB00002396	They shared things with him that they shouldn't. He now carries those ideas, that knowledge elsewhere.
OWB00002397	Do you know anything about the other visitors?
OWB00002398	Oh, not much, except they contaminated Big MT and installed new ideas in the Think Tank.
OWB00002399	One caused a great deal of infrastructure damage with his brain and smartyness. Ruthless, that one. Played a little rough with the trains.
OWB00002400	But the last one was the most dangerous. Him... eh... slipping away... that was almost as bad as the Think Tank escaping.
OWB00002401	So you set your threats on a loop to keep them occupied?
OWB00002402	Yes. I certainly wouldn't loop it on purpose purpose purpose. I am far too sophisticated to make such a childish error error error.
OWB00002403	What, some kind of medical condition?
OWB00002404	[SUCCEEDED] Yes. Very good. I should have Mentats ingest you instead of the other way around. Mmm. Mentats.
OWB00002405	A cranial injury. From the attack outside Goodsprings.
OWB00002406	[FAILED] I would spell it out for you, but when I start spelling, I lose track of the letters. Little symbols run around everywhere, annoying.
OWB00002407	Huh? What are you talking about?
OWB00002408	[SUCCEEDED] Yes. Very good. I should have Mentats ingest you instead of the other way around. Mmm. Mentats.
OWB00002409	The bullet that went into my brain? Doc Mitchell tried to patch me up, but...
OWB00002410	[FAILED] I would spell it out for you, but when I start spelling, I lose track of the letters. Little symbols run around everywhere, annoying.
OWB00002411	Are you blaming me for this?
OWB00002412	There were other visitors, though. Why am I different?
OWB00002413	But there must have been other signs of a larger world.
OWB00002414	There have been other visitors to make them doubt their perceptions, but you are the one who dialed back their monitor-micro-magnifiers.
OWB00002415	You were irrefutable proof that there was a world outside. And then there was the whole "brain" fiasco, which forced me to take steps.
OWB00002416	See, your brain had a special kind of... uh... wrinkle, a unique-ity that they had never thought to try in all their countless escape attempts.
OWB00002417	I don't understand why you sent the threats - and the Robo-Scorpion army - against the Think Tank.
OWB00002418	If you lobotomized the Think Tank, why terrorize them?
OWB00002419	Well, it's simple. Despite their many failings, they are rather bright. They are the "Think Tank" for a raisin. That, I didn't change.
OWB00002420	Without something to distract them, make them afraid, they would simply de-deuce what had happened. And when they start deucing it up...
OWB00002421	Then you came along, the final variable solved. They saw that their world was larger than they perceived. Bacteria, finally able to see its host.
OWB00002422	"Ouro-bor-ous?" What the hell does that mean?
OWB00002423	[SUCCEEDED] Really? It is so unlike me to make an error in anything I do.
OWB00002424	Minor detail, but a snake devouring its own tail is "Ouro-borus," not "Ouro-borous."
OWB00002425	[FAILED] A snake that sucks its own dingle-thingy, I believe. Borous was always too obsessed with animals and their dingle-thingies.
OWB00002426	That's kind of an asshole thing to do to your friends.
OWB00002427	Is it? Hmm... I suppose it is. But really, they started the whole "excrement hole" behavior loop in the first place.
OWB00002428	Dr. O... which is actually not his real name multiplied, since you can't multiply his real name in the first place... Ouro-bor-ous, Klein...
OWB00002429	They have all forgotten themselves. And not only themselves, but the world, sense of time, and history. All that is left is what's here.
OWB00002430	I reprogrammed their chronometers, geometers, and cartography programs. This is now their world, here, Big MT.
OWB00002431	It was a merciful lobotomy, really, thinking back. They were my friends, but... sometimes they would take things too far.
OWB00002432	And the world isn't ready for that kind of too-far-thing-taking. That's my professional opinion, anyway, and I am told I was once quiet professional.
OWB00002433	In any event, you showed up at the Think Tank, and because you had suffered a cranial injury in just the right place...
OWB00002434	Bullets in the head are usually much more fatal, and yours was a light case of bullet-head-itis.
OWB00002435	But... it was enough for the Auto-Doc in the Sink to change its programming to fix the problem. And the brain extraction technology for once, worked.
