AAD00100001	问好
AAD00101273	在日志里...你提到一个叫做“卷发”的部落...你的部落？
AAD00101274	卷发部落已经死了，在枯井里消失了，死在了沃尔普斯的微笑中。我不会和你谈论他们的命运，现在不会 - 他们的过去由我来保留。
AAD00101275	走远一点，来和我面对面 - 你可能会得到更多。现在，让这些话陪伴你而不用我再补充。
AAD00101276	我在路上找到了一些你的录音。
AAD00101277	这些磁带...没想到会找到这些...反正也不值得多说，我也不会忘记发生的事。
AAD00101278	来自大空洞的技术，一个女人给我的录音机...奄奄一息，没能在路上幸存。把它和磁带扔到一边。
AAD00101279	如果你听了那些...它们毫无意义。胡言乱语，提醒一个不需要它们的人。
AAD00101280	你打算怎么进攻大裂谷？
AAD00101281	不知道，但是邮差能去任何地方。他们把路铺到别人去不了的地方，无论有没有守卫。本来打算观察的，看。
AAD00101282	军团...认为它可能通过我进入社区，就像我追随着你找到了路一样。
AAD00101283	但你先下手为强，粉碎了地面，让你的家被烧毁。差点杀了我，还有这里的每一个人，不管是走路的还是静止的。
AAD00101284	所以军团也不知道这里发生了什么？
AAD00101285	不，他们不知道它的历史。所以派其他人去寻找，更多的死亡...死在了那些被大裂谷认领的兄弟手上。
AAD00101286	没关系，熊的影响力被切断了 - 现在只剩下15号洲际公路。一旦那件事完成，莫哈维将在公牛的旗帜下。
AAD00101287	那么，你打算在这里袭击NCR。
AAD00101288	我对这段历史不感兴趣，我们谈够了。
AAD00101289	好吧。言尽于此，那么，不会带你去需要去的地方了。
AAD00101290	然后发生了什么？
AAD00101291	熊在这里投下影子，超出了我的承受能力。重兵把守，严阵以待。我观察着，等待着。
AAD00101292	我一边观察，一边研究这些人。旗帜，标记，我想也许...如果我除掉了熊...你赋予生命的东西可能会再次出现。
AAD00101293	等待的时间太久了，犹豫不决，邮差不该在一个地方待太久。然后你来了，带着那个包裹。历史。
AAD00101294	这是我第一次听说军团来到科罗拉多以西这么远的地方。
AAD00101295	不，当他们走到这一步，他们就不是军团了。他们以邮差的身份行走，就像我们一样。
AAD00101296	而大裂谷就是没有军团出现的原因。没有一个人属于凯撒，至少在这里没有。
AAD00101297	来的那些人...都是奉命行事。
AAD00101298	所以你也是军团的一员。他们的侦察兵？刺客？
AAD00101299	刺客？如果必须杀人，我会面对我的受害者...而不是像你一样从远处杀人。
AAD00101300	这就是军团来到大裂谷的原因。
AAD00101301	在正路上，你提到军团和NCR在这里战斗...你说的是这里变成大裂谷之前，还是之后？
AAD00101302	双头熊提出了宣称，将爪子伸进了你留下的踪迹。这一次，它似乎可以成功 - 开辟一条通往莫哈维的路线。
AAD00101303	不能让NCR留在大裂谷。贸易路线，军队可以使用的道路...不能有两条路通往莫哈维。
AAD00101304	在我们切断了新迦南，其他路线，屠杀商队...我们为了让西部流血所做的一切之后。
AAD00101305	没有什么能阻止我离开这里，让你腐烂。
AAD00101306	花了多年时间寻找你。如果你回到莫哈维，就像什么都没有改变。可以接受，不得不。
AAD00101307	我不确定历史对你是否重要。如果不，那就解答了我的问题。
AAD00101308	如果你要背弃你的家，那就这样吧。我会留在大裂谷，等你回来。你会的。
AAD00101309	阿什顿、芯片和大裂谷的事不能怪我。
AAD00101310	所有这些路，你走过，这些包裹你带着。你认为这不是你的选择吗？
AAD00101311	这当然是你的选择。你本来可以留在莫哈维，但你选择了来到这，不能听之任之 - 不能让你放手。
AAD00101312	来这的原因无非是你的好奇心，不安分 - 一直都是。必须知道为什么 - 现在，我来告诉你。
AAD00101313	我收到了你最后的信息。
AAD00101314	必须说出来，以防这些单词被纸、墨水或其他的声音淹没。甚至可能是你的，迟早。
AAD00101315	尽管如此，是给你的，邮差给邮差。现在属于你了，或者属于历史。不重要了。
AAD00101316	我在黎明镇找到了一些你的录音。
AAD00101317	磁带...没想到这些会被找到...你比我想象中更了解大裂谷。
AAD00101318	来自大空洞的技术，一个女人给我的录音机...没能在路上幸存，奄奄一息。
AAD00101319	把它和磁带扔到一边...反正也不值得多说，我也不会忘记发生的事。
AAD00101320	如果你听了那些...只有胡言乱语，提醒一个不需要它们的人。可能更多，谎言从这里到大裂谷。
AAD00101321	我们第一次在黎明镇谈话时，你说过你发誓不杀我。为什么？
AAD00101322	你知道个中原因。如果你不知道 - 我知道。展示了信任只能向西走这么远。
AAD00101323	然而走到这一步，已经赢得了更多。我们走过同样的路，带着相同的颜色。不能因为把路染红而破坏这一点。
AAD00101324	想要更多，就走过大裂谷。答案会来的，当你离家越近...你和那台机器。
AAD00101325	所以...怎么，它们当时不那么重要？
AAD00101326	[成功] 也许不。谁说得准呢。
AAD00101327	你，也许。找到了它们，在我将它们扔在一边之后听了它们 - 也许这是有目的的。
AAD00101328	如果它们重要...如果历史重要...我们会在路的尽头看到的。
AAD00101329	如果这些信息对你不重要，你就不会记录这些信息。
AAD00101330	[失败] 被历史遗忘的话。否则我也不会把它们留在路上。
AAD00101331	我在路上发现了你更多的录音。
AAD00101332	你搜集言语。我不需要的东西，那里没有值得叙述的历史。
AAD00101333	翻找大裂谷，向它攫取意义 - 但我的言语不会给你答案。
AAD00101334	我...认为他们告诉我...你在哪里，你做过的事情。
AAD00101335	[成功] 它们不会帮助你理解这里发生的事情。
AAD00101336	而且它们不会帮助你理解我。留着它们，听着，研究它们 - 它们在大裂谷帮不了你。
AAD00101337	不，这是一个样本。我听到的越多，就越了解你的历史。
AAD00101338	[失败]被历史遗忘的话。否则我也不会把它们留在路上。
AAD00101339	所以...怎么，他们当时没那么重要？
AAD00101340	[成功] 也许不。谁说得准呢。
AAD00101341	你，也许。找到了它们，在我将它们扔在一边之后听了它们 - 也许这是有目的的。
AAD00101342	如果它们重要...如果历史重要...我们会在路的尽头看到的。
AAD00101343	如果这些信息对你不重要，你就不会记录这些信息。
AAD00101344	[失败]被历史遗忘的话。否则我也不会把它们留在路上。
AAD00101345	你要找15号公路？那是军团承受不了的距离。
AAD00101346	不用占领它。大裂谷教会了我你不需要 - 切断它就好。
AAD00101347	然后莫哈维将沦陷，熊会饿死，它的旗帜将被烧毁。它已经垂死太久了，15号公路将会终结它。
AAD00101348	"当它醒来时"是什么意思？
AAD00101349	机器不能自己说话。需要一个终端来访问它...就像这里发射井的终端那样，或者与你一起的那台机器。
AAD00101350	当连接上后，它就开始说话了。而大裂谷回应了。
AAD00101351	但那是什么？
AAD00101352	那是一台机器，军用的，保存了记忆，密码，也许。当它苏醒过来，发出这些声音...言语。
AAD00101353	当它说话时，大裂谷变成了火海，地面...像天空一样被撕裂。这一切的一切，一直在呼唤 - 也许是呼唤家。
AAD00101354	我不明白为什么你在普瑞姆没有杀了我。
AAD00101355	信守承诺。“邮差不得杀死邮差。”永远 - 让他们活着，传播消息。
AAD00101356	[军团]你在普瑞姆没有杀我是因为你还以为我是军团的人。
AAD00101357	凯撒的命令，一段时间之后我才明白这是为什么。不仅仅是你，所有的邮差。
AAD00101358	不知道有多少人是军团。可能全部都是。
AAD00101359	关于你我不确定，直到大裂谷,,,所有的NCR都在燃烧...那么的死亡，这带有军团之手的印记。
AAD00101360	但你像NCR一样杀人。像汉隆那样，用地雷、炸弹...导弹。和熊一起杀死军团，像个懦夫一样，在远处杀人。
AAD00101361	如果你是军团，那么NCR控制了你，西部改变了你。
AAD00101362	你说你承诺过不杀我，为什么？
AAD00101363	信守承诺。“邮差不得杀死邮差。”永远 - 让他们活着，传播消息。
AAD00101364	我们有什么历史吗？你是怎么认识我的？
AAD00101365	我知道你，你的名字。你的道路，往返于大裂谷，以及这对军团意味着什么。
AAD00101366	我们从未交谈过，通过你的行动了解你。知道你像我走过东部一样走过西部，学到了不同的教训。
AAD00101367	而且如果没有你，我永远也找不到大裂谷。
AAD00101368	我想多了解一下我送的这个包裹。
AAD00101369	你知道那是什么。上面有美国的象征，新标志，来自大战之后。
AAD00101370	还以为可能是美国再次出现。另一个未来的承诺，另一面旗帜。
AAD00101371	在我走得更远之前，我应得到一些答案。
AAD00101372	你已经见过了大裂谷，走过了它 - 比我想象中更远。不知道你还能走多远。
AAD00101373	如果你需要答案，就说出来。这是你应得的...即使只有你和我能从这里带走它们。
AAD00101374	如果我有答案，你已经赢得了它们。
AAD00101375	我需要知道的还有很多。
AAD00101376	我...认为他们告诉我...你在哪里，你做过的事情。
AAD00101377	[成功] 它们不会帮助你理解这里发生的事情。
AAD00101378	而且它们不会帮助你理解我。留着它们，听着，研究它们 - 它们在大裂谷帮不了你。
AAD00101379	我一直在收集它们。听你讲了足够多的历史，也许我会明白的。
AAD00101380	[失败]被历史遗忘的话。否则我也不会把它们留在路上。
AAD00101381	所以...怎么，他们当时没那么重要？
AAD00101382	[成功] 也许不。谁说得准呢。
AAD00101383	你，也许。找到了它们，在我将它们扔在一边之后听了它们 - 也许这是有目的的。
AAD00101384	如果它们重要...如果历史重要...我们会在路的尽头看到的。
AAD00101385	如果这些信息对你不重要，你就不会记录这些信息。
AAD00101386	[失败]被历史遗忘的话。否则我也不会把它们留在路上。
AAD00101387	我在路上找到了一些你的录音。
AAD00101388	这些磁带...没想到会找到这些...反正也不值得多说，我也不会忘记发生的事。
AAD00101389	来自大空洞的技术，一个女人给我的录音机...奄奄一息，没能在路上幸存。把它和磁带扔到一边。
AAD00101390	如果你听了那些...它们毫无意义。胡言乱语，提醒一个不需要它们的人。
AAD00101391	你搜集言语。我不需要的东西，那里没有值得叙述的历史。
AAD00101392	翻找大裂谷，向它攫取意义 - 但我的言语不会给你答案。
AAD00101393	我想再跟你谈谈我在大裂谷找到的录音。
AAD00101394	我从来都不是军团的特工。
AAD00101395	我现在知道了。但这不会改变已经发生的事，死在这里的军团。
AAD00101396	即使你是军团的人，你也要按照凯撒的律法为这些死亡负责。
AAD00101397	我还没有全部听完。如果有时间，我会的。
AAD00101398	正如我之前所说的...这无关紧要。从未打算让你找到它们，也从未打算让你听到它们。
AAD00101399	录音带里的问题我还没有找到答案，你不会是那个给出答案的人。
AAD00101400	然后你学到了错误的信息。
AAD00101401	的确。谁能说出其中的真相，你吗？不，你从这里走开了，转身背弃了它。现在你和其他人要为此负责了。
AAD00101402	我将从西部开始，让它燃烧。然后...如果东部畏缩了，我也会把大裂谷带到那里。
AAD00101403	烧掉那些旗帜。重新开始。
AAD00101404	你可能不相信有国家，我相信。
AAD00101405	[成功] 你的行动承载着力量。
AAD00101406	[NCR]就算你不信任NCR，我信。我的行动已经证明了这一点。
AAD00101407	[成功] 你的言语充满信念，足够媲美一位特使，也许凯撒也行。你相信自己说的话。
AAD00101408	[军团]军团的力量比你所知的更强大。如果你要审判他们，先听我说。
AAD00101409	[成功] 你的行动承载着力量。更重要的是，不是为了豪斯，而是为了长街上的家族。
AAD00101410	[维加斯]就算你不信任维加斯，我信...而我的行动已经证明了这一点。
AAD00101411	[失败]言语不足以承载你旗帜的重量 - 如果你追随着什么的话。
AAD00101412	演讲是NCR的小伎俩，是没有力量的言语。你的行动没有证明任何事。 你的旗帜将被烧毁，莫哈维紧随其后。
AAD00101413	[NCR]你可能不相信国家了。我信。
AAD00101414	[失败]你来自西方，行走在那里。你把它的弊病带给了东部的军团 - 却不相信他们的事业，不尊重他们。
AAD00101415	我给予军团的将是比你带来的疾病更快的死亡，你没有力量来承受军团的旗帜。
AAD00101416	[军团]你可能不相信国家了。我信。
AAD00101417	[失败]你为维加斯的幽灵服务，而不是被维加斯吞噬的部落。豪斯不是维加斯的人民 - 你走过长街，却什么也没看见。
AAD00101418	你对自己走过的路漫不经心 - 这已经摧毁了你服务的城市。NCR会燃烧，然后维加斯的城墙也会随之倒塌。
AAD00101419	[维加斯]你可能不相信国家了。我信。
AAD00101420	[失败] 然而你什么也没有追随。
AAD00101421	你走过莫哈维，让旗帜的阴影落在你身上。然而走得漫不经心，没有忠诚。你的言语 - 和你的行为一样空洞。
AAD00101422	[Rep]你可能不相信国家了。我信。
AAD00101423	如果你要为双头熊说话，我会倾听你的言论。即使我是唯一的听众。
AAD00101424	如果你认为它不应该在这一天死去...那告诉我原因。
AAD00101425	如果你觉得我不了解军团的力量 - 那我也会听着。
AAD00101426	如果维加斯的幽灵们从围墙后走出来为西部说话，我会听到他们的话。
AAD00101427	如果你认为维加斯不应该像熊一样死去...那就回答我为什么。
AAD00101428	你凭什么认为这能带你回家？
AAD00101429	所有的路都通向一个人的家。也许不是你的出生地，而是家。
AAD00101430	这条路行不通，大裂谷里什么都没有。
AAD00101431	很多莫哈维的人认为大裂谷除了峡谷和风暴之外什么都没有。并不总是如此。
AAD00101432	那里曾有生活，有城镇，更远的西部...不是说像黎明镇这样的小镇...更近。是你在有生之年看到的东西。
AAD00101433	它也有一个名字叫“大裂谷”。但它不是大地的裂缝，而是一条从西部进入莫哈维的道路，一条补给线。
AAD00101434	开辟那条路需要一名邮差，你。那时，你是朝东看向这条路的。这一次...大裂谷在另一个方向。
AAD00101435	如果当你到达的时候眼睛试图理解它...家已经不再是过去的样子了。
AAD00101436	你休想从我这儿带走ED-E。
AAD00101437	如果你觉得你能从我这里夺走，那就试试。
AAD00101438	你带来的机器现在是我的了，它要回家了。我会把它拆解成几个部分，刚好可以运行，以便了解发生了什么。
AAD00101439	ED-E哪儿也不去。
AAD00101440	什么？ED-E？
AAD00101441	你给了它一个名字，它对你来说是什么？同伴？奴隶...武器？所有这些与它的主要功能相比都不算什么。
AAD00101442	如果你轰炸西部和东部...事情应该就这样结束？
AAD00101443	[成功 历史已经证明过这一点了。我们的历史。
AAD00101444	你试图用你的罪行来阻止我的。这...是一种奇怪的荣誉，也许公牛的影子确实与你同行。
AAD00101445	西部，东部 - 它们不是大裂谷，你做什么都无法阻止导弹的发射。说服我 - 改变不了什么。
AAD00101446	从远处谋杀没有荣誉可言，无论是NCR还是军团。你从大裂谷就知道了这一点。
AAD00101447	[失败] 你用问题来回答我。不确定。你有足够的力量来到这里 - 但还没有强大到可以代表军团发声。
AAD00101448	这是他们应得的结局...旗帜是人们聚集在一起的产物，正如所有的象征一样。
AAD00101449	你相信。但你没有看到用自己的武器来杀死一个象征本身就是一种正义...就像东部灭亡时那样。
AAD00101450	维加斯赢得了生存的权利，它的人民不应该遭受即将发生的一切。
AAD00101451	[成功 历史已经证明过这一点了。我们的历史。
AAD00101452	你觉得你有这种力量吗？足以支撑起NCR足够长的时间，让维加斯重获生机吗？
AAD00101453	即使你替维加斯和它的幽灵说话，你也无法阻止导弹的发射。说服我 - 改变不了什么。
AAD00101454	你曾经告诉我，我赋予了大裂谷生命。我可以再来一次，给维加斯生命。
AAD00101455	[失败]不...你的答案还不够。
AAD00101456	这是他们应得的。维加斯是由堕落、盲目、迷失的人组成的...没有他们，它将陷入黑暗。
AAD00101457	你相信。然而...你被错误的象征蒙蔽了双眼。让它的灯光给你它所能给予的力量，今天标志着它的终结。
AAD00101458	也许还有办法...我只是需要时间。
AAD00101459	我们已经处理了所有可能的问题。
AAD00101460	大裂谷？你是什么意思？
AAD00101461	我们的敌人聚集在外面...熊和公牛的影子...他们会找到进入的方法，就像你那样。
AAD00101462	这一直是我的计划 - 万一我杀不了你，烙印者也会淹没这个地方，切断你的退路。
AAD00101463	如果我们不能阻止将要发生的事，那就让我们站在这里。两个邮差，一起，在大裂谷。
AAD00101464	即使导弹发射，我死在这里，如果我能说服你，那对我来说就足够了。
AAD00101465	这...够了。
AAD00101466	我相信，一个人可以创造...或毁灭...一个国家。 你已经知道这一点了。
AAD00101467	可能是...这里的大地已经写下了如此多的毁灭...你可以建立别的，就像你建立大裂谷那样。
AAD00101468	你说得很对。你身后有一个国家的影子，一个民族的希望...然而这可能无关紧要，大裂谷仍然与我们对立。
AAD00101469	我之所以这么说，是因为我相信你有办法阻止这一切。
AAD00101470	所以...你诉诸于欺骗。你希望你能骗到我，揭示我有某种方法阻止这一切。
AAD00101471	火雨会落向西部和东部，正如预期的那样。而公牛使者的最后一句话 - 除了谎言什么都没有。
AAD00101472	西部将会如期燃烧，维加斯紧随其后。它的使者说的最后一句话，不是为了城里的人民，而是谎言和欺骗。
AAD00101473	你的国家将如期燃烧，它的使者说的最后一句话，不是为了人民，而是乞求宽恕。
AAD00101474	因为应该给它一个机会？它的人民不应该遭受即将发生的一切。
AAD00101475	[成功] 历史已经证明了这一点。我们的历史。
AAD00101476	你认为有这样的实力吗？足以对抗所有的NCR？
AAD00101477	西部不是大裂谷，你阻止不了导弹的发射.说服我-改变不了什么
AAD00101478	一个人可以建立一个社区，使其更加壮大。你在大裂谷看到了这一点，甚至为此指责我。
AAD00101479	[失败]不...你的答案还不够。
AAD00101480	这是他们应得的...也应该像你一样为此负责。熊是人们聚集在一起的产物，和所有的象征一样。
AAD00101481	你相信。然而...你相信的是错误的象征。让它给你它的力量吧...很快，它将不复存在。
AAD00101482	你以为我在乎你向NCR发射导弹吗？去做吧。
AAD00101483	你摧毁了自己的家园。看到一个国家燃烧？我以为这对你来说已经不重要了。
AAD00101484	这里面有一种力量...缺乏信念。不过，你现在已经在这里了。如果你不想知道更多的答案，那我们就结束这一切。
AAD00101485	即使有那么多导弹，你也无法摧毁西部。
AAD00101486	不需要摧毁熊，只要割断它的喉咙。
AAD00101487	你在大裂谷教会了我 - 只要切断补给线，切断道路，就能看到更大的东西死去。
AAD00101488	我会把15号洲际公路变成火海，切断莫哈维的通道。NCR会撤退，放弃胡佛大坝...把他们的咽喉暴露给军团。
AAD00101489	
AAD00101490	也知道你相信熊的疾病并赋予了它力量...那就更加有理由摧毁你的家园了。
AAD00101491	熊的疾病已经在你体内了，即使你拥护东部。假如果有时间，我会让你杀死军团。
AAD00101492	但不，军团也会被烧毁。没有来自西部的挑战...它的海岸会比以前更近。它会以自己为食，然后死去。
AAD00101493	没有了NCR的支持，维加斯将会落入军团之手。那座灯火通明的坟墓，又将归于尘土和幽灵，如其所愿。
AAD00101494	在这之后，莫哈维的上空只会有一面旗帜。要么飘扬，要么自我毁灭。
AAD00101495	你不看，不听 - 即使它就在你身边，不管我是否把它像凯撒的礼物一样钉进你的头颅。
AAD00101496	你给了大裂谷生命，邮差。你走过那条路，带来了熊，然后是公牛；带来了我，跟随着你的足迹。
AAD00101497	当我看到你造就的大裂谷，我看到了第二次机会，一种新的思考方式。我的世界 - 不再是东部。
AAD00101498	然后你从那个包裹中带来了西部。毁灭了这一切，差点杀死我，肉体和精神。
AAD00101499	你摧毁了比熊更大的东西，比牛更大的东西。甚至当你可以转身离开的时候，你又把它带来了，在那台机器里。
AAD00101500	你摧毁了一个初生的国家。一个本可以成为我的家的地方。现在，我将摧毁你的。
AAD00101501	这是你我之间的事，与其他人无关。
AAD00101502	不...我们走过的路，这些道路，和道路上的旗帜都负有同样的责任。
AAD00101503	所以，怎么，你打算炸了莫哈维？
AAD00101504	不，西部，东部。这无关紧要 - 任何一方的死亡都会杀死另一方，维加斯也会随之而死。西部将首先付出代价。
AAD00101505	不，不是莫哈维。是西部，美国灭亡后所建立的一切。与战前相同的象征，现在成了一群孩子们挥舞的旗帜。
AAD00101506	你走过西部，没有停留。你知道原因...熊在没有结构的情况下生长，追随着一个象征而不知道它的历史。
AAD00101507	在大裂谷发生的事，我做的事，都是意外。你现在做的事，太疯狂了。
AAD00101508	不，现在有了目标。我相信你说你曾经...漫不经心。大裂谷...芯片...你带来的机器...
AAD00101509	可以从中获取许多信息，不管是否有意。我现在所做的是一种信念。
AAD00101510	如果你把大裂谷的事怪在我头上，那就让我来负责，而不是其他人。
AAD00101511	怪你？不，是跟你学的。既有杀死一个国家的武器，也有这么做的力量。
AAD00101512	你给我指明了一条路，一条传递我信息的路。你已经为你的所作所为付出了代价，现在你所追随的旗帜将对此负责。
AAD00101513	包裹现在在哪里？
AAD00101514	埋在大裂谷里，现在是它的一部分。
AAD00101515	无论它在哪里，一直很沉默...如果它再次说话，我们就知道了。
AAD00101516	我为什么要把它带来？
AAD00101517	我走过了东部。你走过了西部，比我更多。
AAD00101518	圆圈枢纽、里诺、地下掩体市。你在亚拉德什要塞的消息...也就是遗弃要塞。甚至更远的西部，婆罗门沿着大圆圈行驶。
AAD00101519	无论你在外面看到了什么，都不足以让你留下。也许包裹上的标记让你想起了回家的路。
AAD00101520	那个包裹...你说上面有个标记？什么样的？
AAD00101521	机械。外观简单，电脑零件。内部...更加复杂。
AAD00101522	这是我在大裂谷唯一一次听到机器说话，也是唯一有声音的机器。
AAD00101523	那么，这就是对差点杀了你的报复。
AAD00101524	不是我给它的名字，也不是死者会给它的。
AAD00101525	熊的士兵死在这里...军团也死了，我的兄弟们。他们俩仍在死去，就在我们周围。
AAD00101526	生活在这里的人无一幸存...然而所有的西部和东部，都在大裂谷的撕扯中坚持着。
AAD00101527	复仇并不是我给你的信息，不止如此...邮差。
AAD00101528	所以你把这归咎于我？ 一个意外？
AAD00101529	归咎？意外？你的名字挂在这上面...邮差...你走到哪里都带着死亡，莫哈维知道 - 或者将会知道。
AAD00101530	我会看到你为这个付出代价的。这条路不会到此为止，还有更多的路要走，我向你发誓。
AAD00101531	如果你目睹了这一切，那你是怎么活下来的？
AAD00101532	应该死在那里的...但现在我知道你还活着...这里的机器...救了我。我是唯一的幸存者，或者说我认为我是。
AAD00101533	你的包裹，里面的信息，唤醒了医疗机器...和跟着你的那个很像...它们开始组装自己，然后是其他的。
AAD00101534	它们仅仅在大裂谷搜集自己所需，从不在大裂谷以外的地方游荡 - 甚至不能在无人跟随的情况下离开发射井，像猎犬一样。
AAD00101535	也许它们看到了我夹克上的旗帜，以为我是美国人。如果是这样，历史拯救了我，一个符号拯救了我。
AAD00101536	这地方对军团很重要？
AAD00101537	为什么NCR想要保持这条路线的畅通？
AAD00101538	你是什么意思？
AAD00101539	大坝，那面旧世界的墙。
AAD00101540	[NCR]NCR需要这条补给线开放来增援莫哈维...和胡佛大坝。
AAD00101541	大坝，那面旧世界的墙。
AAD00101542	[军团]如果这条路是胡佛大坝的补给线那军团会想把它切断的。
AAD00101543	大坝，那面旧世界的墙。
AAD00101544	它就是原因，胡佛大坝。
AAD00101545	熊，NCR，不能让它轻易到达。15号公路...迦南...都够糟糕的了。
AAD00101546	金博尔、凯撒、豪斯...你会以为他们的世界就是那堵墙，切断科罗拉多河。如果我从没见过它，从没提起过它...
AAD00101547	...而一旦发现了，凯撒眼里就只有它了。那上面还有一面旗帜，另一个象征，大到足以挑战他。
AAD00101548	而大裂谷 - 通往它的道路之一，军团的任务是切断这条动脉。如果你不能一举杀死熊，就给它放血，让它挨饿。
AAD00101549	这种类型的谋杀...是任何一个军团都会的事情。现在...大裂谷属于历史了。
AAD00101550	有什么问题吗？ 你听起来...很生气...对我的机器人。
AAD00101551	[成功] 恨？不。金属没什么可恨的...钢铁、黄金。或者铂金。
AAD00101552	你的机器...它只是一个工具，由大裂谷的残骸构成...所有被带到这里的东西构成。
AAD00101553	你对和我在一起的机器人有很多仇恨，我可以从你声音中听出来。
AAD00101554	[失败] 当我愤怒的说话时，邮差，你会知道的。你的机器？不比任何其他机器更值得仇恨。
AAD00101555	你是说我从另一个方向...从西到东...走过这条路。回家。
AAD00101556	我不明白。什么信息？
AAD00101557	莫哈维的国家。像大裂谷一样裂开和破碎...它的人民，也是如此。
AAD00101558	我曾受凯撒之命，穿越东部，前往西部。远到足以知道凯撒的话无法激励我，远到可以看到尽头。
AAD00101559	你已经见到了，没有邮差，无论他们的旗帜是什么都可以忽略。为什么你没有留在西部，为什么你一直在徘徊。
AAD00101560	熊或牛都没有未来。熊已经病入膏肓，勉强苟延残喘。
AAD00101561	而公牛...当军团到达海边，它会自我毁灭。
AAD00101562	杀死一个就能终结两者。你让看到了一个人要如何做到这一点，你的无知，漫不经心 - 可以被有目的的利用。
AAD00101563	如果这就是你生气的原因，你还什么都没看到。
AAD00101564	所以这就是报复，因为摧毁了大裂谷的。
AAD00101565	这就是为什么你想要我死。
AAD00101566	我的历史不是复仇，也不是憎恨。这条路指引着我们两个走到这里 - 不是为了这些。
AAD00101567	是关于你带来的那个信息。包裹里的那个，不管你知不知道。
AAD00101568	这段信息是关于一个人可以杀死一个国家，可以杀死一个象征，以及聚集在其旗帜下的一切。
AAD00101569	我不责怪你造就了大裂谷。我只因为你让我看到的东西而责怪你。
AAD00101570	现在你将看到你究竟给莫哈维带来了什么，而这将是我给你的信息。
AAD00101571	所有的事情都会结束。 如果你把信心放在自己以外的东西上，那就很难了。
AAD00101572	如果你真的在乎大裂谷，那我为这里发生的事感到抱歉。
AAD00101573	所以你相信这个地方，它曾经的样子。
AAD00101574	这里有希望，有另一个机会。一个新的国家，生命在萌动。一个我可以树立自己旗帜的地方。
AAD00101575	不是过去的美国。但是比东方的部落更大，比西方的房子更大。更好的东西。
AAD00101576	大裂谷...本可以成为连接两者的桥梁，就像胡佛大坝那样。现在也像大坝那样，被鲜血覆盖，看不出可能是什么。
AAD00101577	你给了这个地方生命。我沿着你的道路来到这里，看到了大裂谷。你带我来这里，我才能看到。
AAD00101578	然后，你终结了这一切。
AAD00101579	我很高兴这个地方被烧毁了...显然，这对你来说很重要，那就更好了。
AAD00101580	你认为我是罪魁祸首。我的问题是你跟这地方有什么关系。
AAD00101581	如果你把大裂谷发生的事都怪在我身上...你为什么在乎？
AAD00101582	这儿曾经的社区...和你带来的包裹...都有着大裂谷的印记，美国的印记。
AAD00101583	你见过那些记号，那些象征。也许早在黎明镇的发射井就见过了，把它刻在了你的武器上。
AAD00101584	大裂谷，它的建筑，它的人民，都是围绕着这些相同的标志而建的，在这里围绕着它们...
AAD00101585	...像我背后的旗帜一样的印记。那些年，当我沿着你的路走向大裂谷时，我在周围看到了我佩戴的象征。
AAD00101586	旧世界的象征。坚强，才能在这里生存 - 它的人民，坚强。熬过了熊，熬过了牛。预示着更好的。
AAD00101587	凯撒想要它死是对的。NCR想把他们的爪子伸向它也是对的。
AAD00101588	看到它...改变了我，正如看到胡佛大坝改变了凯撒和NCR。
AAD00101589	看到它的终结，也改变了我。
AAD00101590	[军团]杀死NCR，切断他们在大裂谷的补给线对军团有好处，对我们也一样。
AAD00101591	为军团服务？
AAD00101592	我不憎恨责任...如果这就是的话。大裂谷不止于此，它的人民，不止于此。
AAD00101593	如果你是军团，你会因为我破坏了大裂谷补给线而生气吗？
AAD00101594	补给线 - 西部的动脉？我已经多次见到军团的双手被NCR的鲜血浸染。
AAD00101595	我不憎恨责任...如果这就是的话。大裂谷不止于此，它的人民，不止于此。
AAD00101596	然后呢？大裂谷爆炸杀死了你的家人吗？你的妻子...孩子吗？
AAD00101597	[军团]死者？你是说你军团里的兄弟...我们的兄弟。
AAD00101598	死在这里的军团...他们不应该死去，就像那些死在巨石城大火中的人一样...炸弹，汉隆的礼物。
AAD00101599	与那些仍在行走的人相比，他们的死亡是仁慈的。任何死在公牛旗帜下的人...他们应该死在战场上。
AAD00101600	但是不...死者的数量比我的兄弟要多。
AAD00101601	[NCR]死者？你是说这里的共和国军队？
AAD00101602	熊的士兵？他们已经死了，他们的象征...病态。就该像我的兄弟们在巨石城那样死去，地雷、炸弹。
AAD00101603	我没有带给他们任何东西。他们死在这里是一种仁慈 - 与那些仍在大裂谷中行走的人相比。
AAD00101604	你说的死者，是指那些烙印者？军团和NCR？
AAD00101605	熊的士兵？他们已经死了，他们的象征...病态。就该像我的兄弟们在巨石城那样死去，地雷、炸弹。
AAD00101606	我没有带给他们任何东西。他们死在这里是一种仁慈 - 与那些仍在大裂谷中行走的人相比。
AAD00101607	至于我军团的兄弟们...战死沙场是他们应得的，就像所有在公牛旗帜下的人一样。
AAD00101608	但是不...死者的数量比我的兄弟要多。
AAD00101609	大裂谷爆炸...等等，我杀死了你的家人吗？你的妻子...孩子吗？
AAD00101610	我的家人？我的部落生活...它的历史？很久以前就死了，倒在公牛的阴影之下...被另一个象征所吞噬。
AAD00101611	不，这和家庭无关 - 或者说任何血缘。这是有行动而共有的血液，不是偶然的。
AAD00101612	这里发生的是一场意外。你有任何的愤怒，都放下吧。
