WIL00000001	维儿
WIL00001335	哦,那可太糟了.只要能把火生起来,材料也足够,我就会做一堆好吃的
WIL00001336	既然你不怎么喜欢这样,那么我把我的原料表给你怎么样?
WIL00001337	也许吧,你到处翻腾的时候如果碰巧遇到了其中一些,能不能给我呢?那可以做很多别的东西出来.你说呢?
WIL00001338	如果你愿意谈谈看的话,我想花250个瓶盖从你这里买走J.T
WIL00001339	好吧
WIL00001340	他会跟着我并且听从我的指挥吗?
WIL00001341	好吧
WIL00001342	那我可就带走了?他认识维儿,而且她也很喜欢他.他跟我们在一起会很开心的
WIL00001343	好吧。
WIL00001344	好吧。
WIL00001345	我身上带的钱不够,等下我马上就回来
WIL00001346	我知道杰弗森的事儿,还有你丢掉的赏金.拿着这些钱,只要你把他交给我
WIL00001347	好吧。
WIL00001348	好吧。
WIL00001349	我身上带的钱不够,等下我马上就回来
WIL00001350	你现在有杰茜卡了,所以你不再需要J.T了,对吧?让我带走他把
WIL00001351	好吧。
WIL00001352	好吧。
WIL00001353	我会回来付钱给你的,现在没带钱..
WIL00001354	我带钱来买JT了
WIL00001355	好吧。
WIL00001356	维儿，我有一个礼物要送给你。
WIL00001357	真的?一个礼物?我喜欢礼物!
WIL00001358	一个礼物?会是什么呢?
WIL00001359	哦不..不是.当有一天我们比朋友更亲密的时候我愿意那么做(浪漫任务)
WIL00001360	我还没准备好迈开那一步,咱们还是顺其自然吧
WIL00001361	好的,偶尔这样没关系,但我不想让你把这事儿变成一种习惯了,好么?(跟维儿成为朋友不是浪漫关系)
WIL00001362	好的.我会把我的心意留到每一个特别的时刻的..
WIL00001363	天呐..亲的好大一口..谢谢你
WIL00001364	等一下！我有一个问题。你打算为了那个军团的家伙杀死那些军官？
WIL00001365	忘了他吧,我根本不想这么干
WIL00001366	晚点见
WIL00001367	不,俩我都没
WIL00001368	他们没有?你确定?
WIL00001369	嘿,我需要那个!我一直在用来着.这有些散落的书页你可以读读看,但别碰这本书好么?
WIL00001370	还给我!
WIL00001371	你太爱捉弄人了!
WIL00001372	对不起，我拿走了你的食材
WIL00001373	嘿!我需要那个!不然我都没法正常做饭了
WIL00001374	你是在挑逗我么?
WIL00001375	是的，我又拿了你的烹饪用品。抱歉。
WIL00001376	你想要点咖啡?我倒是有一些可以分给你,想要么?
WIL00001377	哇,是咖啡耶!谢谢你
WIL00001378	咖啡吗？哦，谢谢！
WIL00001379	关于你的歌,我想谈谈恩...
WIL00001380	哦,你快抓狂了对吧?我知道的,我杯具的歌喉唉...我经常爱这么消磨时间,这让我有一种充实感,而且,蛮好玩的~
WIL00001381	哦，你有什么要求吗？
WIL00001382	我想和你谈谈关于唱歌的事。
WIL00001383	为啥？
WIL00001384	我想和你谈谈关于唱歌的事。
WIL00001385	喏，他们是彩色铅笔。我想你可能会喜欢用他们写日记。
WIL00001386	他们简直不可思议，太谢谢你了。
WIL00001387	给你，这是魔法8号球。我想他能回答你的问题。
WIL00001388	谢谢，它很特别。我非常喜欢。
WIL00001389	你一直出奇的安静。一切都还好吗？
WIL00001390	哦，我不知道，我只是不想唱歌，仅此而已。
WIL00001391	恩,那听上去是挺有趣的,真高兴能和你分享
WIL00001392	太好了。
WIL00001393	不,我没兴趣分享,你干嘛不先管好自己的事儿呢
WIL00001394	哦，很好。
WIL00001395	你愿意让J.T一直陪着我们么?
WIL00001396	是的,当大个子和我分开之后我的确很想J.T,但这和拥有自己的狗狗根本不一回事,他现在终归是属于你的啊.
WIL00001397	我给你十块！那我能得到一些特别的东西吗？
WIL00001398	*笑*我没什么特殊的现在，你得保持食物原料的来源，也许我会找到一些好的东西，你永远不知道！
WIL00001399	谢啦！咱们弄点蜥蜴当晚饭吧。
WIL00001400	给你十块！
WIL00001401	我的名字是 &PCName;
WIL00001402	再次感谢你的帮助。
WIL00001403	我无意与他一起工作的，如果这就是你担心的。
WIL00001404	我很高兴能听到这个,虽然我知道你不会为他做事的.那么你对他有什么看法呢?
WIL00001405	我们应当好好地交流。我不想因为政治上意见不合失去你。
WIL00001406	这可不是什么政治!军团对待女人就像畜生一样而且他们奴役人们!他们可以随意拿走你的任何东西,甚至你的性命!
WIL00001407	和他们在一起的时候我从来都不觉得安全.
WIL00001408	是的，他对我所做的事印象很深刻。我觉得他不需要为此撒谎。
WIL00001409	是吗?他只是个撒谎的冷血杀人犯而已!你在营地里看到过任何正常的女人吗?我只看到了一营地的性奴而已!
WIL00001410	你还想让我一起帮助你和凯撒?我为什么要这么做呢!
WIL00001411	是的，想办法解决掉它。
WIL00001412	你告诉我:我必须跟着你一起协助凯撒和他的军团?
WIL00001413	[你是百合]因为我们注定要在一起，你懂得。
WIL00001414	你是对的...我,我没法离开你.
WIL00001415	但是，我来到新维加斯是为了看看玩玩，不是来参加战争，我不想和军团有半点关系。
WIL00001416	是的,你可以跟着我但是你的闭上嘴或者你可以直接走人.
WIL00001417	我不敢相信你对我这么说话,不过鉴于你和凯撒有这么多的共同语言我觉得我也不用感到意外.
WIL00001418	听着,我一点都不想闭嘴,我们可以讨论一下这个或者我直接走人，随你便吧.
WIL00001419	那你离开吧.(维儿会永久性的离开莫哈维)
WIL00001420	去你妈的.我马上就走，另外你这辈子再也别想见到我了!
WIL00001421	那你离开吧
WIL00001422	<亲亲> 真高兴那天你遇到我了
WIL00001423	好吧,冷静点,我们来聊聊这事吧.(开始谈判:维儿还会跟着你)
WIL00001424	好吧,但是我为什么会参与这场战争,而且还是站在军团这一边.
WIL00001425	我不会和他一起工作，但他比我想象的更明白道理。
WIL00001426	是的，对吗？我以为他是个流口水，大喊大叫的疯子，但他还算不错。
WIL00001427	别误会我，他并没有赢得我的信任。他并不像我期望的那样糟糕或残忍。
WIL00001428	他很聪明而且善于表达。跟他说话很有趣。
WIL00001429	有意思。我没有想到他说的有那么一点道理，但我还是希望你能告诉我，他是一个疯狂的怪物。
WIL00001430	他是一个专横的混蛋，这是肯定的。我想杀了他。
WIL00001431	好主意啊！你会成为英雄！
WIL00001432	[力量]我会保护你的。我和在一起，有什么可害怕。
WIL00001433	好吧，你的确让我有安全感。
WIL00001434	但是，我来到新维加斯是为了看看玩玩，不是来参加战争，我不想和军团有半点关系。
WIL00001435	[智力]难道NCR没有做掉“任何它想不想考虑人吗？”
WIL00001436	你怎么能这样说？他们不像军团。他们不把人当成奴隶！
WIL00001437	也许不是。但他们来到莫哈韦吞并他们想要的东西。没人邀请他们来豪取强夺。
WIL00001438	我不明白。怎能把奴役他人和进入莫哈维相提并论？
WIL00001439	NCR在莫哈韦沙漠安定下来。莫哈韦没有选择。就像一个奴隶也没有选择。
WIL00001440	我从没听说过有人拿NCR和奴隶作比较。
WIL00001441	所以你会留下来吗？
WIL00001442	是啊，让我们来看看会发生什么。我还是很喜欢你的，我宁愿跟你争论政治。
WIL00001443	但是我来到心维加斯是为了看看玩玩，不是来参加战争所以我不想和军团有半点关系。
WIL00001444	是的，我会的。我爱你，我宁愿与你争论政治
WIL00001445	但是我来到新维加斯是为了看看玩玩，不是来参加战争，我不想和军团有半点关系。
WIL00001446	维儿，和我呆在一起因为你喜欢我。这比政治重要得多。
WIL00001447	你是对的，比起政治我更关心友谊，我不想闹得不愉快。
WIL00001448	但是，我来到新维加斯是为了看看玩玩，不是来参加战争，我不想和军团有半点关系。
WIL00001449	维儿，我想知道更多关于你在哪里长大的。
WIL00001450	雅各布镇的森林让我想起了我的家。你知道关于商队的事情，但是在克拉马斯打猎也是件大事。
WIL00001451	我不介意,没事儿的
WIL00001452	太好了。
WIL00001453	说是的！
WIL00001454	哦，是的！绝对正确！
WIL00001455	哦，是的！绝对正确！
WIL00001456	哦，现在不行，亲爱的，我真的没有心情。很快，我保证。
WIL00001457	这是你想要的，不是吗？
WIL00001458	说是的！
WIL00001459	哦，是的！绝对正确！
WIL00001460	哦，是的！绝对正确！
WIL00001461	哦，现在不行，亲爱的，我真的没有心情。很快，我保证。
WIL00001462	这是你想要的，不是吗？
WIL00001463	这只是暂时的，维儿。我们会回去的。
WIL00001464	好极了。
WIL00001465	翻我的东西很有趣吧?我希望是,但我想你最好把他们都交出来..
WIL00001466	你在戏弄我吗？
WIL00001467	我希望你能跟着我
WIL00001468	汪汪
WIL00001469	我希望你考虑一下这是你的家。
WIL00001470	汪汪
WIL00001471	汪汪
WIL00001472	我们出发J.T。这是我们的新家。
WIL00001473	怎么了,维儿?
WIL00001474	我有另一份礼物给你,我找到的哦
WIL00001475	我真想知道你有多喜欢他,还是正好相反?记得回来告诉我,好吗?
WIL00001476	你想知道我有多喜欢我的礼物?
WIL00001477	是的,快告诉我
WIL00001478	太喜欢了!谢谢你,这些毛乎乎的小熊太棒了.你知道哪儿能搞到更多吗?
WIL00001479	我知道你喜欢他们,难道他们不可爱么?我还没告诉你最劲爆的部分呢,这些都是我亲自做的!我以为如果我告诉你的话你就不会用他们了
WIL00001480	我可以把这个给你,这样你就可以制造并且寻找必要的部件了.哦,另外我还想问你点事儿
WIL00001481	那么你愿意看看我的收藏品吗?我一直在说,但从来没给你看过
WIL00001482	我一点也不感兴趣,抱歉
WIL00001483	哦,是我错了,恩好吧,我还有些别的你可能会感兴趣的东西,瞧
WIL00001484	那么现在你愿意看看我的收藏品么?我一直都在说却从来没让你见过
WIL00001485	你绝对选了最合适的东西,谢谢你
WIL00001486	哦,真高兴你喜欢他.这儿还有些别的你也许会喜欢的东西,看
WIL00001487	那么现在你愿意看看我的收藏品么?我一直都在说却从来没让你见过
WIL00001488	你有什么更好的东西可以给我吗?
WIL00001489	不,没了
WIL00001490	我准备好了。
WIL00001491	为什么?
WIL00001492	我准备好了。
WIL00001493	我想我们可以比朋友更进一步了
WIL00001494	现在?现在是个多扯淡的时间啊!但,我愿意!我们晚点再作那个..
WIL00001495	我会等着你。
WIL00001496	好极了!我一直在等你主动来找我!
WIL00001497	嗯哼,我在这儿了.我要给你一个惊喜,但我需要一些隐私.我们是在这里呢还是另外找个地方?
WIL00001498	就在这儿吧
WIL00001499	我真是太兴奋了,你不知道我已经计划了很久了.我希望你能喜欢他.呆在那里,别动
WIL00001500	我要为你,做一些东西,然后给你...
WIL00001501	我想去别的地方
WIL00001502	带路,亲爱的
WIL00001503	...
WIL00001504	我准备好了,就在这里吧
WIL00001505	我真是太兴奋了,你不知道我已经计划了很久了.我希望你能喜欢他.呆在那里,别动
WIL00001506	我要为你,做一些东西,然后给你...
WIL00001507	现在我们是挚友了,有什么要说的么?
WIL00001508	当然了!
WIL00001509	我想让你回家一段时间。。。
WIL00001510	是时候分开了。
WIL00001511	<咕哝>
WIL00001512	我想让你回家等我。
WIL00001513	<咕哝>
WIL00001514	我希望你去幸运38的总统套房，在那里等着我。
WIL00001515	<咕哝>
WIL00001516	不，之后就没有什么意外了。你是个好人。你应当拥有宁静的生活。这是你应得的。
WIL00001517	噢，不！贝茜被蜥蜴给杀了！
WIL00001518	不，只有大狗乔乔被蜥蜴杀了。
WIL00001519	那么，告诉我贝西发生了什么？
WIL00001520	好吧，差不多该走了。如果你想听的话我们可以现在谈谈。
WIL00001521	你是在担心死亡么?我也在担心同样的事,我害怕我们中的任何一人可能没法撑过这次.
WIL00001522	我有些准备工作要做在我们出发去胡佛大坝之前,晚点再聊?
WIL00001523	哦,我喜欢这主意.
WIL00001524	我并不怎么担心,我认为我们这边的力量有明显的优势.
WIL00001525	我很高兴你对自己选择如此自信,而且你一定愿意为你的事业而赌上上你的性命.
WIL00001526	当然!虽然那里现在就像地狱一样!但是我们会挺过去的.
WIL00001527	你什么意思?
WIL00001528	我想让你知道我对你的感觉,如果我们没能撑过这次的话.
WIL00001529	你是我最好的朋友,就像我一直想有的姐姐一样,还有我爱你.
WIL00001530	我想让你知道我对你的感觉,如果我们没能撑过这次的话.
WIL00001531	你是我最好的朋友,而且我非常爱你.
WIL00001532	我想让你知道我对你的感觉,如果我们没能撑过这次的话.
WIL00001533	还有?
WIL00001534	知道你有可能永远离我而去我就非常伤心.
WIL00001535	我非常的爱你.我在想如果我们俩都活过胡佛大坝的战斗,我们也许该给这一段友情一个正名了.
WIL00001536	也许我们可以考虑一下永远在一起的事.
WIL00001537	但是现在我想要你穿上这个.这也许能保护你.
WIL00001538	把这个看成我爱你直到永远的承诺吧,因为我是这样并且也会这么做的.而且我也会穿上同样的一件的.
WIL00001539	我想让你知道我非常非常的爱你.你是一个非常好的伙伴.谢谢你.
WIL00001540	没错!多谢你现在能给我.
WIL00001541	不客气!
WIL00001542	你快惹毛我了,维儿.这有点过分了.
WIL00001543	你想让我停止么?我会停下如果你这么想的话.
WIL00001544	是的,那样最好.(关闭邮箱的赠送礼物选项)
WIL00001545	哦,我喜欢这主意.
WIL00001546	不,请别这样.我还是蛮喜欢这个的.(维儿会继续留一些礼物在邮箱里)
WIL00001547	哦,我喜欢这主意.
WIL00001548	既然现在我们是挚友了,你愿意把衣服给换了吗..?
WIL00001549	好吧,真不知道他惹到你哪儿了,没事,如果你看烦了的话我就换件好了,开心了嗯?
WIL00001550	我有5块蜥蜴肉可以给你.
WIL00001551	谢谢
WIL00001552	你想在我们离开要塞之后聊聊么.那是什么?
WIL00001553	我需要知道你对凯撒有什么打算.
WIL00001554	我们必须聊聊在你对凯撒做任何事之前,但是不是在这儿.在你做任何事之前请务必和我聊聊.
WIL00001555	也许可以。让我们找到这儿的负责人问问。
WIL00001556	太好了!我喜欢这个选择,这儿都一团糟了.
WIL00001557	包在我身上!
WIL00001558	什么?!
WIL00001559	这个纪念碑让我想起了我的兄弟,查克.他从小的理想就是去加入NCR然后成为一名游骑兵.
WIL00001560	我爸爸不怎么同意,不过.
WIL00001561	为啥你爸爸不让他这么做呢?
WIL00001562	他不想让查克哪天死在NCR无休止的战争上.爸爸希望他安全的呆在家里,虽然这事最后也没实现.
WIL00001563	查克现在是个商队护卫了,他应该喜欢这份工作.我认为他还是挺危险的.
WIL00001564	几年之前他差点在一场战斗里死去,但是他还是活下来了,虽然留下了一条巨大的伤疤.
WIL00001565	这条疤痕让他看起来是个狠人,他知道这点所以他就表现的像个硬汉.他虽然一看就不好惹,但是还是有不少女孩喜欢他的.
WIL00001566	嘿,维儿,你自己不是也没有乖乖呆在家里么.
WIL00001567	啊,是的,不过当我告诉我爸爸我要出去旅行的时候,他的确提起了查克这事.
WIL00001568	我理解为何他会这么保护查克.失去自己的子女一直是一件痛苦的事.
WIL00001569	是啊,如果我哪天有了一个孩子,我也不希望他做我或者查克做过的这些疯狂的事.
WIL00001570	那样我会担心死的.
WIL00001571	你的父亲应该让查克去战斗.这是一件相当荣耀的事.
WIL00001572	是吗?然后怎么样?死去么?如果我有孩子,我希望他们永远安全
WIL00001573	不是我的强项,但是也凑合了.
WIL00001574	些许下次吧
WIL00001575	我不知道,无所谓了.
WIL00001576	我在赌城区见到的卡拉,在我休假的时候.他说我看起来像个输家.
WIL00001577	毫无意义.
WIL00001578	这可就是我最擅长的.
WIL00001579	我们能完成那个.
WIL00001580	好吧,我想.
WIL00001581	不,抱歉.
WIL00001582	我们能完成那个.
WIL00001583	我有不好的预感.
WIL00001584	你和布恩之间发生了什么问题么?
WIL00001585	不,没什么啊,我只是尝试安慰一下他而已,他现在既伤心又痛苦,真是个可怜的家伙.
WIL00001586	你和布恩之间发生了什么问题么?
WIL00001587	额,我的确非常喜欢他.他既勇敢又长得帅.但是我对他的事情感到抱歉,他现在非常痛苦,我只希望能帮帮他.
WIL00001588	好的,让我这么做吧,平房还需要更多的修整.
WIL00001589	好极了。
WIL00001590	这个...拿着这个.我不能说出来,你应该读一下这个.
WIL00001591	让我们谈点别的吧。
WIL00001592	哦，好的
WIL00001593	哇哦
WIL00001594	哦,我靠.
WIL00001595	好吧,我不会的.
WIL00001596	哇哦
WIL00001597	是的,当然.
WIL00001598	为什么每个人都这么说?
WIL00001599	我不确定。
WIL00001600	恩,差不多了.
WIL00001601	你怎么会知道呢,不是么?
WIL00001602	哇噢,那真是太棒了.你太厉害了.希望我们什么时候能再来一次
WIL00001603	没错,你完全可以相信那个
WIL00001604	哦,真高兴听你那么说
WIL00001605	维儿, 我对在那么干一次一点兴趣都没了,希望你理解
WIL00001606	好吧,我们不会的.但我想了很多,你是个好人,所以从现在起我们只做好朋友好吗?你能理解我吗?
WIL00001607	维儿,亲爱的,你现在是不是有一些奇妙的心绪?
WIL00001608	噢!
WIL00001609	搞这么多铅笔干嘛?你都快凑出一个球队了
WIL00001610	我喜欢铅笔。
WIL00001611	你喜欢铅笔?
WIL00001612	有些是写日记的.但,你有没有碰到需要他的时候却总不在手头的时候?那么,假如你也有十根,或者更多,这就不是问题噜~
WIL00001613	我发现你的狗饼干也不少,这又是为啥?
WIL00001614	我可爱吃了!这里好多本来是给大狗乔乔准备的,可惜它不在了...但是他们太好吃了,所以我就带着,偶尔当小点心吃....
WIL00001615	他们看着还不错呃?我能尝一个吗?
WIL00001616	当然,我们总可以再做更多的出来
WIL00001617	吖..还是留给狗狗吃好了....
WIL00001618	为啥?我可是很严谨的做出来的.我用蜥蜴肉,起司,还有面粉一起烤出来的.这可不像我用肉饼做的....呃.....
WIL00001619	哦,没事,我很淡定的
WIL00001620	谢谢
WIL00001621	你也许可以考虑给他换个名字,小狗饼干之类的实在是让人没胃口的名字,不是吗?
WIL00001622	暂时我不会考虑的,这是为了纪念大狗乔乔.
WIL00001623	是一只泰迪熊,希望你喜欢他
WIL00001624	当然,谢谢你!
WIL00001625	我找到一个花园矮人,你觉得他能跟莫伊拉和切斯特玩到一块去么?
WIL00001626	是的,当然!谢谢
WIL00001627	这是瓶石英型核子可乐
WIL00001628	谢谢!我现在就喝了它
WIL00001629	[更变主意]嗯，哎呀，我想我没有什么给你。对不起，维儿。
WIL00001630	哦...好
WIL00001631	呦嗬,我这是有麻烦了么?
WIL00001632	我可以把我的幸运雕像拿回来吗?你知道,我不给你看我的收藏品就是怕被你抢走...
WIL00001633	我可以留着吗?拜托?我会好好照顾她的,我发誓!
WIL00001634	是的,好吧,你可以拿着她.我是从一个商人那里买来的,但从来都不怎么太重视.说不底你比我更喜欢呢
WIL00001635	我只是有点好奇.你可以把她拿回去了,不过你是在哪儿找到的?
WIL00001636	从一个商人那里.我不能把每样都记住. 莫伊拉是住在汽车宾馆的商队送给我的礼物
WIL00001637	谢谢
WIL00001638	但是,打火机呐!?我很需要那个.那是我祖父的
WIL00001639	哦，那是我们的帐篷！我们可以住几个晚上。我会做晚餐。这会很有趣。
WIL00001640	看！这是你第一次找到我的地方！尽管是这样一个特殊的地方但是看起来依旧有点无聊。
WIL00001641	我有些东西要分给你.这儿,拿一个去
WIL00001642	谢谢!
WIL00001643	那听上去很棒.我现在不想停下来
WIL00001644	好吧，很好。
WIL00001645	是的，我希望你离开。 （选了这个她就从游戏里消失啦。即可删除mod）
WIL00001646	那好吧，再见了。我不知道应该说些什么。
WIL00001647	也许迟些时候.
WIL00001648	太好了!我喜欢这个.这里的情况非常糟糕啊.
WIL00001649	不,维儿,我不打算去帮助NCR的士兵.
WIL00001650	好吧,随你吧.
WIL00001651	你知道我们要去的地方的确切的位置么或者你有相应的计划么?莫哈维可是个不小的地方
WIL00001652	哦,我当然知道我要什么而且上哪里去找.当我还待在莫哈维前哨站的时候,我顺走了一本NCR小册子.
WIL00001653	这本册子详细介绍了莫哈维的动植物,还标出了哪里能找到这些玩意.真是非常详细呢.
WIL00001654	我基于这本子小小的计划了一下我们的行程,希望它能带我们找到我们想要找到的东西.
WIL00001655	我们要去的第一个地方叫做露比希尔矿井(Ruby Hill Mine),在那里找到一些大土蕉种子.
WIL00001656	我们弄到大土蕉了.现在怎么办?
WIL00001657	我们要去的下个地方是银峰矿洞(Silver Peak Mine).路程不近呢.我们应该能在那里找到一些山德根种子.
WIL00001658	找到山德根了。下一步呢？
WIL00001659	我觉得我需要一些洞穴蘑菇，它会点亮的小房子。这本小册子说有一些生长在在查尔斯顿洞穴(Charleston Cave)。
WIL00001660	我拿到洞穴蘑菇了，那么我们进行到哪里了？
WIL00001661	我们需要去找锦缎花，这是一条很长的路。更具小册子说它们生长在火车站南边(south of a trainyard)。
WIL00001662	坏消息是我们没法让我们的松子生长，嗯？不用照顾这植物也许能让日子更省心。
WIL00001663	我们还要在带一些吗？那些锦缎花可真大。
WIL00001664	嗯，就是这样的植物。我想的最后一件事是一个邮箱。你永远不知道，如果我们有一个，也许有人会给我们寄信呢！
WIL00001665	我知道那听起来有点逗比。
WIL00001666	但是，当我小的时候我和我的朋友们互留书信，并说出我们的邮箱。我不能想象有一个房子没有一个邮箱。
WIL00001667	看粉红色的鸟！我们一定要带走的，摆在花盆边上会很很好看的，你觉得呢？
WIL00001668	好吧，那我给你弄来粉红色的鸟。
WIL00001669	我想这就是它！我不知道我们可不可以以弄来更多的。
WIL00001670	想回小房子吗？我们可以把一切都建立起来。
WIL00001671	看看这些洞穴蘑菇！它看起来很棒，不是吗？
WIL00001672	好吧，我给你弄来了拿到了粉红色的鸟。
WIL00001673	就这个?你认为这个就是传说中的"宝藏"?真失望,不是么?别误解我了,这个矮人是很可爱啦,但是不是我想要找到的那种"宝藏'.
WIL00001674	不过,你知道的,这段旅程并不是一无所获.
WIL00001675	如果你拿上几个这种徽章还有一卷胶带,我可你为你做出一些能带着玩的东西.
WIL00001676	你能这么做?
WIL00001677	当然,这个带花的帽子就是我自己做出来的,如果你有兴趣的话可以带给我两个夕阳沙士徽章和一卷胶带.
WIL00001678	我拿到了徽章和一卷胶带.你能帮我改造一下这个徽章吗?
WIL00001679	当然!这很容易,我现在就能搞定.
WIL00001680	等我一下,这需要个几分钟.
WIL00001681	哦,不! J.T.!不!它死了!
WIL00001682	好吧.
WIL00001683	是的,那是个不错的主意.
WIL00001684	谢谢你!
WIL00001685	不,我想你留着它维儿.
WIL00001686	好的,谢谢你!
WIL00001687	老大,知道我喜欢甜食的?
WIL00001688	听上去不错
WIL00001689	我会去的,我保证
WIL00001690	两个月？那太久了，嗯？
WIL00001691	我们已经在一起两个月了！我给你带了礼物来庆祝。就在厨房的柜台上。
WIL00001692	谢谢你，维儿
WIL00001693	我希望你知道，我非常爱你一天比一天爱你。
WIL00001694	我真的很喜欢我的贝雷帽，谢谢。
WIL00001695	别担心维儿,我能处理好露西的事.
WIL00001696	你确定？我不相信她。
WIL00001697	来吧维儿这会很有趣！
WIL00001698	不,我可不会加入你和红露西一起玩3P!我要回家.我还以为你爱的是我!
WIL00001699	我希望你还没忘了我在这儿,当你听到回报是啪啪啪的时候.你不会这么做的对吧?
WIL00001700	你对这个没什么大意见吧?我们还没好到结婚这个地步诶.
WIL00001701	好吧,你是对的!我们是没结婚!去吧和随便那个你喜欢的男人一起睡觉去吧!你TM应该很开心不是么!
WIL00001702	这只是...你知道,我以为我们两个的感情是不一样的呢.
WIL00001703	我想一个人待会儿,维儿.你应该回家去.
WIL00001704	好吧.我会回家呆着
WIL00001705	维儿.我不知道这对你来说这么重要.我不想要任何其他人但是除了你,行吗?
WIL00001706	为啥？
WIL00001707	因为他很邪恶啊,还有如果军团赢得了战争他们会杀光莫哈维所有反对他们的人,你可以阻止这种事情的发生啊
WIL00001708	如果你现在杀死凯撒，你会毁掉军团 你必须考虑它
WIL00001709	想都别想!
WIL00001710	这是莫哈韦沙漠的最佳选择 军团将摧毁这里的一切 你知道这是事实
WIL00001711	请记住，斑尼房间里的衣柜里有个健谈的机器人？ 他提出帮助你接管新维加斯，并让它成为你自己的
WIL00001712	如果你这样做，你可以为新维加斯和莫哈韦沙漠做好准备 你会成为英雄
WIL00001713	这是莫哈韦沙漠的最佳选择 军团将摧毁这里的一切 你知道这是事实
WIL00001714	如果你这样做，你可以为新维加斯和莫哈韦沙漠做好准备 你会成为英雄
WIL00001715	没门！
WIL00001716	什么？我为什么要这么做？
WIL00001717	杀了凯撒并不代表军团会分崩离析.
WIL00001718	好吧，也许它不会消灭它，但它会削弱它，你可以离开它们，如果你必须在这场战争中战斗，那就以另一种方式来对抗
WIL00001719	请记住，健谈机器人？ 在斑尼房间里的衣柜里？ 他提出帮助你接管新维加斯，并让它成为你自己的
WIL00001720	如果你这样做，你可以为新维加斯和整个莫哈韦沙漠做好准备 你会成为英雄
WIL00001721	好吧，也许它不会消灭它，但它会削弱它，你可以离开它们，如果你必须在这场战争中战斗，那就以另一种方式来对抗
WIL00001722	如果你这样做，你可以为新维加斯和整个莫哈韦沙漠做好准备 你会成为英雄
WIL00001723	杀凯撒不会摧毁军团
WIL00001724	是的，是的，我知道，有更多的战斗时机
WIL00001725	够了!这太过分了!我应该让你离开并且永远别回来!
WIL00001726	哦，对不起！ 别让我走！ 我爱你！ 我把它收回！
WIL00001727	哦，对不起！ 请不要让我走！ 我把它收回！
WIL00001728	你做的太过分了,而现在你将付出代价了!(杀掉她)
WIL00001729	什么？
WIL00001730	我会考虑一下这个的.
WIL00001731	谢谢
WIL00001732	你可真是不讨喜啊,离开我吧,虽然我爱过你,但是你离开对我们两个人来说都更好. (永远离开)
WIL00001733	好的. 你知道，我永远不会离开你，但是，你是对的，这可能是最好的
WIL00001734	我真的爱你
WIL00001735	好的. 你知道，我永远不会离开你，但是，你是对的，这可能是最好的
WIL00001736	你一直是我的好朋友. 我会想念你
WIL00001737	你很不开心，就去吧. 我爱你，但这对我们俩都会更好 （永远离开）
WIL00001738	这句话你可不能收回去了.这一切都结束,我现在就会离开这儿!(永远离开)
WIL00001739	好吧,就这样了!但是我不想再听到任何关于杀掉凯撒的话题了.
WIL00001740	我保证，我不会再提及它。 我很抱歉
WIL00001741	在这里，新的徽章已经完成！
WIL00001742	让我们来谈谈那些我们放在平房里的礼服.
WIL00001743	好的，哪一个？
WIL00001744	我希望你穿上礼服1.
WIL00001745	当然,我非常乐意.
WIL00001746	当然了,随便看.
WIL00001747	我想和装备 1做些什么
WIL00001748	好吧
WIL00001749	请脱下装备1
WIL00001750	我希望你穿上礼服2.
WIL00001751	好吧,我可以做那个.
WIL00001752	当然了,随便看.
WIL00001753	我想用装备 2做点什么
WIL00001754	好吧
WIL00001755	请脱掉装备2
WIL00001756	我希望你穿上礼服3.
WIL00001757	好没问题
WIL00001758	当然了,随便看.
WIL00001759	我想用装备 3做点什么
WIL00001760	好吧
WIL00001761	请脱掉装备 3
WIL00001762	我希望你穿上礼服4.
WIL00001763	太好了，我很乐意
WIL00001764	当然了,随便看.
WIL00001765	我想用装备 4做点什么
WIL00001766	好吧
WIL00001767	请脱掉装备 4
WIL00001768	我希望你能穿上你的常用服装.
WIL00001769	好吧,我可以做那个.
WIL00001770	好没问题
WIL00001771	我们只能在平房里设置永久物品
WIL00001772	我希望你能穿上泳衣.
WIL00001773	好没问题
WIL00001774	当然了,随便看.
WIL00001775	我想用你的泳装做点什么
WIL00001776	好吧
WIL00001777	请脱下你的泳装
WIL00001778	我想要你穿上你的睡衣.
WIL00001779	太好了，我很乐意
WIL00001780	当然了,随便看.
WIL00001781	我想用你的睡衣做点什么
WIL00001782	好吧
WIL00001783	请脱掉你的睡衣
WIL00001784	我想要你穿上亲密时间选择里中的物品.
WIL00001785	当然,我非常乐意.
WIL00001786	当然了,随便看.
WIL00001787	我想用你亲密的时刻做些事情
WIL00001788	好吧
WIL00001789	请摘下你亲密的时刻
WIL00001790	我不需要时间来想了!如果我成功活了下来,我想和你在一起,到永远.
WIL00001791	啊! 哦! 我爱你！
WIL00001792	多谢,维儿,如果我成功了,我会考虑一下你说的事.
WIL00001793	我爱你
WIL00001794	当我们在辐射地区的时候不要带上你的防辐射面罩(维儿不会带上面罩).
WIL00001795	好吧，行
WIL00001796	好没问题
WIL00001797	当我们在受辐射照的区域时使用自己的面具（她会使用她的面具）
WIL00001798	呆在这儿,拜托.不要攻击任何东西,能躲就赶紧躲起来
WIL00001799	得到它了 我会留在这里
WIL00001800	你说对了
WIL00001801	感谢您在此等待，但我现在需要您的帮助
