FO300000001	.32手枪
FO300029712	
FO300029713	相信我，朋友，廷克·乔不会放过做买卖的机会。如果“勇敢”先生愿意跟你走，那我就绝对会卖你个心动价。
FO300029714	他比较偏执。他不会和他认为“过于极端”的人同行。
FO300029715	可悲的是，他对“过于极端”的看法像硬币的两边：奴隶贩子和基督教徒在他眼里都是一样的。抱歉，伙计。
FO300029716	你就是不想卖给我，对吗？
FO300029717	相信我，朋友，廷克·乔不会放过做买卖的机会。如果和你一起的是“勇敢”先生，那我就会卖给它心跳。
FO300029718	他比较偏执。他不会和他认为“过于极端”的人同行。
FO300029719	可悲的是，他对“过于极端”的看法像硬币的两边：奴隶贩子和基督教徒在他眼里都是一样的。抱歉，伙计。
FO300029720	你就是不想卖给我，对吗？
FO300029721	相信我，朋友，廷克·乔不会放过做买卖的机会。如果“勇敢”先生愿意跟你走，那我就绝对会卖你个心动价。
FO300029722	他比较偏执。他不会和他认为“过于极端”的人同行。
FO300029723	你必须让你的其他朋友离开。在那之前，我会为你留着他。
FO300029724	你就是不想卖给我，对吗？
FO300029725	说实话，这是个小麻烦。但由于他的制造方式导致无法修改。
FO300029726	所以这些机器人士兵都很挑剔。不过他似乎很喜欢你，所以应该没事。
FO300029727	“模拟人格”？听起来很麻烦。
FO300029728	
FO300029729	嗨，我说过这是个很棒的交易，不是吗？
FO300029730	但是说实话，RL-3对选搭档有点挑剔，而且他不会允许自己被随便买给某个人。
FO300029731	这让他无法买到高价，你明白我的意思。不过他似乎很喜欢你，估计问题不大！
FO300029732	那是数量不菲的瓶盖，不过我猜它很难找到。
FO300029733	国际通用原子的程序使“勇敢”先生成为完美的士兵，并且他们的虚拟人格被设定为严格遵从任务。
FO300029734	只是部分代码的定义比其它代码要少。所以他不会和他认为“过于极端”的人同行。
FO300029735	可悲的是，他对“过于极端”的看法像硬币的两边：奴隶贩子和基督教徒在他眼里都是一样的。抱歉，伙计。
FO300029736	爱挑剔的机器人？它怎么工作？
FO300029737	我想买一个机器人。
FO300029738	你当然会的，当然了！正好我有一个“勇敢”先生要出售。
FO300029739	还包括完整的模拟人格装置，是个好户外，还是好伙伴！只要1000个瓶盖就归你了。
FO300029740	RL-3对他的同伴有点挑三拣四的。而且我看他不喜欢你的外貌。当然了，我是对事不对人。
FO300029741	
FO300029742	谢谢，爸爸。我很高兴你觉得愉快。
FO300029743	一切都很好，不是吗？
FO300029744	是啊。我很高兴你觉得愉快！
FO300029745	很高兴见到这些孩子过得愉快。
FO300029746	不错。看起来每个人都很享受。
FO300029747	我的上帝啊，我不应该错过这一切。那可爱的男孩就像我的儿子。
FO300029748	我的上帝啊，我不应该错过这一切。那可爱的女孩就像我的女儿。
FO300029749	我敢肯定，阿玛塔。绝对不要胡乱猜测。现在去开心吧。
FO300029750	哦，真的？他们真可爱！你做了件好事。
FO300029751	胡说。人们通常都喜欢我的小演讲。另外，你的那些朋友应该明白生活不光有游戏与欢乐。
FO300029752	啊哈！这应该是一个聚会！你知道，很有趣的。爸爸，有空你也去试试。你会喜欢上它的。
FO300029753	哦，当然，没什么值得担心的。昨晚我和安迪又把她重新修好了，看起来就像新的一样。
FO300029754	我没担心。你能修理任何东西，对吗？无论如何，我很高兴你能来。
FO300029755	我很高兴来到这。我认为和年轻人保持接触是非常重要的。你知道，这是我工作的一部分。另外，我喜欢聚会。
FO300029756	毫无疑问，戈麦斯警员。好了，和你聊天非常愉快。再次感谢你的到来！
FO300029757	是的。避难所抑郁综合症，是吧？一个9岁的孩子怎么可能会得上这种病？
FO300029758	我不知道。我以前从没听说过那么小的孩子会得上避难所抑郁综合症。呃，我们最好不要在这讨论。
FO300029759	
FO300029760	当然。毕竟，我帮着计划的！
FO300029761	当然。有什么游戏玩吗？
FO300029762	你知道保利·坎特利是个瘾君子吗？
FO300029763	他完全上瘾了。总有一天会害死他的。
FO300029764	哦，是啊。他简直一团糟。我很高兴自己不是辛迪。
FO300029765	保利真的药物上瘾了？
FO300029766	他无可救药了。我得让他远离商店，否则他会来偷东西的。
FO300029767	他总有一天会因此丧命的。
FO300029768	你老公是个瘾君子？
FO300029769	是的。他总在每晚快要关门的时候来，试图让辛迪先走，他来关门。
FO300029770	感谢上帝，她很聪明。
FO300029771	放轻松点。我只是四处看看。
FO300029772	哦。好的。让我知道你想要什么。
FO300029773	哦。好吧。如果你想买什么就说一声。
FO300029774	该死！看上去你一直在嗑自己卖的药。
FO300029775	不，不，不！我可不会那么做。
FO300029776	保利倒是这样。我是说，偷自己的药。他是我那二流子丈夫。
FO300029777	不，不，不！我可不会那么做。
FO300029778	保利倒是这样。我是说，偷自己的药。他已经死了，感谢上帝。
FO300029779	你这地方不错。
FO300029780	你肯定喝醉了。还想喝点什么？
FO300029781	这馊水能喝吗？
FO300029782	也许不行。你想来点什么？
FO300029783	这地方真破。
FO300029784	是吗？这破地方是我的，不是你的。要么喝点什么，要么就给我滚。
FO300029785	你怎么敢侮辱我的着装品位。
FO300029786	我只不过是想建议你到波托马克服装购物。
FO300029787	我相信你能在那找到些适合你的衣物。
FO300029788	我看出你也是一位高雅的人。
FO300029789	这话我只对你说，离贱民远点对生意有好处。
FO300029790	所以我不够资格在这买东西？
FO300029791	我不是那意思。
FO300029792	我的意思是：我这的商品都是高级货，而这正应该是你所需要的。
FO300029793	很高兴能看到一家人在一起做生意。
FO300029794	谢谢。如果你饿了的话，去加里厨房瞧瞧。
FO300029795	加里是我爸爸。他做的菜肴要比你在废土能找到的东西好得多。
FO300029796	你是位文雅的女士。
FO300029797	我和爸爸曾经都共同经历了一段艰难的日子，但我们都挺过来了。
FO300029798	爸爸去世后，我只能靠自己了。不管怎么样，总比沦落街头要好吧。
FO300029799	你这么年轻就能独自打理这家店，真厉害。
FO300029800	你真是个小可爱。你按小时计费吗？
FO300029801	什么？！真恶心！
FO300029802	我不是妓女！在我叫警卫之前最好离我远点。
FO300029803	你能跟我说说关于罗克韦尔婚姻的事吗？
FO300029804	你看，那不是你该关心的事。我们的婚姻是我们自己的事，是私事。
FO300029805	为什么人们不理解这些，不让我们独处？
FO300029806	对你的婚姻有什么可谈谈的？
FO300029807	我们的婚姻？天啊，这算是个什么问题啊？
FO300029808	梅布尔没唆使你做这事吧，她唆使你了吗？多么愚蠢的问题啊！
FO300029809	对你的婚姻有什么可谈谈的？
FO300029810	哦，我认为那真的不是你该关心的事。这些事情都已经过去了。
FO300029811	他们的婚姻？为什么问这么古怪的问题。他们跟别的夫妻一样吧。会遇到他们的问题，但也会一起解决问题。
FO300029812	珍妮特是个好女人。罗杰对她有感觉，这真的是太棒了。
FO300029813	他的另一个花招？我不会跟他一起的。你就不要管那些事了。
FO300029814	现在，像你这样一个小孩，想知道什么呢？那是大人关心的事。你觉得呢？
FO300029815	好了，你不要替这操心了。我们刚才已经解决问题了。有一段时间都没听到他们吵架的声音了。
FO300029816	嗯，他们一直都这么好，不是吗？两个人把每件事情都解决好了，真不错！
FO300029817	你为什么问我？我什么都不知道。不管怎样，为什么我要关心他们的婚姻呢？
FO300029818	不，我已经受够这些拷问了！
FO300029819	这肯定是家族干的！我发现他们那古怪的领导者曾在河边与伊恩的交谈。
FO300029820	不，他们不太可能让他活着。
FO300029821	我该怎么办？维斯特一家都在我的职责范围内，然而却发生了这样的事情！
FO300029822	这肯定是家族干的！我发现他们那古怪的领导者曾在河边与伊恩的交谈。
FO300029823	没有，我只找到了双亲的尸体。
FO300029824	这肯定是家族干的！我发现他们那古怪的领导者曾在河边与伊恩的交谈。
FO300029825	听说过家族吗？
FO300029826	嗯，估计是某种帮派，来头不小。他们不敢到堕落天堂附近来的。
FO300029827	
FO300029828	很正确，老朋友。先别急着提问题，蔡斯小姐。如果我们能摆脱即将到来的险境，到时我或许会回答的！
FO300029829	老大，那听起来像是一个孩子在尖叫！是从那些废墟里传来的！
FO300029830	<一个孩子的尖叫声>
FO300029831	嗯，现在，我的老朋友阿盖尔。别用那些800年前的英雄事迹来烦美丽的蔡斯小姐了！
FO300029832	你在开玩笑吗？亲爱的。阿盖尔救过我多少次连我自己都记不清了。我都不知道在没遇到他之前我是怎么熬过来的。
FO300029833	哦，阿盖尔。作为一个僵尸，你非常足智多谋，难道不是吗？
FO300029834	嗨，嗨。这古老的“沙漠绿洲舞曲”肯定能让我回忆起往日的时光。你们两个光皮肤还好吧？
FO300029835	<猛烈的爆炸声>
FO300029836	亲爱的，关键不是他取出了什么，而是他放进去了什么。时刻保持警惕！
FO300029837	为什么你那些僵尸朋友还偷东西？没时间小偷小摸了，“大胆”！
FO300029838	超级变种人！
FO300029839	愚蠢的人类！现在给我闭嘴！<上膛声>你们现在跟我走！
FO300029840	我所谓的“中断”，其实就是“炸毁”。
FO300029841	我的朋友们叫我佩内洛普，另外那些奴隶贩子对破坏他们篷车的人并不太友好。
FO300029842	<走过沙砾的声音>
FO300029843	哈！这样就可以教训下那些讨厌的奴隶贩子，让他们知道跟着我们的下场。看来这是最后一批人了，老大。
FO300029844	<开枪声>
FO300029845	
FO300029846	你正在收听的是我的冒险经历，我是赫伯特“大胆”达什伍德，还有我勇敢的尸鬼仆人阿盖尔！
FO300029847	你正在收听的是我的冒险经历，我是赫伯特“大胆”达什伍德，还有我勇敢的尸鬼仆人阿盖尔！
FO300029848	你正在收听的是我的冒险经历，我是赫伯特“大胆”达什伍德，还有我勇敢的尸鬼仆人阿盖尔！
FO300029849	你正在收听的是我的冒险经历，我是赫伯特“大胆”达什伍德，还有我勇敢的尸鬼仆人阿盖尔！
FO300029850	锁定频道，下次我会讲述另一个奇特经历。我是赫伯特“大胆”达什伍德，还有我勇敢的僵尸仆人阿盖尔！
FO300029851	
FO300029852	<结束曲>
FO300029853	佩内洛普·蔡斯，财富猎人。你可以待会再请我喝酒。现在闲话少说，先离开这该死的地方！快点！
FO300029854	等等！我们在这进行营救，姐妹。
FO300029855	你们还好吗？我逃出了盒子要离开时，才注意到你们的困境。
FO300029856	放下武器，你这卑鄙的奴隶贩子。<击打声>
FO300029857	哈哈！现在，撬门。
FO300029858	呃？
FO300029859	让我来。<步行声>嗨，哥们，有火吗？
FO300029860	<行动声，喘息声>
FO300029861	唉。又是女人。
FO300029862	别跑那么快，僵尸朋友！我们遇见的那女孩。我们是她的唯一的希望。走吧！
FO300029863	先别急着谢我，老大。我们仍然需要离开这。赶快走吧！趁着守卫离前门还很远！
FO300029864	阿盖尔，你这了不起的混蛋！你做到了！
FO300029865	你还知道点什么能帮我阻止他们吗？
FO300029866	我侄子德里克会知道更多有关他们的事。我发誓，不管他们何时出现，我所能做的就是阻止我的侄子卷入到战斗中。
FO300029867	他或许会知道你们在哪能找到他们，但不要鼓励这可怜的男孩再去冒险。他经历了太多的千钧一发的时刻！
FO300029868	只要你能阻止他们中的一个，就可以了。你可能不必担心另一个。
FO300029869	我无法想象斯科特会用他的机器人袭击这城镇。还有那痛苦蚁后仅仅是个插曲。
FO300029870	洛易希望你将此事彻底了解，但我所关心的是你完成这项工作，不管用什么方式。
FO300029871	你还知道点什么能帮我阻止他们吗？
FO300029872	不可能！不要阻止他们！他们都非常厉害！
FO300029873	除非你也将成为一个超级英雄！
FO300029874	你可以被称作“超级变种大帝”，指挥一支超级变种人军队和他们战斗！
FO300029875	不可能！不要阻止他们！他们都非常厉害！
FO300029876	除非你也将成为一个超级英雄！
FO300029877	你可以被称作“梦幻之爪”，指挥一支死亡爪军队和他们战斗！
FO300029878	不可能！不要阻止他们！他们都非常厉害！
FO300029879	除非你也将成为一个超级英雄！
FO300029880	你可以被称作“光之影”，指挥一支地鼠军队乱来挫败他们的阴谋！
FO300029881	不可能！不要阻止他们！他们都非常厉害！
FO300029882	除非你也将成为一个超级英雄！
FO300029883	不可能！不要阻止他们！他们都非常厉害！
FO300029884	除非你也将成为一个超级英雄！
FO300029885	不可能！不要阻止他们！他们都非常厉害！
FO300029886	除非你也将成为一个超级英雄！
FO300029887	只要别打他们，好吧？
FO300029888	你能跟我说说痛苦蚁后吗？
FO300029889	有一天，一个疯女人引着一群蚂蚁进城了。她说人类已经灭亡了，蚂蚁将会接管地球什么的。
FO300029890	嗯，那给了多姆足够的时间去对蚂蚁开个一枪两枪的。她逃走了，但每隔一段时间，她就会进行一次袭击。
FO300029891	她不是什么威胁。而且，她实际上很有娱乐价值，她使镇上的每个人都有话题可聊。
FO300029892	但当机械侠开始攻击她时，事情变糟了。蚂蚁很轻易就能被击倒，但加上配有激光装置的机器人，情况就开始变得非常凶险了。
FO300029893	我不知道她是谁，只知道是个穿着蚂蚁套装，对人类心怀怨恨的疯女人。
FO300029894	她本身其实不是什么麻烦。她的袭击是一个笑话，但至少她的故事使得一些入侵者停留在海湾。
FO300029895	如果能有帮助的话，她总是从北边发动袭击。或许在那你能找到她的蚁巢。
FO300029896	我不太了解她，只知道她真的真的不喜欢人类。那挺酷的。我的意思是，有时候人类是挺古怪的。
FO300029897	我认为她的藏身之处应该是城市北部的某个洞穴里。我有时候能看到她的蚂蚁在那。
FO300029898	乔·波特说他发现了关于她的一些事，但是叔叔不让他告诉我。他说，“不要鼓励那些可怜的男孩去冒险。”
FO300029899	你能跟我说说机械侠吗？
FO300029900	机械侠原本是我们镇里的机械师。斯科特·沃林斯基，一个不怎么爱说话的家伙，但很热衷于扭拧和焊接。
FO300029901	这家伙过去常常照料一个保护镇子的机器人，这个机器人在痛苦蚁后的一次蹩脚的袭击中被摧毁。
FO300029902	我想他把这当成了私人恩怨。因为他做了个机械套装，并自称机械侠，还说他会引领一支机器人军队去打败她。
FO300029903	现在他甚至对自己的名字都没反应了，与过去的蚂蚁相比，他的“机器人军队”对于镇上的人来说更危险。
FO300029904	你指的是斯科特·沃林斯基。我拒绝叫他那可笑的名字，仅仅是因为他有点疯疯癫癫的。
FO300029905	以前他的确是个很好的朋友，不仅仅是因为他把我的枪修好了。
FO300029906	现在他把时间全都花在他的机器人商店里，只想着和痛苦蚁后战斗。甚至都无法记起自己的名字了。
FO300029907	我知道机械侠回来的时候，他仅仅是个普通的英雄。他过去叫斯科特，曾一直在小镇里修东西！
FO300029908	但有一天，痛苦蚁后杀死了他最心爱的机器人，而我告诉他，他应该像超级英雄一样回击她！
FO300029909	从那时起，他就开始在机器人商店后面山上的铁匠铺开始工作，保护我们所有人不受痛苦蚁后的迫害！
FO300029910	这是什么地方？
FO300029911	这是我做生意的地方。如果你想买些东西的话，那就买。如果你想废话的话，就滚开！
FO300029912	嗯，万斯告诉我这地方叫做米尔斯蒂。这名字来自大洋彼岸罗曼雅的一个城镇。
FO300029913	这是米尔斯蒂，家族的大本营。是我们这些可怜人唯一安全的地方。
FO300029914	是我最不想到来的地方。
FO300029915	但是别告诉万斯我说了这些话。
FO300029916	地底这个可爱的大洞就是米尔斯蒂，家族的总部。
FO300029917	你正身处米尔斯蒂，家族的大本营。这是我们的避难所。
FO300029918	这是那些被社会遗弃之人的避难所。
FO300029919	那很简单！痛苦蚁后的套装使她非常敏捷，但我猜她的蚂蚁很脆弱。只要小心她的皇家守卫就行了。
FO300029920	机械侠的机器人更加粗暴，他的套装让他非常厉害。我认为他没有任何缺点。
FO300029921	或许有一个。由于他是个好人，他不会像痛苦蚁后那样无情。比如说，他绝不会伤害到像我这样的无辜之人。
FO300029922	他们的超能力是什么？他们有弱点吗？
FO300029923	我想我将勇敢接受。
FO300029924	你自己选择，但上瘾是很难摆脱的。
FO300029925	你自己选择，但上瘾是很难摆脱的。
FO300029926	你说了算，毛人。
FO300029927	是的，请治疗我。
FO300029928	嗯，如果你没有把钱挥霍在杰特上，情况可能会更好，不是吗？
FO300029929	我没有50个瓶盖。
FO300029930	嗯，如果你没有把钱挥霍在杰特上，情况可能会更好，不是吗？
FO300029931	我没有50个瓶盖。
FO300029932	我想如果你无法支付治疗费用，或许你也无法负担下一次的毒品注射。这就解决了，不是吗？
FO300029933	我没有50个瓶盖。
FO300029934	好，这应该可以让你恢复正常。现在张开嘴巴，说：“啊”。
FO300029935	当你能够付得起治疗费用时，我会很乐意提供帮忙。
FO300029936	我没有50个瓶盖。
FO300029937	我想我或许对某些东西上瘾了。
FO300029938	我能给你些东西，它们应该有所帮助。
FO300029939	治疗需要花费50个瓶盖。大多数外来者都付得起。
FO300029940	我会帮你的，但要支付一定费用。
FO300029941	50个瓶盖。或许你的钱包干瘪后会让你远离那些垃圾。
FO300029942	我发誓，你和拉链，老是有点小小的化学问题，不是吗？
FO300029943	给，坚持住。我会照顾你的。
FO300029944	我想我可能对某些东西上瘾了，你能帮帮我吗？
FO300029945	而我觉得拉链的苏打问题很糟。
FO300029946	50个瓶盖。我就帮你克服那问题。否则，你就只有自己寻找解决方法。
FO300029947	我想我可能对某些东西上瘾了，你能帮帮我吗？
FO300029948	我很高兴你愿意来求助。但这不是免费的。我需要50个瓶盖作为药费。
FO300029949	我认为你很清楚自己的现状。当然，我可以帮助你。但不是免费的。50个瓶盖。你愿意吗？
FO300029950	你能帮我修理一下装备吗？
FO300029951	我想我可以。在兄弟会可以使用废土的货币进行交易。
FO300029952	当然。
FO300029953	你能帮我修理一下装备吗？
FO300029954	哦，很好。但必须快点！
FO300029955	你能帮我修理一下装备吗？
FO300029956	我能吗？是的。我愿意吗？不。去找博迪或鲍迪奇吧。
FO300029957	你能帮我修理一下装备吗？
FO300029958	你在这干嘛？
FO300029959	我的责任是将这些菜鸟变成“钢铁兄弟会”。
FO300029960	在英克雷的威胁下，恐怕他们还来不及宣誓就要出征了。
FO300029961	因此，我有很多工作要做。
FO300029962	
FO300029963	是啊。你知道些什么？我准备出去，我要建立最庞大、最强悍的帮派！
FO300029964	
FO300029965	什么？你这样自命清高的人是不可能建立什么帮派的！
FO300029966	想要像我一样在穴蛇帮有地位，对你来说很难。
FO300029967	你要是愿意，你可以加入我。
FO300029968	跟我一起闯荡吧，我们可以在废土轰轰烈烈一场。
FO300029969	我真的希望我可以，哥们。但是，有太多杂务烦扰着我，你能理解吗？我现在只想静会。
FO300029970	穴蛇帮主宰一切！
FO300029971	跟我一起走吧，我们会成为一个惊天动地的帮派。
FO300029972	穴蛇帮主宰一切！
FO300029973	跟我一起走吧，我们会成为一个惊天动地的帮派。
FO300029974	见鬼，没错！我能从这出去，用我的帮派打倒一切。穴蛇帮再次主宰一切！
FO300029975	或者，你知道，再次溜走。不管怎样！
FO300029976	布奇，还想成立帮派吗？
FO300029977	
FO300029978	我为什么要买你玩腻的妞？
FO300029979	可萝尔可不是你想象的那样，这女孩被魔鬼附身了，疯狂至极。
FO300029980	疯狂地杀、疯狂地抢、疯狂地吃醋、而且很专一！但最主要的是，谁是她的主人，她就会疯狂地爱谁。
FO300029981	只要给区区几千瓶盖，可萝尔小姐就会为你疯狂。
FO300029982	
FO300029983	找到肯为了你的性命牺牲的人可要好运气呢。如今可没正常人会这么做，对吧？
FO300029984	不干。我要理智的保镖。
FO300029985	
FO300029986	不管你什么时候缺个伴，她都会在这里。
FO300029987	真希望我现在就可以带她走。再说吧。
FO300029988	我应该让可萝尔来咬你，你简直太他妈能杀价了！
FO300029989	但你是对的。她让其他女孩紧张了。她们一紧张，我也跟着紧张。
FO300029990	去和可萝尔一起去开心吧。她是你的问题了，从现在开始！
FO300029991	如果她这么疯狂，也许我会把她从你身边带走。不过我只出500个瓶盖。
FO300029992	朋友，你连事情的一半都不了解。
FO300029993	听起来是个不错的交易，也很有趣。卖了。
FO300029994	相信我，她值那么多瓶盖的。
FO300029995	看来我必须为她节衣缩食了。
FO300029996	好孩子，狗肉！
FO300029997	<喘息> <喘息>
FO300029998	好孩子，狗肉！
FO300029999	跟我来，狗狗。在这地方能有个同伴真好。
FO300030000	<汪><汪><汪！>
FO300030001	我想你原来的主人一定待你很好。
FO300030002	<喘息> <喘息>
FO300030003	我也想要个你这样的宠物。我们去找点吃的，小狗。
FO300030004	<低吼 !>
FO300030005	我当你的新主人。你喜欢吗，小家伙？
FO300030006	<汪！><汪！><汪！>
FO300030007	她到底有什么特殊的？
FO300030008	告诉你吧：因为可萝尔是我见过的最疯狂的女孩。而我可是对付疯丫头的专家。
FO300030009	疯狂地杀、疯狂地抢、疯狂地吃醋、而且很专一！但最主要的是，谁是她的主人，她就会疯狂地爱谁。
FO300030010	只要给区区几千瓶盖，可萝尔小姐就会为你疯狂。
FO300030011	你参观过这地方了吧？任何人需要的保护这里已经都有了，即使是像我这样惊人的需要也能满足。
FO300030012	她不是你的保镖吗？为什么要卖了她？
FO300030013	
FO300030014	用奴隶做保镖可要当心啊。他们大多数人并没有让你活下去的动机，你知道我什么意思吧？
FO300030015	我想买你的保镖，你卖吗？
FO300030016	你是我的恩人，也是我与这世界的唯一联系，所以我觉得必须确保你的安全。
FO300030017	如果你是这么看我的，或许我本不应该来打扰你的。但是除了你我不认识任何人了。
FO300030018	是什么让你觉得我想要一个像你一样的怪物跟在我身后？
FO300030019	我看到你被抓，于是耍了点滑头跟踪了抓你的人。我只希望能够尽快赶到，帮助你逃走！
FO300030020	因为我感激你给我自由，所以我觉得只有偿还你的恩惠才是公平的。毕竟，在这世界上我不认识别的人了。
FO300030021	福克斯？你在这搞什么鬼？
FO300030022	
FO300030023	我的朋友，我将会因为跟随像你这样的英雄而受到尊敬的。我们可以走了吗？
FO300030024	我总是需要帮手，你愿意跟着我吗？
FO300030025	
FO300030026	看起来我对你的了解不如我想象的那样好。我的错。
FO300030027	我读到过南边有个历史博物馆。或许我能在那里了解更多，而且不会碰到这么大的敌意。
FO300030028	我要离开你了，再见，我的恩人。
FO300030029	我以前也碰到过这种情况。处理掉吧。
FO300030030	
FO300030031	谢谢你提出来，但我必须拒绝。我还要四处探索，不能够再耽搁了。
FO300030032	我读到过南部有个很大的历史博物馆。或许我应该去那。
FO300030033	再见，我的朋友。或许我会在将来加入你们，如果你的目标高尚到足够吸引我。
FO300030034	我总是需要帮手，你愿意跟着我吗？
FO300030035	我的朋友，跟随像你这样的英雄是我的荣幸。我们可以走了吗？
FO300030036	我总是需要帮手，你愿意跟着我吗？
FO300030037	想象一下，这种工具可以消除邪恶！
FO300030038	看来你搞到了新玩具，呃？
FO300030039	
FO300030040	你疯了吗？避难所正处于戒严中！回去你的房间。
FO300030041	直到从监督者那了解清楚所有的事，我才会开门。
FO300030042	抱歉，但我打算跟监督者站在同一阵线上。
FO300030043	在戒严期间，每个人都应该留在自己的房间里。你在大厅里干什么？
FO300030044	滚开！直到戒严结束我才会开门的。
FO300030045	给，拿走这个。离开坎特伯雷。
FO300030046	为了你忠诚的帮助，请拿着这把刀。它萃取了上万蚂蚁的毒液，你的敌人会在你面前瑟瑟发抖。
FO300030047	现在那破铜烂铁的威胁已经解除了。我也应该离开这小镇了。我想是时候让我这小小的领土向外扩散了。
FO300030048	太好了。痛苦蚁后邪恶的污染再也无法让这片土地变得黑暗了！既然痛苦蚁后被解决了，那坎特伯雷社区就安全了！
FO300030049	为了你忠诚的帮助，我很荣幸地赠予你这把激光手枪，它是由我忠实的机器人助手制作的。希望它能好好地引导你！
FO300030050	但是机械侠不能休息！只要还有邪恶在废土横行，就绝不能休息！再见！
FO300030051	如果你想要这套装，你得从我的尸体上拿走。
FO300030052	很好。我没机会从机械侠的尸体上拿走套装，但我有机会拿走你的。
FO300030053	如果暴力是我唯一的依靠，那我就将依靠暴力。
FO300030054	那里的家伙全都死了。
FO300030055	我为你感到自豪。现在让我们进去吧。
FO300030056	那仍不安全。
FO300030057	好吧。我们继续留在这。
FO300030058	做你要做的事，但是小心。
FO300030059	抱歉，但我现在没在做那事。
FO300030060	请重新考虑。如果我们不能进去打开电脑，我们就无法完成计划。
FO300030061	我讨厌看到所有的努力付之东流。
FO300030062	当然。我很快回来。
FO300030063	当心！
FO300030064	我不喜欢这样做，但我仍然会去做。
FO300030065	谢谢。
FO300030066	没问题。我会确保那的安全，清除一切危险因素。
FO300030067	谢谢。在你搞定之前我都会在这等你。
FO300030068	你怎么能让我去做那种事情呢？
FO300030069	恐怕我没有那么多选择。你要知道，如果我认为不是绝对需要的话，我是不会让你这么做的。
FO300030070	你做不做？
FO300030071	你是在开玩笑吧？
FO300030072	我知道，我知道。相信我，我对此也感到很不安，但没有其他办法了。
FO300030073	那些警卫的枪仍有威力。如果你向他们求助的话，他们会给你些帮助。
FO300030074	还要在博物馆找别的东西吗？
FO300030075	嗯，是的。任何有价值的历史文献都将对协会有益处。
FO300030076	不过，我也有兴趣扩展业务。比方那些与我们伟大国家历史相关的有趣文物。
FO300030077	一定要把你发现的这方面的东西带来。我会很高兴给你报酬的。
FO300030078	有兴趣再次合作吗？
FO300030079	你知道的。能够在废土上游逛、在废墟里拾荒，我已经非常满足了。
FO300030080	好消息，三狗。我已经找到你要的天线了。
FO300030081	哇哦！！你会心灵感应吧！
FO300030082	好了，别傻站着，把那玩意带到华盛顿纪念碑顶，我的爱人才能再度欢唱！
FO300030083	对不起，孩子，我现在没心情开玩笑。
FO300030084	什么？哦，甜心。或许你该自己玩去了。
FO300030085	听上去你浪费了太多时间在那些漫画书上。
FO300030086	这是什么，某种电脑模拟？
FO300030087	现在又怎么了？你为什么不去找提米玩追逐游戏呢？
FO300030088	这是什么，某种电脑模拟？
FO300030089	哦，你真孩子气。
FO300030090	这不是真的，所有的一切都是些疯狂的实验。
FO300030091	什么？你真奇怪。
FO300030092	这不是真的，所有的一切都是些疯狂的实验。
FO300030093	当然，老兄。不管你怎么说！哈哈。
FO300030094	这不是真的，所有的一切都是些疯狂的实验。
FO300030095	是那样吗？
FO300030096	嗯，你应该和我的脚趾说，孩子。从今天早些时候伤到时就一直痛到现在。感觉非常真实！
FO300030097	你能和我说说这的邻里吗？
FO300030098	嗯，当然从来不会有枯燥的时候。我认为像其他的街道一样，真的。
FO300030099	总有东西要看，总有事情要谈。
FO300030100	非常好，我们过得非常好。
FO300030101	你的意思是在这生活之外的事？
FO300030102	每个人都很友善。就连迪瑟大妈也是，尽管她已经疯了。
FO300030103	好地方，真是好地方。每个人都很友善，总是很乐意提供帮助。
FO300030104	美好的一天，不是吗？
FO300030105	我认为是的。我还真没注意到。
FO300030106	在其他的地方你可找不到像在这的感觉了！
FO300030107	又一个很棒的下午。过得开心，老兄！
FO300030108	当然了！是美利坚，对吧？
FO300030109	嗯，当然是。这是多么愚蠢问题啊。如果不是的话，还会是什么呢？
FO300030110	的确是。但它总是在这！
FO300030111	好，你有那权利。去外面找点事做。
FO300030112	好狗狗。
FO300030113	<汪！><汪！>
FO300030114	滚开，杂种狗。
FO300030115	<低吼 !>
FO300030116	这不是什么高科技。我很清楚你是什么。
FO300030117	你让我感到惊奇。我从未见过你这样感知敏锐的人类。
FO300030118	告诉我，我们是什么？
FO300030119	说够了！我是来铲除你们这群家伙的！
FO300030120	如果我是你，我就会非常小心斟酌下一句话。
FO300030121	你们的自我肯定是我们像地鼠一样躲在这下面的唯一原因。
FO300030122	我只警告你一次。别考验我的耐性。即便要吸食你的鲜血，我也会毫不犹豫。
FO300030123	你的话并不能让我害怕，人类。
FO300030124	你可以试试看，疯子，我会让你的肝脑涂地！
FO300030125	我保持中立，只是确定万斯没有忽略任何事实。
FO300030126	我从没想到这点，我想他应该和你这样的人谈谈。
FO300030127	这是去他那区域的密码。不要把这事告诉万斯啊。
FO300030128	
FO300030129	那不是家族的运作方式，你知道的！现在别在这事情上考验我的耐性了。
FO300030130	可以理解。给他些时间，贾斯汀。改变是一件很难去适应的事。
FO300030131	暗示你希望和这每个人睡觉，可不是我提高士气的方法。请维持一次一个。
FO300030132	你总有办法可以让我感觉好些。
FO300030133	没必要感谢我，艾伦。你已经通过你自己的努力实现了自我启蒙，我仅仅是一个引导者。
FO300030134	我会尽可能地把这事解释得更清楚些，卡尔。没有下一次了。你再敢违反我的法则，哪怕仅有一次，我也要把你从这永久驱逐！
FO300030135	我们的新成员怎么样·他从他的冥思时间中得到启示了？
