AID00098043	玩家上锁的物品
AID00139262	除非你能解决我们的物资短缺问题，否则我们最多也只能在自由城这里摇旗呐喊。
AID00139263	我们为什么要支持维加斯？他们把自由城隔离在城外，对自己的邻居都置之不理。
AID00139264	我认为天启追随者应该在接下来的大坝决战中支持NCR。
AID00139265	我知道你有自己的理由，可我们很忙，没空在那些自私的混蛋身上浪费时间。
AID00139266	即便我们想帮，也没有足够的资源来完成如此艰巨的任务。
AID00139267	除非你能解决我们的物资短缺问题，否则我们最多也只能在自由城这里摇旗呐喊。
AID00139268	我们为什么要支持NCR？他们指挥不力，总是让自己的士兵白白送命，还垄断了莫哈维的水资源。
AID00139269	还没有。
AID00139270	我想聊一下加入天启追随者的事。
AID00139271	太好了，你改变主意了？
AID00139272	当然，让我看下那些杂志吧。
AID00139273	看吧。
AID00139274	天启追随者的理念是什么？
AID00139275	我们的目标是为废土打造一个美好光明的未来。
AID00139276	我们希望通过医疗和教育来逐步改善生活环境，就像我们在旧摩门要塞做的一样。
AID00139277	我们唯一的要求，就是希望我们的成员和那些寻求帮助的人，能够在他人有难时伸出援手。
AID00139278	我暂时没兴趣。
AID00139279	真遗憾。如果你改变主意，请立刻来找我。
AID00139280	好啊！我加入。
AID00139281	好极了！有你这样时常在莫哈维沙漠旅行的人帮忙，天启追随者必将如虎添翼。
AID00139282	我谨代表天启追随者向你赠送一件专属的实验室外套。希望你能好好珍惜，并为我们的事业做出积极的贡献。
AID00139283	还有，差点忘了，这把钥匙可以打开我们的一间安全屋，如果你恰巧经过那附近，可以到里头休息。我会在地图上标记出它的地点。
AID00139284	再见。
AID00139285	你一定要救救她。
AID00139286	再见。
AID00139287	再见。
AID00139288	呃……她在哪？再说一次？
AID00139289	再见。
AID00139290	抱歉，太危险了。
AID00139291	可你要不救她，她会死的！
AID00139292	我会想想办法的。
AID00139293	你答应救她了？谢谢你肯帮我，请快一点。
AID00139294	再见。
AID00139295	她在哪？
AID00139296	沿着这条道理往前走，经过那个坏掉的广播塔，然后往右……就在这小路的尽头。
AID00139297	再见。
AID00139298	给我说详细一些。
AID00139299	50个瓶盖，否则免谈。
AID00139300	你要什么都行，快啊！
AID00139301	再见。
AID00139302	好啊，你就留我一个人痛不欲生吧。
AID00139303	混蛋。你和周围的人都一样。
AID00139304	希望能有人快来救救我的女儿。
AID00139305	抱歉，我自己还有事。
AID00139306	我可以付你钱。
AID00139307	发生了什么事？
AID00139308	我女儿在山脊那边被蜥蜴困住了，我没法靠近她。求求你，她就要死了！
AID00139309	
AID00139310	游骑兵们，我是军士长。我知道有时候我有点唠叨，但接下来的几分钟，请你们竖起耳朵听好。我有一个坏消息要宣布。
AID00139311	我错了。我犯了一个重大的错误。我原以为能帮助大家离开这里，但是…我失败了。
AID00139312	只要当游骑兵就会受伤。大家干这行的，也自有分寸。可你要是断了指头，或者身体的哪一截成了麻花，那就该解甲归田了。
AID00139313	我们同生共死，谁都不想因为伤病而变成他人的累赘。游骑兵应该懂得见好就收的道理，可我却忘了。
AID00139314	一路走来，我迷失了。我找不到和大家一起走出这片沙漠的方法。我奋力挣扎，却在这条漆黑的道路上越陷越深。
AID00139315	我希望能把一切都向你们解释清楚。但这一次，你们的老士官长终究无话可说了。
AID00139316	把军团的人都送来和我做伴吧。我在地狱里等着他们。
AID00139317	
AID00139318	<需要250个瓶盖> 我现在没有这么多。
AID00139319	太糟了。没瓶盖就免谈。
AID00139320	<250个瓶盖> 这应该够了。
AID00139321	给你钥匙。
AID00139322	忘了我说过的话吧。
AID00139323	已经忘记了！
AID00139324	你居然拒绝我这样的男人？我还以为你有多特别呢……
AID00139325	哦，别和我玩这种游戏。好吧，既然这钥匙对你这么重要，那就给你。别说你是从哪儿拿到的。
AID00139326	我们女孩应该互相团结，我会保密的。
AID00139327	我永远也无法抵抗你这样的女人。给你，钥匙拿去，但别告诉其他人你是怎么拿到的。
AID00139328	只要给我钥匙，我愿意花钱。
AID00139329	我们可以做笔交易。但我的要价可不低——圣詹姆斯是个好客户，万一他翻脸了，你给的钱总该够弥补我的损失吧。
AID00139330	知道圣詹姆斯的底细吗？
AID00139331	这伙计脾气不大好，但他交房租倒是挺积极，小甜甜似乎也很喜欢他。
AID00139332	再见。
AID00139333	是啊，那又怎样。
AID00139334	所以你们也在模仿那个人吗？
AID00139335	对，差不多吧。我们刚来的时候，这里还有些可以使用的磁带，所以我们能听到他的声音。
AID00139336	可惜，几年前磁带坏了，我把它们卖给了路过的垃圾商人，不然我还可以放给你听听。
AID00139337	我手下穿的制服也都是从这里找到的。同时我们还发现了数不清的发胶。
AID00139338	所以这也是你名字的由来。
AID00139339	是的，还有外面那块大标志牌也是来源之一。哪怕这地方叫"猫王的狗粮仓库"，我也一样会借用它的名字。
AID00139340	但我更觉得是我再现了往日的记忆。
AID00139341	我们说点别的吧。
AID00139342	当然。你有什么想法？
AID00139343	如果这以前是个学校，那这里教些什么？
AID00139344	据我们所知，这地方的建造者是一个酷到没边的家伙，他建这里的主要目的就是教别人如何像他一样酷。
AID00139345	人们从四面八方慕名而来，学习如何唱歌，跳舞，穿衣，甚至学他的说话方式。
AID00139346	和我说说他到底是什么人吧。
AID00139347	也没什么可说的。我们来的时候，这里只剩下几本书，而且都已经腐烂了。
AID00139348	倒是有不少海报完整地保存了下来，所以我们才能知道这房子里的所有布置都与某个人有关。
AID00139349	然而问题在于，我们却不知道他的真名。所有的海报上都称他为"猫王"。
AID00139350	这栋房子…很有意思。你知道它的历史吗？
AID00139351	据我推断，这里以前应该是一处宗教场所。
AID00139352	哦，我知道它的外墙上写着"学校"，但种种迹象表明，这个地方过去曾被用来崇拜某个人。
AID00139353	人们会到这里专门学习他的穿着打扮和行为举止。尽力模仿他。如果这不是崇拜，那我不知道这该叫什么。
AID00139354	我有其他事情要做。
AID00139355	没关系。我的朋友们伤得很厉害，需要很长时间才能康复。如果你有空，可以随时过去看看。
AID00139356	<记录回放::继续>
AID00139357	请谨慎处理这些信息，这可是我对眼球机器人“杜拉骨架”研究的全部成果。
AID00139358	同时还有若干数据库，储存了我对海神能源公司的研究记录，以及他们当时在莫哈维地区所进行的部分项目的基本情报。
AID00139359	
AID00139360	下载完成。开始记录。
AID00139361	纳瓦罗前哨站的科学家们，我很高兴ED-E顺利抵达。你们会在这台机器上找到一些可用的数据。
AID00139362	<日志2回放::开始>
AID00139363	<记录回放::继续>
AID00139364	若你收到这段从我们芝加哥英克雷前哨站的发出的录音，请对此单位进行必要的维护，以使其能够继续前往纳瓦罗。
AID00139365	你怎么知道本尼的情况？
AID00139366	没有什么能瞒过凯撒的眼睛。到处都是他的眼线。
AID00139367	有多余的炸药或炸药吗？
AID00139368	没有，有也不给你。传言说你在和我们作对，我不会和你做生意的。
AID00139369	是的，我们有，给你。
AID00139370	现在没货，下次再来。
AID00139371	我已经找回了白金筹码。
AID00139372	太好了！现在只要等豪斯先生完蛋，再用筹码将我安装到幸运38的终端机中就大功告成了。
AID00139373	你要先将豪斯先生扫地出门，这是必须的！然后才能将我安装到幸运38的主机上！
AID00139374	我已经拿到了筹码，然后呢？
AID00139375	我干掉了豪斯先生。
AID00139376	你做到了？哇，太棒了！
AID00139377	只要你能搞到白金筹码，我就能通过各种渠道帮助你。
AID00139378	没兴趣。
AID00139379	维加斯不需要更多的机器人了。
AID00139380	噢，没错，你说的对。我是说，首先，你肯定是经过了深思熟虑，才得出这个结论的。
AID00139381	其次，万一你手上有了一台，比方说，巨大的战斗机器人，嗯，那就足以把这里搅得天翻地覆了。
AID00139382	像你这样渺小而又脆弱的人类，肯定是很希望能得到这种武器的，问题在于——那样做又有什么挑战可言呢？
AID00139383	我会考虑的。
AID00139384	我欣赏你的谨慎。为啥要趟这浑水呢？又会有什么好处？
AID00139385	我会去看看的。
AID00139386	利索点。发现什么就赶紧告诉我！
AID00139387	你提到过城堡里有一座地下工厂？
AID00139388	没错，在豪斯的网络中，有两处地方运用了非常规的硬件设备，其中一处就是那里。
AID00139389	我猜那个设备应该就是能够读取筹码数据的东西，不过谁知道它是什么呢？搞不好是台大型机器人呢！
AID00139390	是的！我说过，那个地点也许十分重要，因为它使用的硬件十分特殊，就和幸运38里的一样！
AID00139391	白金筹码里的数据是个天大的秘密，除非你能找到读取装置。这的确很令人沮丧，不是吗？
AID00139392	你好像提过城堡里有一个地下工厂的事情？
AID00139393	你在这儿是做什么的?
AID00139394	我负责保护我兄弟埃迪。只要有人敢找他麻烦，我就赏他们一顿暴揍。
AID00139395	我之前负责护卫埃迪，但现在不需要了。
AID00139396	趁你还能动弹，赶紧给我滚吧。炸药帮才不会上你的当呢。
AID00139397	哦，你这想法可不大聪明。好吧，回见。
AID00139398	你以为就凭你一个人就能扫平整个炸药帮？
AID00139399	扫平整个帮派当然不可能，不过对付几个三脚猫绰绰有余。我当过商队的保镖，枪还是玩的很溜的。
AID00139400	商人还有你这样轻装上阵的？没有双头牛帮你驮货物吗？
AID00139401	好吧，被你识破了，我……见鬼，我其实是名赏金猎人，专门追杀炸药帮的人，不过也许他们早就看穿我了，就跟你一样。
AID00139402	我在这附近四处转悠，就是希望能亲手逮到他们。可一直都没成功过。
AID00139403	<口才30>
AID00139404	[成功]看来我还是太显眼了。其实我是个赏金猎人——要是有炸药帮的人胆敢抢劫我，我会愿意把他们的人头提回家的。
AID00139405	要知道，正宗的商人见到炸药帮一般都会被吓破胆的。
AID00139406	[失败]当然了，我只是个游商，我已经说过了。
AID00139407	你真是商人？
AID00139408	你不会活着拿到赏金的。
AID00139409	那就试试看吧。
AID00139410	< 口才30 >
AID00139411	[SUCCEEDED] 嗯……说的没错。抱歉，我，呃，刚才想要伏击你。希望你不要介意。
AID00139412	就算你杀了我，炸药帮也不会放过你。所以我才敢站在这里和你说话。
AID00139413	[FAILED]我可不觉得是浪费时间。就凭几个炸药帮的人头，说不定还能在NCR那里换来一大笔钱呢。
AID00139414	所以，其实根本就没什么悬赏？真是浪费时间。要我说，你还是快点滚蛋吧。
AID00139415	再见。
AID00139416	不，没那么容易。
AID00139417	居然有人在悬赏炸药帮的人吗？
AID00139418	不，但我觉得真该下个悬赏令。我只是带头提出个倡议，就这样。
AID00139419	再见。
AID00139420	在外头多加小心。
AID00139421	不，谢了。
AID00139422	那么就离开这儿。
AID00139423	当然可以。
AID00139424	看一下吧。
AID00139425	
AID00139426	
AID00139427	嗯，放纵，和放纵押韵的词儿有哪些？光芒闪动——哦，不，不，太糟了。
AID00139428	银色…银色什么？银色双眼？不，"眼"不押韵…
AID00139429	一，二，三…该死的，怎么这么多音节！
AID00139430	从前有个男人怀着坚强的心…心，心，什么词儿和心押韵？
AID00139431	不知道有没有词儿和"猎蜂"押韵？
AID00139432	嗯，也许我该写首诗说说大汗帮究竟有多烂。
AID00139433	"哑语"这两个字怎么写？
AID00139434	很可怕。真的，可怕，太可怕了。
AID00139435	滚。有多远滚多远。
AID00139436	哇哦，还真……像那么回事。
AID00139437	你喜欢吗？哇，你是第一个这么说的！
AID00139438	实际上，我已经找到他了。他死了。
AID00139439	你想要重新扫描我吗？
AID00139440	除了玛丽琳和简，就没人来陪着你了，你不觉得孤独吗？
AID00139441	
AID00139442	
AID00139443	我们说点别的吧。
AID00139444	是我看错了吗，刚才有人想勾引我？
AID00139445	我已经准备好去水坝了。
AID00139446	太棒了！我刚刚查阅了豪斯先生就双方兵力所作的评估，还进行了一番运算……
AID00139447	结果是，我们有两种方法可以取胜！听见没？我们有得选！
AID00139448	太棒了！我刚刚查阅了豪斯先生就双方兵力所作的评估，又进行了一番运算……
AID00139449	结果是，我们只有一种方法可以彻底取胜！那就是废掉整座胡佛水坝！
AID00139450	战斗开始之前我还有什么必须做的吗？
AID00139451	其实，豪斯先生的估测中还有一项，就是认为"NCR有较大的可能因民众矛盾激化而被赶出维加斯。"
AID00139452	他提出的"调解方案"之一，就是让天启追随者为整个地区提供更多的医疗服务。
AID00139453	我觉得这个方案也可以帮助我们在独立后维护稳定。不过我也不是很清楚！
AID00139454	我们应该在这儿，我们应该在战场上相见。
AID00139455	我会等着那天的，副帅。
AID00139456	那么后会有期……忠于凯撒。
AID00139457	你要真觉得这场仗那么重要，我想过不了多久你就会改变想法的。
AID00139458	有一种胜利叫睿智，副帅。
AID00139459	说到睿智……你的话语里确实有股睿智，西部来的女人。
AID00139460	至于睿智……你的话里确实有股睿智，西部来的汉子。
AID00139461	我会回东部去的，但我绝不会一辈子龟缩在那儿。总有一天，我会与巨熊来场真正的较量。
AID00139462	如果有一天，西部都是你这样的人。那么，也许我们才真正值得一战。
AID00139463	可你把整支部队调来西部，东部就保不住了，鱼和熊掌不可得兼。
AID00139464	[成功] 征服东部的战争确实打得太过艰难。凯撒把太多部队都耗在了那里……以至于现在缺兵少将。
AID00139465	胡佛大坝说到底不过是块地标。我绝不会让它成为军团的葬身之地——无论是瞬间瓦解，还是如你所说……一步步被消耗殆尽。
AID00139466	NCR的弱点就是战线太长——要是你来守卫西部，你的部队也会吃不消。
AID00139467	[成功] 可那并不意味着我们不会成功。
AID00139468	很好，由于黑手党的阴谋败露，维加斯又变得像以前一样强大了。
AID00139469	这都是赤狐一手策划的……依靠叛变来取胜本来就是行不通的。
AID00139470	我只希望黑手党阴谋败露后已经得到了应有的惩罚，要是让这个计划得逞，军团将颜面无存。
AID00139471	无所谓，胜利终究是我们的，我们要赢得利落，赢得干净，要用鲜血来换取那面旗帜。
AID00139472	你听起来很自信。我倒觉得没那么容易。
AID00139473	真的？你该不会指望让黑手党来帮你吧。
AID00139474	我不指望任何人。
AID00139475	作为将军，你可真够乐观的。知道吗，不少战争就是这样输掉的。
AID00139476	[成功] 你们的软弱？你想用向我们示弱的方式来阻止我进攻吗？
AID00139477	拖累你的并不是西部人的力量，反而是他们的软弱。
AID00139478	[失败] 战争输掉的原因……就是因为你这种只会耍嘴皮子的人。
AID00139479	哦……还有维加斯呢。
AID00139480	维加斯不堪一击。
AID00139481	听着，我不是那个意思，这和大坝没关系，真的。
AID00139482	[成功] 那我们就能速战速决。我的军队将占领大坝，控制它，打开一条通往西部的道路，直插NCR腹地。
AID00139483	东部会保住的。只要一过科罗拉多，就没有什么能与胡佛大坝相提并论。
AID00139484	要是你把东部所有的军队都调来进攻西部的话……
AID00139485	[失败] 够了。
AID00139486	听我说，我觉得胡佛大坝很难被攻下，所以……
AID00139487	[成功] 你在和我兜圈子——东部怎么办？ 我就是东部，而且我今天会证明这一点。
AID00139488	那东部怎么办？
AID00139489	[失败] 够了。
AID00139490	你就不想谈谈条件吗？什么都不想谈？
AID00139491	[成功] 那是因为胡佛大坝从未见识过我们在东部横行无阻的英姿。这里只有像格雷厄姆那样愚蠢的副帅……他活该被凯撒施以火刑。
AID00139492	如今我来了，我将率领军团横扫整个西部，征服你们所有人。
AID00139493	西进？你们军团为了夺下胡佛大坝已经花了不知道多少年了。
AID00139494	[失败] 够了。
AID00139495	我敢打赌那头巨熊会给你们一个惊喜的……虽然我也不知会怎样。
AID00139496	[成功] 这么说你是来求和的？投降的条件呢？
AID00139497	在我们征服NCR的路上，早已挂满了那些企图与我们谈判的人的尸体。
AID00139498	所以不必浪费口舌了，胡佛大坝已是我们囊中之物，我们将一路西进，直到将夕阳都踩在脚下。
AID00139499	开战已无可避免。所以我才来的。
AID00139500	[失败] 该带惊喜来的是我们军团才对，可惜你不能活着看到了。
AID00139501	我会等着你的。
AID00139502	这么说……你决定撤退了？
AID00139503	撤退？…撤退。
AID00139504	我真是个傻瓜，居然听信了你的话……你根本不知道我的能耐。
AID00139505	我有信心。是贸易让我们在核战后的世界得以幸存，这次，它也能拯救我们。
AID00139506	[成功] 哼。那等我回来时，西部的女人……看看你的信念是否能帮你挡住军团的利刃吧。
AID00139507	[成功] 哼。那么等我回来时，西部的汉子……看看你的信念是否能帮你挡住军团的利刃吧。
AID00139508	不过，我会给你时间准备的。
AID00139509	你只看到了死亡，而我却看到了改变——我认为这才是真正的力量。
AID00139510	[成功] 哼。只有我的到来才能拯救你们，让你们的人民获得自由。这种自由他们是察觉不到的。
AID00139511	战争将考验他们，武力可以淘汰所有的弱者，唯有真正的强者才能留下。
AID00139512	是武力赋予了你力量，令你觉醒——你脸上的那两条弹痕恰好印证了这一点。
AID00139513	你可是副帅啊，你真的相信那种话吗？还是你根本就在赌博？
AID00139514	哼。很久以前……我攻打丹佛的时候，也遇到过同样的问题。为了夺下那座城市，我们耗费了数年精力，还损失了大批士兵。
AID00139515	食物和饮水不足差点拖垮了整个军团……而且，那座该死的城市周围竟然没有一个村落。
AID00139516	那次惨烈的战斗后，我的脑海中就浮现出了整个西部的图景。西部就是一座死亡陷阱。而那头巨熊早已深陷其中，奄奄一息。
AID00139517	你心里清楚，你们不可能比共和国更有能力去补给整条西部战线。
AID00139518	不，你想要征服整个西部，这迟早会把你拖垮——NCR的弱点就是防守。
AID00139519	可军团……早就夺下了，呃，不少城镇。你也该满足了。
AID00139520	[成功] 是赤狐……用凯撒的火焰点燃了这些地方。
AID00139521	给西部一个下马威是必要的，好让人们知道军团可以轻而易举地摧毁那些NCR自以为固若金汤的宝地。
AID00139522	可我们并不需要那些城镇。如同胡佛大坝一样，维加斯城内也有取之不尽的能源……这才是我们想要的。
AID00139523	城镇？军团摧毁了尼普顿, 还在探照灯营地下毒，甚至屠光了整个纳尔逊。
AID00139524	听着，难道你就没搞清楚这其中的利弊吗？
AID00139525	[成功] 你太信赖那些所谓的……文明了。过去，这些西部人也都是原始部落，如今，我会重新教化他们，否则……
AID00139526	西部的城镇和那些自给自足的部落根本不同——他们需要NCR的帮助，需要和商队做买卖。
AID00139527	[失败] 够了。
AID00139528	越往西，你就会越力不从心，我向你保证。
AID00139529	[成功] 有那么多城镇，那么多奴隶……就跟当初东部一样，正等着我们去征服。
AID00139530	你在西部可是孤军奋战，其他地方是不会帮你的，好好想想吧。
AID00139531	[失败] 我应该把你说的这句所谓的“保证”刻在你身上，好让你能时刻铭记今天的教训。
AID00139532	所以说你，呃，觉得军队的战斗力已经足够了，连补给都不需要？
AID00139533	所以说你，呃，觉得军队的战斗力已经足够了，连补给都不需要？
AID00139534	[成功] 你觉得我们的军队没办法取得补给？我们有城堡，我们也将拿下大坝——其他城镇都一样会落入我的掌心。
AID00139535	而且我们在一路西进时，也能收割战果。我们的军队只要不断前进就行。
AID00139536	他们根本不用派军队来，只要断了你的补给线，你就完了。
AID00139537	[失败] 你们就是喜欢坐享其成……这迟早是要栽跟头的。你们需要军团给你们的人民好好上一课。
AID00139538	听着……我们可以想办法化解这场争端——这毫无意义。
AID00139539	[成功] 我没必要守住，无论西部用什么花样来对付我，他们都将在军团的铜墙铁壁上撞得粉碎。
AID00139540	就算你能占领整个西部，能不能*守住*它还是另一回事。
AID00139541	[失败] 你休想像西部的那些商人一样，用花言巧语欺骗我。
AID00139542	好话说尽了——那还是来硬的吧。
AID00139543	我懒得废话了，来做个了断吧。
AID00139544	<恐吓> 呃，好吧，也许你觉得自己不能把我亲手干掉，是吗？
AID00139545	那就来点更公平的如何？比如一场公平的较量？
AID00139546	[失败] 不，我宁愿和猎狗们比赛……看看究竟是我先将你结果掉，还是它们先把你撕成碎片。
AID00139547	[善恶值] 既然你那么有本事，干嘛不来和我单挑呢，臭屎壳子？
AID00139548	[成功] 西部居然能让你这种荡妇如此逍遥，实在是教化不严。不过……为了我的荣誉，我会尊重你的请求，与你单独决斗。
AID00139549	你们这些西部娘们……等我把你拖回营帐，让你俯在刀尖上向我求饶时，我会好好让你明白自己的地位的。
AID00139550	[成功] 我要剥了你的皮做披风。我要将你的头颅放在手边，让你安安静静地亲眼看着我的军队踏平整个西部。
AID00139551	我会尊重你的遗愿，与你单独决斗。所有人都可以证明，我没有拒绝你的挑战。
AID00139552	<恐吓> 要是你在东部真有那么所向披靡，那就叫你的手下让开，我们单挑。
AID00139553	[成功] 西部居然能让你这种荡妇如此逍遥，实在是教化不严。不过……为了我的荣誉，我会尊重你的请求，与你单独决斗。
AID00139554	你们这些西部娘们……等我把你拖回营帐，让你俯在刀尖上向我求饶时，我会好好让你明白自己的地位的。
AID00139555	[成功] 我要剥了你的皮做披风。我要将你的头颅放在手边，让你安安静静地看着我的军队踏平整个西部。
AID00139556	我会尊重你的遗愿，与你单独决斗。所有人都可以证明，我没有拒绝你的挑战。
AID00139557	[善恶值] 人多底气足，只要人数占优，谁都敢说自己是勇士。
AID00139558	[成功] 哼。确实，今天都没真刀真枪地打过仗。NCR全做了缩头乌龟，而你却敢来面见我，说明你很有勇气。
AID00139559	我会尊重你的遗愿，与你单独决斗。所有人可以证明，我并没有拒绝你的挑战。
AID00139560	无所谓……动作快点，可别让NCR的计谋得逞。
AID00139561	我们西部拭目以待。
AID00139562	我等着那一天，兰尼乌斯副帅。
AID00139563	可惜赤狐不能亲耳听到你说这种话了……我有种感觉，你比他要强得多。
AID00139564	也许赤狐没能活到今天反而是件幸事……我有预感，你的本领远在他之上。
AID00139565	那么就让我们来日再交手吧，NCR——我会在战场上等着你们的。
AID00139566	那么就让我们来日再交手吧，维加斯的使者——我会在战场上等着你的。
AID00139567	那么就让我们来日再交手吧，邮差——我会在战场上等着你的。
AID00139568	想想看，你的手下为了消灭你，居然和西部结盟了。如此公然背叛领袖，你还能坐得住？
AID00139569	你说的有理有据，更重要的是，你展现出了军人应有的尊严。确实正如你所言……夺取这大坝上的据点实在太顺利了。
AID00139570	格雷厄姆就是因为盲目自信，才会最终玩火自焚，我绝不会重蹈他的覆辙。
AID00139571	今天，就让共和国继续把守着这扇旧世界的大门吧。我要回东部去了，当我归来时，我身后跟着的将是军团所有的部队。
AID00139572	我当然不想死。但我也觉得，用这种阴谋诡计来取胜实在不够光彩。
AID00139573	如果你回东部去制裁那些小人，就等于给了西部喘息的机会。而且军团的战斗力也会受到影响。
AID00139574	如果你说的是真的，那他们就应当受到惩罚。
AID00139575	而你现在却要我抛下眼前的战斗，去追查这些罪行。我宁可将计就计，夺下大坝，带着累累的战果凯旋，如此更能证明我的能力。
AID00139576	我差点就中了你的计……正义终究会得到伸张，而现在，先轮到你吧。
AID00139577	军团里有人想要你和格雷厄姆一样完蛋。
AID00139578	也许是因为我与你一样，对手足同袍背叛自己感到深恶痛绝吧。
AID00139579	当然。我自己是绝不会做出如此懦弱和嫉妒的举动的。
AID00139580	你说我的动向已经被透露给了西部，即便夺下大坝……我也会死在这里，是吗？
AID00139581	这种话对你一点好处也没有……你想靠花言巧语来赌博，可你却没有多少筹码。
AID00139582	<恐吓> 那么，我这样单枪匹马又是如何这样轻易地来到你身边的呢？
AID00139583	<恐吓> 格雷厄姆直到进入巨石城，才发现有C4……就是因为他被胜利冲昏了头。
AID00139584	<恐吓> 你没觉得自己的进攻太顺利了吗？你以为我是恰好撞见你们的？
AID00139585	[成功] 你在嘲笑我的直觉。可你究竟什么企图……就算你告诉我这是……圈套，你也没有好处可拿。
AID00139586	除非你是打算逼我撤退，逼我将尊严丢在战场上，任由那些共和国的懦夫们践踏。
AID00139587	他们很厉害……其他副帅一开始也都胸有成竹，等发现已经来不及了。
AID00139588	[成功] 我们确实没花多少力气就夺下了进水塔。我也不明白共和国为什么会在防线上留下这么一大个漏洞。
AID00139589	不过我们已经将刀刺入了巨熊的喉咙。胜利在望了。
AID00139590	你那些精兵的位置，还有你们利用大坝进水塔来进攻的手段——都正如我们的预料。
AID00139591	[失败] 可惜我和他们不同，我才不会像格雷厄姆那样，被涂上沥青烧成焦炭。
AID00139592	如果NCR的所有人都像你那样想的话，那么我们就已经胜利了。
AID00139593	可能他们觉得你很容易上当……或者不能说是容易，而是一定。
AID00139594	[成功] 哼。你自己信去吧，反正我不信。
AID00139595	也许NCR能使出困兽犹斗般的力量……但他们也不可能守得住这里。
AID00139596	他们不了解我的战术……不了解我的军队。他们会尝到苦头的。
AID00139597	NCR对你们早就了如指掌了，格雷厄姆就是例证。他们已经下好套了。
AID00139598	[失败] 那我只能说，他们根本没见识过我和军团征服东部时的英姿。
AID00139599	他们居然还想派你来蒙骗我……我看他们骗的不是我，是你。
AID00139600	可是……历史会证明失败是必然的……呃，我是说你们。
AID00139601	[成功] 你竟敢说出那个名字？竟敢拿他与凯撒的勇士们相提并论，我要你不得好死。
AID00139602	你以为我是个无能的懦夫副帅？我可是军团里数一数二的人物，今天，这扇通往西部的大门必将为我们的军队敞开。
AID00139603	一意孤行的话，那就等着和格雷厄姆一个下场吧，想想当年他在大坝和巨石城的遭遇。
AID00139604	[失败] 这就是你的遗言了吗？真是无足挂齿，连你那一点丢掉的颜面都无法弥补。
AID00139605	不过既然你想把这句话留给后人，那么我……还是会*尊重*你的意愿的。
AID00139606	面具真不错呀，我都等不及要拿回去当战利品了。
AID00139607	等我把你钉到胡佛大坝的墙上，看你还有多少勇气这么说。我要让你面向西方，看着自己脚下的世界化作一片焦土。
AID00139608	我是来杀你的。你的军团休想再前进半步。
AID00139609	那就不必多言了，让我们用凭实力来做个了断吧。
AID00139610	怎么，凯撒都进坟墓了，你还在听从他的命令？
AID00139611	凯撒的意志就是军团的意志。而西部……凡是打着狗熊旗的人，都是在企图挑战军团的力量。
AID00139612	西部终将像东部一样陷落，到那时，所有位于日落之地的部族都将刻上军团的印记。
AID00139613	什么，凯撒连御驾亲征夺取大坝的勇气都没有吗？
AID00139614	凯撒的意志由我来执行。我是他的铁锤，任何反对他统治的人都将被我消灭。
AID00139615	如果你也想反抗我，那么你和整个西部都将一同化为灰烬。
AID00139616	也许咱们可以讲讲道理。
AID00139617	你和狗熊旗下的那些渣滓没什么两样，都是满嘴的花言巧语。还是看看你在战场上能有多大的能耐吧。
AID00139618	你要是以为自己真能夺下胡佛大坝，那就大错特错了。
AID00139619	东部坟头里埋着的那些家伙，说过的话可比你还要豪情万丈，可惜他们太自不量力。
AID00139620	在通向西部的大门上立起军团的旗帜是凯撒的意志。凯撒的意志必须要实现。
AID00139621	你觉得胡佛大坝的战役谁会赢？NCR还是凯撒军团？
AID00139622	我会把你放回管子里的，就和新的一样。
AID00139623	不……毁了一切……暴露在……细菌下……最多……一年……可活……
AID00139624	你再也无法控制任何东西了，不过我会留你一条小命的。
AID00139625	不！不要关掉……我的大脑系统……我宁愿……死……杀了我……好了……
AID00139626	你的死期到了，豪斯先生。
AID00139627	愿你……下地狱……昏暗、无尽的……冥界……
AID00139628	好好先生嫌你碍事了。
AID00139629	你们……这个自负的计划……注定失败……
AID00139630	奉凯撒之命，你必须死。
AID00139631	奴隶制……人类的……未来？……你……到底……做了什么？
AID00139632	NCR要我除掉你。
AID00139633	那些毒蛇？……为了他们？……你这个可怜的，被蒙蔽的……小人。
AID00139634	我不喜欢你。
AID00139635	蠢货……让……情感……凌驾于人类的……未来之上？……愚蠢！
AID00139636	只是工作罢了。
AID00139637	如果你追求的……个人利益……能由我……去满足的话……
AID00139638	
AID00139639	在赌场内寻衅滋事将会受到严肃处理。请立即撤离该场所。
AID00139640	立刻撤离该场所。赌场将关闭24小时。
AID00139641	立刻撤离该场所。所有电子保安进入高度警戒状态。
AID00139642	
AID00139643	等等，等等。再等一下……
AID00139644	你走吧，我不会……我不会再攻击你了。
AID00139645	别……别靠近控制台。它一点用都没有。
AID00139646	你是来杀了我的，是吗？
AID00139647	真讽刺啊，竟然是这种结局。我花了数千个小时，计算概率，推演未来，穷尽了所有的可能……
AID00139648	……可这一切都毁在了一个送信小卒的手里。
AID00139649	来做个了结吧，好吗？
AID00139650	
AID00139651	你以为能走到这一步是你的本事？
AID00139652	你攻破我防御系统的几率，哪怕在最理想的情况下，也几乎……为零！
AID00139653	你为什么要这么做？
AID00139654	我本可以让你富甲一方！你本可以助我改变世界！
AID00139655	你真的打算再来一次吗？
AID00139656	该死，你怎么还活着？
AID00139657	
AID00139658	你干出那种事，竟然还有脸来？
AID00139659	你想搞什么名堂？一路杀到顶楼来干掉我吗？
