DOD00000001	Howdy-do. Nice weather today.
DOD00001868	Well, no doubt his senatorial daddy is gonna blame you for this. Guess you're in it all the way with me now, mailman.
DOD00001869	Anyway, that's your bit of good news for the day. What'd you want to chat about?
DOD00001870	What are you talking about?
DOD00001871	That right? Shit, normally I'd suggest you stick his head in a vise, but I don't think you can get away with that in the middle of the Tops.
DOD00001872	Well... Lemme think... Uh... Oh, I got it.
DOD00001873	You just gotta assfuck him with insider info. Really break his spirit, right?
DOD00001874	In addition to all the cash he got from Senator Burke, I happen to know he's been sending some of his own money to a different Burke.
DOD00001875	The fucking reverend, of all people. Why a porn producer would be paying off a fucking clergyman, well... It's probably shady, right?
DOD00001876	Too bad for him, the reverend is right here, in the Mojave. I bet he'll know something that would make Stan really shit himself.
DOD00001877	Lessee, the church should be down near the Aerotech refugee camp. Go and chat with the reverend, see what intel he's sitting on, yeah?
DOD00001878	Gold is holding out on me. I know he isn't giving me all the details.
DOD00001879	Of course I know him. We're first cousins.
DOD00001880	I haven't seen him a while, however. He's quite focused on his political career, whereas I try to keep my concerns centered on spiritual matters.
DOD00001881	I probably don't need to tell you this, but the soul of the Mojave is in grave danger.
DOD00001882	This place seems to bring out the worst in people. Personal greed above all else, the glorification of wealth and hedonism... Terrible.
DOD00001883	And now, with the Legion poised to assault the Hoover Dam, the entire Mojave is in peril. I pray the NCR can be our salvation.
DOD00001884	Do you know Senator Burke?
DOD00001885	I did, yes. I know pride should be avoided, but I can't help myself from taking some satisfaction in the good work that we're doing.
DOD00001886	The Republic has done an exemplary job in reigniting the flames of the old world. Between the government and OSI, we're well on our way to recovery.
DOD00001887	But, something that always stood out to me as a boy, was the NCR's foundation seemed to lack any ties to God. Only men.
DOD00001888	I founded Burke Ministries to correct this oversight, and bring the good news to our citizenry.
DOD00001889	Our facilities back west are more impressive, of course, but I felt the Mojave needed spiritual aid even more than California did. So here I am.
DOD00001890	You founded this church?
DOD00001891	Crimes? Surely you're exaggerating, yes? Hen- The Senator is, I will confess, a touch on the ruthlessly pragmatic side, yes...
DOD00001892	Alas, I think that mindset is an unfortunately common side-effect of playing the political game. I'm grateful I chose to focus on God.
DOD00001893	Please, don't begrudge the Senator for playing into his role. It's the system itself that we need to reform, and that's what I aim to do.
DOD00001894	Unless... You're referring to that unfortunate business with Adam. That... reeked of criminality, I'm sad to say.
DOD00001895	I understand that Adam is no longer with us. I pray for his soul, and I'm keeping his father in my thoughts.
DOD00001896	Are you aware of your cousin's crimes?
DOD00001897	Ah, I'd only met him a few times, when he was a young boy, you understand. I haven't been present in California itself for... 14 years now, I think.
DOD00001898	Adam's choices, monstrous as they were, belonged to him alone. I'd never want to imply that his father could bear any culpability, but still...
DOD00001899	I often wonder, if Adam had been given more religious education as a boy, if he would have turned out differently?
DOD00001900	May I ask, what's this about? Adam, his father...?
DOD00001901	Did you know Adam, reverend?
DOD00001902	Oh, my.
DOD00001903	I'm sure you had your reasons. I understand that Adam was a fugitive, and may not have been willing to surrender peacefully.
DOD00001904	But you should know, killing a man, for any reason, is not a choice to be made lightly. It can carry grave consequences, in this life, and the next.
DOD00001905	You should seek forgiveness while you can. Those who live by the gun tend to die by it, often when they least expect it.
DOD00001906	I'm the one that killed Adam.
DOD00001907	Ah, I see.
DOD00001908	Well, I thank you for your service, and for your mercy while dealing with him.
DOD00001909	I was surprised when I heard that he had taken his own life. It only further cements my belief that he lacked an understanding of spirituality.
DOD00001910	Regardless, thank you once again.
DOD00001911	I'm the one that brought Adam in alive.
DOD00001912	Did you? Well, I'm sorry for your loss. I'll pass Henry your sympathies when I see him next.
DOD00001913	[LIE] I was friends with Adam a few years back, that's all.
DOD00001914	I wish that the papers would print words of spiritual encouragement and compassion, instead of this exploitative muckraking tabloid dreck.
DOD00001915	Adam's sins were great, but I hope that we may learn from his mistakes, and forgive him his trespasses.
DOD00001916	Oh, just read about it in the papers. Wanted to hear your take.
DOD00001917	Oh, well, I'm afraid I don't know the specifics about that sort of thing.
DOD00001918	We do organize field trips so that our students can see the NCR, but I'm not the one that handles the details of that program.
DOD00001919	You'd be wanting to speak with Deacon Paulson, but he's the one leading the California trip. You'll have to wait for their return.
DOD00001920	Can I help you with anything else?
DOD00001921	I'm trying to see one of your students, named Jessie O'Neill. I was told she's out of state?
DOD00001922	I'd be curious to know where you learned that bit of information.
DOD00001923	I preferred to keep financial records like that private to avoid this precise conversation. Very well.
DOD00001924	I find Mr. Gold's choice of profession to be repulsive and an overall detriment to the community.
DOD00001925	Be that as it may, my primary concern is to always aim for the greater good, and his financial contributions are a means to that end.
DOD00001926	Maintaining the ministries requires a good deal of money. Expanding our programs requires even more.
DOD00001927	The donations we receive from our congregation are very appreciated, but they aren't enough to keep our ministries operational.
DOD00001928	The price of the good work we do is, unfortunately, paid in part with dirty money. I'd ask that you don't spread that around, if you don't mind.
DOD00001929	Why is it that Stan Gold, the porn producer, is sending you payments?
DOD00001930	Oh, I couldn't tell you. I assume he's trying to buy his way into heaven, in lieu of actually changing his behavior.
DOD00001931	Regardless, his money is being put to good use, and for that, I am willing to overlook his profession and... Mannerisms.
DOD00001932	Why is Stan paying you, though?
DOD00001933	It's not my place to pass judgement, although I confess that speaking with Mr. Gold wasn't particularly enjoyable.
DOD00001934	He wasn't on good behavior, either. I'd prefer he not return to our establishment again, unless he's looking to learn from us.
DOD00001935	Sounds like you've met Mr. Gold. Charming man, isn't he?
DOD00001936	Hmm? Oh, forget I mentioned anything. It's not my place to discuss.
DOD00001937	Was there anything else I can help you with?
DOD00001938	What do you mean? What did he do?
DOD00001939	Oh. Yes. Him.
DOD00001940	He was here, and I truly hope he never returns. He made a great deal of disgusting comments towards me.
DOD00001941	And when he left, he took one of our interns with him. I assume he promised her an outrageous amount of money.
DOD00001942	I understand that Stan Gold, the porn producer, visited here? Am I correct?
DOD00001943	Yes, he did.
DOD00001944	I believe her name was... Uh... Raya, I think. Decent student, but, well... Maybe not so devout, evidently.
DOD00001945	We never saw her again. I'd rather not know what sorts of jobs he assigned to her.
DOD00001946	He took an intern?
DOD00001947	Ah, well, there's a load of things I never wanted to think about again, all wrapped up in one convenient question.
DOD00001948	Yeah, I was enrolled in that church. I wanted to learn medicine, and they didn't charge anything.
DOD00001949	The Followers in Freeside don't really have the personnel to teach wannabe doctor idiots, so I sprung for the church, instead.
DOD00001950	Then, one day, in strolls that fucking prick, Gold. He had a meeting with the reverend, but he didn't leave after it was done.
DOD00001951	Instead, he patrolled the church grounds, looking at everyone there. Then he comes to me, says he'll give me five grand to follow him to California.
DOD00001952	Said if I refused, the reverend would have me kicked out of the church anyway. 5000 was more caps than I'd ever seen before, so I went along.
DOD00001953	What can I say? I was a very stupid 15-year-old.
DOD00001954	I understand you left Burke Ministries at the urging of Stan Gold.
DOD00001955	Yeah, yeah. So, as soon as we got out of the church, I got directed into the back of a truck, with Stan.
DOD00001956	Well, the second the doors shut, Stan starts barking questions at me. "Are you a virgin? You got a clean bill of health? Can you act?"
DOD00001957	He said he'd make me a movie star, and I'd get paid accordingly, but, first he needed me to "pass an oral examination."
DOD00001958	Well, that's me slipping some euphemistic double-entendre in there. His actual words were, and I quote: "Suck my fat cock, bitch."
DOD00001959	Then what happened?
DOD00001960	Trust me, you're not the first person to think that.
DOD00001961	The reverend spared no expense when it came to our security. We have emergency shutters that can block off the doorways, if necessary.
DOD00001962	We also have a small security force, led by Mr. Brecker. They keep watch outside the building, and so far we've had no trouble.
DOD00001963	And, in the worst case scenario, we have an emergency exit a little past our student's sleeping quarters.
DOD00001964	Is this building safe from outlaws? It seems like they'd have an easy time breaking in.
DOD00001965	He's our security chief. He doesn't really talk much, but the reverend pays him to keep us safe from raiders, and he's done a fine job so far.
DOD00001966	Who is Mr. Brecker?
DOD00001967	You bet your ass he was.
DOD00001968	Gold kept saying he paid Burke good money to buy my ass, so I better not disappoint him.
DOD00001969	Anyway... After that was done with, the truck pulled up by some old warehouse. Stan told me to stay in the back of the truck.
DOD00001970	He got into the passenger seat up front, and suddenly a dozen other women climb into the back of the truck with me.
DOD00001971	Stan tells us all not to speak, and then we drive off. Was packed into the back of that truck for goddamn hours. Only got one bathroom break.
DOD00001972	That's disgusting. Do you think the reverend was in on this?
DOD00001973	Hmm... No, I think that's enough of pro bono storytime with Granny Raya.
DOD00001974	I'm not a complete moron. I can tell you're compiling some sort of evidence. Sounds like... Something that would implicate Burke, yes?
DOD00001975	I can give you all the details you want, but I want something in return. Specifically, vengeance for destroying my life.
DOD00001976	Kill Stan for me, and I'll sing whatever song you like, with paperwork to back it up. Otherwise... I'm not in the mood to chatter away anymore.
DOD00001977	Deal?
DOD00001978	Where did the truck take you?
DOD00001979	Good to know.
DOD00001980	Well, I'll leave you to it. Word of warning, he's connected in the NCR. If you're going to kill him, best do it quietly.
DOD00001981	Have fun. If you've spoken with him, I'm sure killing him will be cathartic for you, as well.
DOD00001982	Fine, I'll kill Stan for you.
DOD00001983	Ha! I knew you were hot for me. Most ladies are, you know. I turn respectable girls into dirty whores. It's a gift.
DOD00001984	Alright, I got some free time. Let's go. Get ready to see the biggest dick in your miserable fucking life. Ha!
DOD00001985	Hey Stan, your charming personality has me really hot and bothered. Let's go to your room, alone.
DOD00001986	[SUCCEEDED] Well, damn. You have better taste than I expected. How fucking nice for you.
DOD00001987	You know what? I think I'll attend to this. Maybe you aren't completely retarded after all. Heh.
DOD00001988	I got a couple classy Brahmin heiresses heading for your room. They want to meet you, alone.
DOD00001989	[FAILED] I'm fucking eating, you asshole. Bother someone else. Jesus.
DOD00001990	Can you... Give me financial advice? Somewhere secluded and quiet?
DOD00001991	With a personality like that, I'm truly shocked that he lived for as long as he did. Nobody will miss him.
DOD00001992	Yeah... Well... Fuck you! You can't just kill people in the casino! If security did their fucking jobs right, you don't even have guns!
DOD00001993	And, uh, even if you did have guns, the security assholes have guns, too! You shoot me, they shoot you!
DOD00001994	A-and... I'm a big deal in the NCR! I'm, like, more important than the president! Everyone in California that watches porn owes me their lives!
DOD00001995	Yeah... Yeah, I'm not scared of you, fucker!
DOD00001996	I've been hired to kill you. Any reason I shouldn't do it?
DOD00001997	Fine, fine! Just stay the fuck away from me, you fucking psychopath!
DOD00001998	Here's some money, now fuck off! I'm out of this fucking city! You people are fucking deranged!
DOD00001999	Jansen! Hooker! Let's go!
DOD00002000	I could be persuaded to tell my client you're dead... For a small fee. What do you say?
DOD00002001	J-Jansen! Save me!
DOD00002002	<Attack> I just wanted you to know that I was going to kill you, you loathsome piece of shit.
DOD00002003	Wow, I had no idea that not having money made your sense of humor so fucking stupid, you inbred fucking retard.
DOD00002004	Get the fuck out of my face, you stupid fucking cunt.
DOD00002005	Haha, I was just kidding. You should have seen the look on your face.
DOD00002006	Stan! No!
DOD00002007	Well... Good. That's good. I hope you actually did kill him, and you're not just telling me what I want to hear.
DOD00002008	Well, a deal's a deal. I'll give you the salacious bits I know you're really looking for.
DOD00002009	So. Me and a bunch of other girls were in the back of a truck, driving to California.
DOD00002010	We arrived at some big ranch estate, and we all got herded out to some building with beds for us.
DOD00002011	Some of Stan's makeup people came and made sure we all looked our best. Then some guys with guns showed up.
DOD00002012	The gunmen said we were going to be the "entertainment" at a high-society party, and if we didn't behave ourselves, we'd be shot.
DOD00002013	They meant it, too. Next night, we're dropped off at Stan's mansion and told to mingle with rich, important fucks.
DOD00002014	If any of the rich assholes wanted us, we had to go along with it.
DOD00002015	Stan Gold is dead.
DOD00002016	Well, him and Stan were the real winners. See, Stan's mansion has a lot of bedrooms. And they're all bugged with cameras and hidden mics.
DOD00002017	All of those rich, important men, most of 'em were married. And even if they weren't, a decent number of us girls were a few years underage.
DOD00002018	Stan got blackmail on all of 'em. And he sold his blackmail material... To one Senator Burke.
DOD00002019	See, I shouldn't know this, but after the party, I went to ask Stan for the five grand he promised me. Stupid, I know.
DOD00002020	I was about to knock on his door, but I stopped when I overheard him and the Senator discussing the price for the previous night's blackmail.
DOD00002021	I ran back to the rest of the girls, and we got shipped back to Vegas that afternoon. None of us got paid.
DOD00002022	And that was the end of my dreams of practicing medicine and making anything of my life. Hence, I truly hope you killed Stan for me.
DOD00002023	What does this have to do with Burke?
DOD00002024	Right. Yeah, some hooker runs to the paper and starts screaming about a conspiracy she witnessed between two of the NCR's richest men.
DOD00002025	I'm sure that would have gone really great for me. Can't believe it slipped my mind.
DOD00002026	You didn't expose this story to the press or anything?
DOD00002027	Eh, no reason for me to start now. Thanks, though.
DOD00002028	Take care of yourself, Raya.
DOD00002029	Are... Are you serious?
DOD00002030	I... Don't even know what to say, besides... Thank you. I owe you... Everything. And I'll never be able to repay you for this.
DOD00002031	I'll... I'll use this to pay my way back to California. Fuck that church; I'm signing up with the Followers.
DOD00002032	Thank you again... So much. I promise, I'm not going to waste this. You have no idea what this means to me.
DOD00002033	One second. It seems like you're owed 5000 caps. Take it. Think about studying medicine again.
DOD00002034	A man with a nice hat. Have a nice day, pardner!
DOD00002035	Who's it from?
DOD00002036	Catch ya later, pardner!
DOD00002037	Okay, thanks.
DOD00002038	Not since those inbred moonshiners all got shot up. Moving caravans through their "territory" was pretty nerve wracking, I have to say.
DOD00002039	You'd think us frontier ranchers would have some solidarity, but apparently that'd be asking too much. Whatever, they won't be missed.
DOD00002040	Any other outlaw troubles bothering you guys?
DOD00002041	Smarter people than I have analyzed the futility of gambling on games of luck. All I have to add is that the games are incredibly boring, as well.
DOD00002042	I've seen more than my fair share of ghettos. They're all alike in the same ways. Perhaps poverty and degradation are the great human unifiers.
DOD00002043	I've never claimed to follow some immutable code of ethics. I consider such things to be contradictory and pointless.
DOD00002044	Take killing, for instance. It's something we both do a good deal of, and it's a topic that is society is frustratingly ambiguous about.
DOD00002045	Most religious texts forbid killing, most societies have very strict laws about killing, and most people would readily agree that it's a bad thing.
DOD00002046	And yet, war is glorious, targeted vengeance holds an air of romantic drama, and self-defense is lauded across the wasteland.
DOD00002047	"Ah, but, it's okay, because you were killing the enemy" is the inferred technicality. Yet that too is contradictory.
DOD00002048	If all sins are excusable when committed upon the "enemy", why is it that we define and punish war crimes? Why praise empathy and understanding?
DOD00002049	It's meaningless. Morality is what you choose to make of it, and I place no stock in the ethical values held by polite society. Whatever that is.
DOD00002050	I was raised apart from society. I only entered it in the tail end of my adolescence. I can rightly say that I am not a part of it.
DOD00002051	I don't live by some personal code. The closest that I come is avoiding pointless cruelty and sadism. Why fret over the minutiae?
DOD00002052	I'm curious, what exactly is the code of morality you live by?
DOD00002053	I have a question, if you'll indulge me.
DOD00002054	Do you support the NCR? Generally, I suppose, but specifically in regards to their desire to annex the Mojave. Everyone seems to have an opinion.
DOD00002055	Okay, go ahead.
DOD00002056	Not particularly. Government agencies as well as private citizens make for prolific, and lucrative, work.
DOD00002057	That said, I've spent the majority of my professional life in the Mojave as it is now: Lawless and untamed. There's never been a shortage of work.
DOD00002058	However, the NCR seems less honest. The very fact that they make use of my services, while simultaneously espousing rule of law is proof of that.
DOD00002059	The appeal of a democratic government is giving its citizenry a voice in the decisions that affect its entire society, I understand.
DOD00002060	And yet, so often the people involved are entirely self-interested, to the detriment of the citizens it's supposed to represent and defend.
DOD00002061	It's a system rife with hypocrisy, corruption, and vice; all the while preaching about the evils of these traits, and how they must be purged.
DOD00002062	I suppose I'm morbidly curious as to why it is that people on the ground level, the ones most liable to be crushed by government, would support it.
DOD00002063	Hence, my original question. Do you support it?
DOD00002064	Do you have a preference? Why are you asking me for mine?
DOD00002065	I see. I can't fault your decision. If nothing else, it would promise to be very lucrative.
DOD00002066	Governments like to claim that they exist to benefit the people on every level of its society. Yet, they're often most beneficial to individuals.
DOD00002067	Winning the Mojave for the NCR would make you rich, famous, and respected. You could do nearly anything you'd like, with impunity.
DOD00002068	I do support the NCR, yes.
DOD00002069	Fair enough. I have no personal investment in what system of government the Mojave chooses to accept... Or is forced to accept, as the case may be.
DOD00002070	I believe we are each answerable only to ourselves, alone. I see no benefit in spreading a system that espouses an opposing ideology.
DOD00002071	I'll kill who I'm paid to kill, and leave military matters to those who care for such things. It's no business of mine... Nor of yours, evidently.
DOD00002072	I have no intention of supporting the NCR in this war.
DOD00002073	Is it? My understanding is that the NCR's inability to safeguard its people on the fringes of its territory is the primary reason so many detest it.
DOD00002074	Many complain about heavy taxation, but from what I've seen, the real issue is heavy taxation with no benefits to show for it.
DOD00002075	The people living deep in NCR territory are supplied with power, water, food, education, and relative safety.
DOD00002076	To live under such comparatively luxurious standards is worth a bit of taxation for most of the citizenry in question... Most of them, anyway.
DOD00002077	But that's only the heart of their civilization. On the outskirts, it's a very different story. They pay the same taxes, with nothing to show for it.
DOD00002078	Then, combine that with their tendency to overlook the activities of criminal elements, like me, if it benefits them.
DOD00002079	I believe their priority is profit. It would be ludicrously hypocritical of me to condemn them for that, but you seem to actually have faith in them.
DOD00002080	I'm not saying this in an attempt to sway your opinions or choice of allegiance, mind you. I just think you should be aware of these things.
DOD00002081	Taking everything at face value is a fine way to get stabbed in the back by a blade you never saw coming. Keep it in mind.
DOD00002082	It isn't about getting rewarded. I support the NCR because it's protecting the people that need it.
DOD00002083	Well, you should have no worries on that front. They have no shortage of funds to pay those of us that do good work for them.
DOD00002084	The ideologies they espouse are irrelevant to us. What matters is that the metaphorical checks keep clearing.
DOD00002085	I respect your commitment to professionalism. Utilize your skills to walk a path you don't dislike, and reap the benefits.
DOD00002086	We have that in common. I believe we work well together, and perhaps our shared methodologies are the reason for that.
DOD00002087	Well, my curiosity is sated. Shall we move on?
DOD00002088	Goddamn right it's lucrative. They're going to owe me big once I win this war for them.
DOD00002089	Hmm. I suppose tailing you around is the only way I'd get to freely walk through Legion territory. Normally, stealth would be necessary.
DOD00002090	A few times. I've received many contracts from individuals in the NCR, and as you may imagine, many of those individuals despise the Legion.
DOD00002091	Naturally, the Legion isn't thrilled to have assassins from the west strolling through their lands and killing their people.
DOD00002092	And if that assassin happens to be female and incapable of breeding, why, I may well be asking for a machete to the skull.
DOD00002093	If I were seen. And that's the key.
DOD00002094	Have you been in Legion territory before?
DOD00002095	It's a side effect of my pleasant upbringing as a slave to raiders. I suppose I ought to be grateful that's the extent of my internal damage.
DOD00002096	It doesn't trouble me. I've no interest in bearing children. Even if I did, I somehow suspect that I'm not ideal parent material.
DOD00002097	When you say you're "incapable of breeding", what does that mean, exactly?
DOD00002098	I don't hate anything. I think the society the Legion wants to create is inherently incompatible with human nature, and needlessly sadistic.
DOD00002099	Common thought would dictate that my own experiences with slavery, and all its associated horrors, would have me despise the Legion on principle.
DOD00002100	But why should I extend the effort? What would it accomplish? My experiences were terrible, but that which does not kill me makes me stronger.
DOD00002101	It is what it is.
DOD00002102	And yet you don't seem to hate the Legion.
DOD00002103	Legionaries tend to be quite skilled at navigating the land. Crouching in a bush would get me shot, most likely.
DOD00002104	I mostly move at night, utilize distractions and diversions to keep attention focused away from my location, that sort of thing.
DOD00002105	Worth noting, when I say "Legion territory", I specifically mean the fringes. I've never been deep into Caesar's lands, nor would I ever wish to.
DOD00002106	Once the war is concluded, that will likely be the end of my dealings with the Legion. Who would bother paying me to kill them in peacetime?
DOD00002107	How do you sneak through Legion territory?
DOD00002108	Supposing I live long enough to retire one day, a place like this wouldn't be so bad.
DOD00002109	Eventually, perhaps. If nothing kills me first, I won't be able to do my job efficiently enough past a certain age.
DOD00002110	I'm not so foolish as to persist doing dangerous work that I can't keep up with. I don't need constant stimulation, either. Retirement would be fine.
DOD00002111	Preferably, somewhere cooler. Higher elevations suit me, as well. I'd swap the mutants for a lake, though.
DOD00002112	You don't have a profession, though, do you? You just do whatever drifts your way, wandering from place to place between missions, don't you?
DOD00002113	I'm curious. What will you do with yourself once this war over the dam is concluded?
DOD00002114	You see yourself retiring some day?
DOD00002115	Home is where you make it, I suppose. Unless the Legion were to take power, I would remain as well. Business is good here.
DOD00002116	Though "home" implies a connection deeper than just the place where you live or do business. Perhaps in time, it would come to me, too. Who knows?
DOD00002117	And you have that high-end luxury suite at the top of the tower on the Strip. Easy to stay put when you're treated so well, no doubt.
DOD00002118	The Mojave is my home. I'm not going anywhere.
DOD00002119	I can respect that. There's a great deal to see out in the world. I'd like to look out on the ocean one day, myself.
DOD00002120	I figure I'll just keep wandering.
DOD00002121	Well, there's a great deal of East to explore. Whether or not it's civilized beyond Arizona, I couldn't say.
DOD00002122	It would take extraordinary circumstances to push me beyond the Rockies. The further from civilization I go, the less need there is for my trade.
DOD00002123	I think I'll head east.
DOD00002124	I suppose that's one way to do it. Not everyone that excels at violence necessarily enjoys it. Many would be happy to hang up their guns for good.
DOD00002125	Me, I don't care. My days of trauma and degradation are behind me, and assassin work doesn't bother me in the slightest.
DOD00002126	I was thinking of settling down in California. No more war or uncertainty.
DOD00002127	Man, I fucking hate rich assholes that think their bank accounts put them above basic fucking morality. That's Burke, to a T.
DOD00002128	He has an important last name, he was born into wealth, he drinks fancy fucking wines while us regular people starve in the streets.
DOD00002129	And, yeah, I sold some of his documents to interested parties, but that don't mean I've got my hands in every data breach in the NCR!
DOD00002130	I'm getting fucking scapegoated, all 'cause I enjoy a little chemical relaxation here and there. I know he's the one pursuing the charges!
DOD00002131	Well, fuck him, and fuck his big fancy family dynasty. You make a habit of spitting on the little guy, eventually he's gonna get fed up. That's me.
DOD00002132	Why do you hate Senator Burke so much?
DOD00002133	Oh yeah? Well, don't keep me waiting, let me see what they have to say!
DOD00002134	...
DOD00002135	Shit, this is fucked up. But, damn if it ain't exactly the kinda dirt we were looking for.
DOD00002136	So, if I'm reading this right... The girls Massey saw get trucked to the Burke Estate... Were the ones that Gold was shipping in from out of state.
DOD00002137	And I bet if any of them decided to talk about what happened, then they'd get a visit from Winters. Oh yeah, I'm seeing the threads here.
DOD00002138	Well, alright then. Keep those testimonies on your pip-boy doohickey, and let me get a copy. Too many of these get out there, they can't cover it up.
DOD00002139	Alright. Deal's a deal. I'll see if I can get your buddy Blake to stick his head up. Whether or not he does, we got some serious shit on Burke.
DOD00002140	Now, looking at this, I don't think the reverend has clean hands... But, he don't seem as dirty as his cousin.
DOD00002141	Shove this in his face, I bet he'll talk to save his own ass. Might get even more dirt we can add to the pile, eh?
DOD00002142	Alright, you go speak with him. While you're doing that, I'll be setting up a meet with Blake. Good luck, chief. We're closing in on it, now.
DOD00002143	I got the accounts from Massey, Winters, and Gold.
DOD00002144	That's fucking great. But, I'm gonna need you to hold on to what you got for a bit longer. I'm still trying to get in contact with Blake.
DOD00002145	Come back later and we can really dive into this. In the meantime, I'm sure you got other jobs to take care of. No worries, I ain't going nowhere.
DOD00002146	I got the accounts from Massey, Winters, and Gold.
DOD00002147	Ah, now this is familiar, in all the worst ways. Throw in some torture and a bit of sexual abuse, and it'll be just like I was a child again.
DOD00002148	It's a dirty, blood-spattered pit, where the drug-addled dregs of humanity can entertain themselves by watching dumb animals gore one another.
DOD00002149	When they aren't eviscerating each other for the sport of their owners, the animals are kept locked up in tiny, dark cells.
DOD00002150	Substitute the animals with slave children, and there you go: It's a near-perfect recreation of my childhood.
DOD00002151	What do you mean?
DOD00002152	I don't know exactly. Somewhere to the south of the Mojave. Not so far that it wasn't desert, of course.
DOD00002153	I wasn't really in a sound state of mind as I was led north, so tracking landmarks didn't occur to me.
DOD00002154	Where was this?
DOD00002155	You're joking.
DOD00002156	...
DOD00002157	And the people of Westside honestly believe themselves to be the innocent victims of Fiend attacks?
DOD00002158	I'm not condoning the Fiends, mind you. They're cruel and sadistic as any other raider band. But their conflict with Westside seems... reciprocal.
DOD00002159	I don't like this place. I don't like what it stands for, and I don't like these... people.
DOD00002160	Oh, it's not just animals. Sometimes they throw captured Fiends into the arena, too.
DOD00002161	...I'm fine, thank you.
DOD00002162	I... Have taken great strides to leave my past firmly behind me. I train my mind to prevent it from conjuring up memories of that miserable time.
DOD00002163	Walking into a facsimile of the worst part of my life caught me off guard, that's all. I'm fine. What's done is done.
DOD00002164	Memories only hurt if you allow them to, and I'm no longer some wretched slave child.
DOD00002165	We'll leave when you're ready.
DOD00002166	You seem upset. Do you want us to leave?
DOD00002167	Take cover. Ambush!
DOD00002168	Carter. I run security here while Brecker is busy elsewhere. I've been just dying to make your acquaintance.
DOD00002169	Who are you?
DOD00002170	Oh, those nice folks? Yeah, we killed them all and threw their bodies down a drainage shaft.
DOD00002171	If their deaths bother you, well, it is your fault we had to neutralize them. You just couldn't leave well enough alone, eh? Good work.
DOD00002172	What happened to all the people that were here?
DOD00002173	I didn't kill the reverend; Brecker did. I just stood by and watched the old bastard as he got his throat cut open.
DOD00002174	Someone suspected he wasn't going to stand up to questioning, so why give him the chance to go singing something he shouldn't?
DOD00002175	Why did you kill the reverend?
DOD00002176	He's doing his job. Be thankful you're dealing with me, instead. I kill my enemies with bullets. Brecker has his own ways. Much slower ways.
DOD00002177	Where is Brecker?
DOD00002178	Funny, here I was about to say the same thing.
DOD00002179	<Attack> Shut up and die already.
DOD00002180	Ah hell, this one might be rough.
DOD00002181	What good timing, I was just thinking that big cross on the wall needed a corpse nailed to it.
DOD00002182	My security team operates in shifts. There's only ever a couple around here at any given time.
DOD00002183	The rest are close enough to respond in the event of an emergency. If I'm not around, my second, Carter, is. Security is tight.
DOD00002184	I don't see many security guards around here.
DOD00002185	No.
DOD00002186	I was paid to keep his business secure. When he became a liability, I was paid to silence him.
DOD00002187	Why kill the reverend? Didn't you work for him?
DOD00002188	You can go to your grave blind and ignorant. I piss on last requests.
DOD00002189	Who are you doing this for?
DOD00002190	Your bravado is repulsive. I'm going to enjoy eviscerating you.
DOD00002191	<Attack> Take your best shot, then.
DOD00002192	Yes.
DOD00002193	I'm the one that killed Caesar. You really think you can kill me?
DOD00002194	I suppose dignity was too much to expect of you. This may be an act of mercy, you inbred filth.
DOD00002195	All I see is a man wearing shades underground, bragging about how badass he is. Pathetic.
DOD00002196	Oh, really?
DOD00002197	Because I was just thinking I'd hang you with your own intestines. Maybe you can use your last moments to think of a more clever threat.
DOD00002198	I'm going to tear your heart out, you arrogant motherfucker.
DOD00002199	No reason for us to let our guards down, but... I think we've evaded the worst of it.
DOD00002200	Probably, yes. You seem surprised. I'm guessing... I don't strike you as religious, and so you wouldn't expect me to read a religious text, yes?
DOD00002201	I'm not religious, but I do make a habit of reading anything I get my hands on. Knowledge and information are their own rewards, I've found.
DOD00002202	No, religions hold no appeal to me. For one, they tend to codify morality into a uselessly strict good/evil dichotomy, which I don't find compelling.
DOD00002203	Moreover, I can't support the notion of an afterlife. It breeds complacency and apathy towards the lives we currently lead.
DOD00002204	After all, why should one struggle to improve their lives if it's all fleeting, soon to be replaced with a far more idyllic, permanent existence?
DOD00002205	Conversely, if one is already striving for an improved existence, the threat of failing to qualify for heaven could distract from their focus.
DOD00002206	After all, if everyone is focused solely on securing their place in a hypothetical afterlife, why should we bother trying to improve our reality?
DOD00002207	No. I believe our time on earth is fleeting, and it's up to each of us to imbue the time we have our own meaning, and live with the consequences.
DOD00002208	Did I see you reading a bible last time I told you to wait for me?
DOD00002209	Even if this stuff wasn't two centuries old, I'd still prefer water.
DOD00002210	This storage room hasn't been opened in 200 years? How is it that none of these prospective treasure hunters have ever heard of a drill?
DOD00002211	I already came to that conclusion years ago. It was an unexpected memory, not some sudden burst of renewed psychological trauma.
DOD00002212	We'll leave when you're ready for us to leave.
DOD00002213	You're not going to start whinging about the past, are you? It's over and done with. Relax.
DOD00002214	That has to be the loudest door I've ever encountered. If you want me to put those hinges out of their misery, say the word.
DOD00002215	And now we walk into Nellis. Tell me, do you have a list of impossible tasks you're checking off, or is this blind luck?
DOD00002216	You'll forgive my saying so, but that friend of yours, Eliza, seems disproportionately bitter for having lived such an idyllic life. It's annoying.
DOD00002217	Watch for Cazadors. Those loathsome creatures like to nest in these hills.
DOD00002218	Is Tully aware that the Legion like to stage ambushes from that spot right next to his business? Tell him to lay down some satchel charges next time.
