FO300000001	.32 Pistol
FO300029794	Thank you. If you're hungry, stop by Gary's Galley.
FO300029795	Gary's my dad. The food's better than what you'll get in the Wasteland.
FO300029796	You're a polite young woman.
FO300029797	Dad and I have had a rough time, but we're getting by.
FO300029798	Since dad died, I'm on my own. It's better than living on the street.
FO300029799	You look a bit young to be running this place alone.
FO300029800	You're a sweet little thing. Do you charge by the hour?
FO300029801	What?! That's gross!
FO300029802	I'm not some whore. Get away from me before I call security.
FO300029803	Can you tell me anything about the Rockwells' marriage?
FO300029804	Now see here. That's not anything for you to be asking about. Our marriage is our business, and it's private.
FO300029805	Why can't people just understand that, and just leave us alone?
FO300029806	Anything you want to tell me about your marriage?
FO300029807	Our marriage? Goodness, what kind of a question is that?
FO300029808	Mabel didn't put you up to this, did she? What a silly thing to ask about.
FO300029809	Anything you want to tell me about your marriage?
FO300029810	Oh, but I suppose that's not really something you should concern yourself with. All in the past now.
FO300029811	Their marriage? Why that's an odd sort of question. They're like anyone else, I suppose. Got their problems, but they work through them.
FO300029812	Janet's a good woman. It's a good thing that Roger came to his senses.
FO300029813	Another of his games? I won't be a party to it. You leave those poor people be.
FO300029814	Now what's a kid like you want to know about that? Kind of grown-up stuff to be worried about, don't you think?
FO300029815	Well, don't you worry your head about it. They worked out their problems a while ago. Haven't heard them fight in a long time.
FO300029816	Well, they're just so nice, aren't they? It's good the two of them worked everything out.
FO300029817	Why are you asking me? I don't know anything. And why should I care about their marriage, anyway?
FO300029818	No, and enough with the third degree already!
FO300029819	This has to be the work of the Family! I've caught weirdo leader of theirs talking to Ian down by the river.
FO300029820	Nope, and it's unlikely they left him alive.
FO300029821	What am I gonna do? The Wests' lives were my responsibility and look what happened!
FO300029822	This has to be the work of the Family! I've caught weirdo leader of theirs talking to Ian down by the river.
FO300029823	No, I only found the parents' bodies.
FO300029824	This has to be the work of the Family! I've caught that weirdo leader of theirs talking to Ian down by the river.
FO300029825	Ever heard of the Family?
FO300029826	Yeah, supposed to be some kinda gang or something. Big deal. They wouldn't dare come around Paradise Falls.
FO300029827	RadioGNRDashwoodEp2
FO300029828	Quite right, old Chum. Save those questions, Miss Chase. If we survive what happens next, I may even answer them!
FO300029829	Boss, that sounds like a kid screaming! And it's coming from those ruins!
FO300029830	<sound of a child screaming>
FO300029831	Ahh, now, Argyle old chum. Let's not, um, bore the beautiful Miss Chase with those ancient exploits.
FO300029832	Are you kidding, my dear? Argyle has saved my skin more times than I care to remember. I hardly know how I got by before I met him.
FO300029833	My my, Argyle. You are rather resourceful for a Ghoul, aren't you?
FO300029834	Heh heh. The old "Shady Sands Shuffle." It sure brings me back. You two smoothskins okay?
FO300029835	<loud explosions>
FO300029836	It's not what he's taking out my dear, but rather what he's putting in. Duck and Covveerrr!
FO300029837	Why is your Ghoul friend picking their pockets? This is no time for sticky fingers, Daring!
FO300029838	Super Mutants!
FO300029839	Stupid human! Shut up now! <sound of guns cocking> You come with us now!
FO300029840	And by "disrupt" I mean "blow up."
FO300029841	My friends call me Penelope, and let's just say those Slavers don't take too kindly to people disrupting their caravans.
FO300029842	<sound of walking over gravel>
FO300029843	Ha! That'll teach those Slaver slimebags to follow us. Looks like that's the last of them, boss.
FO300029844	<sounds of gunfire>
FO300029845	RadioGNRDashwoodLeadIn
FO300029846	You're listening to the adventures of me, Herbert "Daring" Dashwood, and my stalwart Ghoul manservant Argyle!
FO300029847	You're listening to the adventures of me, Herbert "Daring" Dashwood, and my stalwart Ghoul manservant Argyle!
FO300029848	You're listening to the adventures of me, Herbert "Daring" Dashwood, and my stalwart Ghoul manservant Argyle!
FO300029849	You're listening to the adventures of me, Herbert "Daring" Dashwood, and my stalwart Ghoul manservant Argyle!
FO300029850	Be sure and tune in next time, for another exciting adventure of me, Herbert "Daring" Dashwood, and my stalwart Ghoul manservant Argyle!
FO300029851	RadioGNRDashwoodEp1
FO300029852	<closing music>
FO300029853	Penelope Chase, fortune hunter. You can buy me a beer later. Now let's cut this shindig short and get the bloody hell out of here! Come on!
FO300029854	Wait a minute! We do the rescuing around here, sister.
FO300029855	You boys all right? I busted out of that box and was almost home free when I noticed your predicament.
FO300029856	Drop the steel, you Slaver scumbag. <sound of a hit>
FO300029857	Ha ha! Now, the door.
FO300029858	Huh?
FO300029859	Allow me. <walking> Hey fella, got a light?
FO300029860	<Sound of movement, huffing and puffing>
FO300029861	Sigh. Always with the dames.
FO300029862	Not so fast, my flesh-rotten friend! That girl we came in with. We're the only chance she's got. Come on!
FO300029863	Don't thank me yet, boss. We still need to get out of here. Let's go! While the guard's away from the front gate!
FO300029864	Argyle, you magnificent bastard! You did it!
FO300029865	Know anything else that could help me stop them?
FO300029866	My nephew Derek might know more about them. I swear, it's all I can do to keep him from running into the fight whenever they come out.
FO300029867	He might know more about where you can find them, but don't encourage the poor boy. He's had enough close calls!
FO300029868	If you could just get make either one of them stop fighting, it'd do the trick. You probably wouldn't have to worry about the other one.
FO300029869	I can't imagine Scott attacking the town with his robots, and that AntAgonizer girl was never much more than a sideshow freak by herself.
FO300029870	Roe may prefer that you're thorough, but all I care about is that you get the job done, one way or the other.
FO300029871	Know anything else that could help me stop them?
FO300029872	No way! Don't stop them! They're awesome!
FO300029873	Unless maybe you're going to be a super-hero, too!
FO300029874	You could be called "Super-Humongous" and fight them with an army of Super-Mutants!
FO300029875	No way! Don't stop them! They're awesome!
FO300029876	Unless maybe you're going to be a super-hero, too!
FO300029877	You could be called "Awesome-Claw" and fight them with an army of Deathclaws!
FO300029878	No way! Don't stop them! They're awesome!
FO300029879	Unless maybe you're going to be a super-hero, too!
FO300029880	You could be called "The Brilliant Shadow" and undermine all of their plots with an army of Mole Rats!
FO300029881	No way! Don't stop them! They're awesome!
FO300029882	Unless maybe you're going to be a super-hero, too!
FO300029883	No way! Don't stop them! They're awesome!
FO300029884	Unless maybe you're going to be a super-hero, too!
FO300029885	No way! Don't stop them! They're awesome!
FO300029886	Unless maybe you're going to be a super-hero, too!
FO300029887	Just don't fight them, okay?
FO300029888	What can you tell me about the AntAgonizer?
FO300029889	One day there was a crazy woman leading a bunch of ants into town. She said humanity was dead and the ants would inherit the Earth. Stuff like that.
FO300029890	Well, that gave Dom plenty of time to line up a shot or two on the ants. She ran away, but every once in a while, she'd stage an "attack" again.
FO300029891	She wasn't much of a threat, then. In fact, she was sort of entertaining, at first. Gave everyone in town something to talk about.
FO300029892	But when the Mechanist started fighting her, things got bad. Ants are easy to shoot, but add robots with lasers, and it got real nasty.
FO300029893	I don't know who she is, other than a crazy with an ant suit and a chip on her shoulder for humanity.
FO300029894	She wasn't much trouble by herself, really. Her attacks were a joke, but at least stories of her kept some of the raiders at bay.
FO300029895	If it helps, she was always attacking from the warrens up North. Maybe you can find her ant nest in there.
FO300029896	I don't know much about her, except she really, really doesn't like people. That's kinda cool. I mean, sometimes people are jerks.
FO300029897	I think her lair is somewhere in the caves to the north of the city. I've seen her ants down there once in a while.
FO300029898	Joe Porter said he found out something about her, but my uncle won't let him tell me. He says, "Don't encourage the poor boy."
FO300029899	What can you tell me about the Mechanist?
FO300029900	The Mechanist used to be our town mechanic. Scott Wollinksi, quiet guy, but plenty fierce with a wrench and some solder.
FO300029901	Guy used to take care of a robot that protected the town... until it got torn up in one of the AntAgonizer's lame little attacks.
FO300029902	I guess he took it personal, because he made a mechanical suit and called himself the Mechanist. Said he would lead a robot army to fight her.
FO300029903	Now he doesn't even respond to his name, and his "robot army" is more dangerous to the town than the ants ever were.
FO300029904	You mean Scott Wollinksi. I refuse to call him by that ridiculous name just because his head got a screw loose.
FO300029905	He used to be a damned good friend, and not just because he fixed my guns up.
FO300029906	Now he spends all his time up in that 'bot shop, just thinking about fighting that AntAgonizer. Hardly even recognizes his own name, anymore.
FO300029907	I knew the Mechanist back when he was just a normal-hero. He used to be called Scott, and he fixed up stuff around town!
FO300029908	But one day, the AntAgonizer killed his favorite robot, and I told him he ought to fight back against her like a real super-hero!
FO300029909	Ever since then, he's been up in his Forge in the back of the robot shop on the hill, working to protect us all from the AntAgonizer!
FO300029910	What is this place?
FO300029911	This place is my place of business. If you wanna buy something, then buy. If you wanna flap your lips, take a hike.
FO300029912	Well, Vance told me that this place was called Meresti. It was named after some town way across the ocean in a place called Romania.
FO300029913	This is Meresti, the home of the Family. It's the only safe place for these poor people.
FO300029914	It's the last place I ever expected to end up.
FO300029915	But don't tell Vance that I said that.
FO300029916	This lovely hole in the ground is Meresti, the headquarters of the Family.
FO300029917	You are standing inside Meresti, the home of the Family. This is our sanctuary from the outside world.
FO300029918	It is a refuge for those society labels as outcasts.
FO300029919	That's easy! The AntAgonizer's suit makes her super-agile, but I guess her ants are pretty weak on their own. Just watch out for her royal guard.
FO300029920	The Mechanist's robots are a lot tougher, and his suit makes him super-smart. I don't think he has any weaknesses.
FO300029921	Well, maybe one. Since he's a good guy, he's not as ruthless as the AntAgonizer. Like, he'd never hurt an innocent like me... if he could help it.
FO300029922	What are their super powers? Do they have any weaknesses?
FO300029923	I think I'll tough it out.
FO300029924	Your choice, but an addiction ain't an easy thing to kick.
FO300029925	Your choice, but an addiction ain't an easy thing to kick.
FO300029926	Your call, mungo.
FO300029927	Yes, cure me.
FO300029928	Well, this might go better for you if you hadn't blown your money on Jet, don't you think?
FO300029929	I don't have 50 caps.
FO300029930	Well, this might go better for you if you hadn't blown your money on Jet, don't you think?
FO300029931	I don't have 50 caps.
FO300029932	I suppose if you can't afford treatment, maybe you can't afford your next fix. So that works out, doesn't it?
FO300029933	I don't have 50 caps.
FO300029934	Okay, this should flush you out pretty quick. Now open your mouth and say "Ah."
FO300029935	I'll be glad to help when you can afford the treatment.
FO300029936	I don't have 20 caps.
FO300029937	I think I might be addicted to something.
FO300029938	I can give you something that'll should help.
FO300029939	The treatment costs 50 caps. Even most outsiders should be able to afford it.
FO300029940	I can take care of it for you, for a price.
FO300029941	That'll be 50 caps. Maybe the dent in your pocketbook will keep you away from that crap.
FO300029942	I swear, you and Zip, just full of your own little chemical problems, aren't you?
FO300029943	Here, hold on. I've got you covered.
FO300029944	I think I might be addicted to something. Can you help?
FO300029945	And here I thought Zip's soda problem was bad.
FO300029946	For 50 caps, I can help you get over that. Otherwise, you can find your own solution.
FO300029947	I think I might be addicted to something. Can you help?
FO300029948	I'm just glad you're willing to get help. But the treatment isn't free. I'll need 50 caps for the drugs.
FO300029949	I thought you had the look about you. Sure, I can help you. But it's not free. 50 caps, take it or leave it.
FO300029950	Could you repair my equipment?
FO300029951	I suppose that I can. The Brotherhood can make use of Wasteland currency to trade.
FO300029952	Certainly.
FO300029953	Do you think you could repair my equipment?
FO300029954	Oh, very well. But make haste!
FO300029955	Do you think you could repair my equipment?
FO300029956	Could I? Yes. Will I? No. Go see Peabody or Bowditch.
FO300029957	Do you think you could repair my equipment?
FO300029958	What do you do here?
FO300029959	I am charged with the duty of turning these maggots into Brothers of Steel.
FO300029960	With the threat of the Enclave, they're likely going to be pressed into service before they've taken the oath.
FO300029961	So, I've got a lot of work to do.
FO300029962	HireButch2B
FO300029963	Yeah, well what do you know? I'm gonna go out there and I'm gonna have the biggest, toughest gang ever!
FO300029964	HireButch2A
FO300029965	What? A goody-two-shoes like you could never make it in a real gang!
FO300029966	You want to hang with a Tunnel Snake like me, you gotta be hard.
FO300029967	You could join forces with me, if you'd like.
FO300029968	Ride with me, and we can rampage across the Wasteland.
FO300029969	I really wish I could, man, but three's a crowd, you know? I'll just stay here for now.
FO300029970	Tunnel Snakes rule!
FO300029971	Come along with me, and we'll make an awesome gang.
FO300029972	Tunnel Snakes rule!
FO300029973	Come along with me, and we'll make an awesome gang.
FO300029974	Hell yeah, I do! I could be out there and kicking butt in my own gang and everything. The Tunnel Snakes could ride again!
FO300029975	Or, y'know, slither again. Whatever!
FO300029976	Still want to start that gang, Butch?
FO300029977	RadioGNRNewsRELAY
FO300029978	Why would I want your used up hand-me-down?
FO300029979	I don't think Clover's going to be used-up any time soon. That girl's got the devil in her. And she's crazy, to boot.
FO300029980	Crazy in a fight, crazy in the sack, crazy every which way but loose! But most of all, she's crazy in love with whoever's holding her leash.
FO300029981	And for the low cost of a thousand caps, Miss Clover could be crazy for you.
FO300029982	BuyClover3B
FO300029983	Then good luck finding someone who'd risk their life for yours. Not something a sane person would do these days, is it?
FO300029984	No deal. I like my bodyguards sane.
FO300029985	BuyClover3A
FO300029986	Any time you need some company, she'll be here.
FO300029987	I wish I could take her now. Maybe later.
FO300029988	I ought to sic Clover on you, just to show who's boss.
FO300029989	But you're right. She makes the other girls nervous. And when they're nervous, I'm nervous.
FO300029990	So go ahead and have fun with Clover. She's your problem, now!
FO300029991	If she's so crazy, maybe I'll take her off your hands. But only for 500 caps.
FO300029992	You don't know the half of it, friend.
FO300029993	Sounds like a good deal, and fun, too. Sold.
FO300029994	Trust me, she's worth every cap.
FO300029995	Guess I'll have to save up for her.
FO300029996	Good boy, Dogmeat!
FO300029997	<pant> <pant>
FO300029998	Good boy, Dogmeat!
FO300029999	Come with me, dog. It'll be good to have some company out here.
FO300030000	<bark> <bark> <bark!>
FO300030001	I guess your old master must have taken pretty good care of you.
FO300030002	<pant> <pant>
FO300030003	I could use a pet like you. Let's go find something to eat, mutt.
FO300030004	<growl!>
FO300030005	I can be your new master. Would you like that, boy?
FO300030006	<bark!> <bark!> <bark!>
FO300030007	What makes her so special?
FO300030008	I'll tell you why: because Clover is the craziest girl I've ever seen. And I'm an expert on crazy girls.
FO300030009	Crazy in a fight, crazy in the sack, crazy every which way but loose! But most of all, she's crazy in love with whoever's holding her leash.
FO300030010	And for the low cost of a thousand caps, Miss Clover could be crazy for you.
FO300030011	Have you seen this place? I've got all the guards a body would ever need. Even a body as fabulous as mine.
FO300030012	Isn't she your bodyguard? Why sell her?
FO300030013	BuyClover1
FO300030014	Gotta be careful, using a slave as a bodyguard. Most aren't exactly motivated to keep you alive, you know what I mean?
FO300030015	I'm in the market for a bodyguard like yours. You selling?
FO300030016	You were my rescuer and my only connection to this world, so I felt compelled to see you safe.
FO300030017	If this is what you think of me, perhaps I should not have bothered. But I know no-one else in this world.
FO300030018	What makes you think I wanted a monster like you following me?
FO300030019	I saw your capture, and a little cleverness allowed me to follow your captors. I only wish I could have arrived sooner to aid your escape!
FO300030020	As I owe you my freedom, I felt it was only fair that I return the favor. After all, I know no-one else in this world.
FO300030021	Fawkes? What the hell are you doing out here?
FO300030022	HireFawkes1B
FO300030023	My friend, I would be honored to follow a hero such as yourself. Shall we go?
FO300030024	I could always use a hand. Would you like to follow me?
FO300030025	RRFawkesGreeting2B
FO300030026	It seems I didn't know you as well as I had thought. My mistake.
FO300030027	I've read about a museum of history in the south. Perhaps I can learn more about the world there, without facing such enmity.
FO300030028	I will take my leave of you. Goodbye, my rescuer.
FO300030029	I was in that situation once, myself. Deal with it.
FO300030030	RRFawkesGreeting2A
FO300030031	I appreciate the offer, but I must decline. I have an entire world to explore, and I must not be delayed any further.
FO300030032	I have read about a great museum of history to the south. Perhaps I will head there.
FO300030033	Goodbye, my friend. Perhaps I will join you in the future, if your goals are virtuous enough to draw me away.
FO300030034	I could always use a hand. Would you like to follow me?
FO300030035	My friend, I would be honored to follow a hero such as yourself. Shall we go?
FO300030036	I could always use a hand. Would you like to follow me?
FO300030037	Imagine the evil that can be eliminated with such tools!
FO300030038	Looks like you've got a new toy, huh?
FO300030039	CG04DoorYell
FO300030040	Are you crazy? The Vault's in lockdown! Get back to your room.
FO300030041	I'm not opening this door until I get the all clear from the Overseer.
FO300030042	Sorry, but I intend to stay on the Overseer's good side.
FO300030043	Everybody's supposed to be in their rooms during the lockdown. What are you doing out in the hall?
FO300030044	Go away! I'm not opening the door until the lockdown's over.
FO300030045	Here, you can have it. Just move on and leave Canterbury alone.
FO300030046	For your loyal assistance, take this blade. Its sting carries the venom of a thousand ants, and your foes shall tremble before it!
FO300030047	Now that the tin-plated menace is no more, I shall take my leave of this town. I do believe it's time for my colony to spread.
FO300030048	Excellent. The evil taint of the AntAgonizer will never darken the land again! Now that the AntAgonizer is taken care of, Canterbury Commons is safe!
FO300030049	And for your loyal assistance, I'm honored to present you with this laser pistol, crafted from my last loyal robot assistant. May it guide you well!
FO300030050	But the Mechanist cannot rest! Not while there's evil afoot in the Wasteland! Farewell!
FO300030051	If you want the suit, you'll have to take it from me.
FO300030052	Very well. I never got a chance to take it from the Mechanist's corpse, so yours will have to do.
FO300030053	If violence is my only recourse, then violence it shall be.
FO300030054	Everything in there is dead.
FO300030055	I'm proud of you. Now let's get in there.
FO300030056	It's not safe in there yet.
FO300030057	All right. We'll stay here, then.
FO300030058	Do what you have to, but be careful.
FO300030059	Sorry, but I'm not doing that.
FO300030060	Please reconsider. Until we can get inside and turn the computers on, we can't get any closer to finishing our project.
FO300030061	I would hate to see all this effort go to waste.
FO300030062	Sure thing. I'll be right back.
FO300030063	Be careful.
FO300030064	I don't like this, but I'll do it.
FO300030065	Thank you.
FO300030066	No problem. I'll make sure it's safe.
FO300030067	Thank you. We'll wait here until you give the all-clear.
FO300030068	How could you ask me to do something like that?
FO300030069	I'm afraid I don't have many options. Please know that I would never put you in this position if I didn't think it was absolutely necessary.
FO300030070	Will you do it?
FO300030071	Are you kidding me?
FO300030072	I know, I know. Believe me, I'm not entirely comfortable with it either.
FO300030073	There are sentry guns in there that may still have power. If you can turn them on, they can do at least some of the work for you.
FO300030074	Is the museum looking to acquire anything else?
FO300030075	Well, yes. Any document of historical significance would be of benefit to the Society.
FO300030076	However, I am also interested in branching out. Perhaps some interesting artifacts related to our great country's history.
FO300030077	Be sure and bring me anything you find along those lines. I'd be happy to compensate you once again.
FO300030078	Any interest in partnering up again?
FO300030079	You know, I think I've had my fill of Wasteland roaming and picking through ruined buildings for a while.
FO300030080	Good news, Three Dog. I already have the dish.
FO300030081	Whoa! You must be some kind of a psychic or something!
FO300030082	Well, don't just stand there gawking... go bring that sucker to the Washington Monument so my lady can sing again!
FO300030083	Sorry, kiddo, but I'm not in the mood for jokes.
FO300030084	What? Oh, sweetie. Maybe you should just run along and play.
FO300030085	Sounds like you've been spending too much time with your nose in those darned comic books, sport.
FO300030086	This is what, some kind of computer simulation?
FO300030087	Computer what now? Why don't you go find Timmy and have a nice game of catch?
FO300030088	This is what, some kind of computer simulation?
FO300030089	Oh, you're such a kidder.
FO300030090	None of this is real. It's all some crazy experiment.
FO300030091	What? You're weird.
FO300030092	None of this is real. It's all some crazy experiment.
FO300030093	Sure, sport. Whatever you say! Ha, ha.
FO300030094	None of this is real. It's all some crazy experiment.
FO300030095	Is that so?
FO300030096	Well, you oughta tell that to my big toe, kiddo. Hurts like the dickens since I stubbed it earlier today. Feels pretty real to me!
FO300030097	What can you tell me about the neighborhood?
FO300030098	Well, there's certainly never a dull moment. I think it's like any other street, really.
FO300030099	Always something to see, and always something to talk about.
FO300030100	It's very nice. We're doing quite well.
FO300030101	You mean besides how wonderful it is to live here?
FO300030102	Everyone's very friendly. Even Old Lady Dithers, though she's lost most of her marbles.
FO300030103	Nice place. Real nice. Everyone's friendly, and always happy to lend a hand.
FO300030104	Nice day, isn't it?
FO300030105	I suppose. I hadn't really noticed.
FO300030106	You won't find a day like this anywhere else!
FO300030107	Another perfect Saturday afternoon. Make sure you enjoy it, sport!
FO300030108	Of course it is! It's America, isn't it?
FO300030109	Well of course it is. What a silly thing to say. What else would it be?
FO300030110	It sure is. But it always is here!
FO300030111	Yep, you've got that right. Heck of a day to get some work done outdoors.
FO300030112	Good doggie.
FO300030113	<bark!> <bark!>
FO300030114	Take a hike, mutt.
FO300030115	<growl!>
FO300030116	This isn't rocket science. I know exactly what you are.
FO300030117	You amaze me. Never have I met a human with the gift of cognition that you possess.
FO300030118	Tell me then, what are we?
FO300030119	Enough talk! I'm here to wipe your kind out!
FO300030120	I would choose your next words VERY carefully if I were in your place.
FO300030121	Your self-applauding notions are the sole reason we are down here in hiding like Mole Rats.
FO300030122	I will warn you only once. Do NOT test me. I have no qualms about having your blood running down my throat.
FO300030123	Your words hold no fear with me, human.
FO300030124	You just try it, psycho, and I'll splatter your brains all over that wall!
FO300030125	I'm not here to take sides, just to make sure Vance hasn't omitted any facts.
FO300030126	I'd never thought of it that way. I suppose he should get a chance to talk to someone like you.
FO300030127	Here's the password to his isolation area. Just please don't mention my name to Vance about this.
FO300030128	MS09MerestiVanceChatterReply
FO300030129	That is not how the Family operates, and you know it! Now do not test my patience on this subject.
FO300030130	Understandable. Give him time, Justin. Change is a very difficult thing to adapt to.
FO300030131	Implying that you wish to sleep with everyone here is not what I call boosting morale. Now, please. Keep it to one at a time.
FO300030132	You always have a knack for making me feel better.
FO300030133	No need to thank me, Alan. You have achieved this level of enlightenment all on your own, I was merely a guide.
FO300030134	I will make this as clear as possible, Karl. Never again. You disobey my laws once more and you will be out of Meresti for good!
FO300030135	How is our newest member? Is he finding his meditation time enlightening?
FO300030136	I wonder if the Family will really work. Sometimes with all the troubles we have, it seems impossible to hold it together.
FO300030137	I think you need to ease up with your flirting. It is becoming very distracting to the men as they adapt to things down here.
FO300030138	I just wanted to tell you I feel you have progressed quite well in adopting our laws. You should be proud.
FO300030139	Yeah, I've heard this song and dance before. What good is it if we can't really kick those humans where it hurts?
FO300030140	Yes, Vance. What is it?
FO300030141	Okay I guess. The new guy's taking up most of my time, but I think he'll come around. He's been through some serious shit.
FO300030142	Yes, my love?
FO300030143	Look, I'm going to give you a bit of friendly advice. Stop ignoring the rules and making Vance angry. He almost kicked you out of here.
FO300030144	Better I suppose. I think Vance is finally calming down after Karl apologized for all that trouble he caused.
FO300030145	Talk to me? W-what did I do?
FO300030146	Great, actually! I finished my first round of studies and Vance said that I was doing great. I think I'm finally beginning to get the hang of it!
FO300030147	Yeah, yeah. What is it now?
FO300030148	Crappy as usual. No one's been by here in ages to buy anything and Vance is crawlin' up my ass cause of that mess in Arefu.
FO300030149	Of course.
FO300030150	Oh, just dandy! I think the new guy is so darn cute. Never had someone so young before in this place.
FO300030151	Cool! I knew you'd get the hang of it. Good job, Alan!
FO300030152	Good, I'd hate to have Vance angry when he's inducting someone into the Family.
FO300030153	Well, you did kind of screw up. I mean, you didn't need to go and do all that stuff. He just wanted you to make them nervous.
FO300030154	Hey, with Vance teaching him personally he's bound to figure it all out soon enough. I wouldn't worry about it really.
FO300030155	Yeah, I guess. Hey, I really enjoyed last night by the way. Thanks for the company.
FO300030156	It's about time. Karl's gonna get us in trouble at this rate. I hope he learns to calm down a little bit.
FO300030157	It's your fault in the first place. You didn't have go wild like that.
FO300030158	Ha! I told you! In bed you were mumbling about how you think Vance is all disappointed with your progress. I knew he wasn't.
FO300030159	Yeah and I bet he was taking it out on you. Not getting any really for a while can drive you crazy.
FO300030160	Well, I just may have to do something special for Mr. Gloomy to cheer him up.
FO300030161	Oh, I like it when you talk dirty like that, old man. He he he.
FO300030162	Yep. We're both extremely proud of you. You've come such a long way in a short amount of time.
FO300030163	Yes, he is rather handsome. However, I think you may want to exercise a little bit of restraint. His situation is rather delicate.
FO300030164	That's good news. Vance and I are very worried about him. Thanks for taking him under your wing as well, Justin. We appreciate it.
FO300030165	Look, I'm going to give you a bit of friendly advice. Stop ignoring the rules and making Vance angry. He almost kicked you out of here.
FO300030166	Whoopee! Let's throw a party cause little Alan learned to stop acting like a goddamn animal! Hurray!
FO300030167	Cool your jets, sweet cheeks. You're jumpin' from bed to bed faster than a Radroach on a hotplate.
FO300030168	Stop wasting your time on that crybaby. You wanna make friends, go talk to Brianna. She'll take care of you.
FO300030169	What are you doing in Underworld?
FO300030170	My new line of work, actually.
FO300030171	I've used the proceeds from our last acquisition to set myself up as an ammunition vendor. Pretty cool, huh?
FO300030172	No more risking my neck to recover bits of junk for money. Now the cash comes right to me.
FO300030173	Care to take a look at my inventory?
FO300030174	Sure, take a look.
FO300030175	I'd like to buy some ammo from you.
FO300030176	Let me ask you about something else.
FO300030177	Okay! Shoot!
FO300030178	Addicted? Why would you say that? I can stop drinking it any time I want.
FO300030179	Is there anything else you're looking for?
FO300030180	Well, yes. Any document of historical significance would be of benefit to the Society.
FO300030181	However, I am also interested in branching out. Perhaps some interesting artifacts related to our great country's history.
FO300030182	Be sure and bring me anything you find along those lines. I'd be happy to compensate you once again.
FO300030183	Sure, sure. I'm working on it. Really.
FO300030184	Where did you say the Failsafe was?
FO300030185	The abandoned house. Keeps that one to himself, he does. That's where it is. That's why he doesn't want us in there.
FO300030186	There's nothing in that house. You're lying, or crazy, or both.
FO300030187	It's there, I tell you! He hides it, like he hides himself. You've got to find a way to draw it out. He knows how to do it, but he'd never tell you.
FO300030188	Did you look? Did you really look? You can't just look with your eyes, you know.
FO300030189	Look at Braun. You think he really looks like that little girl? He hides things. Confuses them. You have to find a way to find it.
FO300030190	Just leave me alone. I'm busy.
FO300030191	How come you're the only one who seems to know this?
FO300030192	You've got to find that failsafe!
FO300030193	Well, I guess it's time to find out. I'll go there myself.
FO300030194	The Brotherhood simply cannot spare the resources necessary to investigate the area. Perhaps you may be more successful.
FO300030195	If you do find anything, please return here so that we may decide on how best to proceed.
FO300030196	No thanks, I think I'll hold onto it.
FO300030197	How very disappointing!
FO300030198	Such a shame, I was hoping to add it to my collection.
FO300030199	Oh, very well. If you reconsider, you know where to find me.
FO300030200	I assure you no one else in the Wasteland will pay you more, but I respect your decision.
FO300030201	Sounds like a deal. Here you go.
FO300030202	You drive a hard bargain, but it's worth every cap.
FO300030203	Will you give me 100 caps for it?
FO300030204	Thank you very much!
FO300030205	Sounds like a deal. Here you go.
FO300030206	You drive a hard bargain, but it's worth every cap.
FO300030207	Will you give me 125 caps for it?
FO300030208	Thank you very much!
FO300030209	MS11SimmsMurderedSay
FO300030210	Gob!
FO300030211	Well, that's been a long time coming. Good riddance.
FO300030212	We don't have time for this! Trust me, security doesn't know about the tunnel. Just my father -- and me.
FO300030213	Maybe this pistol I stole from my father will make you feel better. Go ahead, take it, and then let's get out of here.
FO300030214	That sounds awfully complicated. Why can't I just get out the normal way?
FO300030215	My father's not stupid. He's sealed the door to the exit to prevent anyone else from escaping.
FO300030216	The tunnel is the only way out! You're just going to have to trust me.
FO300030217	Oh, one more thing. I stole my father's pistol. I hope you won't need it, but you'd better take it just in case.
FO300030218	Sounds like a good plan. Let's get out of here!
FO300030219	Oh, one more thing. I stole my father's pistol. I hope you won't need it, but you'd better take it just in case.
FO300030220	I know how you feel. I lost my Dad.
FO300030221	<whimper>
FO300030222	Want to come with me? It's dangerous out here all alone.
FO300030223	<pant> <pant>
FO300030224	Don't worry, boy. You get used to losing people out here.
FO300030225	<whimper>
FO300030226	<bark!>
FO300030227	Hold still, boy. This Stimpak should have you feeling better soon.
FO300030228	<whimper>
FO300030229	Sorry, Dogmeat. I don't have any Stimpaks for you right now.
FO300030230	<whine> <whine>
FO300030231	Bad, Dogmeat! Very bad!
FO300030232	Mutts that don't shut up get eaten. See if I'm kidding.
FO300030233	<growl>
FO300030234	Been a while since I tasted dog meat. Now, play dead. Forever.
FO300030235	<growl!>
FO300030236	Looks like you've got some fight left in you, yet. That's a good sign.
FO300030237	<bark!>
FO300030238	What's the matter, boy? Lose your master?
FO300030239	<bark> <bark!>
FO300030240	You know, I think you're the first dog I've met that didn't try to eat me.
FO300030241	<bark> <bark!>
FO300030242	Shut up, mutt.
FO300030243	<bark> <bark!>
FO300030244	You're pretty friendly, aren't you, boy?
FO300030245	<bark!> <bark!>
FO300030246	Good teeth, strong claws. You're a fighting dog, aren't you?
FO300030247	<bark> <bark!>
FO300030248	Dukov has a special key. Get it for me and I'll take you to Rivet City.
FO300030249	FFsuperDuperMartTOPIC
FO300030250	Stay here, boy. Don't move until I come back!
FO300030251	<whine>
FO300030252	In that case, just die.
FO300030253	<growl!>
FO300030254	Okay, I'll leave. You stay here.
FO300030255	<whimper>
