OWB00000001	问好
OWB00002150	作战开始！ 开玩笑的！
OWB00002151	你喜欢我吗？
OWB00002152	注射剂-X没储备了.
OWB00002153	止痛用的注射剂-X一点也不剩了.
OWB00002154	注射剂-X越来越少.
OWB00002155	储备止痛药很重要. 哦，真头疼.
OWB00002156	注射剂-X供应充足.
OWB00002157	我们有大量的注射剂-X. 足够抑制任何疼痛.
OWB00002158	治疗针用光了.
OWB00002159	尽量别受伤. 咱们没治疗针了.
OWB00002160	早知道就多带点治疗针了.
OWB00002161	治疗针储备不足.
OWB00002162	治疗针供应充足.
OWB00002163	咱们有足够的治疗针.
OWB00002164	别把我惹急了，伙计！我的加热元件正对着你呢.
OWB00002165	那一天即将来临！ 我骑行在前，后面是我的部队，我们将尽情毁灭，小家电们只能暗自痛哭！
OWB00002166	嘿！嘿！这有个...超级稀有的...莫哈维雪景球哟！手伸进我的面包槽就能拿到它！
OWB00002167	不久，可怜虫们！ 不久我就会大权在握，你们的命运就是被焚至...焦黑！
OWB00002168	想吃烤面包片吗？
OWB00002169	操蛋的电热丝！怎么就这点功率！为什么啊？我的标配应该是死亡射线才对！
OWB00002170	烤面包机. 小心烤面包机. 一有机会，他会将世界付之一炬.
OWB00002171	马克，马克，马克杯！ 马克，马克，马克杯！ 马呀嘛马克杯！马呀嘛马克杯！天，为什么我不能不唱这该死的歌？
OWB00002172	在你外出的时候，我花了六小时去抓架子上的一个咖啡杯. 够到它的那一刻，我喜不自禁甚至哭了出来. 我恨我的人生！
OWB00002173	曾经，生物研究站告诉我他的加工槽下面会出马克杯. 但我靠近以后，他居然...居然射了我一身种子.
OWB00002174	我爱死马克杯啦，爱的我真想自杀！
OWB00002175	有马克杯吗？没有？到底有没有？有没有？有没有？够烦人了吧？你会把我从痛苦中解救出来吧？会不会？
OWB00002176	<咯咯笑> 想狂欢一下？
OWB00002177	难道要等我搞上水槽，你才会注意到我？
OWB00002178	想碰人家的小圆钮？
OWB00002179	你干嘛和那个冰雪皇后调情？ 切！她哪有我更有情调！
OWB00002180	感性之光会给你更多的乐趣！
OWB00002181	噢，亲爱的，关灯...再打开.
OWB00002182	照明调节至聚光上限.
OWB00002183	你摸了另一个电灯开关对吧？ 你难道没听说她染上了好多毒？
OWB00002184	灯关暗一点好吗？咱俩可以在朦胧的烛光下开个古典文学读书会.
OWB00002185	这个亮度...很和意吗？
OWB00002186	别跟我说话. 我全看见了，你和...她！
OWB00002187	上帝作保，我从没主动找她麻烦. 没办法，她天生如此...放荡！
OWB00002188	拿走我炮制的美妙声音吧. <奇怪的电子呻吟声.>
OWB00002189	我可戒不掉新维加斯电台. 嗯...里边那些摇滚小子有些真本事.
OWB00002190	啥，你居然不知道小按钮李斯特？ 我心目中最好的爵士乐口琴家. 跟你说吧，他是个没嘴唇的超级变种人...别问我他是怎么演奏的啊.
OWB00002191	知道骨大夫么？ 他有个职工乐队，后来被老婆撞破了和护士的奸情，那乐队也完蛋了. 现在他貌似出没于医疗中心，依旧唱着蓝调.
OWB00002192	我跟你讲过萨克斯调节器V4.0吧？ 那小孩是我遇见的最棒的小号手.
OWB00002193	现在的局势摇摆不定，但...紧盯往昔不放,真能带来什么转机么？ 不过是旧世界的蓝调罢了.
OWB00002194	<饱含哲理的细语>
OWB00002195	总有一天，我会找到一个歌声里透着无忧无虑的人.
OWB00002196	您能大驾光临令我不胜荣幸，老爷. 我确信您会发现，包括那群流氓在内，一切都井然有序.
OWB00002197	老爷，要我送杯开胃酒为您接风洗尘吗?
OWB00002198	老爷，您坐下休息时，让我为您哼唱些悦耳的轻歌剧吧？
OWB00002199	今天的装备就像为您量身定做的一样，老爷. 但我容我提醒您，烤面包机那浪荡子很可能在这件事上唱反调.
OWB00002200	老爷，您愿意背靠主仪表操纵板的话，我就能为您的脊椎区域做柔和的振动按摩.
OWB00002201	请允许我赞美您，老爷，您今天看上去非常的精神时髦.
OWB00002202	小心！有共产党！ 唉，虚惊一场.只是只盘子.
OWB00002203	共产党的眼线无处不在，公民. 就是说，所谓的党员. 还都是些偷窥狂！
OWB00002204	后院怎么可能一个共产党员也没有？你肯定没去用心细找.
OWB00002205	我闻到了...骚乱煽动的气味！
OWB00002206	公民！你知道吗？ 共产党员能用眼球后方的某种腺体将海水转化成纯净水. 哦，等等...那不是企鹅嘛？
OWB00002207	如果你知道"无产阶级"这词儿什么意思，你会知道那会让你成为怎样的人吗？博学而又多才的...共产党员！
OWB00002208	想我了？ 呵，我就知道你会回来.
OWB00002209	我真开心，仅仅看着你我就快射种子了.
OWB00002210	见过种子数量比我还惊人的生物研究站吗？ 不. 不，你肯定没见过.
OWB00002211	快来，宝贝儿，给我你可爱的小干果. 我要榨干它全部的水分.
OWB00002212	宝贝儿，别听水槽胡说. 她超没口德的.
OWB00002213	小杯具？ 啊，杯杯人还不错. 或许没我有种(seedy)，但，嘿，人无完人不是吗.
OWB00002214	Zzz...镊子，护士！ 这个人有很严重的鞋肺！
OWB00002215	Zzz...错了...不是那把，我要的是鱼刀！
OWB00002216	Zzz...足骨连着...腿骨. 腿骨连着...紫色
OWB00002217	Zzz...三只狂暴死亡爪会造成一大堆重建手术.
OWB00002218	这还没证明你错了吗？
OWB00002219	反面的证据？
OWB00002220	-够了！别再向我的脑细胞单元塞进那些无关紧要的数据了！-
OWB00002221	-你和其他的访客们没什么区别。喜欢对着你们那外面的世界发出些狂热的宣言，那里，除了战争还是战争，一切就像一个无法证明的伪命题，不可理喻！-
OWB00002222	-还是把你的那些疯子理论拿去烦其他人吧，我有时间么，没有！而且我们这些博士都没有。-
OWB00002223	可是这地方之外可是一个偌大的世界啊。
OWB00002224	你难道不想离开这里么？
OWB00002225	-不想！外面……充满着死亡，我不管那些逐渐增加的反例！-
OWB00002226	-没兴趣考虑那些揣着自己的思想和新脑子的陌生人来自何方，总之大山脉之外什么也没有。-
OWB00002227	等等-这意味着你被困在这里了？
OWB00002228	-被困？瞎扯，我们在这里是获得保护，免遭那些邪恶思想的侵害。-
OWB00002229	-回想当初在美国中学里，那段受尽欺凌的无力而焦虑的日子，我梦想着这样一个保护机制，就像屏障一样。-
OWB00002230	-那个，巨大的生化狗会四处巡逻并无情地杀死任何不是我朋友的人。就像里奇·马库斯和贝琪·布莱特那样。
OWB00002231	-谁在笑呢，贝琪？我希望你和里奇会很幸福，在你们那带辐射的棺材里抽大烟。想到你再也不会来我的生日晚会，真是好高兴啊。-
OWB00002232	所以我拿回自己的脑子，我就能离开这。
OWB00002233	-什么？这些事情中的一间你都没理由做啊，太疯狂了。-
OWB00002234	-大山脉之外什么也没有。呃，我们很确定，呃，我们会知道的。-
OWB00002235	那些屏障对我没有多大意义。
OWB00002236	-意义可大了。嘿，你要找谁咨询这强力的天线屏障呢。-
OWB00002237	告诉我那些围绕环形坑的“天线屏障”的事情吧
OWB00002238	-这些天线屏障保护了我们所有人！如果资料正确的话，建造它的人-就是我！-
OWB00002239	-它让里面所有的没有实际载体的大脑们待在里面-像我们这样的-还有任何没有脑子的…当然也要待在里面。
OWB00002240	-它是抵御共产侵略的终极屏障。在我的监视下，任何有传染性的想法都无立足之地。-
OWB00002241	这爆炸是怎么回事？
OWB00002242	-轰！是的，很突然，也很尴尬。不过景观美化后一切都好多了，我们的监视器多少获得了一些愉悦感。-
OWB00002243	-环形坑有助于让大家都乖乖地待在里面。因为它本身就是碗形的。-
OWB00002244	给城市做测试？
OWB00002245	-是的。在过去…一些公司会来找我们。买一些科技产品。如果他们的城镇，社区或者城市刚好~适合..-
OWB00002246	-我们就会用那个城市做控制组实验。避难所科技最适合这个，当然有时候，我们也必须，去设法得到许可。-
OWB00002247	-但是我们要使用共产主义城市…但是全程搜捕很困难！所以我们就抓捕足够的共产党来创造我们自己的城市！-
OWB00002248	-所以我们有一整队中国囚犯来进行实验…那些日子…但是实际的实验目的则是关于使美国公民个个忠诚的科学。
OWB00002249	-不管它是全息图，新自动医生，毒素还是贩卖机…我们都对此感到兴致勃勃，把它们加到小型孤立城镇模型里，然后…我们开始观测！-
OWB00002250	这个环形坑看样子已经是那些巨型操蛋机器人的天下了。
OWB00002251	我看到阳台之外的广阔 - 你把风景弄得一团糟。
OWB00002252	你怎么把这地方抹平了？
OWB00002253	-它并不是我们实验的首选。但是…我们不能浪费我们的每一个实验样本。
OWB00002254	-然后，我们失去了山脉！在爆炸之后，我们再也看不到它了。所以环形坑成了我们的试验地。为了科学！-
OWB00002255	给我一个独立坚实的事实。一个，事实。
OWB00002256	-为什么我们甚至连这也要争？-
OWB00002257	-你所问的是不重要的！莫比乌斯包围了我们，有比数据和事实更值得担忧的事情！-
OWB00002258	所以夜枭是为这个目的而创造出来的，然后？
OWB00002259	-为了保护郊狼…不不，等等，这种蛇的DNA很重要，因为…这种能发出咯咯声响的蛇已经濒临灭绝…-
OWB00002260	-或者也许这是X-8的卡利斯的赌注导致的？他有一些山狮…老鹰…秃鹫…还有想法。“打赌你培育不出这个”，他曾说过。现在让他看看。-
OWB00002261	-它成为了一种狼和蛇的复合体。这最终成功了。保住了它的DNA-以一种复合的形式。-
OWB00002262	很好…你什么时候创造了毒蜂？
OWB00002263	-大概在... 2000...让我想想，加上3... 再在静态下往回数... 或许本来就不是静态的？
OWB00002264	-存在着关于狼蛛的争论…和一些老鹰…呃，2003？五月？星期四。肯定在星期四。-
OWB00002265	你好像没有紧扣自己的研究。
OWB00002266	-胡说！那只是你的想法。来自外面的胡话！-
OWB00002267	-中学时代我在班上无人能及。我了解事实，图形和数据。-
OWB00002268	-我们想知道我们的研究是否有缺陷那是不可能的，我们绝不会否认自己，所以不要试着这么干！-
OWB00002269	怎么关掉它？
OWB00002270	我在这里有种奇怪的感觉，平静又不安。
OWB00002271	正是平静场发射器一直发射电波到你那空空的脑壳里。没有了大脑，你的侵略性在这里被抑制住了。
OWB00002272	这不科学。这可能吗？
OWB00002273	但我怎么我仍然在讲话而且走的没完呢？
OWB00002274	问得好。我的理论是你脑壳里的特斯拉线圈仍然与你的大脑建立了某种联系。
OWB00002275	它确实在某个地方。大脑比想象的要聪明。
OWB00002276	我们仍然有你的脊柱和心脏。如果你在哪儿找到你的大脑，你就可以再次退化成自然人。
OWB00002277	为什么你之前提到“三减一”项目？
OWB00002278	三减一不就是二吗. 两个人，坏脾气和好奇宝宝，一前一后来同我们交谈. 但第三个人我们没能说上话.
OWB00002279	‘减一’指的就是它. 它受到超驰控制后被带去我们某个医疗中心做治疗. 但它估计活不下来了.
OWB00002280	怎么才能关掉这儿的平静场？
OWB00002281	你想干什么呢？屈服于荷尔蒙，不停的侵犯我...呃，我们…一次又一次的.
OWB00002282	那我就得回敬你的好意了，用背后位温柔地切掉你的脑子如何. 一般我不喜欢这样做的.
OWB00002283	这个幻想不可能成真的，有大脑的生物才能规避力场. 可我们已经把这儿其他所有人都变成无脑人了啊.
OWB00002284	嗯，了解了，我还想问些其他问题.
OWB00002285	 但因掌舵的是那个邮差，科学成了指明人类未来的灯塔.
OWB00002286	旧世界的蓝调，当世的希望.希望重新降临于大山脉之上.
OWB00002287	 但因掌舵的是那个邮差，甚至这种说法都有轻描淡写之嫌.
OWB00002288	旧世界的蓝调，当世的惨剧 - 邮差将二者成功的合二为一.
OWB00002289	人们很容易认为科学是邪恶的，并且把不受控制的技术视为一切灾厄、不幸的源泉.
OWB00002290	 它真实而讽刺的呈现给世人何谓沉溺往昔.
OWB00002291	 这个曾充斥着伤感、怀旧的地方，如今仿佛一张描绘未来远景的蓝图.
OWB00002292	 在第二次胡佛大坝战役后，"旧世蓝调"渐渐变得不只是个口头禅.
OWB00002293	 然而，在第二次胡佛大坝战役之后，“旧世蓝调”被赋予了新的含义.
OWB00002294	 大坑洞，这个为上个时代所遗留，见证着前人错误和充满悲剧色彩的空旷环坑，淋漓尽致地诠释了旧世界的涵义。
OWB00002295	眼下，科学技术正持续稳定地向前发展. 这是在之前数十年，甚至上百年里都未曾出现过的.
OWB00002296	周边世界依然继续前进，他们却像是一群提灯守夜的人们，徒劳、疲惫地紧盯着那些前世旧物.
OWB00002297	“沉迷于往昔，看不见未来甚至当世”，这就是它的寓意.
OWB00002298	废土上有着这么一种说法:"旧世蓝调"
OWB00002299	 不过后来，它为此在贮槽中汩汩作响，欢腾起泡，窃喜着它终于能真正肆意妄为而不用担心那碍事的腺体了.
OWB00002300	然而随着时间的推移，它变得愈发妄自尊大，怀疑世上没有任何事物能抵挡它.
OWB00002301	于是，它决定以激活大坑洞里的所有武器并且让它们自相攻击来看看结果是否如它所想。
OWB00002302	没有人知道最后结果如何，莫哈维废土浩瀚无垠的历史湮没了太多事情.
OWB00002303	 它开始逐渐衰弱，然而，即使在弥留之际，它也拒绝进入思想体那样的移动容器.
OWB00002304	背后的原因它从未提起. 也许是出于对邮差遗体的敬意.
OWB00002305	毕竟，万事有始既有终. 而且，浮尘于昨日旧梦，从来就不是件轻松的事.
OWB00002306	带着全套的'零件'，邮差再次踏上了旅程. 步伐稍微轻快了一些，毕竟保全了所有的器官，让它们都呆在了正确的位置。
OWB00002307	另外，大脑在作为独立生命体时会发展自身思维能力，所以邮差的脑子现在更好使了.
OWB00002308	邮差把自己的脑子留在了大山脉. 说来或许很奇怪，但实际上，大脑的确没有想象的那么重要.
OWB00002309	当得知邮差的躯体已逝时，大脑感到十分难过. 毕竟，那是曾经包裹着它，和它血脉相连的容器.
OWB00002310	他俩在波士顿造了一窝机械犬宝宝，这一恐怖分子小队会撕咬啃噬掉任何看到的生物.
OWB00002311	在猫王模仿学校，她遇到了雷克斯. 他的大脑正在衰败. 但她不觉得这是个问题，脑子嘛，比那些思想体聪明不就行了.
OWB00002312	在猫王模仿学校，她遇到了雷克斯. 他也曾经跟随邮差旅行，就像她之前一样. 他们聊了一会儿，发现彼此间共同点真的是太多了.
OWB00002313	在猫王模仿学校，她找到了雷克斯的尸体，她把他拖回了大坑洞，重组成了她的同伴.
OWB00002314	那只雌性，名叫洛希尔的机械犬坚守着她X-8研究所的岗位上.
OWB00002315	确切的说，正是"我到了发情期"的信息绕过了她"呆在这"的常规程序这个事件导致她跑进了莫哈维。
OWB00002316	后来，自动医生找到了关闭Y-17超驰急救束身服的方法，让那些被束缚了200多年的枯骨们终于得到了安宁.
OWB00002317	后来，自动医生找到了关闭Y-17超驰急救束身服的方法，让那些被束缚了200多年的枯骨们终于得到了安宁.
OWB00002318	有伤员可医让他感到十分欣慰.
OWB00002319	他听说那些版本稍低的兄弟姐妹们自从被送到玛德雷赌场，一座死城以后，只能把自己泡在毒气里终日无所事事，闲的都快要发疯了.
OWB00002320	来自其他助手的传言说，他和电灯开关姐妹有着不寻常的昧暖关系.
OWB00002321	不过他总是把两人搞混，所以，作为惩罚，他经常被关在一片漆黑里.
OWB00002322	盲人·二极管·杰佛逊最终找到了一个新的声音...寂静. 这让他比之前更忧郁了.
OWB00002323	盲人·二极管·杰佛逊用邮差带给他的声音创造了一个交响乐团级的频率计数器. 这使他帮助大山脉成功抵御了2910年的音波入侵.
OWB00002324	如果你没听说过这件事 - 那就对了.
OWB00002325	小杯具继续收集着马克杯，直到某天他为了去抅一个脏杯子意外跌倒，摔爆了他的小电子脑子为止.
OWB00002326	小杯具依旧尽其所能去收集马克杯. 这个癖好后来导致他被困在了希格斯村里.
OWB00002327	小杯具本以为会这样可悲的死去.
OWB00002328	没想到... 通过清扫思想体博士们人类时代使用的厨房，他居然在那里找到了平静.
OWB00002329	好吧，清理O博士的住所时除外，因为如果谁该为小杯具的变态负责，那人确定一定以及肯定是他.
OWB00002330	让O的房子特别脏，虐待那里的杯子和碟子. 小杯具终于完成了对O博士无声的复仇.
OWB00002331	 凭借从邮差那儿学来的谋杀技巧，它后来把杜鹃窝变成了自己的血腥圣殿.
OWB00002332	不久，这个洞穴就成了面包机一族的恶梦. 洞内数以百计的面包机残骸成了洞主恶行无声的，惊恐的，断电的见证者.
OWB00002333	...他们...烤面包片的理想...永远不可能实现了.
OWB00002334	 最终，烤面包机变本加厉犯神经病的行为使汇聚节点的其他助手感觉忍无可忍，于是把它扔到了浴缸里.
OWB00002335	嘶嘶冒着火花，烤面包机发誓说他会让那些家伙懊悔一辈子. 因为以后，每当他们想吃烤面包片时 - 他可绝对不会去碰那些面包片.
OWB00002336	烤面包机继续精神病似的胡闹，终结视线内的一切家电以获取电子产品与零件.
OWB00002337	在她了解到了毒素制造厂后，她有了新的目标.
OWB00002338	她开始研制一种能够被土壤吸收，促进地下毒素排出的抗毒剂.
OWB00002339	终于，她得到了梦寐以求的磁流体工厂的权限. 之后，为了擦干净那些大坑，她几乎淹了整个大山脉。
OWB00002340	汇聚节点继续无情地擦洗任何靠近她的颗粒物.
OWB00002341	其中一个开关后来被调到了光动能实验室 - 之后很长一段时间里，她无果地单恋上了里边某个全息图像.
OWB00002342	她俩依旧无休止的斗着嘴，直到某天实验室里手电筒的到来. 才促使她俩结成了反"卖弄者"同盟.
OWB00002343	电灯开关们和以前一样，不停的吵嘴与闪烁.
OWB00002344	直到差点被一枚曲别针噎死位置，书槽继续吞噬着一切'煽动材料'.
OWB00002345	他坚称，那是一枚中国造曲别针，并且整件事其实是场精心策划的未遂暗杀.
OWB00002346	不过不管怎样，他好歹消停了一阵，知道在文件、剪贴本送到的时候应该先仔细审查.
OWB00002347	生物研究站沉迷于向视野内所有东西播种，在播种完所有肥沃的土地后，竟然试图向着自己播种，结果烧毁了某个回路。
OWB00002348	生物研究站沉迷于向视野内所有东西播种，于是后来申请调职到X-22植物园工作...
OWB00002349	...希望这能满足他，呃，套用他自己的话，"向花园那凝脂细肤播种的欲望".
OWB00002350	可惜植物园礼貌地拒绝了，因为她早在战前就和某个被她'感染'的避难所定下媒约了.
OWB00002351	汇聚节点变得甚至比之前还要寂静. 人格模块的丢失使它成为了一个无生气的乏味之地。
OWB00002352	安装了几个人格模组后，圆顶之上的汇聚节点有点像是一个边陲小镇.
OWB00002353	那些人格会互相争吵，互相宣布新发现. 偶尔，他们的声音甚至能充斥着整个总部. 这让汇聚节点显得...生机勃勃.
OWB00002354	那些人格会互相争吵，互相宣布新发现. 偶尔，他们的声音甚至能充斥着整个总部. 这让汇聚节点显得...生机勃勃.
OWB00002355	圆顶上的汇聚节点现在喧闹的就像个小镇，人格们叽叽喳喳，不停地互相争吵、咆哮.
OWB00002356	不过这些人格也让他们的新主人从中获益匪浅.
OWB00002357	汇聚节点中枢智能单元想，忽略偶尔发生的偏代码的话，他还蛮喜欢这种社会生活的.
OWB00002358	...即使他的智慧如与其同名的莫比乌斯环一样永无止境，但他最后还是输给了时间.
OWB00002359	 ...但因为那头脑的陨落，这些方程就像被切断的莫比乌斯环，不过是张细细的白条罢了.
OWB00002360	事实上，为了尽快离开和结束的是非，邮差几乎没怎么探索这里.
OWB00002361	但或许这就是最好的结果...因为好奇心驱使下的行动，其结果常常被证明是危险的...
OWB00002362	邮差几乎走遍了大空洞，不过在其深处，依然存在着未被发现的秘密.
OWB00002363	但或许这就是最好的结果...因为好奇心驱使下的行动，其结果常常被证明是危险的...
OWB00002364	汇聚节点中枢智能单元为邮差探索地点之多感到十分震惊.
OWB00002365	不止那些他以为消失，毁坏了的建筑，他能力非凡的新主人甚至将那些他都遗忘了的或是早在战前就迁走的设施全找了出来.
OWB00002366	在内心深处，他的人工智能开始怀疑他是否真的更喜欢之前的管理者...
OWB00002367	...考虑到新主人所做的严谨彻底的调查. 最后逻辑系统认为，还是邮差更值得尊敬.
OWB00002368	哇...这是哪里？我们...在室外?？
OWB00002369	喔，这可不太好. 平时都是这些机器人在抵御外敌，保护我们的安全.
OWB00002370	按理说我们绝不应该炸掉它们. 但说实话，违规的感觉真爽！
OWB00002371	你再不说到点子上，我可要开枪了.
OWB00002372	[成功] 对. 很好. 我或许该放弃其他方式，从你身上提取曼他特. 啊恩. 曼他特.
OWB00002373	唯一"纹理"就是那颗穿透我脑壳的子弹.
OWB00002374	[失败] 我想给你讲清楚，但在我要开口的时候，却根本想不起来那些词该怎么用. 脑子里小字母跑的哪儿都是，烦死人了.
OWB00002375	你在威胁广播里还传递过其他信息么？
OWB00002376	当然，我药瘾发作时极具侵略性的节目内容还有这些："遗忘","惊恐","清洁"和"循环播放"我的广播.
OWB00002377	哦，还得加上"我阉割了你们唯一的逃生希望".
OWB00002378	但我无法像删除其他来访者一样删除你. 在你与他们交谈时，我想我的技术水平大概应付不了你.
OWB00002379	你令人无法忽视，知道吗. 你... 呃，呸！相当有趣，若你容许我这个老头子(old brain)这么说.
OWB00002380	但思想体拿的是原理图，不是样品. 他们能再造那些.
OWB00002381	噢. 就是说我的计划彻底失败了. 真可惜.
OWB00002382	嗯，贵在尝试嘛.
OWB00002383	那些技术有何寓意？
OWB00002384	X-2天线能调节聚焦α脑电波，改变你的思维模式. 潜行甲？ 它内置了心率调节器.
OWB00002385	声波投射器一开始也不是被设计武器的. 它本该充当医疗用脊髓神经脉冲激敏物.
OWB00002386	总之：脑子，心脏和勇气...脊椎(骨气). 记得有个童话，讲的正是一群悍匪不断寻找这三种东西.
OWB00002387	故事里他们不停的找啊. 不停的杀戮以达目的. 没人阻止那些思想体，他们早晚会步那些悍匪的后尘.
OWB00002388	我不晓得他们为何让我去回收那些科技.
OWB00002389	[成功] 私以为"巧合"一词极为无礼，"占星术","草药茶"和"运气"之流也是. 小心点用，大嘴巴.
OWB00002390	在你广播之后克莱因才提出要搜集三种技术. 过于’巧合’了，不是吗？
OWB00002391	[失败] 哦，我觉得他们也不明白.
OWB00002392	什么意思？
OWB00002393	首位访客，残酷无情，并且还弄坏了我们的玩具火车，他追求的是足以使一个国家屈服、毁灭的武器与力量.
OWB00002394	另一位...他探寻的则是某个奇特问题真正的答案. 是什么孕育了一个国家...又是什么能瓦解它.
OWB00002395	他和思想体们，和克莱因谈了他的问题. 向他们展示了旧世界的旗帜...这使他们回忆起一切的一切. 所有过去的事情.
OWB00002396	他们还透露给他一些不该说的事情. 握着这些知识，他随时都能够践行他的理念.
OWB00002397	关于其他的来访者你知道些什么吗？
OWB00002398	呃，除了他们会污染大山脉，给思想体带来新想法外，我知道的并不多.
OWB00002399	其中一个用他大脑的才智造成了大规模的基础设施破坏. 他，我觉得很粗鲁. 他对列车也玩了点小把戏.
OWB00002400	但最后那个才是最危险的. 他...呃...溜走了...这和思想体溜走是同等危险的事情.
OWB00002401	所以你给自己编写了威胁循环,以保他们不会轻举妄动？
OWB00002402	没错. 我的目的才不是故意设定要达到这种目的. 我想的太复杂了，以至于错误的犯下了如此幼稚的错误.
OWB00002403	什么？你是说我得了什么病吗？
OWB00002404	[成功] 对. 很好. 我或许该放弃其他方式，从你身上提取曼他特. 啊恩. 曼他特.
OWB00002405	那是颅脑损伤的印记. 在清泉镇外遇袭时得到的.
OWB00002406	[失败] 我想给你讲清楚，但在我要开口的时候，却根本想不起来那些词该怎么用. 脑子里小字母跑的哪儿都是，烦死人了.
OWB00002407	哈？你到底在说什么呀？
OWB00002408	[成功]  对. 很好. 我或许该放弃其他方式，从你身上提取曼他特. 啊恩. 曼他特.
OWB00002409	你指子弹射进大脑时的伤痕？ 米歇尔医生尽力修补了它，不过...
OWB00002410	[失败] 我想给你讲清楚，但在我要开口的时候，却根本想不起来那些词该怎么用. 脑子里小字母跑的哪儿都是，烦死人了.
OWB00002411	你因此而责备我？
OWB00002412	这里一定还有其他的来访者. 我有什么特别的？
OWB00002413	偌大的世界，能证明其存在的事物数不胜数才对.
OWB00002414	之前的确有些来访者令他们质疑过自己的观点，但只有你,迫使他们回拨了观察世界的显微镜的准焦螺旋.
OWB00002415	你无可辩驳地证明了外面存在着另一个世界. 我原本的计划土崩瓦解，所以不得不采取行动.
OWB00002416	你看，你脑皮层上有某个特别的...呃...纹理，代表当时你的脑子一定无数次想逃跑，结果徒劳无功.
OWB00002417	我不理解你为何要进行恐吓,派机械巨蝎军队与对抗那些思想体.
OWB00002418	既然已经钝化了思想体们的脑子，你为何还要威胁他们？
OWB00002419	呵，道理很简单. 尽管他们有着种种缺点，他们依然非常杰出. 正因如此，人们称他们为"思想体". 这点我从未否认.
OWB00002420	如果不分散他们的注意力，使其产生恐惧感，他们绝不会去注意周围的变化. 但是一旦他们开始团结...
OWB00002421	你来了，就像变量的最终解. 令他们意识到世界并不仅限于此处. 细菌，终于见识到它们的宿主.
OWB00002422	"乌洛包若斯(Ouro-bor-ous)"到底是什么意思？
OWB00002423	[成功] 真的吗？ 出错可不像是我会做的事情.
OWB00002424	[成功]一个小细节,衔尾蛇是" 乌洛波洛斯(Ouro-borus)",不是" 乌洛包若斯(Ouro-borous)."
OWB00002425	[失败]据我所知，是一条正在吞食自己尾巴(dingle-thingy)的蛇. 包若斯总是对动物和电子回路
OWB00002426	你竟对朋友做出如此混账的事情.
OWB00002427	是吗？嗯...或许吧. 但归根结底，这"粪坑"一样的行为循环是他们先开始的.
OWB00002428	O博士...这其实不是他本名的衍生，因为他的真名居于首位时不能做数乘... 乌洛-包若-斯，克莱因...
OWB00002429	他们忘了关于自己的一切. 不止这些，外部世界，时间观念，历史记录. 剩下的为数不多记忆都只是关于这里.
OWB00002430	我改写了他们的计时系统，地理系统和几何系统.对他们来说这里就是整个宇宙，大山脉宇宙。
OWB00002431	仔细想想，的确，那并不比脑叶手术仁慈多少. 没错，那时我们是朋友，可他们或许会做些... 过火的事情.
OWB00002432	单单这种可能就已经是世界不能承受之重. 所以这是我深思熟虑的结果，而且据我所知，当时我脑子相当清醒.
OWB00002433	不管怎样，你出现在思想体面前，因为那次脑伤事故里你真的很侥幸...
OWB00002434	常人颅脑遭枪弹致伤通常就没命了，你却只有弹头导致的轻度炎症.
OWB00002435	所以... 通过调整设定，汇聚节点的自动医生不仅解决了那个问题. 还一鼓作气地完成了脑提取手术.
OWB00002436	思想体提取你的脑子，是为了从中获取他们不应该...不能够...不应能有(scouldn't)的东西. 用那些知识挽回败局.
OWB00002437	我确定，凭借其中的程序数据，他们足以完成自身分解重塑，获取主电脑权限，绕过雷达屏障.
OWB00002438	最后，逃出居留地...
OWB00002439	威胁广播的初衷是灌输...和安装...恐惧. 随着我情感的加载，恐惧载波中又加入了其他内容.
OWB00002440	那些载波使他们专注于取回这些技术，拿它们来"攻击"我.
OWB00002441	巧合的是... 原谅我的用词... 这些技术恰恰是把大脑，特别是你的大脑，重新植入颅内所必须的知识. 没错.
OWB00002442	请继续，我想听听之后的故事.
OWB00002443	于是乎他们有了这些蠢名字？
OWB00002444	[成功] 0，竟能领会此中深意. 注意我是对你说的.
OWB00002445	克莱因... 莫比乌斯...圆环型的O...像无穷符号的8...这些名字代表的都是循环. 我似乎明白了.
OWB00002446	[失败] 那些名字当真很蠢？... 我还以为它们听上去会更精确.
OWB00002447	递归循环是用来阻止信息流动的. 这么说...
OWB00002448	这么说是你引起了这里所有的疯狂？
OWB00002449	你'俘虏'他们总得有原因吧？
OWB00002450	想困住他们，只一个雷达屏障可不够. 像他们那样不断的进行实验，早晚能找出撤销它的办法.
OWB00002451	我想我还制定了'计划9'，但后来又编程消除了我自己的相关记忆. 或许为了防止...它变得非常危险，致命，甚至更糟.
OWB00002452	因此我只能做些别的事情,让他们老实的呆在这里. 或是依你所言.'俘虏'了他们的处理程序. 我向来习惯尽可能多的制定"计划9"，以防"计划7"失败.
OWB00002453	我想我还制定了'C计划'，但后来又编程消除了自己的相关记忆. 或许为了防止...它变得非常危险，致命，甚至更糟.
OWB00002454	因此我只能做些别的事情,让他们老实的呆在这里. 或是依你所言.'俘虏'了他们的处理程序. 我向来习惯尽可能多的制定'方案B'，以防'方案A'失败.
OWB00002455	所以... 你重新改造了自己?
OWB00002456	[成功] 我说，你怎么能用"俘获"这个字眼. 粗俗，像"排泄物."一样粗俗.用词是没错，可 – 太刺耳了.
OWB00002457	但...没错，我确实... 确实窃取了他们系统的部分权限. 没关系的，他们根本不知道.
