AAD00100001	GREETING
AAD00101347	Then the Mojave will fall, Bear will starve, its flag will burn. It's spent too long dying, the Long 15 will end it.
AAD00101348	What do you mean, "when it woke?"
AAD00101349	Machine couldn't speak by itself. Needed a terminal to access it... like the terminals in the silos here, or the machine with you.
AAD00101350	When it was connected, it started speaking. And the Divide answered.
AAD00101351	But what was it?
AAD00101352	It was a piece of machinery... military, holding memories, codes, maybe. When it woke, made these sounds... words.
AAD00101353	When it spoke, the Divide became fire, the ground... tore apart like the skies. Through it all, kept calling out - maybe calling for home.
AAD00101354	I don't understand why you didn't kill me in Primm.
AAD00101355	Promises to keep. 'Courier shall not kill Courier.' Always - let them live, spread the word.
AAD00101356	[Legion] You didn't kill me in Primm because you still thought I was Legion.
AAD00101357	Caesar's orders. Some time before I realized the why of it. Wasn't just you. All couriers.
AAD00101358	No telling how many were Legion. Maybe all of them.
AAD00101359	Wasn't sure about you. Until the Divide... all the NCR burning... that much death, it bears the mark of a Legion hand.
AAD00101360	But you killed like NCR. Like Hanlon, with mines, bombs... missiles. Killed Legion along with the Bear. Like a coward, kills from a distance.
AAD00101361	If you were Legion, then NCR beat you, the West changed you.
AAD00101362	You said you made a promise not to kill me. Why?
AAD00101363	Promises to keep. 'Courier shall not kill Courier.' Always - let them live, spread the word.
AAD00101364	What's our history? How do you know me?
AAD00101365	I knew of you, your name. Your road, to and from the Divide, what that meant for the Legion.
AAD00101366	We never spoke, knew you through your actions. Knew you'd walked the West as I'd walked the East. Learned different lessons.
AAD00101367	And I would never have discovered the Divide without you.
AAD00101368	I want to know more about this package I delivered.
AAD00101369	You know what it was. Had the symbols of America on it. New markings. From after the Great War.
AAD00101370	Thought it might be America come again. Promise of another future. Another flag.
AAD00101371	Before I go any farther, I deserve some answers.
AAD00101372	You've seen the Divide, walked it - farther than I thought you would. Not sure how much farther you have in you.
AAD00101373	If you need answers, speak. You've earned them... even if only you and I can carry them from here.
AAD00101374	If I have the answers, you've earned them.
AAD00101375	There's more I need to know.
AAD00101376	I... think they tell me... where you were. Things you did.
AAD00101377	[SUCCEEDED] They won't help you understand what happened here.
AAD00101378	And they won't help you understand me. Keep them, listen, study them - they won't help you here in the Divide.
AAD00101379	I've been collecting them. Listen to you talk about history enough, maybe I'll understand.
AAD00101380	[FAILED] Words lost to history. Wouldn't have left them on the road otherwise.
AAD00101381	So... what, they weren't that important then?
AAD00101382	[SUCCEEDED] Maybe not. Who's to say.
AAD00101383	You, perhaps. Found them, heard them after I cast them aside - maybe there was purpose in that.
AAD00101384	If they matter... if history matters... we'll see at the end of the road.
AAD00101385	You wouldn't have recorded those messages if they didn't matter to you.
AAD00101386	[FAILED] Words lost to history. Wouldn't have left them on the road otherwise.
AAD00101387	I found some recordings from you on the road.
AAD00101388	The tapes... didn't think those would be found... weren't worth the words anyway, not like I'd forget what happened.
AAD00101389	Had the tech from the Big Empty, recorder a woman gave me... on its last legs, didn't survive the road. Cast it and the tapes aside.
AAD00101390	If you heard them... they're of no consequence. Ramblings, reminders for a man who doesn't need them.
AAD00101391	You scavenge words. Things I have no need of, no history there worth recounting.
AAD00101392	Scour the Divide, claw at it for meaning - but my words will give you no answer.
AAD00101393	I want to talk more about your recordings I found here in the Divide.
AAD00101394	I was never a Legion agent.
AAD00101395	I know that now. Doesn't change what was done. The Legion who died here.
AAD00101396	Even if you were Legion, you would answer for those deaths by Caesar's law.
AAD00101397	I haven't listened to them all. If there's time, I will.
AAD00101398	As I said before... it's of no consequence. Never intended you to find them, never intended you to hear them.
AAD00101399	Questions in those tapes I still haven't found answers to. You won't be the one to give them.
AAD00101400	Then you learned the wrong message.
AAD00101401	Really. Who's to say the truth of it. You? No. You walked from this, turned your back on it. Now you and others will answer for it.
AAD00101402	I'll start with the West. Let that burn. Then... if the East falters after, I'll bring the Divide there as well.
AAD00101403	Burn away the flags. Begin again.
AAD00101404	You might not believe in nations. I do.
AAD00101405	[SUCCEEDED] Your actions have carried strength.
AAD00101406	[NCR] Even if you have no faith in the NCR, I do. My actions have proven it.
AAD00101407	[SUCCEEDED] There is conviction in your words, enough to rival a Legate, perhaps Caesar. You believe what you say.
AAD00101408	[Legion] The Legion is stronger than you know. If you would judge them, hear me first.
AAD00101409	[SUCCEEDED] Your actions have carried strength. More importantly, not for House, but for the families on the Strip.
AAD00101410	[Vegas] Even if you have no faith in Vegas, I do... and my actions have proven it.
AAD00101411	[FAILED] Words are not enough to bear the weight of your flag - if you follow anything at all.
AAD00101412	Speeches are things of NCR, words without strength. Your actions have shown nothing. Your flag will burn. The Mojave will follow.
AAD00101413	[NCR] You might not believe in nations. I do.
AAD00101414	[FAILED] You came from the West, walked there. You carry its sickness East to the Legion - and do not believe their cause enough to honor them.
AAD00101415	What I give the Legion is a swifter death than the disease you bring. You have not the strength to bear a Legion standard.
AAD00101416	[Legion] You might not believe in nations. I do.
AAD00101417	[FAILED] You serve Vegas ghosts, not the tribes Vegas devoured. House is not the people of Vegas - you have walked the Strip, yet have seen nothing.
AAD00101418	Your carelessness for the paths you walk - it has destroyed the city you serve. NCR will burn. Then the walls of Vegas will follow.
AAD00101419	[Vegas] You might not believe in nations. I do.
AAD00101420	[FAILED] Yet you follow nothing at all.
AAD00101421	You have walked the Mojave, let the shadow of flags fall upon you, yet walk carelessly, no allegiance. Your words - empty as your actions.
AAD00101422	[Rep] You might not believe in nations. I do.
AAD00101423	If you speak for the two-headed Bear, I'll hear your words. Even if I will be the only one to hear them.
AAD00101424	If you believe it should not die this day... then answer me why.
AAD00101425	If you feel I do not know the Legion's strength - then I will listen.
AAD00101426	If the ghosts of Vegas have come from behind their wall to speak for the West, I'll hear their words.
AAD00101427	If you believe that Vegas does not deserve to die as the Bear does... then answer me why.
AAD00101428	What makes you think this leads home?
AAD00101429	All roads lead back to one's home. Not your birthplace maybe, but home.
AAD00101430	This road leads nowhere. There's nothing in the Divide.
AAD00101431	Many in the Mojave think the Divide's nothing but canyon and storm. Wasn't always.
AAD00101432	There was life, a town, farther West... not talking about an Old World town like Hopeville... more recent. Something you saw in your lifetime.
AAD00101433	It had the name "the Divide," too. But rather than cracks in the earth, it was a road from the West into the Mojave, a supply line.
AAD00101434	Took a Courier to make that road. You. Back then, you saw the road with eyes facing East. This time... the Divide's in the other direction.
AAD00101435	And if your eyes try to make sense of it when you reach it... home's not what it was.
AAD00101436	You're not taking ED-E from me.
AAD00101437	If you think you can take it from me, try.
AAD00101438	The machine you brought is mine now, it's coming home. I'll reduce it to parts, just enough to function, to be aware of what's happening.
AAD00101439	ED-E's not going anywhere.
AAD00101440	What? ED-E?
AAD00101441	You gave it a name. What was it to you? Companion? Slave... weapon? All of that, nothing compared to its primary function.
AAD00101442	If you bomb the West and East... is this how things should end?
AAD00101443	[SUCCEEDED] History has proven this. Our history.
AAD00101444	You seek to use your own crimes to prevent mine. There... is a strange honor in that. Perhaps the shadow of the Bull does walk with you.
AAD00101445	The West, the East - they are not the Divide, and nothing you can do can prevent the missile's launch. Convincing me - changes nothing.
AAD00101446	There is no honor in murder from a distance, NCR or Legion. You know this from the Divide.
AAD00101447	[FAILED] You answer me with questions. Doubt. You were strong enough to come here - but not strong enough to speak for all the Legion.
AAD00101448	This is the ending they deserve... a flag is a thing of the people that gather to it, as are all symbols.
AAD00101449	You believe. Yet you do not see that killing a symbol with its own weapon carries justice of its own... just as it will when the East dies as well.
AAD00101450	Vegas earned its right to survive, its people don't deserve what's about to happen.
AAD00101451	[SUCCEEDED] History has proven this. Our history.
AAD00101452	And you think that you have this strength? Enough to hold up NCR, long enough so that Vegas may live again?
AAD00101453	Even if you speak for Vegas and its ghosts, nothing you can do can prevent the missile's launch. Convincing me - changes nothing.
AAD00101454	You told me once I gave life to the Divide. I can do it again, and give life to Vegas.
AAD00101455	[FAILED] No... your answer is not enough.
AAD00101456	They deserve what comes. Vegas is born of the corrupt, the  blind, lost, that gather to it. Without them... it would fall dark.
AAD00101457	You believe. Yet... you have been blinded by the wrong symbol. Let its light give you what strength it can... today marks its end.
AAD00101458	There still might be a way out of this - I just need time.
AAD00101459	We've already handled everything it can throw at us.
AAD00101460	The Divide? What do you mean?
AAD00101461	Our enemies gather outside... shadows of the Bear and Bull... they will have found their way in, just as you did.
AAD00101462	It was always my intention - in case I could not kill you, the Marked Men would flood this place, cut off your escape.
AAD00101463	If we cannot prevent what comes, then let us make our stand here. Two Couriers, together, at the Divide.
AAD00101464	Even if the missiles launch, and I die here  - if I can convince you, that's enough for me.
AAD00101465	It is... enough.
AAD00101466	I believe that one person can make... or break... a nation. You already know this.
AAD00101467	It may be... that as much destruction has been written in the earth here... you may build something else, as you built the Divide.
AAD00101468	You have spoken truly. There is a shadow of a nation behind you, the hope of a people... yet it may not matter. The Divide still stands against us.
AAD00101469	Well, I just said all that because I'm betting you have some way to stop all this.
AAD00101470	So... you resort to trickery. You were hoping that you could deceive me, reveal that somehow I can stop all this.
AAD00101471	Fire will rain on the West and the East, as intended, and the last words of the messenger of the Bull - nothing but lies.
AAD00101472	The West will burn, as intended, and Vegas will follow. The last words of its messenger, were not for the people of the city, but lies and deceit.
AAD00101473	Your nation will burn, as intended, and the last words of its messenger, were not for its people, but to beg for mercy.
AAD00101474	Because it should be given a chance? Its people don't deserve what's about to happen.
AAD00101475	[SUCCEEDED] History has proven this. Our history.
AAD00101476	And you think that you have this strength? Enough for all of NCR?
AAD00101477	The West is not the Divide, and nothing you can do can prevent the missile's launch. Convincing me - changes nothing.
AAD00101478	One can build a community, make it stronger. You saw it at the Divide, even blamed me for it.
AAD00101479	[FAILED] No... your answer is not enough.
AAD00101480	They deserve what comes... and should answer for it, as you should. The Bear is a thing of the people that gather to it, as are all symbols.
AAD00101481	You believe. Yet... you believe in the wrong symbol. Let it give you what strength it can... soon, it will be no more.
AAD00101482	Do you think I care if you fire missiles at NCR? Go ahead.
AAD00101483	You destroyed your own homeland. Seeing a nation burn? Didn't think that would matter any more to you.
AAD00101484	There's a strength in that... lack of attachment. Still, you're here now. If there's no more answers you want, then we'll end this.
AAD00101485	You can't destroy the West, even with all the missiles here.
AAD00101486	No need to destroy the Bear, just cut its throat.
AAD00101487	You taught me that at the Divide - only need to cut off the supply line, the road, to watch something greater die.
AAD00101488	I'll turn the Long 15 into miles of fire, cut off the Mojave. NCR will fall back, lose Hoover Dam... and leave their throats exposed to the Legion.
AAD00101489	< Topic Storage: End Sequence with Ulysses in Temple. Do not translate. >
AAD00101490	And knowing that you believe in the Bear's sickness and have given it strength... then that gives more reason to lay waste to your homeland.
AAD00101491	The sickness of the Bear already lies within you, even if you uphold the East. If there were time, I would let you kill the Legion.
AAD00101492	But no, the Legion will burn as well. Without the West to challenge it... its shore will be closer than before. It will feed on itself, die.
AAD00101493	Without NCR to support it, Vegas will fall to the Legion. That grave of lights, back to dust and ghosts, as was meant.
AAD00101494	After this, only one flag will remain over the Mojave. Let that one fly, or destroy itself.
AAD00101495	You don't see, listen - even when it's all around you, no matter if I nailed it into your head like a gift from Caesar.
AAD00101496	You brought the Divide to life, Courier. You walked the road. Brought the Bear, then the Bull, brought me, following your tracks.
AAD00101497	And when I saw the Divide you made, I saw a second chance, a new way of thinking. My world - no longer the East.
AAD00101498	Then you brought the West in that package. Destroyed it all. Nearly killed me, flesh and spirit.
AAD00101499	You destroyed something larger than the Bear, greater than the Bull. And even when you could have turned away, you brought it again, in that machine.
AAD00101500	You destroyed a nation taking its first breath. A place that could have been my home. Now, I'll destroy yours.
AAD00101501	This is between you and me, not anyone else.
AAD00101502	No... the paths we've walked. The roads, and the flags above them, carry equal blame.
AAD00101503	So, what - you intend to bomb the Mojave?
AAD00101504	No, the West. The East. It doesn't matter - the death of either one kills the other, Vegas along with it. The West shall answer first.
AAD00101505	No, not the Mojave. The West, all that's been built since America died. Same symbols as before the war, now a flag carried by a tribe of children.
AAD00101506	You walked the West, didn't stay. You know the reason... the Bear grows without structure, follows a symbol without knowing its history.
AAD00101507	What happened at the Divide, what I did, was an accident. What you're doing - it's madness.
AAD00101508	No, now there is purpose. I believe you when you say you were... careless. The Divide... the Chip... the machine you brought here...
AAD00101509	Many messages can be taken from that, intended or not. What I do now is an act of conviction.
AAD00101510	If you blame me for the Divide, then let me answer for it, not others.
AAD00101511	Blame you? No, learned from you. Both the weapon to kill a nation, and the strength to do it.
AAD00101512	You showed me a road, a way to carry my message. You've already answered for what you've done. Now the flag you follow will answer for it.
AAD00101513	Where is the package now?
AAD00101514	Buried in the Divide. Part of it now.
AAD00101515	Wherever it is, it's been silent... if it spoke again, we'd know.
AAD00101516	Why would I have brought it here?
AAD00101517	I've walked the East. You've walked the West, more than I have.
AAD00101518	Circle Junction. Reno. Vault City. Word of you at Fort Aradesh... Fort Abandon. Even further West than that, Brahmin drives on the Big Circle.
AAD00101519	Whatever you saw out there, wasn't enough to make you stay. Maybe the markings on the package reminded you of the road home.
AAD00101520	This package... you said it had markings? What was it?
AAD00101521	Machinery. Simple on the outside, computer parts. Inside... more complicated.
AAD00101522	Was the only time I'd heard a machine speak in the Divide, the only machine with a voice.
AAD00101523	This is revenge for nearly killing you, then.
AAD00101524	Not the name I'd give it. Not the name the dead would give it.
AAD00101525	Soldiers of the Bear died here... Legion died, too, my brothers. Still dying, both of them, all around us.
AAD00101526	None of the people that lived here survived... yet all of the West and the East, they hold on as the Divide tears at them.
AAD00101527	Revenge isn't the message I have for you. More than that... Courier.
AAD00101528	So you blame me for this? An accident?
AAD00101529	Blame? Accident? The names you hang on this... Courier... you carry death wherever you go, Mojave knows - or will.
AAD00101530	I'll see you answer for this. The road doesn't end here, there's more to come, I swear to you.
AAD00101531	If you saw this happen, then how did you survive?
AAD00101532	Should've died there... but now that I know you live... the machines here... saved me. I was the only survivor, or thought I was.
AAD00101533	Your package, the message inside, awoke medical machines... close to the one that shadows you... began to build themselves, then others.
AAD00101534	They only take what parts they find in the Divide, never roam beyond it - can't even leave the silos without a human to shadow, like hounds.
AAD00101535	Maybe they saw the flag on my jacket, thought I was of America. If so, history saved me. A sign.
AAD00101536	This place was important to the Legion?
AAD00101537	Why did NCR want to keep the route open?
AAD00101538	What do you mean?
AAD00101539	The Dam. That Old World Wall.
AAD00101540	[NCR] NCR would have needed this supply line open to reinforce the Mojave - and Hoover Dam.
AAD00101541	The Dam. That Old World Wall.
AAD00101542	[Legion] The Legion would want to cut this road off if it had been a supply line to Hoover Dam.
AAD00101543	The Dam. That Old World Wall.
AAD00101544	The why of it. Hoover Dam.
AAD00101545	The Bear, NCR, couldn't be allowed to reach it easily. Long 15... Canaan... both bad enough.
AAD00101546	Kimball, Caesar, House... you'd think their whole world was that wall, cutting the Colorado. If I'd never laid eyes on it, never spoke of it...
AAD00101547	...but once found, it was all Caesar could see. That, and the flag beyond it, another symbol, big enough to challenge him.
AAD00101548	And the Divide, one of the roads to it - Legion was tasked with cutting that artery. If you can't kill the Bear in one stroke, bleed it, starve it.
AAD00101549	That kind of murder... it's what any of the Legion would have done. Now... the Divide belongs to history.
AAD00101550	Something wrong? You sound... mad... at my robot.
AAD00101551	[SUCCEEDED] Hate? No. There's nothing to hate in metal... steel, gold. Or platinum.
AAD00101552	Your machine... it's just a tool, made of wreckage of the Divide... all that was brought here.
AAD00101553	You have a lot of hate for the robot with me. I can hear it in your voice.
AAD00101554	[FAILED] When I speak in anger, Courier, you'll know it. Your machine? Worth no more hate than any other machine.
AAD00101555	So you're saying I walked this road once from another direction - from West to East. To home.
AAD00101556	I don't understand. What message?
AAD00101557	The nations of the Mojave. Cracked and broken as the Divide... its people, the same.
AAD00101558	I have walked at Caesar's command, across the East, into the West. Far enough to know Caesar's word did not drive me. Far enough to see the end.
AAD00101559	You've seen it. No Courier, whatever their flag can ignore it. Why you didn't stay in the West. Why you wandered.
AAD00101560	There is no future in the Bear or Bull. The Bear is diseased, barely clings to life.
AAD00101561	And the Bull... when the Legion reaches the sea, it will turn on itself and die.
AAD00101562	Killing one will end both. And you made me see how one could do it. Your ignorance, carelessness - can be used with a purpose.
AAD00101563	If this is why you're angry, you've seen nothing yet.
AAD00101564	So this is revenge, then. For destroying the Divide.
AAD00101565	And that's why you want me dead.
AAD00101566	My history isn't revenge, or hate. The road that brought us both here - isn't about that.
AAD00101567	It's about the message you carried. The one in that package, whether you knew it or not.
AAD00101568	The message that one can kill a nation. Can kill a symbol. And all that gather beneath its flag.
AAD00101569	I don't blame you for the Divide. I blame you for what you made me see.
AAD00101570	Now you will see what you brought to the Mojave, and that will be my message to you.
AAD00101571	All things come to an end. If you put faith in something outside yourself, tough.
AAD00101572	If you cared about the Divide, then I'm sorry for what happened here.
AAD00101573	So you believed in this place. What it once was.
AAD00101574	There was hope here, another chance. A new nation, stirring to life. A place I could have set my flag.
AAD00101575	Not the America of old. But something larger than the tribes of the East, something larger than the houses of the West. Something better.
AAD00101576	The Divide... could have bridged both, like Hoover Dam. Now like the Dam, it's too covered in blood to see what it could have been.
AAD00101577	You gave life to this place. I followed your road here, saw the Divide. You led me here, so that I could see.
AAD00101578	Then, you brought it to an end.
AAD00101579	I'm glad this place burned... obviously, it meant something to you, which makes it even better.
AAD00101580	You think I'm responsible for this. My question is what your tie to this place is.
AAD00101581	If you blame me for what happened here at the Divide - why do you care?
AAD00101582	The community that was once here... and the package you brought... both had markings of the Divide. Markings of America.
AAD00101583	You've seen the marks, the symbol. As early as the Hopeville silo, maybe. Carried it etched on your weapons.
AAD00101584	The Divide, its buildings, its people, were built around those same markings, surrounded them here...
AAD00101585	...markings like the flag on my back. When I followed your road to the Divide those years ago, I saw the symbol I wore all around me.
AAD00101586	An Old World symbol. Strong, to survive here - its people, strong. Outlast the Bear, outlast the Bull. Promise of something better.
AAD00101587	Caesar was right to want it dead. NCR was right to want to rake their claws in it.
AAD00101588	Seeing it... changed me, just as seeing Hoover Dam changed Caesar and the NCR.
AAD00101589	Seeing it end changed me, too.
AAD00101590	[Legion] Killing NCR, cutting off their supply line at the Divide serves Legion, as do we all.
AAD00101591	Serves the Legion?
AAD00101592	I carry no hatred for duty... if that's what this was. The Divide was more than that. Its people, more than that.
AAD00101593	If you're Legion, are you angry because I destroyed the Divide supply line instead of you?
AAD00101594	The supply line - the artery for the West? I have seen the blood of NCR at Legion hands many times.
AAD00101595	I carry no hatred for duty... if that's what this was. The Divide was more than that. Its people, more than that.
AAD00101596	Then what? Did the Divide explosion kill your family? Your wife - children?
AAD00101597	[Legion] The dead? You mean your brothers in the Legion - our brothers.
AAD00101598	The Legion who died here... they didn't deserve to die, like those that died in the fires of Boulder City... bombs, Hanlon's gifts.
AAD00101599	Their deaths were mercy compared to those who still walk. Any who die beneath the flag of the Bull... their death should be in battle.
AAD00101600	But no... the dead number more than my brothers.
AAD00101601	[NCR] The dead? You mean the Republic troops who were here?
AAD00101602	The soldiers of the Bear? They were dead already, their symbol... diseased. Deserved to die as my brothers did at Boulder City, mines, bombs.
AAD00101603	I carry nothing for them. Their deaths here were a mercy - compared to the ones that still walk the Divide.
AAD00101604	When you speak of the dead - you mean the Marked Men? The Legion and NCR?
AAD00101605	The soldiers of the Bear? They were dead already, their symbol... diseased. Deserved to die as my brothers did at Boulder City, mines, bombs.
AAD00101606	I carry nothing for them. Their deaths here were a mercy - compared to the ones that still walk the Divide.
AAD00101607	As for my brothers in the Legion... they deserved to die in battle, as do all beneath the flag of the Bull.
AAD00101608	But no... the dead number more than my brothers.
AAD00101609	The Divide explosion... what, did I kill your family? Your wife - children?
AAD00101610	My family? My tribe lives... its history? Died long ago, fell under the shadow of the Bull... consumed by another symbol.
AAD00101611	No, this isn't about family - or any common blood. It's blood shared by acts, not by chance.
AAD00101612	What happened here was an accident. Any anger you have, let it go.
AAD00101613	So you're angry because I accidentally brought an explosive to the Divide?
AAD00101614	Accident? Ignorance is a choice. The Chip - a choice.
AAD00101615	As for anger... it is what I carry for the dead, and all that come here.
AAD00101616	"The why of it?" You're the one who needs to answer that - why are you doing this?
AAD00101617	Want to hear the answer of it. Not just history's answer... your answer for what happened here.
AAD00101618	[Legion] I'll see that you answer for it.
AAD00101619	Then Legion kills Legion. Farther you walk from the flag of the Bull, the more West creeps into you.
AAD00101620	[Legion] I didn't side with the Legion until the Mojave.
AAD00101621	I know that now. Doesn't change what was done. The Legion who died here.
AAD00101622	Legion doesn't know your history. I do. They find out what happened here, how many of their own died... they'll want an answer.
AAD00101623	What's so important about him?
AAD00101624	What's inside that machine - that's all that mattered. All the machines here, made of wreckage from the Divide... and all that was brought here.
AAD00101625	Inside its frame, it carries the message you brought here... and it'll do what it was programmed to do: whatever it can to get home.
AAD00101626	The giants here will listen to it. I'll bring the Divide to your home, your nation. Let its flag burn, just like you let the Divide burn.
AAD00101627	Big Mountain access code... Ulysses. Command override...
AAD00101628	Navarro.
AAD00101629	You want the robot? Why?
AAD00101630	It's a messenger. Like us... and it shares our history.
AAD00101631	If you feel its loss... remember you could have turned away at any time. Gone back home, and none of this would have happened.
AAD00101632	But you had to make one last delivery, and that's why I knew you'd come, Courier. Couldn't stay away, it's who you are.
AAD00101633	Maybe there's something similar to be said about that Old World flag on your back.
AAD00101634	No, what it means is that what pieces survive can become worse than they were before.
AAD00101635	It's proof that killing a symbol is going to be harder than you thought.
AAD00101636	Back to symbols and history, then. Hard to kill... like Couriers.
AAD00101637	You're saying when the meaning gets lost - that what happens here, can make things worse. Happened in the Mojave. Flags of the Bear and Bull.
AAD00101638	So you carry two symbols then - the mark of America and the Twisted Hairs, neither dead.
AAD00101639	Both... both survived, pieces of them. Remnants, nothing more.
AAD00101640	But the Twisted Hairs survived, even after Caesar.
AAD00101641	No, they didn't. They were ended, completely. Became part of history's march.
AAD00101642	If you feel there is meaning in the White Legs taking the braids of my tribe... what they did... insult, not respect.
AAD00101643	In the death of that history, another was born, and you grew to respect the White Legs.
AAD00101644	Respect the White Legs? That tribe of jackals? Never.
AAD00101645	In the log, you said they were shadows, in the way they wore their hair.
AAD00101646	The braids I wore. They took that from me, thought it made them more like me, more willing to have Caesar listen.
AAD00101647	They didn't know what the braids meant, the mark of my tribe before Caesar came... before Vulpes came for them at Dry Wells.
AAD00101648	There was death in that meeting, even while Vulpes smiled - asked for our help against the other tribes.
AAD00101649	All the while, they were looking to cast our history on the fire. And did. Another tribe, consumed by the Bull - nothing left.
AAD00101650	You're wrong, and you led them to destroy your tribe at New Canaan.
AAD00101651	I'm talking about the past, in the respect they showed you.
AAD00101652	Respect...?
AAD00101653	The White Legs might as well have been your people.
AAD00101654	The White Legs? To even claim they were shadows of the Twisted Hairs...
AAD00101655	No, whatever words you heard, they were not mine.
AAD00101656	But your tribe was New Canaan.
AAD00101657	New Canaan? My tribe?
AAD00101658	Any symbol deserves a chance to defend itself, by words or acts - not... this.
AAD00101659	As you defend it now?
AAD00101660	It hasn't proven itself wrong. That's why the Legion and NCR conflict must continue. To test it.
AAD00101661	Test it. As you test me? As if you believe there is some other road here.
AAD00101662	Nothing can prevent what comes. The missiles will launch. These questions - your words, or mine - what do they matter to you.
AAD00101663	By your standards? Or history's?
AAD00101664	Both. Why do you care.
AAD00101665	You said in the logs yourself that technology's a dead road. These missiles will solve nothing.
AAD00101666	Those are my words. After what happened with the Brotherhood... talking with them.
AAD00101667	Then with the rulers of the Big Empty. But it is their philosophy that was flawed - their weapons, used with new perspective...
AAD00101668	Those weapons can be used to kill a symbol that has already proven itself wrong.
AAD00101669	If you believe the destruction of the Divide was just, then I cannot stop you.
AAD00101670	Just? There was no justice in it, it was an act of carelessness, a coward. Killing an idea, before it had a chance...
AAD00101671	I see your meaning. You're tying this to our history... but it is different. The symbol I destroy, it has already proven itself wrong.
AAD00101672	Do you really think these missiles can kill everyone?
AAD00101673	Kill them - no. The symbol they follow? Yes, as surely as you did at the Divide.
AAD00101674	The question reminded the ones you spoke to of their purpose, why they cared.
AAD00101675	I spoke those words in anger, and I did not expect an answer. All was lost... I thought it was the end.
AAD00101676	Past their graves of failed technology, they had cared about the flag they had followed... and the people beneath it. Even with them dead and gone.
AAD00101677	But there's no answer in that. I do this because I care, because I believe it must be done.
AAD00101678	You were trapped, needed to escape, and needed the distraction. It was the key.
AAD00101679	I never sought to escape. I went to them to get an answer or die.
AAD00101680	It was all you could say to prevent from being killed. That's what I'm hoping for here.
AAD00101681	When I asked that question, death was certain. I wasn't begging for mercy.
AAD00101682	When all seemed lost, you asked it even though you feared the answer.
AAD00101683	Fear? No. Anger.
AAD00101684	If you've heard my words and that's all you've taken from them, then I was right to cast them aside.
AAD00101685	If you ever had any ability to hear anything beyond your own footsteps... the Divide silenced it. Now, its voice will end you.
AAD00101686	In the logs of the White Legs, you mentioned your tribe, and its past.
AAD00101687	My tribe? That log... no, it concerned the White Legs, training them to kill. For Caesar.
AAD00101688	There is no meaning there beyond the road to New Canaan. The history of the murder of its people. And Caesar's past.
AAD00101689	"Who are you, who do not know your history?"
AAD00101690	That question... either you walked the Big Empty... you found the last of the holotapes.
AAD00101691	The words are mine. Whatever... "answer" you think they hold, you're wrong. It was a question, nothing more.
AAD00101692	I'll let your words answer it, from the tapes you left along the road to the Divide.
AAD00101693	My words? And what do my words teach you.
AAD00101694	< Topic Storage: Player mentions holotapes at end. Do not translate. >
AAD00101695	< Placeholder Node. Do Not Translate.>
AAD00101696	I still don't understand - why are you doing this?
AAD00101697	You've answered your own question. And you'll die with that question on your lips.
AAD00101698	I believe destroying the symbol is never the answer. Changing it - that's something else.
AAD00101699	It may be... that as much destruction has been written in the earth here...
AAD00101700	One buried this place, yet it lived on between us. One may build it again - build others. Your history has proven this, here.
AAD00101701	There is truth in your words. But even if there is hope in change... it may not matter. The Divide still stands against us.
AAD00101702	If you meant to kill me, you should have done it long ago.
AAD00101703	I believed in what I followed then. Kill no Courier, Caesar's words. I honored them.
AAD00101704	Other Couriers could have been Legion - like me. Now, our allegiances are reversed.
AAD00101705	[Legion] Being Frumentarii kept you from killing me in the past. You have no such defense now.
AAD00101706	Not if you believe in what you follow. Kill no Courier, Caesar's words. I honored them.
AAD00101707	Other Couriers could have been Legion - like me. The truth is, you serve nothing, believe nothing. Killing you... meaningless.
AAD00101708	I want you to die knowing you're wrong, and that's what history will remember.
AAD00101709	We fight over how we will be remembered, then.
AAD00101710	No danger there. You skipped past where you build the community, moved onto killing one.
AAD00101711	Nothing can prevent what comes. The missiles will launch. These questions - your words, or mine - what do they matter to you.
AAD00101712	Don't even suggest we're equals. You couldn't have done this without me bringing you what you need.
AAD00101713	You were tricked. Still, you take pride in it.
AAD00101714	Then stop this, you can't truly believe what you're doing.
AAD00101715	Look, just the fact we're talking should mean you don't want to do this.
AAD00101716	No. You are wrong. Words will not bridge this.
AAD00101717	The Divide survived in you. If it felt like something fighting for, you can rebuild it.
AAD00101718	Nothing can prevent what comes. The missiles will launch. These questions - your words, or mine - what do they matter to you.
AAD00101719	All you are is some echo of me, following my road, letting my history dictate yours.
AAD00101720	Moral ground? What I did by accident, you're doing with purpose.
AAD00101721	You're planning to kill a nation from a distance, just like NCR - just like you accused me of.
AAD00101722	What do I care for your perspective. You walk blindly, foolishly into death, your own and others.
AAD00101723	You do not rule my actions, and do not mistake my acts for yours.
AAD00101724	If one Courier built a community, seems to me you can do the same.
AAD00101725	You said a home is a place you breathe life into, a moment where you know who you are.
AAD00101726	There is truth in that. History has proven it.
AAD00101727	But Mojave's proof that no homeland is sacred... until the larger symbols are destroyed.
AAD00101728	Whatever is built, the Bear, Bull... even Vegas... will tear it apart, convert it, either with purpose, or by accident.
AAD00101729	"You can go home again, Courier." Not a message for me, for you.
AAD00101730	My home in the East, Dry Wells, is no more. It is part of the Legion.
AAD00101731	The only other home... the chance of a home... was what you built at the Divide. Then you destroyed it.
AAD00101732	Nothing more to say, I've already won. Everything you hate about me, you've become.
AAD00101733	If you seek to anger me, words won't be enough. Your moral ground is weak here in the Divide.
