SEV00000001	斗篷
SEV00001144	李....你完成了你的任务，拿着你的那份，趁你还能走的时候走。我快没耐心了。
SEV00001145	这！这就是我不走的原因。“我快没耐心了。”就好像你是废土上高贵的父亲一样。你真是个恶霸，沃克，和博丁一样。
SEV00001146	你不...你再说一遍。这是最后一次警告你，李。
SEV00001147	你独自一人是有原因的，你将永远孤独。你准备好了我就好了，治安官。
SEV00001148	<吹口哨>
SEV00001149	[成功]是的...是的，的确。好吧，我的受虐狂同伴...让我们来听听。
SEV00001150	我一直陪着你走过这段旅程的每一步。这是有价值的，不是吗？
SEV00001151	[失败]噢，你想要骑士精神？好啊，我们就像汉密尔顿和伯尔那样处理！
SEV00001152	你们俩就不能像绅士一样解决这件事吗？
SEV00001153	当然啊！准备好支持我了吗？
SEV00001154	还记得你的分瓶盖计划吗？
SEV00001155	很好，不要犹豫！
SEV00001156	<攻击沃克>我加入，就这么办吧。
SEV00001157	你这该死的卑鄙小人。“你去吧，去填满地狱的另一个房间吧！”
SEV00001158	<攻击>你玩得太过火了，李。我不能让你这么做。
SEV00001159	哦，快解决了，你听到了吗，沃克？好吧。快说出来。
SEV00001160	放轻松，我们在事情...最终解决之前好好谈谈。
SEV00001161	喔，修辞学大师诉诸理性了！好吧，说出来吧！
SEV00001162	冷静点，听我说，除非你想死。
SEV00001163	该死...这下放大招了...然后拿出核榴弹炮对准我的脸。我操了。
SEV00001164	好吧...我会朝着夕阳远去。沃克...我打心底里希望永远不要再见到你。
SEV00001165	至于你...谢谢你！也许我还会再见到你，但谁知道呢。感觉你的生活要比我的有趣多了。
SEV00001166	你知道吗？我不介意。再会，一路平安。
SEV00001167	记住安妮跟你说的话，天启追随者中还有你的一席之地。
SEV00001168	[成功]可恶！是啊...你说得对，沉着冷静，举止聪明。对博丁的事太贪婪了，看看发生了什么。是啊，该套现了。
SEV00001169	好吧...我会朝着夕阳远去。沃克...我打心底里希望永远不要再见到你。
SEV00001170	至于你...谢谢你！也许我还会再见到你，但谁知道呢。感觉你的生活要比我的有趣多了。
SEV00001171	你知道吗？我不介意。再会，一路平安。
SEV00001172	你是一个幸存者，你不是靠铤而走险才走到今天的。要做长远打算。
SEV00001173	[失败]你的意识只是一种道德观，而不是一个向导。嗯，我听够了。
SEV00001174	让你的良心指引你吧！
SEV00001175	别告诉我概率有多大。
SEV00001176	数学不是我的强项...很明显，你说得对。我费了那么大劲才弄到这些我不想叠的瓶盖。
SEV00001177	你是对的。我将接受我的份额，并在更...文明的地方。
SEV00001178	我知道我通常是那种话多的人，但是...我想我最好现在就离开。祝你好运，朋友。
SEV00001179	在这场枪战中存活的概率约为3720比1。
SEV00001180	怎么？在做出决定的时候你还想争辩？我们说的是杀人，不是为了买水果讨价还价！
SEV00001181	我觉得这是个错误，听我把话说完。
SEV00001182	就这么狠狠打击了我的自尊心，是吧？我的意思是...我没打算死，但我明白你的意思。
SEV00001183	你可以说自尊不值得你这么做，很好，但是瓶盖呢？每个人都有价格...这是我的。
SEV00001184	沃克更好，你知道的。我从不认为你会为尊严而死。
SEV00001185	不，算不上。
SEV00001186	你不厌倦开枪杀人吗？
SEV00001187	我很遗憾地告诉你...这是一段早已逝去的生活。但是对...我仍然尊重天启追随者，这很重要。说出你的观点。
SEV00001188	[天启追随者]你是个有学问的人，李。你知道这是不对的。
SEV00001189	在这么多人当中...这样做...去你妈的，你这混蛋。希望你喜欢在地狱里花这些瓶盖，你这个混蛋。
SEV00001190	<攻击>我不是来分蛋糕的，我要吃掉整个蛋糕。
SEV00001191	[他以坚定的握手作为回应。]
SEV00001192	再见，朋友。一路顺风。
SEV00001193	<和他握手>再见，沃克。
SEV00001194	永远不要改变。以后见。
SEV00001195	很高兴这破事结束了。给我钱我就走人。
SEV00001196	这...就是这把枪杀了我妻子。不，我不想碰它，我希望它能在你手中成为一股正义的力量。
SEV00001197	我有一种强烈的感觉，你很快就会让它派上大用场。只要比博丁快就行了。
SEV00001198	希望能在一个不用带手枪的时间和地点再见到你。再见。
SEV00001199	[冷漠的后果]我捡了博丁的手枪，希望你不介意我留着它。
SEV00001200	我们的大胡子宿敌被打败了，你的目标很快就会实现。我已经履行了我的约定。
SEV00001201	如果你不反对，我就走了。我感觉今天的大屠杀可能还没有结束，我不想再卷入其中。
SEV00001202	北方。在我们...相遇之前...我听到传言说，疯狂的军阀鲛鲨在他那肮脏的木堡里囤积着珍贵的艺术品。
SEV00001203	他一定是...拆了这些文物。这是品味的问题，我的路线已经画好了，我必须遵循它。
SEV00001204	在那之后...回到莫哈维，来我的小屋找我吧。也许我们可以共同拯救艺术。
SEV00001205	你要去哪里？
SEV00001206	我们都是错的人，只是有些人比其他人更错，但没有人比那个虐待狂疯子更错了。哦，还说偷？肮脏的词汇。
SEV00001207	不，我很谨慎。记住...我在主教的军队里服过役，盆地里这些微不足道的土王是对真正统治者的拙劣模仿。
SEV00001208	我很乐意。小心别偷到了错的人头上。
SEV00001209	不，不，这是荣誉问题，不是瓶盖问题。我偷的瓶盖够我活十辈子了，但鲁本斯？我会抱你到死。字面意思。
SEV00001210	如果你把这笔钱捐给天启追随者，我会很高兴的。大多数派系都充斥着邪恶的阴谋诡计，但他们不是。
SEV00001211	当然，他们时不时会产生一个古怪的独裁者，但没有人是完美的。请以我的名义帮助他们。
SEV00001212	<付给他200瓶盖>谢谢你，山姆。这是给你的补偿。
SEV00001213	你也是。伟大的考验在等待着你，年轻的勇者。只要记得在大屠杀爆发的间隙，停下来欣赏这个世界的美丽。
SEV00001214	不怒不悔，活在当下，按照作者的指示去做：“活到流泪。”再会了！
SEV00001215	再见，山姆。注意安全。
SEV00001216	我会认为这是出于相互尊重的友好攻击。祝你在接下来的战斗中好运连连...恐怕数量会很多。
SEV00001217	滚开，变种人。
SEV00001218	问得好。我鄙视各种形式的折衷、讨价还价或和解，这让我想起了过去生活中所遭受的侮辱。
SEV00001219	我的前妻羞辱了我...吹毛求疵，唠叨不休...贬低...这种转变使我从昏迷中清醒过来。
SEV00001220	再也不会了。战利品归胜者，我赢了，沃克死了，我还活着。我和你没有矛盾...还没有。
SEV00001221	你为什么要这么做？
SEV00001222	不，我是个学者！
SEV00001223	我要切掉的第一件东西就是你说谎的舌头，然后我从你两腿之间开始。
SEV00001224	明智的选择，我们的生意到此结束。如果我再见到你...那我就做最坏的打算，然后开枪，你理解的。再见了。
SEV00001225	<给他瓶盖>我不会和你争瓶盖的，李。
SEV00001226	噢，我会的。
SEV00001227	<攻击>你想要瓶盖？来拿吧。
SEV00001228	多亏了邮差的参与，为沃克的妻子报仇并找回被劫瓶盖的旅程结束了。
SEV00001229	在离开箭头峡谷之前，邮差停下来反思了一下发生的事情...并思考他的行为的后果。
SEV00001230	多亏了邮差的参与，为沃克的妻子报仇并找回被劫瓶盖的旅程结束了。
SEV00001231	在离开箭头峡谷之前，邮差停下来反思了一下发生的事情...并思考她的行为的后果。
SEV00001232	在返回莫哈维的路上，邮差对自己的成就感到满意，但他也相信最大的挑战还在后面。
SEV00001233	就这样，邮差走出了箭头峡谷，回到了莫哈维废土，新的挑战在那里等着他。
SEV00001234	在返回莫哈维的路上，邮差对自己的成就感到满意，但她也相信最大的挑战还在后面。
SEV00001235	就这样，邮差走出了箭头峡谷，回到了莫哈维废土，新的挑战在那里等着她。
SEV00001236	尽管许多人认为杰德的死是正当的，但他妻子的死被普遍认为是一种冷血的谋杀行为。
SEV00001237	贝瑟妮的死讯很快传到了她在新维加斯的家人那里。谣言四起，说一支庞大的武装队伍正在组建，为她的死报仇。
SEV00001238	感谢沃克的仁慈，杰德和贝瑟妮·菲利普斯离开了莫哈维废土，在亚利桑那州普雷斯科特城外建立了一个小农场。
SEV00001239	虽然他们的家园最初因为军团的和平与安全而蓬勃发展，但杰德的好运很快就结束了。
SEV00001240	当地的百夫长向他们索要牧群的数量时，杰德大声嘲笑这位官员的不公平出价。
SEV00001241	杰德当场被钉死在十字架上，全家人都成了奴隶。
SEV00001242	罗纳尔多急切地恢复了他在自由城的非法活动，他会无情的使用暴力和恐吓来扩张他的犯罪帝国。
SEV00001243	随着时间的推移，罗纳尔多将垄断自由城毒品交易的很大一部分。然而，他的残暴会刺激他的敌人密谋反对他。
SEV00001244	一个戏剧性的转折是，罗纳尔多的下属会集体背叛他，用他经常使用的方式——刺死了他。
SEV00001245	把邮差的建议牢记在心，罗纳尔多很快离开了新维加斯，开始了赏金猎人的生意。
SEV00001246	他在锋利武器方面的专长很快为他赢得了“尖刀”的绰号。不出所料，罗纳尔多很少能活着救出他的目标。
SEV00001247	最终，罗纳尔多向北漂流到了大盆地，再也没有出现过。
SEV00001248	罗纳尔多不情愿的加入了天启追随者。起初，他只是一个平庸的学生，但当他发现医学后，他开始大放异彩。
SEV00001249	凭借对解剖学知识不可抑制的渴望和对解剖的热情，罗纳尔多最终找到了自己的位置，成为一名外科医生。
SEV00001250	他缺乏同理心，却拥有丰富的专业知识，他后来成为了天启追随者中最出色的创伤外科医生。
SEV00001251	老鼠和野孩子很快就会扑到吉米的尸体上，把它啃得干干净净。他那腐臭的肉体可以满足无数孩子的胃口。
SEV00001252	然而，吉米的身体是一个邪恶的储物池，里面充满了化学物质和私酒。任何吃了他肉的人或野兽很快就会被疯狂攫住。
SEV00001253	此后不久，天启追随者们开始治疗他们称之为“吉米综合症”的无休止的胡言乱语。
SEV00001254	吉米继续对任何听得见的人咆哮，直到猫王帮最终将他驱逐出自由城。然后他在大门外自言自语。
SEV00001255	不久之后，吉米消失了。他失踪的同时，有人在城镇北部看到了奇怪的灯光。他的确切命运仍然未知。
SEV00001256	尽管山姆在雅各布斯镇的时间很短，但他已经和他的超级变种人伙伴建立起了牢固的友谊。
SEV00001257	在埋葬了他的遗体后，他们会举行一个小型的仪式来哀悼他的去世，悼词用法语发表。几个旁观者流下了眼泪。
SEV00001258	山姆和彼得愉快的在大盆地的高原沙漠中跳跃，在多个地点偷偷“回收”文物和古董。
SEV00001259	在他的旅行中，山姆很高兴听到邮差的新冒险。他对着那些陌生的同伴和遥远的旅行的故事笑了。
SEV00001260	索诺兰沙漠的战争、对亚利桑那州的突袭、保卫城镇的大战、飞碟...所有这些传言都引起了他的兴趣。
SEV00001261	他不知道哪些是事实，哪些是夸张，他只希望邮差能保持安全、快乐，并恪守荣誉准则。
SEV00001262	不久之后，山姆和彼得最后一次被看到出现在大盆地最可怕的军阀鲛鲨的领地上。
SEV00001263	李会低着头，安静的重新加入天启追随者。然而，他很快就找到了当老师的成就感。
SEV00001264	与安妮并肩工作，李会慢慢享受他作为古典学教授的角色。随着时间的推移，他的流浪欲望和贪婪会逐渐消退。
SEV00001265	这是他人生中第一次感到真正的幸福。他希望能再见到邮差，哪怕只是表达他衷心的感谢。
SEV00001266	当他听到邮差的旅行和艰辛的故事时，他嫉妒了短暂的一瞬间，然后与安妮对视。
SEV00001267	李会微笑着把这些想法放在一边。他找到了爱和目标，这就足够了。
SEV00001268	李把邮差的建议牢记在心，离开箭头峡谷后转向东方。他已经下定决心去一个陌生的、未知的地方：德克萨斯。
SEV00001269	在穿越军团领地的旅途中，李听到了在商队中流传的邮差事迹，不禁暗自发笑。
SEV00001270	他最后一次被人看见是在克劳德克罗夫特附近穿越军团的领地。商队的人声称他要去德克萨斯州的戴维斯堡。
SEV00001271	带着一口袋瓶盖和新近胜利带来的自豪感，李出发前往大盆地，决心以亡命之徒的身份留下自己的印记。
SEV00001272	他很快就召集了一群形形色色的流氓，并雇佣了一些枪手来协助他的行动。他即将成为一个真正的军阀。
SEV00001273	然而，他很快就在领土争端中与埃尔雷诺发生了冲突。在一场本应和平的谈判中，李侮辱了这位老强盗。
SEV00001274	李还没来得及触碰他的手枪，埃尔雷诺就拔出枪，射中了他的眉心。他的尸体会被随意的扔进沟里烧掉。
SEV00001275	李死后将被遗忘，除了少数记得他前世的天启追随者。
SEV00001276	随着时间的推移，他膨胀的尸体将成为箭头峡谷内迅速壮大的昆虫群的饲料。
SEV00001277	沃克去世的消息最终传到了与他关系疏远的女儿那里。尽管她很矛盾，但她承认他为母亲报仇的努力。
SEV00001278	她将为沃克举行一个小型的追悼会，然后在她母亲的墓旁立一座墓碑。
SEV00001279	沃克长途跋涉回到银泉镇，一路上小心翼翼的保护着银行的货物。
SEV00001280	许多镇上的人看到他的出现都惊呆了，他们对大部分失窃的瓶盖都被归还感到非常震惊。
SEV00001281	几位镇领导给了沃克一个机会，让他重新担任代理治安官，但他礼貌的拒绝了。
SEV00001282	相反，他走到妻子的墓前，拔出手枪饮弹自尽。他将以最隆重的礼仪被安葬在妻子身边。
SEV00001283	相反，沃克开始在偏远的采矿小镇罗切斯特担任治安官。在那里，他维护了法律，没有屈服于愤怒。
SEV00001284	镇上的人会逐渐钦佩他们的治安官，并对他过去的暴行不予理会。然而，掠夺者仍然会避开这个城镇。
SEV00001285	相反，他南下从事赏金狩猎生意，他会为自己把大部分的目标都活着带回来而感到自豪。
SEV00001286	一段时间后，他前往南方寻找变种人阿瑞斯，据说他活跃在阿尔塔沙漠。沃克再也没有出现过。
SEV00001287	相反，沃克找到了他疏远的女儿。当他敲门时，他的孙子给他开了门，这让沃克潸然泪下。
SEV00001288	他很快就与女儿和解，并以法警的身份度过余生，满足于指导他的孙子，保护他的家庭安全。
SEV00001289	由于人口稀少和破败不堪，箭谷很快就被另一群掠食性的啄狗蝇造访。
SEV00001290	没有了博丁和罗伊·比强有力的领导，这些贪婪的昆虫开始随意侵扰峡谷的每一个角落。
SEV00001291	苍蝇会在峡谷里大量繁殖，成群结队的苍蝇会周期性地涌现出来，威胁到邻近的城镇和高速公路。
SEV00001292	随着时间的推移，由于昆虫对这个地方的掌控，旅行者们会把这里称为“啄狗峡谷”。
SEV00001293	那么这场大灾难就告一段落了。对沃克来说很糟糕，但对我们来说是好事，对吧？不要太快花掉你的那一半。
SEV00001294	我...就眼不见心不烦了。如果要我打赌的话，你的未来会有很多尸体，请原谅我和你保持距离。
SEV00001295	祝你好运了。
SEV00001296	这对我很有用。
SEV00001297	你这个鼠辈。好吧...看看你能不能做到。
SEV00001298	<攻击>错了，我全都要。
SEV00001299	噢，大卫！我记得我卖给他这个，他现在不需要了。
SEV00001300	噢，我知道这个导演！他是"唱歌，杀人牛仔"风格的真正先驱。他的片场有很多死亡事件，电影制作是一个危险的行业。
SEV00001301	这才是我愿意追随到天涯海角的领袖。
SEV00001302	我发现原谅自己的错误是人生中最难的事。
SEV00001303	我听说是一部短片，一个简单的送货工作。
SEV00001304	没有什么比中立者更让人讨厌的了。在某些时候，我们都必须选边站。
SEV00001305	如果说战争是地狱，那么沙漠战争就是一个特别的地狱。
SEV00001306	哈！原来英克雷的人是这么看我们的！“是的，人类，我们带着沾满婴儿鲜血的刺刀，我们要吃掉你们的孩子！”
SEV00001307	想到美国的遗产只剩下英克雷，我感到很难过。所有的装饰和象征，却没有尊严和自由。
SEV00001308	他们只是需要更好的领导...比如乔治·华盛顿。我曾有幸在犹他州与他交谈过一次。从没见过比他更高贵的猎犬。
SEV00001309	交付。
SEV00001310	你以为你能逃脱惩罚，是吗？冷血的杀害了我的妹妹，贝瑟妮不应该这样，她是我们当中最好的人。
SEV00001311	我从不赞成她和那个混蛋私奔，但他让她很开心，对我来说已经足够了。你没有这个权利。
SEV00001312	我好不容易熬过了三次出征，我的妹妹就像老鼠一样被一个流浪的快递员枪杀了。在恐惧和痛苦中死去吧，王八蛋。
SEV00001313	自信而坚定，我喜欢。嗯，没错，虽然不是很干净，但我们解决了。
SEV00001314	看到很多恶人逍遥法外，过着平静富足的生活...我觉得我们把天平向正义的方向推了回去。
SEV00001315	绝对。
SEV00001316	事情总是这样，不是吗？说实话，我没指望能活下来。不过...嗯，还在处理，奇怪的感觉。
SEV00001317	我很高兴结束了，但我并不为此陶醉，没有庆祝，只是...尽了我们的责任。真希望它能更干净，但这是个不完美的世界。
SEV00001318	不是他就是我们。
SEV00001319	他们中的任何一个人都会在NCR面临审判。我想这就是让我犹豫的原因...知道我们绕过了正当的程序。
SEV00001320	我很高兴结束了，但我并不为此陶醉，没有庆祝，只是...尽了我们的责任。真希望它能更干净，但这是个不完美的世界。
SEV00001321	现在再考虑有点晚了，因为我们刚刚摧毁了整个小镇。
SEV00001322	是的。做出一个决定并坚持下去，直到残酷的结局。我们讨回了公道，现在我们只能接受现实了。
SEV00001323	一个人应该做他认为最好的事。
SEV00001324	我们会照顾好你的。站着别动...
SEV00001325	<支付50瓶盖>给我包扎一下，医生。
SEV00001326	当然可以。我如何帮助你？
SEV00001327	我需要治疗。
SEV00001328	这是我的。
SEV00001329	我想买一些医疗用品。
SEV00001330	这是我的。当然是全额折扣。
SEV00001331	我想买一些医疗用品。
SEV00001332	即使是最优秀的人也会遇到这种事。请稍等，我帮你清除一下。
SEV00001333	<支付50瓶盖>我希望你能治好我的成瘾，拜托了。
SEV00001334	我知道很恶心很难受，我们马上就会解决的。
SEV00001335	<支付50瓶盖>你能治好我的辐射中毒吗？
SEV00001336	山姆...他死了？这让我很伤心。我...我在里诺认识了他，善良的灵魂，小偷，是没错...但他有一颗纯洁的心。
SEV00001337	我们在里诺度过了一些艰难的岁月，但我们总能指望山姆帮我们度过难关。噢，真让我伤心。
SEV00001338	对了，你说有遗嘱...他留下了什么？
SEV00001339	我想告诉你山姆死了，他在遗嘱里给你留了些东西。
SEV00001340	噢，对不起，我很容易分心。就在荆棘街的西边，不到一周就能开张了。请来参观。
SEV00001341	你到底要把诊所建在哪里？
SEV00001342	刚从里诺过来，想换换环境。这个地方有很多挑战，但我认为一旦资金恢复我们就能有所作为。
SEV00001343	我以前没在这儿见过你，什么风把你吹来新维加斯了？
SEV00001344	简直烂透了，犯罪猖獗，腐败无处不在，有时甚至会渗透到天启追随者中。我受不了了。
SEV00001345	我也厌倦了在大盆地失去朋友和病人。这是一片荒野...它会吞噬人，即使是强壮的人。
SEV00001346	人们在那种荒无人烟的地方定居实在是太天真了。一切都对你不利...掠夺者，野兽...甚至是天气。
SEV00001347	但最重要的是暴行...即使是好人饿了也会变坏。嗯，我很高兴我离开了。
SEV00001348	你为什么要离开里诺？
SEV00001349	噢，好的。
SEV00001350	算了，我们聊点别的吧。
SEV00001351	这...太不可思议了！上帝保佑你，山姆，我向你保证，这笔钱会派上用场的。我们马上开始施工！
SEV00001352	还有别的吗？
SEV00001353	<给她5000瓶盖>山姆想把这个交给天启追随者，这是他毕生的积蓄。
SEV00001354	这是山姆的最爱之一，当然是鲁本斯的作品。有健康女神在身边总是好事。
SEV00001355	谢谢你做了这些，我知道山姆也会感谢你的。希望能在新诊所见到你！
SEV00001356	<给她画>他还想把这幅画给你。
SEV00001357	好，就这样，我们终于有资金让西区得到真正的医疗服务了。谢谢你这么做，我相信山姆也会感谢你的。
SEV00001358	<说谎>不，就这些了。
SEV00001359	那就躺下吧，无耻之徒。
SEV00001360	<攻击>我不是来聊天的。好吗？
SEV00001361	“因为这是我咬的第一个东西，”狗说。一瞬间，他扯下了冒险家的阴囊，鲜血喷涌而出。
SEV00001362	冒险家震惊的瘫倒在地，痛苦地尖叫起来。镇上的人们一边跳舞一边尖叫：“撒旦万岁！”冒险家完蛋了。
SEV00001363	地狱之犬吃饱了...暂时的。据说它还在废土上游荡，总是在寻找新的祭品，只有两样东西能使它满意。
SEV00001364	一把刀...最好是带着血的...或者从活人身上撕下来的温暖睾丸。小心陌生的狗，小心...你的蛋。
SEV00001365	结束。各位晚安，做个好梦！
SEV00001366	我本来希望是像金臂人这样简单的东西，但你必须想象出撒旦以狗的形式出现。等等，那是什么？
SEV00001367	太吓人了，彼得，他患有焦虑症...我不想让他的病情恶化。再说，这是个恐怖的故事，不适合年轻人。
SEV00001368	你为什么不把故事讲完？
SEV00001369	哦，好吧。我会尽量不把结局弄得太草率，没有什么比平淡无奇的最后一幕更糟糕的了。
SEV00001370	我觉得我们都想听听结局。
SEV00001371	噢，那我就相信你了。要坚强，彼得，这个世界充满了恐怖，你必须学会面对它们！
SEV00001372	这样的故事可以帮助彼得培养韧性。
SEV00001373	马上！
SEV00001374	恐惧是有益的，把故事讲完。
SEV00001375	我明白了。好的，我会给你讲完小狗的故事。听好了！
SEV00001376	想听小狗故事！
SEV00001377	<害怕的呜咽>
SEV00001378	<害怕的呜咽>
SEV00001379	<害怕的呜咽>
SEV00001380	我代表彼得谢谢你。睡个好觉。
SEV00001381	你说得对，我们下次再把这个故事讲完。
SEV00001382	前往箭头峡谷
SEV00001383	再见，李
SEV00001384	再见，沃克
SEV00001385	跟李谈谈拉尔奇。
SEV00001386	跟沃克谈谈这份工作。
SEV00001387	带李去豺狼帮的藏身处。
SEV00001388	跟着李。
SEV00001389	杀了拉尔奇。
SEV00001390	跟沃克谈谈。
SEV00001391	(可选)杀了拉尔奇。
SEV00001392	跟李谈谈下一个目标。
SEV00001393	在炸药帮的地盘上搜索商队路线。
SEV00001394	跟沃克谈谈。
SEV00001395	找好掩护后找沃克谈谈。
SEV00001396	杀了特里·克林顿。
SEV00001397	跟沃克谈谈。
SEV00001398	询问李的下一个目标。
SEV00001399	寻找杰德·菲利普斯。
SEV00001400	对付死亡爪。
SEV00001401	对付杰德·菲利普斯。
SEV00001402	跟沃克谈谈。
SEV00001403	(可选)杀了杰德·菲利普斯。
SEV00001404	(可选)说服沃克放了菲利普斯。
SEV00001405	询问李的下一个目标。
SEV00001406	说服梅森在院子外面买下疯狂药。
SEV00001407	(可选)杀了梅森。
SEV00001408	去外面对付梅森。
SEV00001409	跟沃克谈谈。
SEV00001410	跟李谈谈。
SEV00001411	在自由城寻找关于马尔文的信息。
SEV00001412	找到马尔文。
SEV00001413	跟马尔文聊聊。
SEV00001414	在马尔文的尸体上搜寻福勒的下落。
SEV00001415	跟沃克谈谈。
SEV00001416	招募罗纳尔多。
SEV00001417	带罗纳尔多去枢纽。
SEV00001418	(可选)另找一条路进去。
SEV00001419	杀了福勒。
SEV00001420	(可选)释放奴隶。
SEV00001421	跟沃克谈谈。
SEV00001422	跟罗纳尔多聊聊。
SEV00001423	跟李聊聊。
SEV00001424	说服山姆离开雅各布镇。
SEV00001425	(可选)杀了山姆。
SEV00001426	带山姆去找沃克。
SEV00001427	跟沃克谈谈。
SEV00001428	打败山姆。
SEV00001429	和沃克讨论山姆的命运。
SEV00001430	(可选)杀了山姆。
SEV00001431	在北部通道和沃克会合。
SEV00001432	跟李聊聊。
SEV00001433	穿过峡谷。
SEV00001434	休息。
SEV00001435	(可选)和其他成员谈谈即将到来的战斗。
SEV00001436	(可选)清除箭头峡谷的敌人。
SEV00001437	(可选)释放奴隶。
SEV00001438	打败博丁。
SEV00001439	调查行政大楼。
SEV00001440	跟沃克谈谈。
SEV00001441	(可选)等沃克开始战斗。
SEV00001442	去拿保险箱的钥匙。
SEV00001443	去拿瓶盖。
SEV00001444	跟沃克谈谈。
SEV00001445	跟李谈谈。
SEV00001446	缓和争吵。
SEV00001447	(可选)杀了沃克。
SEV00001448	(可选)杀了李。
SEV00001449	(可选)杀了他们两个。
SEV00001450	回到莫哈维废土。
SEV00001451	跟李谈谈。
SEV00001452	跟沃克谈谈。
SEV00001453	弄一份疯狂药的样本来说服梅森。
SEV00001454	清理&遭遇战
SEV00001455	栽赃
SEV00001456	诊所建设
SEV00001457	从舞台左侧离开
SEV00001458	再见，山姆
SEV00001459	“美丽将拯救世界。”
SEV00001460	"荒野仍在他心中徘徊，狼在他心中沉睡。"
SEV00001462	营地
SEV00001463	沃克吸了一口气，然后命令杰德离开。菲利普斯一家很快就匆匆离开了，不知道你们是否会再次相遇。
SEV00001464	宽恕
SEV00001465	“没有哪种狩猎像人类的狩猎，那些武装的狩猎者一直乐此不疲，却从来也不在乎其他的事。”
SEV00001466	在安静的等待了几个小时后，你注意到一群炸药帮正在向伏击地点爬行。
SEV00001467	“罗伊·比，创始人。”
SEV00001468	李拿起他的那份，悄悄的走向箭头峡谷的出口。在峡谷的尽头，他转过身来，漫不经心地挥了挥手，不久，他消失在阴暗狭窄的峡谷中。未来你们的道路是否会再次交叉是不确定的。
SEV00001469	告别
SEV00001470	你听说莫哈维前哨有个脾气暴躁的人想要为该地区聘请一位经验丰富的导游，据说他的出现与最近银泉的银行抢劫案有关。和沃克谈谈，了解这份工作的细节。
SEV00001471	七寇墓碑记
SEV00001472	“每条路都有尽头，每一场灾难都会带来教训。”
SEV00001473	“这与值不值得无关。”
SEV00001474	“谨防虚伪的爱国主义。”
SEV00001475	箭头峡谷
SEV00001476	罗伊的死敌，大流氓的头骨。罗伊在一场单枪匹马的战斗中击败了他的宿敌，用叉子刺穿了他的眼窝。
SEV00001477	大流氓的头骨
SEV00001478	“难知如阴，动如雷霆。”
SEV00001479	"午餐肉。"
SEV00001480	沃克把大部分瓶盖塞进他的行李袋，然后慢慢爬上北部的悬崖。他在接近山顶的地方停下来恢复体力，他喘了口气，回过头来，对你微微点了点头。不久之后，他消失在山脊线上。你们的道路是否会在未来再次交叉是不确定的。
SEV00001481	告别
SEV00001482	幻灯片 01
SEV00001483	幻灯片 02
SEV00001484	幻灯片 03
SEV00001485	幻灯片 04
SEV00001486	幻灯片 05
SEV00001487	幻灯片 06
SEV00001488	幻灯片 07
SEV00001489	幻灯片 08
SEV00001490	幻灯片 09
SEV00001491	保存完好的啄狗蝇标本。2279年，一群凶猛的昆虫袭击了箭头峡谷，罗伊在亲自领导抗击这种威胁的过程中牺牲了。
SEV00001492	啄狗蝇
SEV00001493	叙述者屏住了呼吸...
SEV00001494	叙述者继续...
SEV00001495	“饥饿是可贵的锻炼。”
SEV00001496	“世界上所有的东西都是有代价的，不管是什么。没有免费的午餐，除了上帝的恩典。”
SEV00001497	“领袖就是贩卖希望的商人。”
SEV00001498	"我们救赎过去的唯一方法就是受苦。"
SEV00001499	杀虫者，罗伊的首选武器。在他对抗啄狗蝇之前，罗伊以2273年和2275年粉碎大蚁群而闻名。当罗伊挥舞这把战斧时，没有一只虫子是安全的。
SEV00001500	杀虫者
SEV00001501	“一个人知道什么并不重要，重要的是他是什么。”
SEV00001502	"活着太奇怪，死得太稀奇！"
SEV00001503	"幸福的家庭总是相似的，而不幸的家庭则各有各的不幸。"
SEV00001504	"你的旅程结束了，变种人。该去死了。"
SEV00001505	他们在看着你...
SEV00001506	营地
SEV00001507	"有比杀人更糟糕的事，贝亚德。还有比被杀更糟糕的事。"
SEV00001508	箭头峡谷位于莫哈维废土北部的一个遥远的地方。在你的旅途中，食物、弹药和水可能会短缺。在你完成任务之前，这将是一次单程旅行。你希望继续吗？
SEV00001509	漫长的旅程
SEV00001510	留在莫哈维废土。
SEV00001511	前往箭头峡谷。
SEV00001512	这条小路从箭头峡谷通向莫哈维废土，你确信自己再也不会回到这里了。你确定要离开吗？
SEV00001513	通往莫哈维废土的门
SEV00001514	留在箭头峡谷。
SEV00001515	回到莫哈维废土。
SEV00001516	跳过幻灯片。
SEV00001517	"迈出新的一步，说出一个新的单词，是人们最害怕的。"
SEV00001518	山姆启动了他的隐身小子，拖着彼得飞快地跑开了。你们的道路是否会在未来再次交叉是不确定的。
SEV00001519	再会了
SEV00001520	结束的开始！
SEV00001521	"事在人为。"
SEV00001522	"你不可能在大事上自律而在小事上不自律。"
SEV00001523	"所以要站立得稳，不要再被奴仆的轭挟制。"
SEV00001524	"战争是一场骗局。"
SEV00001525	布德罗的熏制辐射蟑螂
SEV00001526	阿姆菲尔德的奴隶市场
SEV00001527	雷神之锤
SEV00001528	莫哈维前哨站兵营
SEV00001529	杂货店
SEV00001530	公用宿舍
SEV00001531	山姆的平房
SEV00001532	理发店
SEV00001533	诊所
SEV00001534	结局
SEV00001535	奥利弗沙龙
SEV00001536	拉姆塞犬舍
SEV00001537	行政部门
SEV00001538	临时拘留室
SEV00001539	纳什的住所
SEV00001540	西区诊所
SEV00001541	枢纽
