TIH00000001	Chess Bobblehead
TIH00001739	Do you need any more help with the new clinic?
TIH00001740	It's come to my attention that the NCR wants to supplant our staff and change the purpose of this clinic. Their scheme is... disturbing.
TIH00001741	The man behind it all is a Ranger named Cady. He's the NCR go-to guy for purging raiders and tribals who don't bend to the Republic's demands.
TIH00001742	He's here to exterminate the Fiends, and from what I hear he plans on using our clinic to disperse hot doses of Fixer and Jet.
TIH00001743	What the Followers need... what I need... is for this Ranger to go away. I believe you have a way with people... you can make him understand.
TIH00001744	Do you need any more help with the new clinic?
TIH00001745	No, with Cady out of the way, I think the NCR will leave us be. Thanks for everything, Courier.
TIH00001746	It should go without saying that if you need supplies, medical treatment, anything... you're always welcome here. Good luck to you.
TIH00001747	Yeah, I've been thinking about Cady, the ranger you mentioned. We can't ignore him any more. Word has gotten around about his scheme.
TIH00001748	What the Followers need... what I need... is for this Ranger to go away. I believe you have a way with people... you can make him understand.
TIH00001749	Wait, are you asking me to kill Cady?
TIH00001750	I'm asking you to do whatever it takes to make him back off. If he goes ahead with this plan, it could kill hundreds, many of them innocent.
TIH00001751	Fine, I'll make sure Cady is out of the picture.
TIH00001752	Reason with the man if you can. If he won't listen... God help him. It's the life of one Ranger weighed against... hundreds. Do what you must.
TIH00001753	I don't like where this is headed. I only signed up to help the clinic, not to do your dirty work.
TIH00001754	I don't like it, but this is the only way to be sure... it's the best option for the people of Westside.
TIH00001755	Look, I understand if you have your doubts, but the Followers need you on this one. Do it, and I'll be in your debt. Just think about it.
TIH00001756	aaInheritancePost07CadyOPENPlan
TIH00001757	Of course. I've already got my man and the loaded drugs all lined up, all that needs to happen is for Grant and his crew to skedaddle.
TIH00001758	It's not unusual for the Followers and the NCR to butt heads, but you need to tread lightly. Don't get bloody on this. Just scare him off.
TIH00001759	With that said, if you have exhausted every option and he still won't leave, then do what you have to, but be discreet. Now get it done.
TIH00001760	The clinic is open. I've decided to go ahead with your plan.
TIH00001761	The Followers know about your plan. You need to leave town, right now.
TIH00001762	Gonna save the poor, innocent Fiends and make peace with Westside, all at the same time?
TIH00001763	It's bullshit, kid. You might weaken the Fiends, but you won't stop them. Someone worse might even take their place.
TIH00001764	The solution is to destroy them, make an example for all to see. Maybe in that sense I admire old Caesar. He doesn't take half-measures.
TIH00001765	You're leaving right now - in a pine box. <Attack>
TIH00001766	...
TIH00001767	I need to get going.
TIH00001768	...
TIH00001769	aaInheritancePost07CadyLeaveSpeech
TIH00001770	Maybe, but it's damn near guaranteed to work. But... I know what you're saying.
TIH00001771	Most people are dumber than a Brahmin. Unless you decapitate one hundred Fiends in front of them, people will refuse to believe we did it.
TIH00001772	Besides, the brass seems committed to using bounty hunters. I thinks it's all a con, turning in nappy fingers for cash and calling it a victory.
TIH00001773	The Fiends are like one of those... snake things... with the head that grows back. Only way to stop it is to burn that fucker whole.
TIH00001774	Mark my words, Courier: you keep cutting off heads, and eventually some big, bad motherfucker will grow back and eat your ass whole.
TIH00001775	In the meantime, I'll go back to hunting 80's up north. Nobody every complained about that. Take care of yourself.
TIH00001776	With your plan the NCR won't be credited for killing the Fiends. People will attribute it to drugs.
TIH00001777	Bounty hunters? Useless as tits on a gecko. I wipe my ass with those stupid fucking posters, spread all over creation by some retard.
TIH00001778	Don't you think the Fiends should be left to bounty hunters?
TIH00001779	Would 10,000 caps convince you to leave? <Pay 10,000 caps>
TIH00001780	Ten thousand?
TIH00001781	If you want to fund my retirement, so be it. The Followers can keep the Fiends. Nice doing business with you, Courier.
TIH00001782	aaInheritancePost07CadyLeaveRep
TIH00001783	Ok, hero. But when this goes sour, the brass will hear about it. Hippies and Fiends... you can keep them.
TIH00001784	[NCR Rep] You're hurting our standing in the Mojave. Go back to California, now.
TIH00001785	INCOMPLETE
TIH00001786	aaInheritancePost07CadyLeaveIntimidate
TIH00001787	Fuck, I'm going to California!
TIH00001788	There's a bounty on your head: a billion unmarked traveler's checks. RUN!
TIH00001789	aaInheritancePost07CadyLeaveAttackCool
TIH00001790	This is as good a day to die as any, youngster.
TIH00001791	I didn't want to do it this way, but you've left me no choice. <Attack>
TIH00001792	aaInheritancePost07CadyTURNIN
TIH00001793	Excellent. I'll send word to my man that he can get moved in. You've done the NCR a service, and we won't soon forget it.
TIH00001794	As promised, here's your due, along with an extra "something". As for me, I'm off to California. Take care of yourself.
TIH00001795	I convinced Grant to hand the clinic over to the NCR.
TIH00001796	Shit fire, we don't need that kind of PR. Fucking maniac...
TIH00001797	Regardless, it got the job done. Here's the payment we agreed upon. I'll see you around, Courier.
TIH00001798	I was forced to kill Grant. The clinic is yours now.
TIH00001799	aaInheritancePost07GrantTURNIN
TIH00001800	Good, I know it wouldn't have been easy getting through to a stubborn hick like Cady. With him out of the picture, we can focus on the clinic.
TIH00001801	Don't hesitate to come back if you need anything. We couldn't have done this without you, Courier.
TIH00001802	I convinced Cady to leave the Mojave.
TIH00001803	God, I just hope this doesn't come back on us. The Followers are under enough pressure from the NCR.
TIH00001804	The important thing is that this clinic stays open, for the greater benefit of Westside and New Vegas. You did a good thing, Courier.
TIH00001805	If you need anything, don't hesitate to ask. You're always welcome here.
TIH00001806	I was forced to kill Cady. He's out of the picture.
TIH00001807	aaInheritancePost07GrantLeaveIntro
TIH00001808	What? You mean you're actually siding with Cady? The man is a thug... a fascist!
TIH00001809	Look at what we've built here! Why in the hell would I leave it now?
TIH00001810	I'm going to enact Cady's plan for the Clinic. You and the Followers need to leave, now.
TIH00001811	aaInheritancePost07GrantLEAVESpeech
TIH00001812	We really are swimming against the current here, aren't we? Maybe it was just a dumb dream, but it was real for a little while.
TIH00001813	That seems to be our destiny... getting in position to help people, only to get steamrolled by the NCR. Maybe next time, Courier.
TIH00001814	The NCR wants this clinic. It's only a matter of time before they push the Followers out.
TIH00001815	You're reaching, Courier. We've invested too many resources, too much manpower to simply leave it behind. So... fuck no.
TIH00001816	NCR, fuck yeah! Unlawful seizure, fuck yeah! Get out, fuck yeah!
TIH00001817	aaInheritancePost07GrantLEAVEIntimidate
TIH00001818	You're an animal, just like Cady. We'll leave... but you'll have to live with this. Everything comes back to you in the end, Courier. Remember that.
TIH00001819	Get out or the Followers will be treating you for a case of curb-stomp.
TIH00001820	You think you can intimidate me? Have you forgotten where I came from? Fuck you.
TIH00001821	Get out or your buddies will be patching you up for... ass-kicked... itus.
TIH00001822	<Pay Caps>
TIH00001823	I can't... I, I...
TIH00001824	This stays between us. Maybe I can help some people with it, even if I've failed here. Goodbye.
TIH00001825	10,000 caps would do a lot of good in Freeside. You sure you don't want to leave? <Pay 10,000 caps>
TIH00001826	aaInheritancePost07GrantLEAVERep
TIH00001827	aaInheritancePost07GrantLEAVEMedicine
TIH00001828	I need to get going.
TIH00001829	...
TIH00001830	I'm here about the letter.
TIH00001831	Outstanding! I was having trouble recruiting mercs for this. Nobody wants to come near this place, like it's cursed or something.
TIH00001832	I ain't gonna lie - what the Legion did that day hurt the Rangers... hurt the entire NCR. I intend to turn the tables on those fuckers.
TIH00001833	If you agree to take part in this operation, you'll get a signing bonus of 1,000 caps, followed by 4,000 when we're finished. Are you good to go?
TIH00001834	Ok, are you with us?
TIH00001835	I'd like to discuss the contract.
TIH00001836	Thank you.
TIH00001837	...
TIH00001838	Fuck off.
TIH00001839	...
TIH00001840	aaInheritancePost09CourierStare
TIH00001841	<The courier returns an icy glare>
TIH00001842	<Stare at the courier>
TIH00001843	<The courier returns your wink with a snarl>
TIH00001844	<Wink at the courier>
TIH00001845	<The courier begin gesticulating wildly, initiating an unholy ceremony...>
TIH00001846	<Wink at the courier>
TIH00001847	You and the NCR can wipe my ass with this letter. The Mojave is better off without you.
TIH00001848	Another Ranger told me it would be a mistake to count on some cheesedick civilian for this gig. Guess I should have listened to him.
TIH00001849	So you're the guy in charge, right?
TIH00001850	Ranger Beaumont, commander of this little post. I was... out on patrol when the station was hit, and it's my responsibility to make it right.
TIH00001851	Why is the NCR trying to keep Ranger Station Charlie?
TIH00001852	Charlie is all that stands between most of the raiding parties and Novac, and it guards an important trade route.
TIH00001853	More importantly, the Rangers have to hold this spot after what happened. Legion gave us a black eye, so we got to show them we're still strong.
TIH00001854	What would we be up against?
TIH00001855	Some of that's classified, and I can only divulge the details when you've signed on. Suffice it to say it would be a sizeable Legion detachment.
TIH00001856	Alright, I'll take the contract.
TIH00001857	Good, here's your signing bonus.
TIH00001858	This is the situation: we believe the attack on Charlie was engineered by a pair of centurions known as the "Gemini" or "Twins".
TIH00001859	They're known as Castor and Pollux, titles granted by Caesar himself for their ferocity and cunning. We don't know much else about them.
TIH00001860	Not long after the attack on Charlie, one of our rangers tracked a raiding party to Sharp's Cavern, which we believe is host to the twins.
TIH00001861	Your mission is to reconnoiter the cave, terminate any Legion personnel present, and kill the twins.
TIH00001862	One more thing, though. You might have surmised that this is rather... personal... for the Rangers. We want the Legion to know who was responsible.
TIH00001863	Take this note, and pin it on a prominent place after you've killed the garrison. It's got a saying in Latin which should aggravate the Legion.
TIH00001864	That's it. Do you have any questions before setting off?
TIH00001865	I need more time to think about this.
TIH00001866	Fine, just don't take too long, or we'll be forced to go with a different contractor.
TIH00001867	Thanks for the offer, but I'm not interested.
TIH00001868	I suppose I misjudged you. I guess we'll have to find someone else. Thanks for meeting with me, regardless.
TIH00001869	Why do you want me to mutilate their corpses? Wouldn't that make us just as barbaric as the Legion?
TIH00001870	What, you're some kind of philosopher now?
TIH00001871	You haven't seen real barbarism. I've run LRP's into Arizona, seen shit that would make your delicate little eyes bleed out.
TIH00001872	What they do to women and their slaves, especially in the mines... I wish I could forget it. Butchering those twin freaks is a small dose of justice.
TIH00001873	I don't have any more questions.
TIH00001874	Good luck, Courier. Make 'em hurt... make 'em bleed.
TIH00001875	What's the enemy's strength?
TIH00001876	I'm not entirely sure. It's almost certainly one of their underground complexes, probably booby-trapped to hell, so watch your step.
TIH00001877	The good news is that it's likely a stopover for lightly-armored, fast-moving raiding parties. You shouldn't encounter heavy infantry or veterans.
TIH00001878	Why am I going in alone? Why not take a platoon of Rangers and track them down?
TIH00001879	You ever tracked a Legion party in the desert? With their conditioning, discipline, and land navigation, it's damn difficult, even for Rangers.
TIH00001880	The Legion excels at running, hiding, waiting for a mismatch. Then they strike fast and disappear. Did at Nelson. Did it here.
TIH00001881	The surest way to beat them is to pin them down in an open battle where our firepower and tactical flexibility can fuck them up. Like at the Dam.
TIH00001882	I could call in a company of infantry, but they'd sniff them out a mile away, would be out of there in minutes. One skilled operator is perfect.
TIH00001883	If you pull this off right, it should draw them into attacking Charlie... except this time we'll be waiting for them.
TIH00001884	Should an opportunity arise, do you want me to take prisoners?
TIH00001885	We ain't in the prisoner-takin' business; we in the killing Legion business.
TIH00001886	aaInheritancePost09KoestlerIntro01
TIH00001887	Beg your pardon, Courier. I'd like a minute of your time.
TIH00001888	What do you want?
TIH00001889	I'll be brief. I work for an unnamed agency within the NCR, and I'm conducting an investigation into Ranger's Beaumont.
TIH00001890	There are a lot of questions surrounding the Legion attack here, and my superiors are concerned about Beaumont's ability to command.
TIH00001891	Some members of the brass want to scapegoat Beaumont for what happened, while others want to take a hard look at him first, see if it's justified.
TIH00001892	As an outsider, you're a bit more objective than the Rangers or other troops. I'd like for you to check in with me after the mission is finished.
TIH00001893	I want the facts as well as your own evaluation. Is he a capable leader? Does he seem mentally stable? Is he following command's instructions?
TIH00001894	Just talk to me when the dust settles, let me know how he held up. If you can do that, there's a bonus waiting for you.
TIH00001895	All I need is information, and you get paid. It's as simple as that. Can I count on you?
TIH00001896	Can it, shitbird. There's Legionaries that need killing.
TIH00001897	I'll be brief. I work for an unnamed agency within the NCR, and I'm conducting an investigation into Ranger's Beaumont.
TIH00001898	There are a lot of questions surrounding the Legion attack here, and my superiors are concerned about Beaumont's ability to command.
TIH00001899	Some members of the brass want to scapegoat Beaumont for what happened, while others want to take a hard look at him first, see if it's justified.
TIH00001900	As an outsider, you're a bit more objective than the Rangers or other troops. I'd like for you to check in with me after the mission is finished.
TIH00001901	I want the facts as well as your own evaluation. Is he a capable leader? Does he seem mentally stable? Is he following protocol?
TIH00001902	Just talk to me when the dust settles, let me know how he held up. If you can do that, there's a bonus waiting for you.
TIH00001903	All I need is information, and you get paid. It's as simple as that. Can I count on you?
TIH00001904	aaInheritancePost09KoestlerInvestigate01
TIH00001905	I'll do it.
TIH00001906	Excellent. I'll be waiting up in Novac. Speak with me after the operation.
TIH00001907	I'll think about it.
TIH00001908	That's fine. Just see me up in Novac after the operation. Good luck out there.
TIH00001909	Forget about it. I'm not a rat.
TIH00001910	You grunts and mercs are all the same. If you change your mind, and you actually want to get paid, just see me up in Novac after all this.
TIH00001911	I managed to kill one of the twins, but the other is still at large.
TIH00001912	We already got word. Zombies at Echo seen Castor and, here's the good part... a company-sized force heading our way!
TIH00001913	You stirred em up good, Mailman. We're gonna get some payback.
TIH00001914	What are you doing out here?
TIH00001915	Paying my respects, Courier. Some good men and women died here. Ran lots of ops with Stepinac, the big-nosed bastard.
TIH00001916	But they're dead and gone, ain't no use dwelling on it.
TIH00001917	aaInheritancePost09BeaumontYouDrunk
TIH00001918	What are we going to do next?
TIH00001919	Stand our ground, just like true Rangers. We'll make that old bitch Tandi proud!
TIH00001920	Well, there is a platoon of regulars on patrol to the south. I reckon they could help. But I don't want no grunts taking the glory from Rangers.
TIH00001921	Listen, you drunk bastard, not all of us have a deathwish. You better have some kind of plan.
TIH00001922	Well, there is a platoon of regulars on patrol to the south. I reckon they could help. But I don't want no grunts taking the glory from Rangers.
TIH00001923	I agree. We don't need any help.
TIH00001924	Damn right. We're going to butcher those plumed assholes by the bushel. However, we've got a little time until they show up.
TIH00001925	If you want to set mines or call in any buddies, this is the time to do it. Make it quick, and then check in with me when you're ready.
TIH00001926	aaInheritancePost09BeaumontHelpSpeech
TIH00001927	Fuck, you're probably right. I let my ego get in the way of good sense sometimes. It comes with the territory.
TIH00001928	Fine, I'll call em up on the radio, see if they can't send us a squad or two.
TIH00001929	If you want to set mines or call in any buddies, this is the time to do it. Make it quick, and then check in with me when you're ready.
TIH00001930	Nobody will question the actions of the Rangers, even if a handful of grunts are around.
TIH00001931	What good would a bunch of half-retarded conscripts do? Most of those assholes can't even march in a straight line. No way.
TIH00001932	More defenders make more sense, right? You shouldn't underestimate NCR Troopers.
TIH00001933	I disagree with the plan, but it's your call.
TIH00001934	Damn right it is. We're going to butcher those plumed assholes by the bushel. However, we've got a little time until they show up.
TIH00001935	If you want to set mines or call in any buddies, this is the time to do it. Make it quick, and then check in with me when you're ready.
TIH00001936	aaInheritancePost09BeaumontHelpIntelligence
TIH00001937	Shit, that smarts. Ok, I'll call them up, see if they'll send us a squad or two. We better batten down the fucking hatches.
TIH00001938	If you want to set mines or call in any buddies, this is the time to do it. Make it quick, and then check in with me when you're ready.
TIH00001939	With only the Rangers, this is a ten-to-one fight. That's not courage, it's suicide.
TIH00001940	I've made all my preparations for the battle.
TIH00001941	Good timing. Scouts radioed in, said they're about to be right on top of us. Get ready.
TIH00001942	I should get going.
TIH00001943	...
TIH00001944	It looks like we won.
TIH00001945	Yeah, we did, though I'll be damned if they didn't throw everything at us. Did you see Castor charging in with that fist thing? Idiot.
TIH00001946	Here's the payment I promised. I doubt we could've pulled this off without you, Courier.
TIH00001947	I didn't do too much. The Rangers made the real sacrifice here.
TIH00001948	No doubt, but you bled here with us. We won't soon forget it. You're a good sort - don't let the Wasteland change you, kid.
TIH00001949	It's just part of the job.
TIH00001950	Job or not, you were a lifesaver. The Rangers won't forget a good turn like this. You take care of yourself.
TIH00001951	Let's face it - you all would be dead if I hadn't been here.
TIH00001952	Heh, maybe. You keep your confidence up and your head down, kid. We won't forget what you did for us. Take care.
TIH00001953	Ranger Beaumont was a model leader. There isn't a thing he could've done better.
TIH00001954	Really? Alright, I'll put it in my report. As for you, here's the bonus we discussed. Thanks for your help.
TIH00001955	I'll include your statement in my report. We'll make sure he and the other defenders are posthumously decorated for their actions. Thank you.
TIH00001956	Ranger Beaumont was a model leader, and he died a hero. There isn't a thing he could've done better.
TIH00001957	Beaumont wasn't perfect, but he was a solid commander.
TIH00001958	Really? Alright, I'll put it in my report. As for you, here's the bonus we discussed. Thanks for your help.
TIH00001959	I'll include your statement in my report. We'll make sure he and the other defenders are posthumously decorated for their actions. Thank you.
TIH00001960	Beaumont wasn't perfect, but he led from the front and went down fighting.
TIH00001961	aaInheritancePost09KoestlerENDProblems
TIH00001962	Beaumont's arrogance is only exceeded by his stupidity. He is a danger to everyone in his command.
TIH00001963	So be it. I'll include your candid assessment in my report. Here's the bonus we discussed. Thanks for your help.
TIH00001964	So be it. I'll include your candid assessment in my report. Here's the bonus we discussed. Thanks for your help.
TIH00001965	The NCR lucked out when Beaumont was killed. He was a drunken fool who endangered his troops.
TIH00001966	I've got nothing to say to you. We are finished.
TIH00001967	Fine, have it your way. I'll just have to fill in the blanks on the report myself.
TIH00001968	Fine, have it your way. I'll just have to fill in the blanks on the report myself.
TIH00001969	If we're really going up against a company of Legionaries, we'll need more reinforcements.
TIH00001970	That's... no, no way. I'm a Ranger, damn it. We can hold this post. We will hold this post. Besides, nobody would get here in time.
TIH00001971	Reinforcements could be a trump card. Winners play smart, not crazy. Radio them in.
TIH00001972	Well, Legion might drop a full house of fuck on us. You're right. I'll call in the backup. Let's just hope they get here in time.
TIH00001973	aaInheritancePost09BeaumontBACKUPIntelligence
TIH00001974	That might work, but I don't know if they'd get here in time. I'll call up command and see what they can send our way. Don't hold your breath.
TIH00001975	You would surprise the attackers with a flanking attack. They would be routed, and you'd be a hero.
TIH00001976	No, this is our fight. I won't go crying up the chain like those pussy-ass regulars at Forlorn Hope.
TIH00001977	The NCR has manpower to spare. Stop being a stubborn ass and radio for help.
TIH00001978	Fine. This is as good a day to die as any.
TIH00001979	Maybe. That ain't for us to decide. In the meantime, we stand tall.
TIH00001980	So I'm going to get killed defending this shithole just so you can get a posthumous medal? Great.
TIH00001981	This is my shithole, and nobody put a gun to your head when you signed the contract. Like they say, don't ask reasons, just die. Something like that.
TIH00001982	aaInheritancePost09BeaumontBACKUPQuit
TIH00001983	Who are you?
TIH00001984	Rubin's the name. I'm Beaumont's replacement. This is my first assignment as a station commander.
TIH00001985	Where's Beaumont?
TIH00001986	The brass was impressed with his leadership during the attack on Charlie, so they promoted him to Captain, put him in charge of training Rangers.
TIH00001987	Rumor has it that he's now on the short list of potential successors to Hanlon, as Scull and some of the other old dogs ran afoul of the bosses.
TIH00001988	He had just put in his twenty, and after the bloodbath here at Charlie, the brass asked him to retire. Kept his rank and pension, but still...
TIH00001989	Fucking brass... they gave him an admin discharge, stripped him of rank and benefits. Poor bastard got in his dress uniform and blew his brains out.
TIH00001990	He was posthumously decorated. I even heard a senator showed up at his funeral. Rumor has it they're gonna name a school after him.
TIH00001991	Did the brass say anything about Beaumont after his death?
TIH00001992	Not much. He got a military funeral, and his widow got the flag and the death benefits. They're going to be burying more of us soon, I'm afraid.
TIH00001993	Did the brass say anything about Beaumont after his death?
TIH00001994	Not much. He got a military funeral, and his widow got the flag and the death benefits. They're going to be burying more of us soon, I'm afraid.
TIH00001995	Did the brass say anything about Beaumont after his death?
TIH00001996	Yeah, they stripped him of all his rank and honors, then shit on his record. His poor widow didn't even get the death benefits.
TIH00001997	Fucking candy-ass brass sits in Shady Sands, counting beans and judging us... most of those fucks never been near combat. Cocksuckers.
TIH00001998	Did the brass say anything about Beaumont after his death?
TIH00001999	What's your background?
TIH00002000	Came up out of Junktown. Came from a long line of merchants and traders. My dad had a path laid out for me, gonna have me take over the business.
TIH00002001	But an honest day's wages never interested me. Drove dad crazy, didn't really have my head in the business.
TIH00002002	One day on a caravan I saw a troop of Rangers ambush some slavers from a distance. I had never seen anything like it. After that my mind was made up.
TIH00002003	I joined when I turned seventeen, did a tour in the infantry, then passed the Ranger screening when I was twenty. It's been a hell of a ride since.
TIH00002004	Do you need any help?
TIH00002005	I'm afraid not. Funds for contractors have dried up, and the Legion has backed off after that last dustup.
TIH00002006	aaInheritancePost09RubinGOODBYE
TIH00002007	What's your background?
TIH00002008	Grew up on a farm near Dayglow, joined up in '59. Spent some time with the grunts before I made Ranger. Then I hunted raiders for a spell.
TIH00002009	I marched into Bullhead with Kimball back in '70, and did my last tour picking up the pieces at Zulu. Got here a few months back.
TIH00002010	You seem to have a lot of hatred for the Legion. Don't you worry about it affecting your decisions?
TIH00002011	No. I'll tell you what it does. It gives me reason to wake up in the morning when I'm out here, hundreds of miles away from my wife and kids.
TIH00002012	I hear assholes saying hate is always a bad thing. You almost have to hate to kill a man, at least the first time. To win wars, you have to kill.
TIH00002013	Believe me, my mind is sharp and my judgment is sound. But when I put a .44 round through some Centurion's dome, I'm smiling. Hate makes you strong.
TIH00002014	How did the Legion manage to pull off the raid here?
TIH00002015	What, you aren't going to blame me right off the bat? I'm so used to the brass crawling up my ass about it, it's made me cagey about the affair.
TIH00002016	The Legion thrives on speed and surprise. It's a necessity, since they wear ancient jock straps as armor and fight with sharp sticks.
TIH00002017	The Brass mandates dumbass search and destroy missions in the bush, so I was out on patrol. Charlie was at half-strength when the Legion hit it.
TIH00002018	Sometimes the patrols are successful, particularly if we catch the Legion in a night ambush. Dumbasses don't use night vision, ya know?
TIH00002019	But generally the Legion out-maneuvers us in the field. Their raiding parties are hard to track, much less catch. Command didn't give a shit.
TIH00002020	I told them we were undermanned, but they just sit back in their comfortable chairs, in their air-conditioned offices, and yell, "Drive on!"
TIH00002021	Generals want the kills to pad their stats. Body counts make for nice headlines and help you get promoted. Gotta climb that ladder!
TIH00002022	But something I learned long ago... is that a commander's first responsibility is take care of his troops. That was my charge, and I failed.
TIH00002023	I can't bring them back, but I guaran-damn-tee you I'm going to send some Legionaries straight to hell before I hang it up.
TIH00002024	Aren't you worried at least a little bit that this plan might backfire?
TIH00002025	Backfire? As in the Legion sends more than a raiding party? It's doubtful, but if they do, we'll be ready.
TIH00002026	Zulu? What happened there?
TIH00002027	Not much until my tour was winding down. I missed the big rodeo back in '79, when the Legion made real try for it.
TIH00002028	It's a sliver of rock overlooking a pass south of Bullhead. Politicians want the base because it protects the silver mines.
TIH00002029	Problem is they underestimated how bad the Legion would want it. Caesar's southern commander, Marcellus, just about wiped Zulu off the map.
TIH00002030	Wasn't much left when I got there. We had to rebuild the defenses, replenish the garrison, and even now... I don't know if it's secure.
TIH00002031	Before I left, Legion scouts started showing up, sniping our troops. Rumor has it that Marcellus is gonna attack Zulu again.
TIH00002032	If that's true, I'm sorry for the poor bastards who are going to be there. Marcellus is just... dangerous. God help them.
TIH00002033	What makes Marcellus so dangerous?
TIH00002034	He's unpredictable, which separates him from most of Caesar's boys. A lot of them are just thugs who got rank by stomping half-assed tribals.
TIH00002035	Marcellus, though... he doesn't follow a lot of the same rules as other commanders... he only cares about winning.
TIH00002036	Fuckwit Lanius might be a giant mongoloid badass, but his tactical approach is the same as the others. Fodder, primes, veterans. Rinse, repeat.
TIH00002037	Marcellus doesn't do that shit. He actually tries to keep his men alive, and grants them some flexibility. They operate in heavily-armed squads.
TIH00002038	He'll feign attacks, retreat, then hit you in flanks. I seen it happen to a patrol. No survivors. On top of that, he does things that just... well...
TIH00002039	I've seen some awful shit that will haunt my dreams, but the worst might have been at Zulu, when a group of escaped slaves approached the camp.
TIH00002040	Men ran down to help them, even as I told them to back off. It was a bunch of kids. Just as they had crowded around them, there was an explosion.
TIH00002041	It wasn't just a mess. It was sulphur, crying, body parts, and smoke, right outside the base. We picked up the pieces of six kids and eight troopers.
TIH00002042	That was before his scouts even showed up. It was his way of letting us know that he still had his sights on Zulu. He won't stop until he gets it.
TIH00002043	So what's your story?
TIH00002044	I'm an employee of the NCR. That's all you need to know.
TIH00002045	I think I might be addicted to something.
TIH00002046	It happens to the best of us. Let me have a look.
TIH00002047	I think I'll tough it out.
TIH00002048	Gonna try the "Pain don't hurt" routine? It doesn't work with an addiction. But I'm just a doctor, right? What the fuck would I know?
TIH00002049	Yes, cure me.
TIH00002050	Your faith... in medicine... has healed you. Go in peace.
TIH00002051	I'm hurt. I need help, Doc.
TIH00002052	Sorry, I don't treat Hypochondriasis. You're perfectly fine.
TIH00002053	This doesn't look too bad. We'll have you patched up in no time.
TIH00002054	Damn, that's got to hurt. Okay, hold still, it's gonna get worse before it gets better.
TIH00002055	I wasn't going to say anything, but when you walked in here I thought you were a ghoul. We better get to work on this quick.
TIH00002056	All right, fix me. Here's 100 caps.
TIH00002057	Stay as still as possible. This may cause some... discomfort.
TIH00002058	I give free treatment to the indigent and needy. You aren't one of them.
TIH00002059	Sorry, I don't have 100 caps.
TIH00002060	All right, fix me. Here's 75 caps.
TIH00002061	Stay as still as possible. This may cause some... discomfort.
TIH00002062	I give free treatment to the indigent and needy. You aren't one of them.
TIH00002063	Sorry, I don't have 75 caps.
TIH00002064	All right, fix me. Here's 50 caps.
TIH00002065	Stay as still as possible. This may cause some... discomfort.
TIH00002066	I give free treatment to the indigent and needy. You aren't one of them.
TIH00002067	Sorry, I don't have 50 caps.
TIH00002068	That's all I need.
TIH00002069	Glad to help.
TIH00002070	There was something else I needed...
TIH00002071	Yeah? What is it?
TIH00002072	On second thought, I'll be fine.
TIH00002073	It's your life.
TIH00002074	Can you heal my radiation?
TIH00002075	Absolutely, it's a snap.
TIH00002076	No, thanks.
TIH00002077	Whatever you say. If you're lucky you might develop super powers, but you'll probably just die a slow, agonizing death.
TIH00002078	Here's 100 caps. Do it.
TIH00002079	This will feel like... well, you don't want to know.
TIH00002080	I need medical supplies.
TIH00002081	Here's what I've got.
TIH00002082	I should get going.
TIH00002083	See you later.
TIH00002084	You look awfully familiar...
TIH00002085	I was wondering if you'd remember me. I used to run with the Fiends till you convinced me to check into rehab. It worked out pretty well.
TIH00002086	The NCR? Really? I didn't see that coming.
TIH00002087	When I left rehab, the only thing left was to find work in Westside, but they're not eager to have ex-Fiends around, so I enlisted.
TIH00002088	It got me out of that dump, at least. I might die at the Dam, but at least I'll die clean. I can handle that.
TIH00002089	I never thanked you for what you did. You saved my life, Courier. Nobody gave a damn about me until that point. Thank you.
TIH00002090	I need to get going.
TIH00002091	See you later.
TIH00002092	What a pussy. I liked you better when you were a junkie. <Attack>
TIH00002093	What? You... I'll tear you a new asshole, motherfucker!
TIH00002094	aaInheritancePost09BARKStart
TIH00002095	Rangers! Remember the brothers and sisters who died in this spot! We have bled for this ground, and we will die before the Legion takes it!
TIH00002096	Caesar will cry when he sees what we have done to his men! They will weep for their mothers and beg for mercy! Kill them all!
TIH00002097	aaInheritancePost09BARKSecondWave
TIH00002098	More recruits from the east! Bury those maggots!
TIH00002099	aaInheritancePost09BARKFourthWave
TIH00002100	Primes incoming! Mow them down!
TIH00002101	aaInheritancePost09BARKSeventhWave
TIH00002102	Veterans on the way! Hold your positions, keep fighting!
TIH00002103	aaInheritancePost09BARKFinalWave
TIH00002104	They breached the north wall! This is it, so dig deep and hold the fucking line!
TIH00002105	What does this note say?
TIH00002106	My translation is a little rough, but I think it means, "Enemies and Friends, I fuck them all in full." Only the Legion would get excited by that.
TIH00002107	What are you doing up here?
TIH00002108	The trees have a way of putting me at ease... and the cool air is easier on my lungs. It just seems more alive up here.
TIH00002109	Are you a merchant?
TIH00002110	In a manner of speaking, yeah. People come to me with questions, and I provide answers.
TIH00002111	I need to get going.
TIH00002112	See you later.
TIH00002113	Can you elaborate?
TIH00002114	Sometimes I can answer very specific questions... about the future. People place a lot of value in these answers.
TIH00002115	However, I can't do it too often because of the strain. I tend to get headaches when I concentrate on finding answers.
TIH00002116	It's like watching history in reverse... not everything comes through clearly. Even so, people always want to know what I see.
TIH00002117	People pay you for this? Good scam.
TIH00002118	It's not like that. I sell information that they probably can't find anywhere else.
TIH00002119	Can you answer any of my "Questions"?
