AAD00100001	问好
AAD00107053	[失败] 好吧……我们修理东西时，更喜欢使用熔接气炬和等离子切刀。关于维修知识，我想我还是听罗亚尔和杰克的比较好。
AAD00107054	噢，我可以告诉你们，我是如何用水管胶带和泡泡糖修理东西的！
AAD00107055	还有别的吗？
AAD00107056	向北走你会看见一座高塔。那是太阳神一号。曾经是一座发电站。
AAD00107057	在这里的东边有一座叫纳尔逊的小镇子。是一个古色古香的小地方，但被一群奴隶贩子占领了。
AAD00107058	不过有我们最好的狙击手盯着，他们暂时还没对我们有什么动作。
AAD00107059	我说服了贝茜下士去找宇佐木医生寻求治疗。
AAD00107060	很好，队里的其他人也说你为她的事去找过他们了。这是个良好的开端，不过有必要的话，还是希望她能够坚持治疗。
AAD00107061	我怕她万一知道治这种病需要花很长时间，就会开始抵触宇佐木。她还是不想让队里的其他人看笑话。.
AAD00107062	真希望像你这样有医疗经验的人能早点来。我想她会听从你的建议，安心接受治疗的。
AAD00107063	本来我还担心贝茜可能会不愿意接受长期治疗，毕竟她不想在队友们面前难堪。但你却把这事摆平了。
AAD00107064	为什么你让贝茜失望了？
AAD00107065	她可是我的搭、搭档。知道吗，我们都是两两行动，互相掩护，互相照、照应。
AAD00107066	没人愿、愿意和我搭档。他们都嫌我太、太菜了。可贝茜却自愿和我一组，该死，你不知道这对我有多、多、多重要。
AAD00107067	她把命交给了一个菜鸟，可我却只能眼睁睁看着那个……狗、狗杂种把她给强奸了。
AAD00107068	贝茜怎么了？
AAD00107069	有个叫大厨库克的家伙，恶魔帮的，偷袭了她和黑桃十。虽然他们最后都逃出来了，可贝茜却被大厨库克给强暴了。
AAD00107070	贝茜回来后始终都装着一副无所谓的样子，可她的脾气却一天比一天暴躁。基本上就是一看见女人就不老实。
AAD00107071	这种行为不应该在第一侦察营出现。我本可以开除她，但我还是希望她能去看看医生。
AAD00107072	
AAD00107073	振作点，孩子。情况也不是那么糟。不错，你的皮肤的确在腐烂，而且闻起来就像是狂欢节后的公共厕所，不过……嗯……
AAD00107074	啥？这怎么能说不糟呢？还能更糟点吗？
AAD00107075	好吧，就算你可以从辐射病中存活，从暴民手中逃脱，在野外不被野兽吃掉。但总有那么一天，你也会像我一样老去。
AAD00107076	天呐！
AAD00107077	啥？是我说了什么了么？
AAD00107078	
AAD00107079	我觉得像杀野生动物一样杀掉尸鬼也没什么问题。反正它们早晚都是个死。对不？
AAD00107080	
AAD00107081	老大，别乱碰东西，如果这些超级变种人绑架了我们，还逼我们去修面包机。那可都是你害的。
AAD00107082	你能和我说说哨站的情况吗？
AAD00107083	没什么好说的，这是所有NCR哨站里最烂的一个，待在这儿就跟做保姆似的。.
AAD00107084	虽然哨站已经满编，可要派遣巡逻队，我们的人手却刚好不够。说是要保证"驻防兵力"，这是杰克逊的命令……NCR的命令。
AAD00107085	无法派人巡逻，也无法执行护送任务。于是这下倒好，一群商队就跟牛屁眼里塞了个瓶子似的堵在这里。典型的NCR做派。
AAD00107086	我想要一件来自避难所的小玩意。
AAD00107087	当然，请收下这个！在我们上地表之前，把能带上的科技用品全都带上了。
AAD00107088	我帮助人不需要任何回报。
AAD00107089	看到地表的人们如此善良勇敢，真是让我充满了希望。再次感谢你。
AAD00107090	"地表的世界"待你们如何？
AAD00107091	很友善！这个社区的负责人已经完全接纳了我们。他们为我们提供食物，还保护我们免受外界侵扰。
AAD00107092	不过有些人好像不太高兴。他们一直在说什么"不公平"，"被骗"，"操蛋"之类的话。
AAD00107093	显然是有人在对他们使坏，那人据说就住在亮着灯的地表城市里——他们管那儿叫长街，和自由城。
AAD00107094	我们能来这儿真是太幸运了。虽然这片土地对我们来说依旧很神秘，但我们会找到自己的容身之处的。
AAD00107095	我就是关掉34号避难所排风扇的那个人。
AAD00107096	你？是你把电力重新导回到我们这片区域的么？
AAD00107097	我们还以为不可能有人能穿过那片辐射区域，何况尸鬼那么多！
AAD00107098	我们都欠你一个人情，外乡人。如果有什么需要，请尽管开口……
AAD00107099	是的，我知道，外乡人。我们都欠你一个人情。
AAD00107100	我说了，是我把你从34号避难所里救出来的。
AAD00107101	跟我说说武器模组和特种弹药。
AAD00107102	武器模组就是消声器，瞄准镜，弹夹拓展槽这一类的东西。
AAD00107103	特种弹药包括穿甲弹这样的玩意，威力比普通弹药小一些，但是更容易击穿护甲。
AAD00107104	还有一种中空弹，效果和穿甲弹完全相反——对无护甲的目标能造成更高的伤害，但对护甲就完全没办法。.
AAD00107105	我该去哪找备用零件？
AAD00107106	哈！要是我们有备用零件，还会叫你去修这些鬼东西吗？那我也太浪费了。
AAD00107107	我们早就没有备用零件了，虽然杰克和我已经尽了全力让电池板保持正常运转，但我们现在已经无计可施了。.
AAD00107108	废土上的某些地方肯定有备用零件，但我没法给你指出确切的方位。你应该也注意到了，我们和外界基本没什么交流。
AAD00107109	<撒谎> 我需要你所有的药品，高速公路边上有个伤员。
AAD00107110	你确定？他伤势如何？
AAD00107111	这个人的伤势恶化了吗？有什么症状？
AAD00107112	炸药帮要你捐赠一些物资给他们。
AAD00107113	什么？我他妈为什么要这样做？
AAD00107114	又来了。你凭什么觉得我会答应你？
AAD00107115	只是些不知所云的疯话。
AAD00107116	哦，上帝。他……我想他在很久以前就迷失了。即使到最后……
AAD00107117	
AAD00107118	……无所谓了。他在我们向隐谷撤退时就死了。我没想过还能再见到他，没人想过。.
AAD00107119	它们怎么会跑到这儿来的？
AAD00107120	这个嘛，他们为了抵税，就把剩下的玩具全都扔到大恐龙肚子里了。不过那是我来之前的事了。
AAD00107121	这玩意倒是挺抢手的，毕竟是卖一件少一件的限量收藏品。不过，我后面倒还有些存货。
AAD00107122	
AAD00107123	[失败] 你在开玩笑吗？我进货都来不及，这可是畅销款！
AAD00107124	但是…纪念品火箭玩具上的价格标签看起来太离谱了。能便宜点么？
AAD00107125	给我讲讲游骑兵吧。
AAD00107126	他们是NCR最强悍的士兵。每个人都顶得上一个排。
AAD00107127	每当遇到那种能把人都吓得六神无主的差事，就是游骑兵该登场的时候。
AAD00107128	要是你能遇见游骑兵中的精锐——穿着象征他们地位的漆黑护甲……呵，那我敢说你这辈子都值了。
AAD00107129	
AAD00107130	这么着吧，我会付给你报酬的，同时我还打算附赠你一样东西。
AAD00107131	我们游骑兵内部流传着一套独特的招式，可以瞬间将敌人放倒。这套招式救了我很多次，希望你也能受用。
AAD00107132	我来示范给你看。
AAD00107133	你做了什么？
AAD00107134	我把他拉了出来，发现他手上攒着个东西。是铁制的。
AAD00107135	他又迅速把自己关进了衣柜里，我这才看清他扔在我脚下的是个手榴弹。
AAD00107136	军团就喜欢这么干。利用孩子。他们知道我们见到孩子就会犹豫。
AAD00107137	不管怎样，那是第一次。第二次是我从旅馆前面的楼梯上摔了下来。我本来还以为自己已经能够忘掉这一切了。
AAD00107138	嗨，别以为你腿脚不好又无所事事就……我忘了我要说什么了。
AAD00107139	你是想鼓励我对吧。
AAD00107140	<撒谎> 我认为袭击者也已经死了……所以……很难说。
AAD00107141	我在游骑兵学校学过怎么识破谎言。我不知道你为什么要说谎，不过我无所谓。我们会保护这座镇子的，即使战死也在所不惜。
AAD00107142	这帮人中有一个朝我开枪了。我想知道怎样才能逮着他们。
AAD00107143	那样的话，你最好和副警长比格尔谈谈。.
AAD00107144	自从他们来到镇上以后，他就一直在留意他们，当你要找的那个帅小伙经过这里的时候，比格尔正在野牛史蒂夫旅馆附近转悠。
AAD00107145	也许他知道他们去了哪里。
AAD00107146	本来你应该去找副警长比格尔了解的，可惜他遭遇了不幸。
AAD00107147	自从他们来到镇上之后，他就一直在留意他们，当你要找的那个帅小伙经过这里的时候，比格尔正在野牛史蒂夫旅馆附近转悠。
AAD00107148	或许你可以找一找他留下的纸条和其他记录，看看有没有东西能帮到你。.
AAD00107149	主教是谁？
AAD00107150	哦，他是个讨厌的家伙。你还是别认识他的好。是他造出了那支变种人大军。
AAD00107151	你是从哪里来的？
AAD00107152	我是在17号避难所长大的。直到75岁那年，我才第一次见到太阳。当时变种人袭击了避难所，把我们中的大部分人都掳走了。
AAD00107153	是的，利奥，我马上就要说到了！他们也将我改造成了变种人，然后就送我去参军，准备征服整个加州。
AAD00107154	
AAD00107155	天哪，这里你到处都可以闻到杰特味儿的双头牛粪便。
AAD00107156	
AAD00107157	真不敢相信我们正在一所专门收容疯狂超级变种人的避难所里。
AAD00107158	你能给我一点医疗用品吗？
AAD00107159	你为我们做了不少好事，我可以分些物资给你。
AAD00107160	最近我们开始制作治疗针了，但我们缺少制作其他药品的材料。所以抱歉，可供选择的并不多。
AAD00107161	要做些什么？
AAD00107162	他们必须消失，否则这里不久就会变成一座鬼城。.
AAD00107163	我不管你采取什么手段，只要把那些尸鬼撵走，对我来说就够了。
AAD00107164	我就需要知道这些。
AAD00107165	很高兴能帮上忙。
AAD00107166	嗨，我知道你现在没必要帮我，但你看上去是个好人。能不能至少听我说说我们这里遇到的问题？
AAD00107167	
AAD00107168	呃……你好吗？嗨。你在吗？哦，好吧。你不能回话。听着，我正在利用这台机器人向你传递消息。
AAD00107169	我从别处听说了一些有关你的机器人的传闻。它当中似乎储存了不少对我们有用的信息。哦，等等，忘记自我介绍了。
AAD00107170	我是洛伦佐，钢铁兄弟会的一名骑士。我们对你的技术十分感兴趣。
AAD00107171	嗨，抱歉插句话，他说的确实很吸引人。我不想继续浪费你的时间，但我想提个相反的建议。
AAD00107172	我是一名天启追随者。我们在技术共享方面比兄弟会的那帮……家伙要开明得多。
AAD00107173	把你的机器人带给我们，我们会利用它身上的信息造福更多的人。.
AAD00107174	我找到了所有的巡逻队，他们都死了。
AAD00107175	看来他们都死了。果然不出所料。我们在外面的世界没什么朋友，却有不少敌人。
AAD00107176	新兵斯坦顿告诉了我你那天的小冒险。
AAD00107177	真是太有趣了！风就在我们耳边呼呼刮过，根本不知道下一秒会有什么东西冒出来。
AAD00107178	当那些蝎子现身的时候，我还以为是模拟出来的呢！所以我就瞄准它们，然后狂扣扳机。
AAD00107179	我觉得斯坦顿是不可能再和我一起走了。我原以为他会像我一样享受这次冒险，结果他却怕得要命。
AAD00107180	别和他说我讲过这些，我敢和你赌一星期的口粮，碰上蝎子的时候，他真的吓得尿裤子了！
AAD00107181	让我看看你卖些什么。
AAD00107182	我们的巡逻队总是能带进新物资。来看看吧。
AAD00107183	那么说，你和麦克纳马拉都知道这件事？
AAD00107184	长老在何种情况下才会被弹劾？
AAD00107185	看来哈丁已经找你谈过了，对吧？自从封锁开始后，他就一直在想方设法把麦克纳马拉赶下台。
AAD00107186	别误会，他是个好人，但麦克纳马拉长老的民望更高。要没有他，我们早就死在太阳神电站了。
AAD00107187	我对哈丁说过的话，现在再和你说一遍。在兄弟会的历史上，只有极少数的长老是被罢免下台的。
AAD00107188	而那一小撮人都犯下过严重的罪行，麦克纳马拉长老是绝不可能和他们一样的的。你要有心，可以自己去调查。
AAD00107189	我会给你权限，让你能够查阅与该部分历史有关的数据库。去找高阶学士易卜生了解相关事宜吧。
AAD00107190	你说的那个"大红人"是指沃特金斯吗？
AAD00107191	她很漂亮，对吧？像头小狗一样。可惜，咱们的首席学士似乎对她动机不纯啊。
AAD00107192	好的，说吧。
AAD00107193	也许你已经听说了，整座大本营都被封锁了。除了夜间有巡逻队出入以外，没有人能够离开。
AAD00107194	我们的分会已经被关在这里很多年了，封锁开始后，少数仍身处在外的成员也被禁止返回。
AAD00107195	日子一天天过去，大家的士气越来越低落，我们手头有不少圣骑士连实战都没经历过，只会在模拟训练中摆些假把式。
AAD00107196	而这一切全都是因为长老下令禁止出入。想要改变现状，唯一的方法就是推选一位新长老。
AAD00107197	跟我说说军团是什么样的。
AAD00107198	一群奴隶贩子，杀手，以及各种各样的麻烦制造者。他们都打扮得像罗马士兵，所以如果你见到他们，肯定能认得出来。
AAD00107199	有谣言说军团的地盘比NCR大得多，只不过NCR运气好，军团的铁蹄还没蹂躏过他们的领土。
AAD00107200	求你了，饶了我吧。.
AAD00107201	离我远一点。
AAD00107202	你请求我们的宽恕？你疯了？既然我们来了，那就说明已经没什么可商量的了，明白吗？
AAD00107203	我对NCR做了什么？
AAD00107204	你在我们这儿的名声不好——就是这样。
AAD00107205	你竟然算计我，去死吧。
AAD00107206	其实我不想扫你的兴，但从某种程度上来说……我是死不了的。我的意思是，你大可以把这个机器人摧毁，可那样也只不过是把我赶出它的系统而已！
AAD00107207	奥妙在于，我的神经运算系统有一套分布式镜像，每天都会进行多次网络备份，在我受到威胁的时候，它也会自动备份！
AAD00107208	我也没办法！长街上的每台安保机器人身上都嵌入了我的数据，所以即便你毁掉了眼前这台机器人，我只要再转移到新的身体上就可以了。
AAD00107209	我当然不希望这样！像我现在这个样子，你就算报了仇也没有快感！
AAD00107210	本尼射杀的那个邮差，你知道多少？
AAD00107211	这正是本尼把我安插在这儿的原因！专门监控豪斯先生的数据。当然，这些数据统统经过了加密——不过我可是解密高手！
AAD00107212	你知道吗？光是去年一年，豪斯先生就花了812, 545枚瓶盖来组织队伍寻找白金筹码——你当然不知道！ !
AAD00107213	而且，其实当时共派出了七个邮差，但六个身上带的都是假货！包括他们的行进路线，以及掩护他们的佣兵，这些你都不知道吧？
AAD00107214	而我早就知道了。很聪明吧，嗯？
AAD00107215	
AAD00107216	嗨，你好，我叫爱普罗·马泰默。我监听到不久前你和钢铁兄弟会的人通过话。
AAD00107217	我是一名天启追随者的信徒。我们在技术共享方面比兄弟会的那帮……家伙要开明得多。
AAD00107218	把你的机器人带给我们，我们会利用它身上的信息造福更多的人。.
AAD00107219	我需要一张床和一些补给。.
AAD00107220	这也太巧了点吧，机器人，你葫芦里究竟卖的什么药？
AAD00107221	别胡思乱想的，伙计，是不是你脑门里那颗子弹让你变得有些疑神疑鬼了啊。我没有恶意的。
AAD00107222	再见。
AAD00107223	滚一边去，机器人。
AAD00107224	看在你这么着急要找那个卑鄙小人报仇的份上，我就不和你计较了。
AAD00107225	
AAD00107226	嘿……嘿！你上哪儿去？好啊，他妈的！ !
AAD00107227	
AAD00107228	嘿，有意见的话去找帕帕斯去。我和这破地方的缘分到此为止了。
AAD00107229	200个瓶盖拿去，离我远点。
AAD00107230	这点小钱已经不顶用了，你已经成了这地方的毒瘤。拿两倍的钱来，否则我们就切了你的耳朵。
AAD00107231	这点小钱已经不顶用了，你已经成了这地方的毒瘤。拿两倍的钱来，否则我们就切了你的耳朵。
AAD00107232	我会想想办法的。
AAD00107233	那好，我建议你先去找找拉莫斯。作为安保部门的头儿，他比我们所有人都清楚这儿的规章制度。
AAD00107234	你也可以去搜搜我们的数据库。不过据我所知，易卜生学士似乎在进入系统的时候遇到了一些麻烦。
AAD00107235	如果麦克纳马拉给你布置了任务，我希望你能告诉我一声。
AAD00107236	有任何发现，就回来向我报告，然后我们再做进一步打算。
AAD00107237	整件事你都看到了？
AAD00107238	是啊，估计得你自己去找那个花花裤子算账了。我倒是一点也不担心他，那家伙要我说，就是个假把式。
AAD00107239	你见到本尼经过这里了吗？
AAD00107240	穿花花裤子的那个？不，自从清泉镇那场混战后我就没见过他了。但我敢说他肯定已经溜回新维加斯去享福了。.
AAD00107241	你听到的录音是什么？
AAD00107242	哦，那个老玩意？那是我上一次去看孙子们时留下的全息磁带。真是可爱的孩子，他们就像小天使一样。
AAD00107243	有时候我会记不清他们的模样，所以我偶尔就拿出这盘全息磁带听一听。
AAD00107244	我在找一个穿格子西服的男人。你们见过类似的人吗？
AAD00107245	他穿的衣服确实很高档，可他看起来并不像是个绅士。
AAD00107246	他那盛气凌人的样子，感觉鼻子都快捅上天了。城里人嘛，总觉得自己能过上好日子是理所应当的。
AAD00107247	和他一起来的那些暴徒看起来认识曼尼。他是我们这儿的狙击手，白天会在恐龙嘴巴里执勤站岗。
AAD00107248	不敢说我见过，不过我们这儿的人都很低调。说不定你在旅馆能打听到什么消息。
AAD00107249	去问问珍妮·梅吧。镇子上的事就没有她不知道的。她白天应该都在大厅里。
AAD00107250	见过。迷彩，那件大衣肯定是迷彩，为的就是迷惑那些只能看得见黑白格子的普通人。
AAD00107251	不过谁也没被骗到，因为他脸上没格子啊。我跟他说过这事，不过他似乎没怎么放在心上。
AAD00107252	他们在这儿呆了一整晚，还和恐龙嘴巴里一个留胡子的狙击手小伙聊了好一阵子。
AAD00107253	见过，但是我可以告诉你，他一点纪念品也没买。听他意思是身上没带钱。
AAD00107254	他的朋友好像很失望。妈的，换成我也会失望，好不容易发现了这么一家好店，口袋里的钱却在别处花完了。.
AAD00107255	曼尼可能知道得更多些。说不定他已经跟他们中的哪个人交上朋友了。白天的时候他一直呆在恐龙的嘴巴里。
AAD00107256	不，我好长一段时间没出房门了。没留意到周围发生了什么事。
AAD00107257	不过镇子就这么大，如果真有外人经过的话，肯定会有人注意到的。
AAD00107258	能不能给我一个密码，好让我使用餐厅的VR 虚拟舱？
AAD00107259	不行。那些东西不是给外人用的。离它们远点。
AAD00107260	很高兴帮上了忙。
AAD00107261	嘿，我得走了。杰克和我还有许多工作要做。
AAD00107262	<智力属性>
AAD00107263	[成功] 确切地说，我们将会炮击维加斯外侧的一处无人区，从而把他们的注意力吸引到其他地方去。
AAD00107264	等他们反应过来自己其实没有受到攻击时，飞机和机器人早就走远了。
AAD00107265	孩子们倒是希望我们能炮击一个真正的目标，不过珀尔认为，淑女刚打捞上来，还是不要挑起事端比较明智。
AAD00107266	你是打算用调虎离山计吸引他们的注意吗？
AAD00107267	<保留可藏匿武器> 当然，给你。
AAD00107268	若给您带来轻微不便，我在此向您表示最诚挚的歉意。我保证在您离开时，所有财物都会悉数奉还。
AAD00107269	我们并不希望有人在酒店里携带武器。那会破坏我们极力想要营造的高雅氛围。.
AAD00107270	祝您过得愉快。
AAD00107271	当然，给你。
AAD00107272	若给您带来轻微不便，我在此向您表示最诚挚的歉意。我保证在您离开时，所有财物都会悉数奉还。
AAD00107273	我们并不希望有人在酒店里携带武器。那会破坏我们极力想要营造的高雅氛围。.
AAD00107274	祝您过得愉快。
AAD00107275	好吧，那我就把它借给你一段时间。
AAD00107276	你能和我说说天启追随者吗？
AAD00107277	
AAD00107278	不过这些玩意都老掉牙了，对吧？
AAD00107279	新维加斯终于迎来了一批骁勇善战的保卫者！
AAD00107280	你在说什么？
AAD00107281	你还记得堡垒里的机器人部队是如何覆灭的吗？当然，理由非常、非常充分……
AAD00107282	没错，问题就在于我们剩下的这些机器人只够将NCR的残留部队赶出这里——却无法阻止他们卷土重来！ !
AAD00107283	所以我们得制造个理由，让他们不会再回来了！你觉得如何？
AAD00107284	有哪些办法可以选？
AAD00107285	你可以将水坝的电力输出转移至堡垒山下的工厂中。那样就能重启整个反应堆，就像你对幸运38所做的一样！
AAD00107286	然后，那些还在待命的机器人部队就会苏醒，我们就能有足够的兵力，将军团连同NCR一块儿赶出莫哈维！
AAD00107287	另一个选择是摧毁水坝的发电机组。一旦机组被毁，这里留下的就只又一堆混凝土而已。NCR也就失去了在此屯兵的价值。
AAD00107288	用不着马上决定！现在，你要做的就是将这个强制覆写模组安装到电力控制室的终端上。
AAD00107289	祝你好运！水坝上见！
AAD00107290	我想租个房间。
AAD00107291	哎呀，我想到个好提议。我给你出一个超低的价钱，你想住多久住多久。至少可以住到旺季来临。怎么样？
AAD00107292	你可以在这里设立一个据点，这样就离重建莫哈维又进了一步。
AAD00107293	我想我明白你的意图了。
AAD00107294	如果这个计划能帮助我们重振整个地区的话，那我们完全支持你。
AAD00107295	不过前提是你必须保证我们的物资供应，这样我们才能在莫哈维站稳脚跟，为有需要的人提供医疗和教育。
AAD00107296	你为什么不和我一起走呢？
AAD00107297	我现在不能走。凯撒已经占了不少地方了。我得待在这儿，以防胡佛水坝失守。
AAD00107298	恕我冒昧，但为什么我要跟着你？
AAD00107299	也许用我柔软白嫩的手给你按按摩。<按压颈部>
AAD00107300	如果我出现在你们的营地里会怎么样？
AAD00107301	那我们就只好用武力驱赶了。这可是你自己的错。
AAD00107302	我会记住的。
AAD00107303	再见。
AAD00107304	<口才选项>
AAD00107305	[成功] 好吧，你看起来还算可靠。好的，我会告诉你我知道的事情。
AAD00107306	要么告诉我，要么就烂在这里吧。
AAD00107307	你能和我说说最近路过这个小镇的那些人吗？
AAD00107308	当然可以了，我的好先生，只要你把我救出去，我会很乐意把这些信息告诉你的。
AAD00107309	我听说你曾经见过几个路过的大汗帮，他们中有个穿格子西装的家伙。
AAD00107310	我的好女士，我相信我知道的情报会对你大有帮助。
AAD00107311	如果你能为我松绑，我会很乐意把它告诉你。
AAD00107312	我听说你曾经见过几个路过的大汗帮，他们中有个穿格子西装的家伙。
AAD00107313	我现在身处危险境地。如果你给我松绑，我可以把所有情报都告诉你，包括那几个大汗帮的去向。
AAD00107314	啊，是的，自从松了绑以后，我的记忆就变得清晰了不少。
AAD00107315	我在藏……呃，执行侦查任务，收集炸药帮情报的时候，遇到了几个大汗帮的人，同行的还有你那位西装革履的朋友。
AAD00107316	当时他们在谈论从某个邮差身上弄到的一批货，我想那个邮差就是你吧。
AAD00107317	他们还说会经过尼普顿到诺瓦克去，在那里跟某人碰头。
AAD00107318	你能和我讲讲那个路过这里的穿格子西装的男人吗？
AAD00107319	把你想跟她说的话都告诉我吧。
AAD00107320	你不会想和我聊天的，相信我。那个姑娘，我只想找她谈谈罢了。
AAD00107321	如果你不能把她带来，那你对我或者格罗莉亚就没有任何价值。如果你想在这儿惹麻烦，那可以啊，随你。
AAD00107322	[Terrifying Presence]你要是敢举枪，你们一个都活不了。
AAD00107323	我觉得你是认真的。好吧……也许……...
AAD00107324	
AAD00107325	军团的铁蹄踏过了胡佛大坝，助他们完成这一暴行的，正是与军团同流合污，集凶残和无情于一身的邮差。
AAD00107326	凯撒特意为她铸造了一枚金币，以表彰她的卓越功勋，并在废土全境发行。
AAD00107327	其实我身上没带武器。
AAD00107328	喔，顺便给你一句忠告：就算你在这儿不小心"摸到"一两件武器，也别……公开拿出来，明白吗？
AAD00107329	这样咱们就算例行完公事了，不知您还有什么问题，能让我为您的九重天之行增光添彩的？
AAD00107330	普瑞姆·斯利姆怎么样？他可以做警长么?
AAD00107331	我从来没想过。他应该是可以做警长的，不过你得先重新编写他的程序。
AAD00107332	如果你可以重新给他编一套程序，那么我觉得他应该可以胜任警长。
AAD00107333	你觉得普瑞姆·斯利姆能做警长么?
AAD00107334	
AAD00107335	你是我见过的运气最好的玩家。继续加油吧。
AAD00107336	泰德被绑架了。他就在这个酒店里。
AAD00107337	他就在这里？上帝保佑你，我还以为他已经完蛋了。
AAD00107338	听着，不管你用什么办法，一定要找到他。我本来想派人跟着你的，但我担心如果我们打草惊蛇，他们会杀了泰德。
AAD00107339	估计这东西你能用得上。拿着吧，不过没事别掏出来显摆，否则可能会被他们没收。
AAD00107340	为什么NCR对这片沙漠感兴趣？
AAD00107341	这不是什么秘密。我们的对这里感兴趣的原因有两个。.
AAD00107342	首先，我们想要控制胡佛水坝。它不但为共和国提供电力，也是一个洁净的水源。
AAD00107343	其次，我们要阻止军团跨过科罗拉多河，威胁我们的领土。
AAD00107344	新加州共和国是什么？
AAD00107345	一个奇怪的组合。
AAD00107346	REPCONN当时遇到了危机。他们的火箭在市场上遭到冷遇，于是豪斯先生就趁机收购了这家公司。
AAD00107347	没过多久，他就与政府签订了武器开发协议，重启了公司在等离子领域的研究。
AAD00107348	啊。既然你那么想，那就算了。.
AAD00107349	这儿的情况太糟了，我想做出些改变，希望你能帮我。
AAD00107350	嗯。语气很坚定但似乎又有点含糊。我就姑且相信你，跟你走，不过我得先声明一件事情。
AAD00107351	如果你打算去帮助凯撒军团，那我们的友谊就到此为止。
AAD00107352	虽然我也没什么好办法能解决自由城当下的问题，但我也绝不会同意让凯撒占领这里。可以吗？
AAD00107353	一旦军团控制了这里，NCR就不会再压迫这里的人民了。我需要你的帮助。
AAD00107354	所有人都要服兵役或劳役。任何反对兵役或劳役的人都会遭到镇压。雄伟的计划。
AAD00107355	没错，这就是名副其实的罗马式和平，专为核战后的美国所设计。可惜我的政治理念要比纯粹的法西斯主义更为进步，所以我不会参与的。谢谢。
AAD00107356	如果新维加斯真的能保持独立，我愿意会为此奋斗终生。我需要你的帮助。
AAD00107357	假如这就是你奋斗的目标，那我愿意跟着你干。
AAD00107358	尽管这儿工作繁忙，可要是让NCR或者军团占领了这里，那我们的所有努力也就白费了。我相信天启追随者就算少了我也可以应付得来。
AAD00107359	只要你不去帮军团的忙，我就没意见。可以吗？
AAD00107360	我在帮助豪斯先生保持新维加斯的独立。
AAD00107361	真有趣。豪斯先生并不想让新维加斯保持独立。他只是不想受NCR和凯撒的摆布。
AAD00107362	他能让你心甘情愿替他卖命，说明他口才不错，可惜我不吃你这一套。
AAD00107363	为了阻止凯撒进军水坝，NCR需要团结一切可以利用的力量，你的能力会派上用场的。
AAD00107364	NCR不是没机会得到天启追随者的支持，可惜他们骨子里的沙文主义却更胜一筹。不，谢了。
AAD00107365	长老让我去和几个身在外面的侦察兵取得联系。
AAD00107366	这个决策还算明智。毕竟你对这附近的地形很熟悉，让你去再合适不过。
AAD00107367	这些年我一直在鼓动长老派遣侦察兵，可他就是不乐意，还说什么他们容易受到攻击。
AAD00107368	我很好奇他是怎么改变主意的。
AAD00107369	告诉我细节。
AAD00107370	要维持系统运作，我需要一个压差控制器，一个超声波清洁器，还有一些HEPA20型过滤器。.
AAD00107371	目前看来，最有可能找到这些东西的地方就是遍布这附近的旧避难所了。
AAD00107372	那些避难所都盖得像军用碉堡似的，承建商还都是同一批人。
AAD00107373	我会在你的地图上标记出各大避难所的位置。祝你好运。
AAD00107374	数据库中有一条提到了“忠如锁链”，那是什么意思？
AAD00107375	那是自兄弟会成立起就存在的一条古老准则。大意是你必须绝对服从上级的命令。
AAD00107376	这也算是常识了。可总有人不肯听命令，于是这句话经常会被一再搬出来。
AAD00107377	如果你好奇的话，我可以给你查阅相关数据的权限。估计你也是这几年来、甚至几十年来第一个读到它的人了。
AAD00107378	我告诉他呆在这里反而更加危险。
AAD00107379	是的，你成功利用了他对炸药帮的恐惧。看到没，项圈上有麦克风。这是测试的一部分。
AAD00107380	他会离开那里，设下埋伏，但他绝不会想到这些地堡里的东西居然会比那伙罪犯更加危险。做得好。
AAD00107381	并没有。
AAD00107382	沙漠会迷了你的心窍，千万别中计。
AAD00107383	你必须离开这儿。
AAD00107384	为什么？你看见炸药帮的人了？
AAD00107385	
AAD00107386	[成功] 你亲眼见过吗？
AAD00107387	该死，我知道库克的手下经常在附近出没，没想到他们居然在这儿安营扎寨了。
AAD00107388	天知道我会不会哪天一醒来，就发现十五个混蛋正站在铺盖边上盯着我打呼噜呢！
AAD00107389	很好，看来我得在路边设个埋伏，逮几个落单的家伙问个清楚。多谢你的情报，也算救了我一命。
AAD00107390	<撒谎> 炸药帮每个月偶尔有一两次会躲进这些地堡里藏身。
AAD00107391	没什么，我发誓。
AAD00107392	这可不像没什么。快说！
AAD00107393	
AAD00107394	HVRangerRadioDestroyed
AAD00107395	炸药帮是什么人？
AAD00107396	一群成天骚扰这片地区的人渣，时常袭击过往的商队和平民。
AAD00107397	这些危险的家伙飘无定所，但目前他们有一大帮人就据守在西南边的监狱里。
AAD00107398	到现在上级都没有凑齐足够的人手把监狱夺回来。要我说，他们早就该行动了。可惜，我一个人也派不上什么用场。
AAD00107399	能跟我走吗？我需要一个会医疗技能的人。
AAD00107400	你虽然帮助过天启追随者，但你在名誉上还是有些污点。我怎么知道你会不会走上歪路呢？
AAD00107401	我提个条件吧。如果你愿意与我合作帮助这里的人，我可以和你走。但如果你开始像个废土流氓那样耍泼的话……
AAD00107402	你在哪接受的医学培训？
AAD00107403	我的医学知识都是天启追随者传授的。尽管新维加斯这边条件简陋，但在NCR我们还是有不少设备投入。
AAD00107404	也许我们在自由城设立营地是有些过头了，但这里的人们需要帮助。如果我们不做，还有谁来做呢？ ?
