DLC20000001	问好
DLC20001378	没有人希望白腿部落继续留在这个地方。我们需要能说服丹尼尔，我们有义务和责任确保那些事情永远不会发生。
DLC20001379	恩，好的。
DLC20001380	你立场似乎不是很坚定。好吧，我们都会有疑问的时候。
DLC20001381	那些看不到事实的人自以为是受到了祝福，其实是被蒙蔽了双眼。跟我一起与白腿部落战斗，你会看到真相。
DLC20001382	我只希望那时你能明白，我们还有时间说服丹尼尔与我们一起作战，来拯救锡安，来拯救悲恸部落。
DLC20001383	差不多了，我想。
DLC20001384	我和死马部落已经做好一切必须的准备来保护锡安。
DLC20001385	尽管丹尼尔现在不接受，但有很多悲恸部落的人也已经准备好了。他们可能不是专门的战士，但这里是他们的家。
DLC20001386	如果你有机会和丹尼尔谈谈，请让他仔细考虑一下如何保护锡安，而不是抛弃锡安。
DLC20001387	他的初衷很好，但我担心就这样撤离锡安，这对那些部落人民来说却是无尽的损失。
DLC20001388	我知道，他们其实就是帮强盗。
DLC20001389	那么你最好把你的观点同样表述给丹尼尔。他居然没分辨出这个事实。
DLC20001390	我们都希望通过非暴力手段解决问题。我们的观点不同在于，只有一个人相信此路可行。
DLC20001391	请用心与丹尼尔谈谈。现在拯救锡安还来得及。
DLC20001392	那究竟是个什么部落？
DLC20001393	上帝曾告诉摩西，该隐的子民不受锡安的欢迎。白腿部落就是这样一帮人，没有希望，没有救赎。
DLC20001394	但是，如果悲恸部落因为无知而灭亡，无论是他们的实体还是他们的精神，都不会得到宽恕。
DLC20001395	我们有责任保护这里，保护那些以这里赖以生存的人们。如果你也这么想，请与丹尼尔谈谈。
DLC20001396	现在来拯救那些因为自己的愚蠢走向自我毁灭的人还来得及。
DLC20001397	对，现在你需要做的就是将他们赶出这里。
DLC20001398	悲恸部落需要帮助，这里是他们的家。是我们新迦南人把白腿部落带到这里来的，我们要负责。
DLC20001399	如果抛弃这片家园，我们最终会一无所获。请认真考虑一下，仔细听听你内心的想法。
DLC20001400	单独一盏心灵之灯的光亮还不足以驱赶整个世界的乌云。
DLC20001401	我要考虑一下。
DLC20001402	当然，好好考虑一下，听听你内心的想法。单独一盏心灵之灯的光亮还不足以驱赶整个世界的乌云。
DLC20001403	我会和他说的。也许我能说服他。
DLC20001404	谢谢你。这样最好了。
DLC20001405	我和你意见一致。这些白腿部落简直就是败类残渣。
DLC20001406	他们依然是上帝的孩子。但他们却转向残害自己的兄弟姐妹，不听劝告……
DLC20001407	如果让他们继续这样污染这片圣土，还有谁会愿意和我们站在一起？
DLC20001408	丹尼尔仍犹豫不决。如果你有时间的话，请和他谈一下。
DLC20001409	我们现在还来得及把白腿部落彻底赶出这片山谷，这里是属于上帝的，属于这些真正的上帝子民的。
DLC20001410	你为什么要跟我谈这些？
DLC20001411	丹尼尔和我在某事情上不能达成一致意见，但在我们内心里，我们都希望能为悲恸部落和死马部落做出最正确的决定。
DLC20001412	你已经看到了白腿部落的所作所为，我想你应该清楚我们需要采取什么措施。如果丹尼尔听到了除我以外的别人也这么说，那么……
DLC20001413	那么我们有机会再也不用担心失去锡安了。
DLC20001414	我们的讨论内容越来越阴暗了。有没有……开心一点的？
DLC20001415	那些为上帝祈祷的人心中永远是开心的。锡安属于上帝，属于上帝的子民。这是一座自然的庙宇，一座弘扬荣耀的纪念碑。
DLC20001416	当我们的上帝进入这个庙宇，却发现这里污秽不堪，他有请求他们离开吗？他悲痛地哭了吗？他就这样简单地转身离开了吗？
DLC20001417	不。他选择把他们赶了出去。眼下的状况，就是对上帝的侮辱。这一切，必须得到立即修正。
DLC20001418	如果你不想离开锡安的话，你最好杀死所有的白腿部落部族。
DLC20001419	鉴于目前的这两个选择，是的。最好的结果是，大家相处和平。但他们是绝不会这么做的。
DLC20001420	我不喜欢杀戮，但有时迫不得已。
DLC20001421	熟练的技巧可以轻松解决任务。仁慈的上帝一定知道前方坎坷的道路。
DLC20001422	不，我完全不关心。
DLC20001423	漠然的生存就好比戴上丑陋的面具，但上帝无论在哪里都会昭然所示，例如锡安。
DLC20001424	锡安就是这样一片神圣的领土。我们曾经失去她好几次，每一次都令我们的精神支撑倾然覆地。
DLC20001425	每一次倒下，我们都会寻求新的家园，并梦想着返回锡安。复仇，希望把她重新夺回到我们的手里。
DLC20001426	但毕竟现实世界不是幻想。哭和梦想不会解决一切。现在，我们必须在这里行动，在这里阻止白腿部落。
DLC20001427	啊，我猜你现在快被某些事逼得发疯了。
DLC20001428	我的人民不仅被白腿部落强行赶出新迦南，那些跑得不够快的还一一被他们赶上并杀掉。
DLC20001429	老人，病人，孩子，以及那些救助伤病人员，他们在白忒部落的魔爪下都落得同一下场。
DLC20001430	丹尼尔相信，如果我们离开这里，如果悲恸部落离开这里，那么白腿部落就会停止这一切。但他根本不了解那群家伙究竟是什么样的人。
DLC20001431	新迦南人可以称作为一个部落吗？
DLC20001432	我们穿的比他们多，比他们也掌握着更多的科技，但我们依旧是个部落，一个有着相互联系的大家庭。
DLC20001433	埋骨场、菲尼克斯、新维加斯，这些只是地名、金属和石头。即使新迦南人死了，但部落依然存在着。
DLC20001434	即使世界坍塌、一无所有，你总是还会有家的。有家，就有部落在。
DLC20001435	为什么在这个山谷我看不到任何悲恸部落的人？
DLC20001436	悲恸部落有很多熟练地猎手，但他们不是战士。他们已经有数十年未对付过强盗或参与过战争了。
DLC20001437	即便他们能猎杀成年妖怪，他们完全不懂得如何应对白腿部落的威胁。这就是我们来这的原因。
DLC20001438	这个山谷属于死马部落吗？
DLC20001439	这个山谷属于上帝。死马部落聚居的地方位于科罗拉多河上方。他们之所以定居于此是因为我要求他们来。
DLC20001440	在我……回到他们中间之前，我曾经见过他们。虽然我看起来和那时完全不同，但他们内心中都依然记着我。
DLC20001441	我曾教他们如何更有效率地捕猎，如何维护武器和战前器材。当我回来时，他们向我表示了感激之情。
DLC20001442	为什么白腿部落袭击我们的商队？
DLC20001443	他们会攻击任何不是白腿部落的成员，尤其是商队。他们不知道怎么自生自立，所以他们靠抢劫过活。
DLC20001444	但说到他们来这里的原因，只能说他们是来掠夺我们的，目标是我们所有人。
DLC20001445	他们希望加入凯撒军团，唯一能证明他们能力的方式就是消灭新迦南人以及我们所保护的一切。
DLC20001446	你曾经“堕落”过？
DLC20001447	每一天。而且有些日子会……更艰难。
DLC20001448	哈哈哈！等等……你事实上是不信的？
DLC20001449	我知道这对你来说或许难以理解和接受。在我的内心深处，我相信，虽然我是个罪人，但我已经被救赎。
DLC20001450	而且我相信，有一种超越这里的岩石、空气、还有环绕在我们身边的水的东西，一直在默默地等着我们。
DLC20001451	我已经接受了两次洗礼，一次在水中，一次在火里。在面对我的主审判之前，我一定会把这圣火的灵魂永藏在心里。
DLC20001452	哈，如果你这么说。
DLC20001453	不论有没有上帝，他的存在不取决于你我的信仰。
DLC20001454	这个世界充满了对于宗教的怀疑与猜忌，因此即使知道大多数人毫无信仰，我也不会感到吃惊。
DLC20001455	但我相信，我们的上帝和耶稣一样曾经有血有肉，是个在现实中曾经存在的实体。他的死是为了拯救我、你、悲恸部落、白腿部落，或所有人。
DLC20001456	听起来不错。
DLC20001457	在这个充满奇迹与未知的世界，最好能清楚地知道这一切。在黑暗的尽头，还点着一盏灯。
DLC20001458	每天，我们都要自我反省。我们遵循自己的脚步走向上帝的怀抱，并且教导他人传承。
DLC20001459	对我们大多数人来说，这条路充满艰辛，但这依旧是一条我们必须遵循的道路，无论我们倒下多少次，都必须坚强地站起来。
DLC20001460	这些部落间究竟发生了什么？
DLC20001461	一件很麻烦的事件。锡安这里共3个，哦，或者说4个部落。你在来的路上已经见过白腿部落了。
DLC20001462	在这个营地，你能找到死马部落。在狭窄间，是悲恸部落。最后就是丹尼尔和我，我们是新迦南人。
DLC20001463	这整台戏剧是你一个人操纵的？
DLC20001464	我不会这么说。我只是死马部落的首领。他们虽然在某些事情上会寻求我的帮助，但我的权利是他们给予的。
DLC20001465	丹尼尔对悲恸部落的人来说是精神领袖，也是唯一与新迦南人间的联系。他现在就在悲恸部落那里。
DLC20001466	我们谈谈别的。
DLC20001467	好的，当然。
DLC20001468	他们也说……我们的语言吗？
DLC20001469	大部分都不会。自从上一次大战后，已经过去了数百年。他们已经发展出了他们自己的语言。
DLC20001470	说起死马部落。我们认为他们最初是一个大峡谷东面的叫“雷斯”的地方的难民。
DLC20001471	他们说一种雷斯的地方话，里面还夹杂着一些当地的旅行者的语言。时间长了，两种语言就结合在一起了。
DLC20001472	很久以前我还是名翻译员，但要想时刻掌握这些部落语言的变化对我来说也很困难。
DLC20001473	谢谢你的邀请，但我自己能够处理。
DLC20001474	我可不这么认为。
DLC20001475	莫非隔绝之地阻挡了他们所有通往北部地区的道路？
DLC20001476	并非所有。但他们已经无法沿着127道从北面通过群山。
DLC20001477	而且除了死亡山谷以外，他们还要应付隔绝之地和虚空深渊（Big Empty）。
DLC20001478	据军团侦查兵报告，虚空深渊（Big Empty）就好像一道墙一样，会阻挡任何靠近它的生物。
DLC20001479	隔绝之地（the Divede）究竟有什么？
DLC20001480	我不太清楚，而且我觉得NCR可能也不知道。不论那里发生了什么，对他们来说都很棘手。
DLC20001481	我们的侦察兵告诉了我们他们看见的一切。只有傻子和疯子才会前往那么一个地方。所有的道路最终只会通往一个终点——坟墓。
DLC20001482	他们说，那里剩下的只有一道裂入地面的疤痕，里面充满了诅咒。每个受到上帝庇护的子民都不应该去那个地方。
DLC20001483	我猜你非常讨厌凯撒。
DLC20001484	关爱过者，憎恶原罪。对于凯撒，很难看透他这个人内心的全部。
DLC20001485	可以说，我们开始一直很幸运，因为NCR的补给线和莫哈维前哨战以北的路线在胡佛大坝一战前早已被完全摧毁。
DLC20001486	在靠近死亡山谷的地方发生了很严重的事情，那里也被称作隔绝之地（the Divide）。NCR因为无法顺利穿越，他们的增援行动被严重减缓。
DLC20001487	恐怖的暴风雨在他们到达莫哈维之前就将他们撕得四分五裂。要不是如此，恐怕胡佛大坝一战凯撒军团的遭遇会更糟。
DLC20001488	你如何看待豪斯先生？
DLC20001489	我听说过他，但当我们准备进入莫哈维的时候，他看起来似乎对正在发生的一切漠不关心。
DLC20001490	胡佛大坝一战之后我所听说的是，他用类似凯撒的方法处理了莫哈维的各个集团。这实在不怎么样。
DLC20001491	你如何看待NCR？
DLC20001492	总之比凯撒要好，但还是有很多问题。过于热衷金钱和贪婪，缺乏虔诚和对上帝的爱。
DLC20001493	任何远离上帝而从人性本身剥离的对于权力和权利的占有欲都将最终导致本体的覆灭。
DLC20001494	你对凯撒和NCR之间的战争了解多少？
DLC20001495	我试着不要把自己再次卷入莫哈维的争端。我所知道的只有胡佛大坝一战之前的事。
DLC20001496	你很痛苦吗？我能为你做什么？
DLC20001497	[成功] 谢谢你的好意，但不必了。我们不需要药剂，我很久以前就已经学会了如何免疫那些效果。
DLC20001498	我的皮肤一直有在烧的感觉。每天我都须要重新揭开这些绷带，并用新的替换。
DLC20001499	当我的皮肤暴露在空气中时，我会有种重获新生的感觉。但现在，保持干净和清洁比活得舒适要重要得多。
DLC20001500	你是怎么活下来的？
DLC20001501	我能活下来，是因为内心求生欲望比体外燃烧的熊熊烈火更加强烈。虽然我跌进了峡谷的深渊，但身上的火苗却越烧越烈。
DLC20001502	第二天早上我醒来之后，爬上了大峡谷的北部悬崖。这是一片诅咒之地，我花了3个月才到达新迦南。
DLC20001503	我有种在外放浪的游子终于回家一样的感觉。他们非常欢迎我，就好像我从来没离开过那里，从来没做过令他们羞耻的事一样。
DLC20001504	令我在烈火中始终保持生的希望的，是爱。他们的爱。上帝的爱。我发誓我要用我的一生来偿还他们对我的无私。
DLC20001505	是什么导致你作为凯撒的特使这一地位终结的？
DLC20001506	特使这条路完全就是通向地狱。爱德- 哦，不，是凯撒，一开始他需要我为他作翻译。慢慢的，翻译就变成了下达命令。下达命令就变成了指挥战役。
DLC20001507	指挥战役就意味着要训练、惩罚、恐吓。也因此开始了我在迈入深渊前的一系列致命罪恶。
DLC20001508	我就这么呆在深渊里，直到胡佛大战之后。因为我令他尝到了失败的苦果，他把我活生生地投到了火里，然后我就被扔进了大峡谷。
DLC20001509	其中有一个人是不是凯撒？
DLC20001510	不，那时候还不是。那时他还只是爱德华。他年轻，聪明，但我们都曾经如此。我们当时觉得我们可以徒步走进大峡谷，与黑脚族交谈。
DLC20001511	我们成功了，黑脚族起初很友善，但后来……我现在一直在反思，或许当时有些话我没翻译准确。
DLC20001512	我们之间一定是发生误会了，因为黑脚族后来甚至决定不许我们离开。剩下的就是历史了，是爱德华永远也改变不了的。
DLC20001513	那些绷带是怎么回事？
DLC20001514	[失败] 是因为很久以前的遭遇烙下的印记。
DLC20001515	你之前一直和新迦南人在一起？
DLC20001516	我出生在奥格登，人们通常称那里为新迦南。我小时候，那里充满了和平气息。
DLC20001517	当我成长为一个年轻人时，如同其他新迦南人一样，我步入了外面的世界开始我的传教生涯。
DLC20001518	我沿着15号公路，顺着89号路往南进入亚利桑那。一路上，我遇到了两个人，他们自称是来自一个叫天启追随者的团体。
DLC20001519	爱德华.萨洛和比尔.卡尔霍恩。他们准备去教导部落。卡尔霍恩是个好人。爱德华则令我们一路麻烦不断。
DLC20001520	我能问你一些私人问题吗？
DLC20001521	现在，我需要你集中注意帮助丹尼尔。或许晚些我们再谈比较好。
DLC20001522	我不太想谈论这个话题，但我希望有人能从我犯下的错误中吸取教训。你想知道什么？
DLC20001523	我有一些问题想问你。
DLC20001524	再见。
DLC20001525	愿上帝和你在一起。
DLC20001526	好的，我会为丹尼尔仔细搜索那些补给品的。
DLC20001527	你有什么可以用来交易的吗？
DLC20001528	可以。虽然白腿部落摧毁了新迦南，但他们没摧毁我们的补给。
DLC20001529	我们接受任何种类的货币。瓶盖、NCR美元、甚至凯撒硬币。好了，你看看吧。
DLC20001530	可以的，你看看好了。
DLC20001531	抱歉，杰，还是关注一下现在吧。鬼才在乎我们能不能找到回去的路……那不是个问题。
DLC20001532	嘘！等一下，听……我发誓我听见前面有什么声音。
DLC20001533	我过去看一下，老大！掩护我！
DLC20001534	注意脚下！继续还击！来吧，我看见……
DLC20001535	够了！我们不能坐以待毙！看我的！我他妈以前可是个警长，操！
DLC20001536	闭上你的臭嘴，里基！快朝他们射击！
DLC20001537	我今天怎么这么倒霉！我的哔哔小子也没响应了！杰，你他妈当初为什么雇我？
DLC20001538	你想尝尝子弹吗，傻逼？你惹恼我了！我是里基！
DLC20001539	埋伏！是部落，他们找死啊！
DLC20001540	史黛拉！……哦，不！我不许你死，你听见了没？！
DLC20001541	天啊！俯下身子，大家，蹲下……
DLC20001542	我操，是埋伏！隐蔽，大家！保持警惕！
DLC20001543	除了你自己外没人像你这样，你个垃圾。现在给我安静一会儿！
DLC20001544	你他妈真没良心，史黛拉！我发誓，你个臭女人，你早晚会后悔今天这么对我！
DLC20001545	你没病！你个混蛋，又在那装！闭嘴！
DLC20001546	你根本不知道这是什么感觉，史黛拉！我病了！我这辈子都没这么难受过！
DLC20001547	够了！再多一句废话我就把你踢下悬崖！
DLC20001548	上帝啊，早知道我就不来这个莫名其妙的商队了……
DLC20001549	做梦，史黛拉。里基不会为任何人而死。里基天下无敌，啊哈哈！
DLC20001550	看起来你似乎服用过量了。为了我们大家，你表现好点行不行？
DLC20001551	这玩意儿他妈最好有效果。快把它吃了。
DLC20001552	别担心，史黛拉！这是我最后一剂，不过感谢那个里基，他身上可是带有稳定剂的。
DLC20001553	别担心，史黛拉！这是我最后一剂，不过感谢那个里基，他身上可是带有稳定剂的。
DLC20001554	别担心，史黛拉！里基还有不少疯狂药呢！你看那个里基满脸通红，跟猴屁股似的！
DLC20001555	闭嘴，你个混蛋！否则我就要你好看，我发誓！
DLC20001556	你说的没错，小女孩！有我杰保护你，一切都会没事的。我可是个相当称职的领导，你放心。
DLC20001557	哦，你说的没错，杰。我们在这怎么会碰到麻烦，对吧？当然不会了。这里实在是他妈的安全，太他妈的安全了……
DLC20001558	我已经听你唠叨了快15次了，史黛拉。即使我们被困在这里又怎样？
DLC20001559	从锡安峡谷一战中幸存下来的悲恸部落族人，沉浸在丹尼尔牺牲的巨大悲痛中。他们以自己传统的方式悼念这位精神导师与朋友。
DLC20001560	丹尼尔的死讯几周后传到新迦南人的耳中。他们祈祷他们的兄弟能够得到上帝的宽恕。
DLC20001561	在率领悲恸部落离开锡安峡谷前往大阶梯的安全地区后，丹尼尔一直在思考他所做的这个选择是否明智。
DLC20001562	他正如同先辈们一样，致其毕生精力向一代又一代年轻人传播着上帝的福音。
DLC20001563	和他的家人在一起，他感到很快乐，但他的余生里常常从噩梦中惊醒，因为他一次又一次地在梦中回到他情牵的锡安。
DLC20001564	在击退白腿部落数年之后，丹尼尔竭尽全力辅佐和监督着悲恸部落的成长和精神需求。
DLC20001565	然而尽管他耗尽心力，却依然无法阻止整个悲恸部落在约书亚.格拉汉姆领导下越来越倾向军事与暴力的趋势。
DLC20001566	他变得消沉，沉默不语。强烈的失败感一直折磨着他，直到全部余生的完结。
DLC20001567	在经历了一番漫长而痛苦的人生，约书亚.格拉汉姆最终在锡安安息。
DLC20001568	最后一战，他坚定不移的信念帮助他完成了包括NCR和凯撒最精锐的部队都不能完成的事迹。
DLC20001569	新迦南人为他们兄弟的灵魂能够在他生命中最后的时光里栖息在锡安而感到安慰。
DLC20001570	白腿部落的威胁终于结束了，约书亚.格拉汉姆开始帮助悲恸部落和死马部落照料他们倒下的同伴。
DLC20001571	邮差的劝告在约书亚内心最黑暗的时候平息了他的愤怒。在释放了伤口撒盐后，他发生了改变。
DLC20001572	虽然他对新迦南人的敌人依然以强硬的军事进行对抗，但有时也会对冒犯家人的敌人展示仁慈。
DLC20001573	相信这种新的精神力量最终能终结“火烧人”的传说——这个因约书亚.格拉汉姆带来的和平的代价。
DLC20001574	随着白腿部落的崩溃，约书亚.格拉汉姆带着悲恸部落和死马部落焚烧着这些曾经的敌人的尸体。
DLC20001575	他开始以“新迦南之道”训练一支属于他自己支配的部队。没多久，对新迦南人和锡安部落的恐惧便传遍了莫哈维。
DLC20001576	关于“火烧人”的传说越来越深入人心，并且越来越令人恐惧。
DLC20001577	虽然邮差制止了约书亚.格拉汉姆对伤口撒盐的处决，那位战争领主还是在战场上倒下了。
DLC20001578	在圣母峰给予白腿部落以重创后，约书亚带着悲恸部落和死马部落开始照料受伤的同伴，并焚烧敌人的尸体。
DLC20001579	他对新迦南人的敌人依然以强硬的军事进行对抗，并且不会对对手流露任何仁慈之心。但，他开始发生变化。
DLC20001580	他不再展现出他之前那广为人所知的残忍与暴虐。
DLC20001581	他内心的恶魔，即使还没有消失的话，那么至少……也要平息了。
DLC20001582	唤醒白云在得知她对她丈夫的死始终被蒙在鼓里后心里非常痛苦，对丹尼尔和新迦南人心里充满了愤恨。
DLC20001583	她率领部分族人反抗新迦南人的说教，令部族内部的关系蒙上了一层阴影。
DLC20001584	当唤醒白云得知丈夫的死讯后，心里异常痛苦，但她得到了族人和新迦南人的安慰与同情。
DLC20001585	她原谅了丹尼尔对她丈夫死讯的隐瞒，重新审视了自己的命运。
DLC20001586	当悲痛逝去，她从死马部落接纳了一位新的丈夫。在婚礼上，她觉得好像重新感到了家的感觉。
DLC20001587	跟随标记把邮差的话牢记在心，决定不再去探索莫哈维和NCR所在的那些大城市。
DLC20001588	尽管他有时还会梦到遥远的未知地域，但他还是尽全力支持位于死马角的家人。最终，他的流浪梦想随之退去。
DLC20001589	追踪者牢记邮差的话，他决定亲眼去见见那些遥远的神秘地域。
DLC20001590	在返回死马角后，他因自己的目标与他的家人和族人发生激烈争吵。
DLC20001591	一天早晨，他的族人醒来后，发现跟随标记已经独自起程，向西远去。
DLC20001592	从此，再也没有人见过他的身影。
DLC20001593	鉴于近一段时间来数起贸易活动的失败，欢乐旅行商队公司的探索受到严重挫败。
DLC20001594	新迦南人再也没有与他们建立任何联系。
DLC20001595	他们与位于大盐湖和锡安附近的人交流的作用微乎其微。
DLC20001596	不到半年，欢乐旅行商队公司便破产倒闭了。
DLC20001597	鉴于近一段时间来数起贸易活动的失败，欢乐旅行商队公司对于他们的探索之旅感到毫无信心。
DLC20001598	新迦南未知的命运以及悲恸部落从锡安的撤离令贸易前景非常渺茫。
DLC20001599	然而当丹尼尔告诉他的家人们关于一个欢乐旅行商队的员工——邮差——的贡献时，新迦南人决定对这家公司表示感谢。
DLC20001600	每年两次，新迦南人一路冒着艰险来到新里诺与这家公司展开贸易。
DLC20001601	尽管欢乐旅行商队公司无法仅仅从这样的贸易中生存下去，但新迦南人的慷慨已经令他们的日子好过许多了。
DLC20001602	对白腿部落的毁灭性打击成为了欢乐旅行商队公司运气的转折点。
DLC20001603	现在，商队每月来锡安峡谷两次与新迦南人碰面贸易。他们没多久就赚到了大量的财富。
DLC20001604	悲恸部落和死马部落警惕地守卫着来自犹他的西南部。欢乐旅行最初感到很吃惊，但随后意识到这简直就是种恩赐。
DLC20001605	这两个部落在联合对抗“80年代”部落，并把他们赶回50号高速公路，而这也因此为欢乐旅行商队开辟了一条新的贸易路线。
DLC20001606	在将约书亚.格拉汉姆尊崇为传奇的之后数十年时间里，死马部落发现依然难以接受他早已逝去的事实。
DLC20001607	陆续有新的新迦南人传教士试图与他们接触联系，但由于缺少约书亚的威信，他们的影响力日渐甚微。
DLC20001608	然而，为了表达对他们对这位精神领袖的尊敬，死马部落仍然愿意帮助新迦南人保护他们定居的土地。
DLC20001609	经过数代人的变迁，死马部落形成了一种神圣的正义感，一种他们称之为这片土地的精神，他们称之为——“约书亚”精神。
DLC20001610	在帮助丹尼尔和悲恸部落撤离锡安之后，死马部落返回他们位于死马角的家。
DLC20001611	他们继续向新迦南人学习知识，并在随后的数年时间里沿着科罗拉多河建成了一个繁华的部族群落。
DLC20001612	不过不论时间逝去多久，他们依然尊崇着约书亚.格拉汉姆，视他为部落的传奇。
DLC20001613	在帮助丹尼尔和悲恸部落撤离锡安之后，死马部落凯旋一般返回他们位于死马角的家。
DLC20001614	他们对悲恸部落保持中立，但随着时间流逝，两个部落之间开始出现频繁的矛盾与摩擦，甚至演变成暴力。
DLC20001615	新迦南人，尤其是丹尼尔，始终以中间人的方式试图调和，但他发现任何对解决部落冲突的努力都徒劳无功。
DLC20001616	丹尼尔成功率领悲恸部落远离了锡安峡谷的纷争，而这也正是他一直所期待的。
DLC20001617	在撤退过程中，邮差一直保护着悲恸部落，确保他们能平安顺利抵达目的地。
DLC20001618	一路上花了数个星期，丹尼尔和悲恸部落终于来到大阶梯。
DLC20001619	适应新家的过程并不十分顺利，但最终，悲恸部落还是能坦然面对锡安的历史。
DLC20001620	丹尼尔带着悲恸部落从锡安峡谷撤离，但由于邮差的疏忽，白腿部落一路上袭击不断。
DLC20001621	那些侥幸逃生并来到大阶梯的已为数不多了。但一当他们抵达，死马部落和新迦南人便向他们伸出援助的双手。
DLC20001622	由于对新环境的陌生、对死去亲人的挂念，激起了悲恸部落无尽的伤痛。
DLC20001623	即使相继两代人逝去，他们还会缅怀那段曾经在锡安的岁月。
DLC20001624	悲恸部落与约书亚.格拉汉姆和死马部落并肩作战，彻底清除了白腿部落这一对锡安的最大威胁。
DLC20001625	看到邮差说服约书亚.格拉汉姆饶伤口撒盐不死，悲恸部落认识到有时候仁慈也是一种惩罚。
DLC20001626	而丹尼尔，尽管他对悲恸部落的暴力行为感到失望，但对邮差最后的所作所为还是感到一丝欣慰，并祈祷能对悲恸部落起到一点心理上的作用。
DLC20001627	悲恸部落与约书亚.格拉汉姆和死马部落并肩作战，彻底清除了白腿部落这一对锡安的最大威胁。
DLC20001628	看到邮差鼓励约书亚.格拉汉姆处决伤口撒盐，悲恸部落意识到，新迦南人对邪恶绝无任何纵容和仁慈之心。
DLC20001629	悲恸部落从原先的坚守和平转变为一个热衷暴力的部族，丹尼尔为此十分痛苦。
DLC20001630	之后，悲恸部落变得越来越粗鲁，即使是对同伴也如此。
DLC20001631	丹尼尔在新迦南人和锡安处往来求索，希望并祈祷能回到最初的时日。
DLC20001632	但最终，悲恸部落对此感到厌倦，他们再也不再理会这位往日曾经的精神领袖。
DLC20001633	悲恸部落与约书亚.格拉汉姆和死马部落并肩作战，彻底清除了白腿部落这一对锡安的最大威胁。
DLC20001634	在邮差和约书亚.格拉汉姆一起干掉伤口撒盐后，他们以一场巨大的宴会欢庆这一胜利。
DLC20001635	悲恸部落从原先的坚守和平转变为一个热衷暴力的部族，丹尼尔为此十分痛苦。
DLC20001636	他试图通过继续传授原来的和平教义，但收效甚微。悲恸部落的本性已经被彻底改变了。
DLC20001637	丹尼尔死后，白腿部落不久便席卷整个锡安峡谷，成功控制了整个悲恸部落和死马部落。
DLC20001638	白腿部落洗劫了每一座悲恸部落标记的战前建筑，他们将锡安峡谷的自然之美破坏殆尽。
DLC20001639	随着时间的流逝，那里再也找不到关于悲恸部落曾经存在的痕迹。
DLC20001640	在白腿部落把悲恸部落赶出锡安之后，他们欢庆自己终于成了峡谷唯一的主人。
DLC20001641	他们向军团请求依附，可是遭到了拒绝。
DLC20001642	他们未能成功清除大阶梯的新迦南人并前往攻占科罗拉多的失败之举未能逃脱军团的法眼。
DLC20001643	白腿部落漫不经心地找寻新迦南人，但被经过约书亚.格拉汉姆训练的死马部落痛击。
DLC20001644	白腿部落因此不再抱有融入军团的念头，转而分化为数个强盗团体，将锡安峡谷陷入一个充满混乱与污垢的场所。
DLC20001645	被由邮差和约书亚.格拉汉姆率领的死马部落及悲恸部落一阵痛击，白腿部落撤退到大盐湖地区。
DLC20001646	他们的末日已经屈指可数。“80年代”部落已经听说白腿部落已经精神涣散，他们的族长整日沉浸在逝去的阴影中。
DLC20001647	随着时间的逝去，“80年代”逐渐掌管了白腿部落的营地，并称大盐湖归他们所有。而白腿部落的历史，则逐渐像风一样流逝。
DLC20001648	约书亚.格拉汉姆将伤口撒盐无情处死，深深地刺痛了白腿部落的心，剩下的人之后逃回大盐湖地区。
DLC20001649	由于不愿再回忆战争的残酷和失败的痛苦，白腿部落对死马部落潜在的复仇感到恐惧。
DLC20001650	他们继续向北逃亡，穿越犹他，进入怀俄明。那里荒凉无迹，第一场冬天的降临便夺走了一半的人口。
DLC20001651	当春天来临之时，幸存者分裂成数个小型团体。白腿部落就这样安静地彻底从历史消失。
DLC20001652	尽管在圣母峰遭到挫败而且族长战死，但白腿部落依然继续坚持追寻新迦南人。
DLC20001653	但当他们追踪到科罗拉多时，他们蓦然发现一切都不再像自己想得那么简单。
DLC20001654	他们中即使能侥幸从新迦南人的伏击中幸存下来，在尚有一丝力气返回大盐湖之前，也将被随后赶到的死马部落猎杀干净。
DLC20001655	当“80年代”部落发现白腿部落大势已去，又一场战争爆发了。到年末为止，白腿部落曾经的存在彻底沦为了历史。
DLC20001656	携带着这一切，邮差走出了这段即成的历史烟云，重新回到暴风雨云集的莫哈维废土。
DLC20001657	这场在新迦南人和白腿部落之间的冲突终于就这样完结了。
DLC20001658	因“邮差”的介入碰触了天平，打破了双方实力比拼的平衡。
DLC20001659	不要紧。继续做梦吧。
DLC20001660	对。管好你的鼻子，不然有你好看。
DLC20001661	我不得不杀掉这些大角羊，但小的我救下来了。
DLC20001662	这……完全不是我所期望的，但……我看我可以给这个小家伙找个新家。天那，怎么变成这样了。
DLC20001663	喂，我说，我已经给你了所有你需要的东西。快把那该死的地图给我。
DLC20001664	好的。你最竖起耳朵仔细听，因为我不会再重复第二遍。没有人邀请你来这儿。这不是你的家。
DLC20001665	你或许认为这一切是我们基于我们的信仰强迫你的行为，但如果你继续用污言秽语侮辱我们的心灵……
DLC20001666	你会发现我们的忍耐力也是有限的。在新迦南，之所以有人会死是因为我们只知道无尽的争吵。
DLC20001667	那完全就是个错误。而你现在对我的抱怨，也是同样的错误。我不会因为听你叽叽喳喳就给你扣上罪恶的帽子。
