AAD00100001	GREETING
AAD00107212	Did you know that Mr. House spent 812,545 caps hiring salvage teams to find the Platinum Chip - just in the last year alone? Of course you didn't!
AAD00107213	Or that there were seven couriers, but six of them were carrying junk? How about their exact routes, and the mercenary teams that screened them?
AAD00107214	I knew all that. Pretty smart, huh?
AAD00107215	EDERadioConversation3
AAD00107216	Hi there, my name is April Martimer. I monitored a communication earlier between you and someone with the Brotherhood of Steel.
AAD00107217	I'm with the Followers of the Apocalypse. We are much more liberal about the sharing of technology than those Brotherhood... people.
AAD00107218	Bring your robot to us. We'll see that whatever information it may have on it is used for the greater good.
AAD00107219	I could use a bed and some supplies.
AAD00107220	This is too big to be a coincidence, robot - what's your angle?
AAD00107221	Now don't go getting all paranoid, pardner - that bullet to your brain-pan probably just bucked your Brahmin a little. We're all friends here.
AAD00107222	Goodbye.
AAD00107223	Just stay out of my way, robot.
AAD00107224	I'll let that slide seeing as how you gotta mind full of vengeance for that no-good polecat and all.
AAD00107225	VDiaTheStripSS4MPBFuckThis
AAD00107226	Hey... Hey! Where the hell are you going? Well, fuck you, then!
AAD00107227	VDiaTheStripSS4MPBCurse02
AAD00107228	Hey, talk to Pappas if you've got complaints. I just want to be done with this shit.
AAD00107229	Take 200 caps, and leave me be.
AAD00107230	That's not going to cut it anymore. You've become a pain in the ass around here. Double that or we're going to box your ears.
AAD00107231	That's not going to cut it anymore. You've become a pain in the ass around here. Double that or we're going to box your ears.
AAD00107232	I'll see what I can do.
AAD00107233	That'll have to do. I'd recommend going to see Ramos first. As head of security, he's more familiar with our protocols than anyone else here.
AAD00107234	You could also try to find something relevant in our datastore, though last I heard, Scribe Ibsen is having a bit of a problem accessing it.
AAD00107235	And if McNamara should give you any tasks, I'd ask that you kept me abreast of them.
AAD00107236	Report anything you find to me, and we'll move from there.
AAD00107237	You see what happened in there?
AAD00107238	Yup. Guess it's just down to you and fancy-pants. I wouldn't worry about him - he looks all hat and no cattle if you ask me.
AAD00107239	Did you see Benny come this way?
AAD00107240	Fancy-pants? No, I ain't seen hide-nor-hair of him since the tussle in Goodsprings. I'm sure he ran back to the soft living of New Vegas, though.
AAD00107241	What was that recording you were listening to?
AAD00107242	Oh, that old thing? That's just a holotape from the last time I visited my grandkids. Such sweet little children, you know. Little angels.
AAD00107243	Sometimes it's hard to remember them, so I take that old tape out from time to time and listen.
AAD00107244	I'm looking for a man in a checkered coat. Have you seen anyone like that?
AAD00107245	Well, he might've been wearing a fancy outfit, but he wasn't any kind of gentleman to me.
AAD00107246	Had his nose stuck so high in the air, you couldn't see it above the clouds. City folk, they always think they deserve better than what they got.
AAD00107247	Those hoodlums he was with seemed to know Manny for some reason. He's our daytime sniper, up in the dinosaur's mouth.
AAD00107248	Can't say I have, but we usually keep to ourselves down here. You might have more luck up by the motel.
AAD00107249	Maybe ask Jeannie May. Nothing happens in this town that she don't know about. She'll be up in the lobby, most days.
AAD00107250	Sure have. Camouflage, that coat was, trying to hide from extra terrestrials what can only see in black and white checkers.
AAD00107251	But they're not fooled 'cause he forgot to put checkers on his face. I told him so and he seemed to take it to heart.
AAD00107252	They stayed here a night, and was up by the dinosaur talking to the sniper fella with the moustache a couple of times.
AAD00107253	Sure, but he didn't buy any souvenirs, if that's what you're wondering. Sounded like he didn't have his money with him.
AAD00107254	His friends seemed disappointed about it. Heck, I would be too, if I found such a fine store and left my money elsewhere.
AAD00107255	Manny might know more about them. Thought he might've been friends with one or two of 'em. He's up in the dino mouth during the day.
AAD00107256	No, but I've been laid up for a while now. Haven't been able to keep an eye on things like usual.
AAD00107257	It's a small town, though. I'm sure someone would've noticed somebody like that if they came this way.
AAD00107258	Can I get a code to use the VR pods in the mess hall?
AAD00107259	No. Those aren't for outsiders to use. Leave them alone.
AAD00107260	Glad to have helped.
AAD00107261	Hey, I'd better get rolling. Jack and I have a lot of work ahead of us!
AAD00107262	<Intelligence>
AAD00107263	[SUCCEEDED] Exactly. We'll be shelling an unoccupied location in Outer Vegas to get their attention elsewhere.
AAD00107264	By the time they realize they aren't under attack, the plane and the bots will be long gone.
AAD00107265	The kids wish we were shelling a real target, but Pearl thinks it's wise not to start up a war just as the Lady has risen.
AAD00107266	Are you planning to use diversionary tactics to draw their attention?
AAD00107267	<Keep holdout weapons> Sure, here you go.
AAD00107268	My deepest apologies for the slightest inconvenience. You have my assurance that everything will be returned upon your departure.
AAD00107269	But we simply can't have anyone waving their weapons around in the hotel. It's not the atmosphere we wish to cultivate.
AAD00107270	Please, enjoy your stay.
AAD00107271	Sure, here you go.
AAD00107272	My deepest apologies for the slightest inconvenience. You have my assurance that everything will be returned upon your departure.
AAD00107273	But we simply can't have anyone waving their weapons around in the hotel. It's not the atmosphere we wish to cultivate.
AAD00107274	Please, enjoy your stay.
AAD00107275	Okay, you can take it for a little while.
AAD00107276	Can you tell me about the Followers?
AAD00107277	vDialogueYesManSecuritronUpgrade
AAD00107278	All of this is old hat, right?
AAD00107279	New Vegas finally has soldiers worthy of protecting it!
AAD00107280	What are you talking about?
AAD00107281	You remember how the Securitron army at the Fort got destroyed? For very, very good reasons, of course...
AAD00107282	Well, the problem is that's left us with enough Securitrons to drive off a weakened NCR force - but not enough to keep them from coming back!
AAD00107283	So what we do is take away the whole reason why they'd want to come back! Smart, huh?
AAD00107284	What sort of options?
AAD00107285	You could route the dam's power output to the facility under Fortification Hill. That'll restart its reactor, just like you did with the Lucky 38!
AAD00107286	That'll wake up the Securitron army you left on standby and give us enough force to push the Legion and the NCR straight out of the Mojave!
AAD00107287	The other option is destroy the dam's generators. Without those, it's just a big bunch of concrete! The NCR won't have any reason to stick around!
AAD00107288	You don't have to decide yet! For now, all you have to do is take this override module and install it on the terminal in the power control room!
AAD00107289	Good luck! See you at the dam!
AAD00107290	I'd like to rent a room.
AAD00107291	Well, I think that's a fine idea. I'll give you a good flat rate, and you can stay as long as you like. Least until the busy season comes. Sound good?
AAD00107292	You would establish a foothold in the region and be one step closer to rebuilding the Mojave.
AAD00107293	I think I see now what you intend to set in motion.
AAD00107294	If this plan will bring us one step closer to revitalizing the region, you can count on our support.
AAD00107295	So long as you keep us supplied, we will stay in the Mojave to provide care and education for those in need.
AAD00107296	Why don't you come with me?
AAD00107297	I can't leave now. Caesar has gained too much ground. I need to be here in case the NCR fails to hold Hoover Dam.
AAD00107298	No offense intended, but why should I go anywhere with you?
AAD00107299	Maybe my weak and flimsy hands can massage that out for you. <Apply Sleeper Hold>
AAD00107300	What happens if I hang around one of your camps?
AAD00107301	Then we'll have to make you leave by force. Your own fault, you understand.
AAD00107302	I'll keep that in mind.
AAD00107303	See ya.
AAD00107304	<Speech Options>
AAD00107305	[SUCCEEDED] Well, you look to be a trustworthy sort. Okay, I'll tell you what I know.
AAD00107306	You can tell me or you can rot in here.
AAD00107307	Can you tell me about the people who passed through town now?
AAD00107308	Indeed I do good sir, and I would be thrilled to share that information with you as soon as I am released from captivity.
AAD00107309	I hear you may have information on some Khans that came through here with a guy in a checkered suit.
AAD00107310	My good lady, I believe I may have some information that would prove useful.
AAD00107311	If you would just untie my hands I'd be more than happy to share that information I have with you.
AAD00107312	I hear you may have information on some Khans that came through here with a guy in a checkered suit.
AAD00107313	I'm in quite a state here. If you help me with my bonds I'll be more than happy to tell you anything, and everything about those Khans.
AAD00107314	Ahh yes, my memory is much clearer now that I am free from my bondage.
AAD00107315	I was sku... er, performing recon, gathering information on some of the Powder Gangers, when some Great Khans arrived with your friend in the suit.
AAD00107316	They were talking about some delivery they took from a courier, I assume that was you.
AAD00107317	They said they'd be heading through Nipton to Novac to meet a contact there.
AAD00107318	Can you tell me about the man in the checkered suit who came through here?
AAD00107319	Anything you can say to her, you can say to me.
AAD00107320	You don't want us chatting, trust me. As for the girl - I just want to talk to her.
AAD00107321	And if you can't bring her here, then you're no use to me - or Gloria. So if you want to cause trouble in here over nothing, then go on - try.
AAD00107322	Raise that gun, and I'll kill everyone in here.
AAD00107323	You know what, I think you mean that. All right... maybe...
AAD00107324	VEndingCourierFemale
AAD00107325	The Legion marched over the Hoover Dam with the help of one who was as brutal and merciless as the worst of them: The Courier.
AAD00107326	Caesar honored her with a golden coin, minted in celebration of her contributions and distributed throughout the wasteland.
AAD00107327	I'm not actually armed.
AAD00107328	Oh, and a friendly word of advice: if you happen to "stumble across" any weapons during your stay here, well... just don't wear them openly. You dig?
AAD00107329	Now that we got that little business out of the way, what can I do to make your Tops experience the tops?
AAD00107330	What about Primm Slim? Could he be sheriff?
AAD00107331	Well I guess I never thought of that. I guess he could be sheriff, if you think he could be reprogrammed for it.
AAD00107332	Well I reckon he could be a sheriff if you have the skills to reprogram him.
AAD00107333	Do you think Primm Slim could be sheriff?
AAD00107334	VikkiVanceCasinoManagerTopic
AAD00107335	You're the luckiest player I've ever seen. Keep up the good work in here.
AAD00107336	Ted's been kidnapped. He's here in the hotel.
AAD00107337	He's here? Bless you, I thought he was a goner for sure.
AAD00107338	Listen, you do what you gotta do to find him. I'd send my men with you but I'm worried they'd kill Ted if we got close.
AAD00107339	Reckon you might need one of these. Take it. Just don't wave it around here where they might take it from you.
AAD00107340	Why is the NCR interested in this desert?
AAD00107341	It is no secret. Our interest here is twofold.
AAD00107342	First, we want to remain in control of Hoover Dam. It supplies the Republic with power, and is a source of fresh water.
AAD00107343	Second, we want to prevent the Legion from advancing across the Colorado River and endangering the home states.
AAD00107344	What's the New California Republic?
AAD00107345	An odd combination.
AAD00107346	REPCONN went through some rough times. When their rocket business was shaky, Mr. House purchased the company.
AAD00107347	It didn't take long for him to repurpose their plasma technology for a government weapon contract.
AAD00107348	Ugh. Well, if you're going to be like that then never mind.
AAD00107349	Things are bad around here. I'd like to make a difference, and I'd like you to help me.
AAD00107350	Hmm. That seems appropriately resolute and yet vague. I'll give you the benefit of the doubt and go with you, but let me be clear about something.
AAD00107351	If you plan to help Caesar's Legion, this is going to be a brief relationship.
AAD00107352	I may not have all the answers for how to fix Freeside's problems, but Caesar taking control isn't part of the solution. Fair?
AAD00107353	The NCR oppression around here would disappear if the Legion took control. I could use your help.
AAD00107354	Only because everyone would be conscripted or enslaved. And the people who are unfit for military service or slavery would be put down. Swell plan.
AAD00107355	Yes, a veritable Pax Romana for post-nuclear America. My political beliefs are a bit more progressive than outright fascism, so I'll pass. Thanks.
AAD00107356	If New Vegas can remain independent, I'm going to find a way to do it. I could use your help.
AAD00107357	If that's really what you're trying to do, I'll go with you.
AAD00107358	Things are hectic around here, but it won't mean anything if NCR or the Legion take control. I'm sure the Followers can manage without me.
AAD00107359	Just don't try to help the Legion, and we shouldn't have any problems. Sound good?
AAD00107360	I'm trying to help Mr. House keep New Vegas independent.
AAD00107361	That's funny. Mr. House doesn't want to keep New Vegas independent. He just wants to keep the NCR and Caesar's Legion from pushing him around.
AAD00107362	He must be pretty convincing if he's roped you into helping him, but you can count me out.
AAD00107363	The NCR needs help against the Legion before Caesar moves on the dam. We could use your skills.
AAD00107364	The NCR had a chance to use the Followers' skills before, but being imperialists mattered more to them. No thanks.
AAD00107365	The Elder tasked me with contacting several scouts out in the waste.
AAD00107366	That's a sensible notion. Your familiarity with the nearby terrain makes you perfect as a liaison.
AAD00107367	I've been trying to get the Elder to send out scouts for years, and he's always been resistant to the idea. Said they'd be a vulnerability.
AAD00107368	I wonder what changed his mind.
AAD00107369	Just give the details.
AAD00107370	The items I'll need to keep the system running are a differential pressure controller, a reverse pulse cleaner, and several HEPA cartridge filters.
AAD00107371	At present, my best guess for finding the items would be to search any of the old vaults in the area.
AAD00107372	Those vaults were usually built much like these military bunkers, even using the same contractors in their constructions at times.
AAD00107373	I'll mark the vaults' locations on your map. Best of luck to you.
AAD00107374	One of the datastore entries mentioned the Chain That Binds. What is that, exactly?
AAD00107375	That's an old, old principle that's been around since the Brotherhood was founded. It basically means that you have to obey a superior officer.
AAD00107376	It's pretty much common sense, but it gets invoked a lot when people get pissy about following orders.
AAD00107377	If you're curious, I'll give you access to the datastore entry on it. You'd probably be the first to read it in years, if not decades.
AAD00107378	I convinced him that staying here was more dangerous than moving on.
AAD00107379	Yes, you exploited his fear of Powder Gangers very effectively. The collar includes a microphone, you see. Part of the test.
AAD00107380	He'll keep his distance, setting ambushes, never suspecting that these bunkers house something far more dangerous to him than criminals. Well-played.
AAD00107381	No, not really.
AAD00107382	The desert can play tricks on a man's mind. Don't let it bother you much.
AAD00107383	You have to get out of here.
AAD00107384	Now why would I do that? You see some Powder Gangers on the approach or something?
AAD00107385	
AAD00107386	[SUCCEEDED] You've seen that with your own two eyes?
AAD00107387	Goddamn, I knew Cooke's gang passed through these parts 'bout that frequently, but I didn't know they holed up here.
AAD00107388	Be a rude awakening, to find fifteen of those merciless bastards looking down at me snoozing on my bedroll!
AAD00107389	Yep, I'd be better off setting up an ambush along one of their routes to catch stragglers. Thanks for the information. You may've saved my life.
AAD00107390	<Lie> Powder Gangers use these bunkers as hideouts once or twice a month.
AAD00107391	Nothing, I swear.
AAD00107392	Didn't look like nothing to me. Draw!
AAD00107393	HVRangerMessWithRadio
AAD00107394	You just had to go messing with my radio again, didn't you?
AAD00107395	What are Powder Gangers?
AAD00107396	Criminal scum that've infested this region, attacking caravans and regular folk just passing through.
AAD00107397	The dangerous ones are roamers, though there's another group that mostly stays put, over at the prison southwest of here.
AAD00107398	So far the brass haven't mustered up enough men to take the prison back. Long overdue if you ask me. But I'm just one man.
AAD00107399	Would you like to come with me? I could use someone skilled in medicine.
AAD00107400	You've helped the Followers, but your reputation isn't exactly spotless. How do I know you're not going to lose it out there?
AAD00107401	Here's my proposition. If you want to work together to help the people around here, I'll lend a hand. If you start acting like a crazy waster...
AAD00107402	Where did you get your medical training?
AAD00107403	The Followers taught me everything I know about medicine. Despite our humble abode here in New Vegas, we have great facilities back in the NCR.
AAD00107404	We may have overextended ourselves by setting up camp in Freeside, but the people here need help from someone. If not us, who?
AAD00107405	I'd like you to come with me.
AAD00107406	You have quite the menagerie at your disposal. If you can get the posse down to "small gang" size, I'll happily go with you.
AAD00107407	As the old saying goes, two's company, but three's a small army. Okay, I'm paraphrasing a bit, but you get the idea.
AAD00107408	What are you talking about?
AAD00107409	I wasn't always with the Followers, or with the NCR.
AAD00107410	My late father was an officer in a group called the Enclave, a remnant of America's Pre-War government.
AAD00107411	Memories being short around here, not a whole lot of people remember them. But they did bad things. Terrorized communities, kidnapped people.
AAD00107412	Eventually, someone stopped them. I was born a few years later at a military base on the coast, a place called Navarro.
AAD00107413	Sure.
AAD00107414	Any day now, Caesar's going to try to march across Hoover Dam and kick NCR out of the Mojave.
AAD00107415	We're getting caught up in something important out here. Hell, after how you handled Benny, you're practically right in the middle of all this.
AAD00107416	I know I'm just along for the ride, but it's made me think about the past, and how I might be able to help out.
AAD00107417	I've taken care of the Van Graffs.
AAD00107418	Well done. This is a small step in the right direction, but it's damn good to move forward again. Now, I believe congratulations are in order.
AAD00107419	It is my honor to bestow upon you the title of Paladin of the Brotherhood, for your meritorious service in its name.
AAD00107420	Normally, there'd be a ceremony and such, but everyone is too busy at the moment for such frivolity.
AAD00107421	I can give you this, however. Your very own suit of power armor. We can't spare our best, but I had the knights assemble this one for your use.
AAD00107422	Which reminds me, you don't even know how to use these, do you?
AAD00107423	Yes, what is the task?
AAD00107424	Back when we were stationed at HELIOS, our scouts reported that a group was establishing itself in the area as a distributor of Pre-War weapons.
AAD00107425	Our Elder at the time, Elijah, was too concerned with getting HELIOS running and fending off the NCR, so he ordered us to leave them alone.
AAD00107426	It's time that we correct that oversight, and show this region that the Brotherhood is still a force to be reckoned with.
AAD00107427	I want you to visit these weapons dealers, this Van Graff family, and make an example of them. Leave no one alive.
AAD00107428	When the job is done, report back and I'll arrange for a team to clean up the site and retrieve the weapons.
AAD00107429	Is there anything else for me to do?
AAD00107430	No, your role in this is done. The rest is up to us. There is much more for me to do to make the transition as smooth as possible.
AAD00107431	Come back in a few days, and I should be firmly installed as Elder.
AAD00107432	How do you know so much about this, again?
AAD00107433	Stop thinking so much. Thanks.
AAD00107434	I installed the device up at Black Mountain, as instructed.
AAD00107435	Yes, we've already started receiving telemetry from it. This will be a great help in our future efforts, and I thank you.
AAD00107436	Now then, it is my great honor to bestow upon you the title of Paladin of the Brotherhood, for meritorious service above and beyond the call of duty.
AAD00107437	I'm afraid a formal ceremony was out of the question given our current state, but I hope this will make up for it.
AAD00107438	I had the knights refurbish a suit of our power armor for your use. It's one of the earlier models, but it should serve you well.
AAD00107439	Now, I suppose I'm going to have to show you how to use it, aren't I?
AAD00107440	Yes, what is the task?
AAD00107441	As one of our patrols discovered, the mutants just to the northeast have become strangely violent in the years we were secluded.
AAD00107442	However, this turn of events could also be an opportunity. We mostly left the equipment of the communications array there alone, out of respect.
AAD00107443	As the inhabitants have now proven themselves hostile, no more respect will be accorded them, making their equipment fair game.
AAD00107444	I want you to head up to the summit of Black Mountain and install this remote signal transmitter in one of their consoles.
AAD00107445	It will allow us to tap into the radar and other detection systems running there, assuming they're still operational.
AAD00107446	If we're going to operate on the surface again, it would be nice to do so with as much information at our fingertips as possible. Good luck.
AAD00107447	Any work around here?
AAD00107448	Nothing I know of, but if you've come from the North, means you can travel freer than most around here.
AAD00107449	Might check the Barracks, someone might need you to hoof it somewhere. Just be careful if you go up on the roof - got a sniper watching the road.
AAD00107450	If your gear's in need of repair, HQ's also worth checking out - talk to Major Knight, he can help. Provided you got a pen and plenty of ink.
AAD00107451	Tell me about the lockdown.
AAD00107452	It's a protective measure that was enacted after our defeat at HELIOS. The NCR was hot on our heels, and we wouldn't have survived another encounter.
AAD00107453	It was decided that we would stay quiet for a time, heal the wounded, and try to come up with a new strategy.
AAD00107454	However, after we had fully recuperated, our first scouting measures showed that the NCR's presence in this region had only increased in our absence.
AAD00107455	There are now more than five times the number of NCR troops in the area as when we fought them, and we have half the number we did at HELIOS.
AAD00107456	And so the lockdown has been extended. To go outside would be the death of us all.
AAD00107457	I thought you were interested in preserving life.
AAD00107458	I know I shouldn't place one life below another, but in Caesar's case, I'll make an exception.
AAD00107459	The whole "slavery and cultural annihilation" stance he's adopted is a bit repugnant to me.
AAD00107460	Though I guess what I think never really mattered much to you, did it?
AAD00107461	You didn't tell me your name.
AAD00107462	Oh - Knight. You must not be from around here. If so... it doesn't do to get too friendly.
AAD00107463	What?
AAD00107464	Just need something for the log book, keeping tabs on traffic through the Outpost... although mostly just in, not out these days.
AAD00107465	If you're looking for the commanding officer, he's in the back. Although... he's got a lot on his plate, so if you speak with him... keep it short.
AAD00107466	Also, if you need any gear checked, we can get you up and running again... once you fill out the work orders, and sign for the parts, of course.
AAD00107467	What do you have for trade?
AAD00107468	For you? Hmm. I'm not sure I want to be seen dealing with you... but if you're willing to pay a little extra...
AAD00107469	You've certainly done your part.
AAD00107470	I've been wondering about Daisy and the others for so long, I still haven't figured out what I should do.
AAD00107471	I mean, I'm not like them. I was born at Navarro and my father served with them, but I wasn't really part of the Enclave.
AAD00107472	It seems presumptuous of me to think I could join the fight, even if this is a cause worth fighting for.
AAD00107473	Because I know when fighting breaks out at the dam, all hell is going to break loose in Freeside. They're going to need every doctor they can get.
AAD00107474	That's their story, Arcade, not yours.
AAD00107475	It seems pointless to do all of that without a goal.
AAD00107476	I'm sure Henry has goals. He was just more concerned with the "how" than the "why" of things. Being in the Enclave didn't really mean much to him.
AAD00107477	I guess I'm lucky that I'm part of the Followers. Helping people as a doctor is important, but with the Followers, it feels different.
AAD00107478	It feels like we're working toward something more important. That's more than the sum of the good deeds that we do.
AAD00107479	Some people can't stop reliving their glory days.
AAD00107480	Not much glory in the Enclave. Most of her old comrades are long gone.
AAD00107481	I know life as a salvager can't compare to being a vertibird pilot but... at least it's a life. That has to count for something.
AAD00107482	It was an important part of her life. Why shouldn't she enjoy it?
AAD00107483	As screwed up as it sounds, at least she was a part of something. Granted, it was something... admittedly, pretty bad, but it was something.
AAD00107484	If you spent the first half of your life flying Enclave troopers in a vertibird, I suppose picking over Pre-War rocket parts doesn't quite compare.
AAD00107485	VStripLucky38ExitSceneWow02
AAD00107486	What? Are you serious? I've got to see that!
AAD00107487	Where would I find a diagnostic scanning module?
AAD00107488	It's been said that the Auto-Docs were standard equipment in the underground Vaults where mankind survived when the bombs fell centuries ago.
AAD00107489	You can search the Vaults, but every Auto-Doc my Legion has run across has been stripped for parts long before we found it.
AAD00107490	Some of my scouts did report an abandoned Vault near Nellis Air Force Base. Overrun by ghouls, they said.
AAD00107491	Maybe the infestation has been there long enough to keep scavengers out. Why don't you go and see?
AAD00107492	[Speech Check 65+]
AAD00107493	[SUCCEEDED] Then go find some proper Surgical Tools. The medication from a Doctor's Bag might come in handy, too.
AAD00107494	I'll make sure you're allowed to bring the necessary medications into the camp. Hurry back. I don't know how long I've got.
AAD00107495	It's a simple procedure... as brain surgeries go.
AAD00107496	[Medicine options]
AAD00107497	[SUCCEEDED] I don't- I don't know... There have been a couple...
AAD00107498	You just experienced an Absence Seizure. Was this the first time?
AAD00107499	What about the White Glove Society?
AAD00107500	I was saying that I'd planned to ask you to forge an alliance with them, but you've killed their leaders.
AAD00107501	By the time the White Gloves sort themselves out, the battle for Hoover Dam will have come and gone. So, on to the next matter at hand...
AAD00107502	[Medicine responses]
AAD00107503	[FAILED] Fuck off.
AAD00107504	You don't look so good.
AAD00107505	Who is this Legatus you mention?
AAD00107506	Legatus Lanius, Monster of the East! Quite a man, if man he be.
AAD00107507	Caesar prides himself on selecting the right tool to overcome each new obstacle. In Lanius, he found his hammer.
AAD00107508	He's never been defeated in battle. 14 tribes have laid down arms at his boots. Another five, rendered extinct.
AAD00107509	His latest campaign in the wilds of the Utah has concluded, and he is en route. When he arrives, your doom arrives with him.
AAD00107510	Tell me about Caesar.
AAD00107511	What can be said? He's a man of towering intellect, the founder of the Legion, conquerer of 86 tribes.
AAD00107512	Caesar is the salvation of mankind, his Legion the rebirth of civilization in a benighted age.
AAD00107513	Don't worry, you'll know him well when you serve him. Or you'll be dead.
AAD00107514	How can I serve the Legion?
AAD00107515	You bear the Mark of Caesar. That makes you special.
AAD00107516	Do whatever Caesar tells you to do. And whenever the opportunity presents, strike at the Profligates. Pile body upon body.
AAD00107517	I admire the purity of the Legion's justice.
AAD00107518	You're unusually bright for a Profligate. Well done.
AAD00107519	Now go, and teach what you've learned here. There will be more lessons in the days ahead.
AAD00107520	Sounds like they got what was coming to them.
AAD00107521	It has a stark beauty, doesn't it? I'm glad you can appreciate it.
AAD00107522	Now go, and teach the Mojave Outpost what you've learned here. There will be more lessons in the days ahead.
AAD00107523	Yes, they did. As will all the rest of you, in due time.
AAD00107524	Now go, and teach them what you learned here. There will be more lessons in the days ahead.
AAD00107525	You captured everyone?
AAD00107526	Yes, and herded them to the center of town. I told them their sins, the foremost being disloyalty.
AAD00107527	I told them that when the Legionaries are disloyal, some are punished, the others made to watch. And I announced the lottery.
AAD00107528	Each clutched his ticket, hoping it would set him free. Each did nothing, even when "loved ones" were dragged away to be killed.
AAD00107529	What exactly happened here?
AAD00107530	Nipton was a wicked place, debased and corrupt. It served all comers, so long as they paid.
AAD00107531	Profligate troops, Powder Gangers - or men of the Legion. The people here didn't care. It was a town of whores.
AAD00107532	For a pittance, the great Vulpes Inculta inveigled this town to lead those it had sheltered into a trap.
AAD00107533	Only when it was sprung did they realize they were caught inside it, too. I only wish Vulpes had lived to see the scheme come to fruition.
AAD00107534	Tell me about Caesar's Legion.
AAD00107535	The Legion is civilization reborn. Our culture is based on virtues such as martial excellence, loyalty, and justice.
AAD00107536	But you'll learn all there is to know in due time. Legatus Lanius, Monster of the East, will soon arrive to command Caesar's troops in battle.
AAD00107537	The Dam will fall, and the rest of the Profligate west will soon follow.
AAD00107538	What "lessons" did you teach here?
AAD00107539	Where to begin? That they are weak, and we are strong? This much was known already.
AAD00107540	But the depths of their moral sickness, their dissolution? Nipton serves as the perfect object lesson.
AAD00107541	Where to begin? That you are weak, and we are strong? This much was known already.
AAD00107542	But the depths of your moral sickness, your dissolution? Nipton serves as the perfect object lesson.
AAD00107543	Who are you?
AAD00107544	I am Gabban, of Caesar's Legion. I serve my master as the one of his Frumentarii.
AAD00107545	We Frumentarii are soldiers of a different stripe, capable in battle, but skilled as infiltrators and agents as well.
AAD00107546	I'm going to wear your head like you wear that dog's.
AAD00107547	Legionaries - we have a problem!
AAD00107548	I've brought a doctor, Arcade Gannon, who can take care of Caesar. He's outside.
AAD00107549	Very well. I'll have him seized and brought to Caesar as his personal physician.
AAD00107550	So shall I have him seized or not?
AAD00107551	Goodbye.
AAD00107552	Yes, goodbye.
AAD00107553	VFSOrrisSecondRun
AAD00107554	So tell me, did you really think I'd be stupid enough to fall for this again? One of my men saw you go in and out of the Kings' place.
AAD00107555	As much as I hate to lose a customer, it's just unavoidable sometimes.
AAD00107556	Here's the chip.
AAD00107557	The guard in the weather station will return the Chip to you when you're ready for Caesar's mission. Otherwise, we can return to Cottonwood Cove.
AAD00107558	Here you go.
AAD00107559	You're free to leave. The guard in the weather station will return the Chip to you when you're ready for Caesar's mission.
AAD00107560	Yes. Return what you took from me.
AAD00107561	Done.
AAD00107562	The password is "The better part of valor."
AAD00107563	[You hear static.]
AAD00107564	We were getting a little worried. Where's your partner? No, on second thought, don't tell me.
AAD00107565	Give your report to the Elder, then have the doc look you over. Oh, and welcome back.
AAD00107566	The password is "And to dare to do it."
AAD00107567	[You hear static.]
AAD00107568	We were getting a little worried. Where's your partner? No, on second thought, don't tell me.
AAD00107569	Give your report to the Elder, then have the doc look you over. Oh, and welcome back.
AAD00107570	Seems like you pop up everywhere, Victor.
AAD00107571	Aw shucks, pardner. I suppose it can't hurt to let you in on my little secret!
AAD00107572	Old Victor wouldn't be much use stuck inside just one Securitron! No, I can move from one to another with the snap of a finger!
AAD00107573	Pretty nice trick, ain't it? Just don't ask me how I do it, because I don't know!
AAD00107574	<Keep holdout weapons> Sure, I agree to disarm.
AAD00107575	<Give Sammy the key from Canyon Runner>
AAD00107576	Freedom? I don't know where we'll get a new start, but any place is better than rotting with the Legion or Frank.
AAD00107577	<Speech more money>
AAD00107578	[SUCCEEDED] Alright. 50/50 it is, but you better bring back all of the caps. If we hear you crossed us, the next bounty hunter will be coming for you.
AAD00107579	Hey, I'm doing all of the work here. 50/50 and I'm game.
AAD00107580	[FAILED] Who the hell do you think you're talking to? Keep talking like that and your ass is going to be in the gutter. 25%. Take it or leave it.
AAD00107581	Twenty-five percent?! Fifty-fifty, or I walk.
AAD00107582	<Barter>
AAD00107583	[SUCCEEDED] All right. 50/50 it is, but you better bring back all of the caps.
AAD00107584	If we hear you crossed us, the next bounty hunter will be coming for you.
AAD00107585	This kind of work costs time and money. 50/50 would cover my expenses.
AAD00107586	[FAILED] Who the hell do you think you're talking to? Keep talking like that and your ass is going to be in the gutter. 25%. Take it or leave it.
AAD00107587	Are you crazy?! I'll be walking all over the place looking for these people.
AAD00107588	I don't think either of us can fully understand what he and the tribes have gone through.
AAD00107589	A fair point, but from the perspective of someone west of the Colorado, the man is clearly out of his mind.
AAD00107590	Maybe he didn't intend for things to wind up this way, but that doesn't mean he needs to perpetuate this bizarre anachronistic myth.
AAD00107591	And it doesn't mean that we should sit by and nod our heads at every absurd faux-Roman casus belli he can dream up.
AAD00107592	He's a tyrant. The bad kind. And there's no way we're letting him take Hoover Dam.
AAD00107593	He's a madman. What did you expect?
AAD00107594	Well, yeah! Right. What did I expect? The man's a megalomaniac. He acts like this is some pre-ordained cycle we're returning to.
AAD00107595	Of all the people who could learn from our past mistakes, he goes and throws all of our knowledge off a cliff.
AAD00107596	Instead of trying to learn from the past, he re-creates it, runs back over the same old barren ground.
AAD00107597	He seemed pretty smart to me.
AAD00107598	Being "smart" doesn't matter if you're insane. Everything makes sense to Caesar because he's twisted everything to his world view.
