STE00000001	内联纯函数
STE00001869	同步容器类别。
STE00001870	在转移类别中的最后一个物品时，阻止类别自动切换。
STE00001871	随机化击杀视角模式
STE00001872	随机在电影模式/玩家视角之间切换击杀视角。
STE00001873	目标死亡时不减少近战武器伤害
STE00001874	打击死亡的NPC时，不要减少近战武器生命值。
STE00001875	开锁黑客消息显示当前技能
STE00001876	在'你需要X技能来黑掉这个终端'的信息中显示当前开锁/黑客技能等级。
STE00001877	开锁消息
STE00001878	开锁/黑客消息
STE00001879	黑客消息
STE00001880	玩家死亡时不播放武器掉落音效
STE00001881	玩家死亡时阻止装备音效
STE00001882	按下攻击键切换控制器
STE00001883	按下A键切换到控制器，左键点击时切换到键盘/鼠标输入
STE00001884	阻止控制器连接弹出框
STE00001885	阻止'在控制中关闭360控制器'的弹出框
STE00001886	爬更陡峭的斜坡
STE00001887	允许调整最大步行/跳跃/自动行走角度。默认为47度。
STE00001888	最大步行角度
STE00001889	斜坡攀爬
STE00001890	步行时的最大角度（度数）。
STE00001891	最大跳跃角度
STE00001892	跳跃按住时的最大角度（度数）。
STE00001893	最大自动行走角度
STE00001894	自动行走激活时的最大角度（度数）。
STE00001895	截图键
STE00001896	热键
STE00001897	允许更改默认的截图热键（从Print Scrn键）。
STE00001898	键
STE00001899	Pipboy状态键
STE00001900	允许更改默认的Pipboy状态热键（从F1）
STE00001901	Pipboy物品键
STE00001902	允许更改默认的Pipboy物品热键（从F2）
STE00001903	Pipboy数据键
STE00001904	允许更改默认的Pipboy数据热键（从F3）
STE00001905	VATS接受键
STE00001906	允许更改默认的VATS接受键（从E键）
STE00001907	控制台键
STE00001908	允许更改默认的控制台热键（从~键）
STE00001909	退出到主菜单键
STE00001910	添加一个键退出到主菜单。
STE00001911	退出游戏键
STE00001912	添加一个键退出游戏。
STE00001913	禁用碰撞键
STE00001914	按住时禁用玩家碰撞。
STE00001915	Pipboy灯光切换键
STE00001916	切换PipBoy灯光，如果启用了bAddNightVisionToggle，还会切换夜视镜效果。
STE00001917	武器挂带键
STE00001918	挂带当前武器，禁用按住武器进行重新装填挂带。
STE00001919	打开任务键
STE00001920	游戏模式键打开PipBoy任务栏，J键在PipBoy菜单中切换到该标签。
STE00001921	打开无线电键
STE00001922	游戏模式键打开PipBoy无线电栏，P键在PipBoy菜单中切换到该标签。
STE00001923	无线电音量减小键
STE00001924	游戏模式键，降低无线电音量。
STE00001925	无线电音量增大键
STE00001926	游戏模式键，增大无线电音量。
STE00001927	菜单切换键
STE00001928	切换所有菜单可见性（如ToggleMenus命令）。
STE00001929	切换真准星键
STE00001930	切换真准星模式
STE00001931	切换准星键
STE00001932	切换准星可见性
STE00001933	打开本地地图键
STE00001934	游戏模式键打开PipBoy本地地图，N键在PipBoy菜单中切换到地图。
STE00001935	切换瞄准点键
STE00001936	切换准星节点至使用'##SightingNode2'，如果武器有该设置。更换武器时重置。
STE00001937	切换潜行指示器键
STE00001938	切换是否隐藏潜行指示器。
STE00001939	丢弃装备武器键
STE00001940	丢弃装备武器
STE00001941	平滑摄像机切换键
STE00001942	切换电影级摄像机，平滑鼠标/控制器操作
STE00001943	瞄准时禁用
STE00001944	平滑摄像机
STE00001945	下一广播电台键
STE00001946	选择下一个广播电台。
STE00001947	上一广播电台键
STE00001948	选择上一个广播电台。
STE00001949	跳过广播歌曲键
STE00001950	跳过当前广播歌曲或话题。
STE00001951	地图键
STE00001952	游戏模式键打开PipBoy世界地图，M键在PipBoy菜单中切换到地图。
STE00001953	在室内显示本地地图
STE00001954	地图快捷键
STE00001955	在室内时，打开本地地图而非世界地图。
STE00001956	重复激活键
STE00001957	按住使用键时持续按下
STE00001958	只拾取物品
STE00001959	不打开门、与NPC对话等）。
STE00001960	隐藏UI键
STE00001961	隐藏主UI的各种元素。
STE00001962	隐藏罗盘/生命值
STE00001963	隐藏弹药/护甲
STE00001964	隐藏硬核需求
STE00001965	隐藏潜行指示器
STE00001966	默认隐藏
STE00001967	加载保存时隐藏UI
STE00001968	装备上一个武器键
STE00001969	装备上最后一个装备的武器
STE00001970	装备上最后一个武器热键
STE00001971	不要将最后一个装备的武器设为投掷武器
STE00001972	鼠标滚轮支持
STE00001973	向上/向下滚动切换武器
STE00001974	忽略非伤害性武器
STE00001975	忽略没有投射物的非近战武器。
STE00001976	角色最大等级
STE00001977	设置玩家的最大等级，并禁用DLC自带的+5级。
STE00001978	等级
STE00001979	调整
STE00001980	玩家最大等级 (1-65535)。
STE00001981	技能点调整器
STE00001982	在技能分配界面获得更多技能点（这与iLevelsPerPerk游戏设置不同，后者影响升级时选择技能时的等级差距）
STE00001983	每级技能点
STE00001984	技能分配界面的技能点
STE00001985	物品修复清单预览
STE00001986	按住ALT键打开修复菜单时，显示可用于修复当前武器/盔甲的物品。
STE00001987	基于力量的爆炸击倒几率
STE00001988	让爆炸击倒的回避几率使用力量而非敏捷（影响NPC和玩家）
STE00001989	鼠标滚轮切换武器热键
STE00001990	通过鼠标滚轮切换热键武器。
STE00001991	反转滚动方向
STE00001992	反转武器切换方向
STE00001993	以SPECIAL技能点为上限
STE00001994	根据SPECIAL技能限制升级菜单中技能的最大值。\nskillCap = min(iSkillCap, fSkillBase + (specialVal * fSPECIALMult) + luckVal * fLuckMult)\n力量 - 近战武器\n洞察 - 能量武器、爆炸物、开锁\n耐力 - 大枪、生存、徒手\n魅力 - 交易、说服\n智力 - 医疗、修复、科学\n敏捷 - 枪械、潜行
STE00001995	技能上限
STE00001996	SPECIAL技能上限
STE00001997	任何技能的最大点数
STE00001998	技能基础值
STE00001999	在加入SPECIAL之前的基础值
STE00002000	每点SPECIAL加点数
STE00002001	每个SPECIAL技能加点数
STE00002002	幸运加点数
STE00002003	幸运加点数
STE00002004	仅在战斗中使用奔跑射击AP
STE00002005	仅在战斗中使用fActionPointsRunAndGunMult
STE00002006	排雷时会捡起地雷
STE00002007	排雷后自动捡起爆炸物。
STE00002008	无视射速计算暴击几率。
STE00002009	自动武器不将暴击几率除以射速。
STE00002010	隐藏热键项目在修理列表中。
STE00002011	隐藏热键项目在pipboy修理菜单中。
STE00002012	状态菜单显示效果剩余时间
STE00002013	在状态菜单中显示效果剩余时间（排除如“疯狂”或“休息充分”等命名效果）。
STE00002014	在小地图上使用长型弹药名称
STE00002015	在小地图上显示弹药的全名或pipboy/简写名称，而非缩写。需要UI模组，因为它会遮挡CND条。
STE00002016	使用pipboy名称
STE00002017	弹药标签
STE00002018	使用简写名称（如20ga S）代替完整名称（如20号散弹，铅丸）。
STE00002019	逐发循环装填
STE00002020	对于循环装填武器，需要按压装填按钮N次才能装填N发子弹。例如，按两次装填会为循环装填武器装填两发子弹。
STE00002021	最大装填队列长度
STE00002022	循环装填
STE00002023	通过多次按压装填按钮可以加入队列的最大子弹数，0表示无限制。
STE00002024	每次按压装填按钮时加入队列的子弹数。
STE00002025	禁用玩家受伤动画
STE00002026	当肢体受伤时禁用玩家的摇晃动画。
STE00002027	控制台打印包含时间戳
STE00002028	在控制台消息中包含时间戳。
STE00002029	时间戳格式
STE00002030	小时 分钟 秒 毫秒
STE00002031	调整玩家近战攻击范围
STE00002032	调整玩家使用近战武器时的打击距离
STE00002033	近战范围乘数
STE00002034	近战范围
STE00002035	应用于近战武器范围的乘数。
STE00002036	最小范围
STE00002037	最小范围，设置为0表示没有最小值。
STE00002038	最大范围
STE00002039	最大范围，设置为0表示没有最大值。
STE00002040	玩家标记高度指示器
STE00002041	如果标记位于其他单元格，添加一个指示器显示玩家放置的标记是在上方还是下方。
STE00002042	使用门图标
STE00002043	玩家放置的标记
STE00002044	为门使用glow_hud_compass_pc_marker_door.dds。
STE00002045	不锁定遭遇区域等级
STE00002046	不要冻结遭遇区域的等级。在基础游戏中，访问地牢会永久将那里的敌人和战利品等级锁定为你当前的等级。这个调整会改变这一点，使得进入新地牢和已访问过的地牢在等级上没有区别。
STE00002047	更改容器类别时滚动到顶部
STE00002048	切换容器/交易类别时滚动到顶部。
STE00002049	更精确的辐射计
STE00002050	显示辐射水平到更多的小数位。
STE00002051	格式
STE00002052	辐射计格式
STE00002053	辐射计文本的格式支持0-9的小数点后位数，如%.1f, %.2f等。
STE00002054	瞄准时解除武器
STE00002055	瞄准时解除武器装备。
STE00002056	库存备用弹药指示器
STE00002057	在库存菜单中，如果有备用弹药，会在弹药数量旁边显示 "+"。
STE00002058	开火时重新装填
STE00002059	允许在播放开火动画时进行重新装填。
STE00002060	修复度量衡的制作条件
STE00002061	根据修复技能调整制作物品的初始耐久度。
STE00002062	调整爆炸引起的相机/HUD晃动程度。
STE00002063	调整爆炸造成的相机/HUD晃动幅度。
STE00002064	相机晃动倍数
STE00002065	爆炸晃动
STE00002066	应用于相机晃动的倍数
STE00002067	HUD晃动倍数
STE00002068	应用于HUD晃动的倍数
STE00002069	在地图上标记附近位置
STE00002070	永久显示pipboy地图上的附近位置标记（就像NPC给你标记一样）。
STE00002071	半径
STE00002072	添加附近标记到地图
STE00002073	在玩家周围添加标记的圆形半径。如果你想在它们出现在指南针上时添加，将此设置为iMapMarkerVisibleDistance游戏设置的值（默认为20000）。
STE00002074	50000
STE00002075	修复后阻止抢夺硬币
STE00002076	使用维修服务时，将硬币放入商人容器而不是他们的库存中。
STE00002077	如果商家没有容器，销毁硬币
STE00002078	修复后不抢夺
STE00002079	如果商家没有货摊容器，销毁硬币；否则将硬币给角色
STE00002080	阻止NPC评论
STE00002081	阻止NPC在你打翻物品、查看上锁容器等情况下进行评论。
STE00002082	阻止话题标记
STE00002083	阻止NPC话题
STE00002084	十六进制值，包含所有所需标记的和。例如，0x880会阻止KnockOverObject和LockedTerminalOrContainerInCrosshair。请参阅readme了解可用标记。
STE00002085	地图上同伴使用位置字体
STE00002086	地图上同伴使用与位置相同的字体。原版硬编码使用字体2。
STE00002087	移除对已死亡NPC的排队残废/致命消息
STE00002088	移除对已死亡NPC的排队残废/致命消息。这可以防止例如在目标因爆炸死亡后，出现大量“肢体残废…”的提示。
STE00002089	在有密码提示的终端上显示“使用密码”提示。
STE00002090	如果你有密码提示，终端上显示“[锁定 - 使用密码]”。此外，当你用提示打开终端后，会标记为已解锁。
STE00002091	提示字符串
STE00002092	黑客UI提示
STE00002093	当已拥有终端的密码提示时显示提示，[锁定 - 使用密码]。
STE00002094	隐藏已读笔记
STE00002095	在笔记菜单中隐藏已读过的笔记。
STE00002096	爆炸冲击反向修复
STE00002097	让目标远离爆炸，而不是让制造爆炸的演员推动。这也能让你通过自己的爆炸移动自己。
STE00002098	当出售总额超过商人上限时，显示交易总额。
STE00002099	当交易总额超过商贩的上限时，显示交易总额。
STE00002100	允许在满血状态下使用急救
STE00002101	允许在生命值/肢体状态满时使用急救包、超级急救包和医生包。
STE00002102	急救包
STE00002103	超级急救包
STE00002104	医生包
STE00002105	交易数量菜单显示价格
STE00002106	交易时显示所选数量菜单项目的总价。
STE00002107	修复杀戮挑战来源武器问题
STE00002108	直接使用杀戮命令的武器不会增加挑战。
STE00002109	隐藏“无法快速旅行”消息
STE00002110	点击未发现的地图标记时，阻止`sNoFastTravelUndiscovered`消息。
STE00002111	播放取消音效
STE00002112	隐藏“无法快速旅行”消息
STE00002113	尝试点击未发现的标记时播放UI菜单取消音效。
STE00002114	分离水平灵敏度
STE00002115	在原版控制菜单中使用单独的滑块分别调整水平/垂直灵敏度。
STE00002116	爆炸不会推动可收集物品
STE00002117	防止爆炸移动可拾取的物品
STE00002118	防止可见卡住的投射物消失
STE00002119	如果你面对它们，防止卡住的投射物消失
STE00002120	对话时保持武器可见
STE00002121	对话时保持玩家武器可见。
STE00002122	NPC丢出活雷
STE00002123	投掷中击倒/杀死敌人会导致他们丢出活雷。
STE00002124	潜行时允许非力量攻击
STE00002125	潜行时允许近战/徒手的非力量攻击
STE00002126	无声潜行力量攻击
STE00002127	潜行时使用近战/徒手力量攻击时，防止玩家发出哼声。
STE00002128	解除武器需要技巧
STE00002129	\ndisarmChance = fDisarmMult * (playerSkill + perception - 5) * 100.0F / requiredSkill\nexplodeChance = fExplodeMult * (requiredSkill - playerSkill + (5 - luck)) * 2
STE00002130	爆炸倍率
STE00002131	应用于立即爆炸概率的乘数。
STE00002132	解除倍率
STE00002133	应用于解除武器概率的乘数。
STE00002134	武器挂起时切换视角
STE00002135	阅读武器时切换至第一人称视角，挂起时切换至第三人称。
STE00002136	格挡时的力量攻击
STE00002137	移除格挡时的近战力量攻击延迟
STE00002138	选择不可用的无线电
STE00002139	允许在回到信号范围时选择并使用不可用的无线电
STE00002140	无线电杂音降低歌曲音量
STE00002141	当无线电信号边缘有杂音时，歌曲音量会变小。
STE00002142	无线电保持歌曲播放位置在保存之间
STE00002143	如果无线电正在播放同一首歌，加载同一首歌的保存时，不要倒回歌曲。
STE00002144	武器击中效果
STE00002145	装备/挂起武器被击中时，产生火花并播放击中音效。
STE00002146	双跳
STE00002147	允许在空中跳跃。
STE00002148	最大空中跳跃次数
STE00002149	双跳
STE00002150	最大额外跳跃次数
STE00002151	空中跳跃高度比例
STE00002152	应用于空中跳跃的比例
STE00002153	空中跳跃的行动点消耗
STE00002154	跳跃音效
STE00002155	空中跳跃时播放的音效。
STE00002156	跳跃音量
STE00002157	落下后经过的秒数，初始跳跃不会增加跳跃计数。
STE00002158	空中计时器
STE00002159	保持坠落高度
STE00002160	空中跳跃时不重置坠落伤害高度。
STE00002161	爆炸范围加成
STE00002162	使爆炸范围内的前30%区域造成全额伤害，范围边缘的伤害为20%的最小伤害。
STE00002163	内半径
STE00002164	爆炸公式
STE00002165	造成100%伤害的范围
STE00002166	外半径伤害
STE00002167	外半径造成的伤害
STE00002168	分离光束
STE00002169	转向时防止光束投射物粘附在武器枪管上。
STE00002170	更平滑的控制器瞄准
STE00002171	大幅平滑了右摇杆的视野死区曲线。建议与bDisableControllerDeadzones一起使用。
STE00002172	允许绑定重复控制
STE00002173	在原版设置菜单中，允许将多个控制绑定到同一个按钮。基础游戏在尝试时会切换控制。
STE00002174	残废腿部缩放跳跃高度
STE00002175	如果腿部残废，缩放跳跃高度。
STE00002176	单腿多倍
STE00002177	残废跳跃高度
STE00002178	单腿残废时跳跃高度缩放
STE00002179	双腿多倍
STE00002180	PipBoy 选项卡热键不关闭菜单
STE00002181	防止PipBoy 选项卡热键（默认为F1/F2/F3）关闭PipBoy。
STE00002182	显示技能/特殊能力的修正值
STE00002183	在技能的 (+) 和 (-) 中显示值的修正量，并在10/100以上显示技能/特殊。强烈推荐 VUI+。
STE00002184	显示超出限制的值
STE00002185	改进的统计菜单
STE00002186	显示SPECIAL超过10和技能超过100的部分。
STE00002187	致命打击增加肢体挑战
STE00002188	即使攻击杀死目标，也会增加肢体残废/击退的挑战。
STE00002189	无弹药时重新装填会更换弹药类型
STE00002190	无弹药时重新装填和加载存档时更换弹药类型。
STE00002191	自定义终端淡出时间
STE00002192	调整使用键盘/控制器关闭时终端菜单的淡出时间。
STE00002193	淡出持续时间
STE00002194	终端关闭淡入
STE00002195	使用键盘/控制器关闭时，终端菜单淡出的时间长度。
STE00002196	主菜单继续保存图标
STE00002197	在主菜单中，当悬停在“继续”选项上时，显示要加载的保存图像。
STE00002198	进入VATS时不会拔出武器
STE00002199	在使用VATS时，如果没有选择目标，不要拔出武器。
STE00002200	动力装甲阻止屏幕血液效果
STE00002201	如果击中部位穿着动力装甲，阻止屏幕血液效果。
STE00002202	动力装甲抵消肢体伤害
STE00002203	为玩家和NPC的动力装甲部位的击中伤害调整比例。
STE00002204	头部比例
STE00002205	穿着动力装甲头盔时，应用于头部伤害的比例。
STE00002206	肢体比例
STE00002207	穿着动力装甲头盔时，应用于肢体伤害的比例。
STE00002208	防止击中挂枪武器
STE00002209	让弹丸穿过NPC挂枪武器。
STE00002210	防止击中未拔出的武器
STE00002211	穿透武器
STE00002212	忽略击中未拔出武器（防止解除武装）
STE00002213	在VATS中允许击中
STE00002214	在VATS中允许击中武器
STE00002215	隐藏任务物品的重量和价值
STE00002216	隐藏任务物品和钥匙在PipBoy中的重量和价值。
STE00002217	NPC听到地雷爆炸
STE00002218	地雷爆炸时通知附近的NPC。
STE00002219	跌倒时残肢疼痛声音
STE00002220	跌倒时腿部残障时播放疼痛声音。
STE00002221	高度阈值
STE00002222	腿部残障跌倒时的疼痛声音
STE00002223	当任意一条腿残障时，跌落的距离以播放疼痛声音/音效强度。
STE00002224	终端灰烬阅读笔记
STE00002225	在终端阅读后显示灰烬的笔记（非追溯性）。
STE00002226	将可装备的弹药排到物品栏顶部
STE00002227	将可用的弹药整理到PipBoy库存的顶部。
STE00002228	隐藏添加头盔的消息
STE00002229	隐藏添加物品（头盔）的消息
STE00002230	溅射伤害影响血肉模糊效果
STE00002231	给予弹道溅射伤害机会触发血肉模糊效果的躯干爆炸。
STE00002232	自由漫游荒野
STE00002233	允许选择荒野无需使用特性槽
STE00002234	反转相机X轴
STE00002235	反转相机X轴移动
STE00002236	清除附近玩家标记
STE00002237	当附近有玩家时，移除放置的标记。
STE00002238	距离
STE00002239	移除标记的距离
STE00002240	轻步影响同伴
STE00002241	如果玩家拥有此特性，给予同伴轻步效果。
STE00002242	VATS AP 显示包含重新装填费用
STE00002243	在执行会导致重新装填的 VATS 攻击时，包含重新装填费用（fActionPointsReload 游戏设置）。
STE00002244	在最高技能等级时跳过非常简单的锁定
STE00002245	当开锁技能达到最大值时，自动解锁非常简单的锁定。
STE00002246	多线程黑客菜单
STE00002247	在黑客终端时，多线程设置黑客词汇列表，减少延迟。
STE00002248	标记笔记为未读
STE00002249	右键点击标记笔记为未读
STE00002250	自定义弹出图标
STE00002251	为弹出消息添加可配置图标
STE00002252	辐射增加
STE00002253	UI 消息图标
STE00002254	辐射减少
STE00002255	辐射病
STE00002256	无辐射病
STE00002257	脱水增加
STE00002258	脱水减少
STE00002259	脱水病
STE00002260	无脱水病
STE00002261	饥饿增加
STE00002262	饥饿减少
STE00002263	饥饿病
STE00002264	无饥饿病
STE00002265	睡眠剥夺增加
STE00002266	睡眠剥夺减少
STE00002267	睡眠剥夺病
STE00002268	无睡眠剥夺病
STE00002269	化学成瘾
STE00002270	进入细胞时防止发出格比声音
STE00002271	进入细胞时防止身体部位爆炸声音
STE00002272	本地地图区分内部/外部门图标
STE00002273	为通往外部的本地地图门使用单独的图标。
STE00002274	挑战菜单图标
STE00002275	在pipboy的挑战菜单中使用挑战图标（需要添加图标到挑战表单的mod）。
STE00002276	暂停全息磁带
STE00002277	点击当前全息磁带暂停播放，双击暂停重置全息磁带。
STE00002278	改进天气
STE00002279	短距离快速旅行时防止天气变化。
STE00002280	快速旅行天气变化距离阈值
STE00002281	天气变化所需的最小快速旅行距离。
STE00002282	指南针显示位置名称
STE00002283	显示你面向的最近位置标记的名称。
STE00002284	隐藏未发现的名称
STE00002285	小地图标记名称
STE00002286	是否隐藏未发现地点的名称。
STE00002287	显示距离
STE00002288	显示标记的距离。
STE00002289	关闭
STE00002290	米
STE00002291	英尺
STE00002292	最大角度
STE00002293	显示位置名称的最大角度。
STE00002294	角度偏移
STE00002295	角度偏移（用于调整位置图标不居中）。
STE00002296	-20，
STE00002297	延迟
STE00002298	在显示位置名称前的延迟（以秒为单位）。
STE00002299	调整灰烬堆大小
STE00002300	根据角色大小调整灰烬堆的大小 - 请注意，有些生物如肿胀蝇的范围较大，这会影响其灰烬堆的大小。
STE00002301	最小范围
STE00002302	灰烬堆缩放
STE00002303	应用于灰烬堆的最小缩放比例。
STE00002304	最大范围
STE00002305	应用于灰烬堆的最大缩放比例。
STE00002306	VATS中的目标投射物
STE00002307	允许在VATS中目标投射物。命中几率不考虑投射物的可见性，只考虑距离和玩家技能。
STE00002308	主菜单/开始菜单快速加载
STE00002309	在主菜单/暂停菜单中添加快速加载键支持。
STE00002310	切换单元格时显示任务目标
STE00002311	切换单元格时显示任务目标。
STE00002312	最小间隔
STE00002313	切换单元格时显示任务提醒
STE00002314	在这一时间内不再显示目标（以秒为单位）。
STE00002315	600秒
STE00002316	接触地雷
STE00002317	立即引爆踩中的地雷。
STE00002318	允许在发射自动武器时卡弹
STE00002319	允许在发射自动武器时播放卡弹动画。在原版游戏中，只有第一发才会卡弹。注意，你需要编辑fWeaponConditionJam1/fWeaponConditionJam2... gamesettings 来增加射击时卡弹的概率。
STE00002320	点击退出加载屏幕
STE00002321	需要点击才能退出加载屏幕
STE00002322	加载完成后隐藏加载圆环
STE00002323	点击加载
STE00002324	加载完成后隐藏加载圆环
STE00002325	仅加载游戏
STE00002326	不需要通过快速旅行/外部加载屏幕进行点击。
STE00002327	消息菜单隐藏光标
STE00002328	隐藏消息弹出窗口中的光标。
STE00002329	基于概率的击杀回放
STE00002330	当杀死战斗小队最后一个成员时，有一定几率播放电影/玩家视角的击杀回放。
STE00002331	几率
STE00002332	击杀回放
STE00002333	当杀死战斗小队最后一个成员时，播放电影/玩家视角击杀回放的百分比几率。
STE00002334	保持任务更新文本在菜单中可见
STE00002335	保持任务/地点添加的文本在PipBoy和黑客菜单中可见，以及坐下时。
STE00002336	跳过加载/保存确认提示
STE00002337	加载保存时跳过确认提示。
STE00002338	仅主菜单
STE00002339	跳过加载确认
STE00002340	仅在主菜单时跳过确认。
STE00002341	为武器颜色标记状态
STE00002342	允许为武器低状态标签着色。
STE00002343	闪烁阈值
STE00002344	武器状态标签
STE00002345	标签闪烁的健康百分比阈值。
STE00002346	颜色阈值
STE00002347	标签变为红色的健康百分比阈值。
STE00002348	护甲状态标签
STE00002349	在HUD上添加护甲状态标签。
STE00002350	护甲标签
STE00002351	显示在护甲计量器旁边的标签。
STE00002352	显示在护甲读数旁边的标签。
STE00002353	武器标签
STE00002354	武器读数旁边显示的替换标签（留空使用默认字符串）。
STE00002355	可见度阈值
STE00002356	标签变为可见的健康百分比阈值（设置为0禁用）。
STE00002357	移动弹药类型标签
STE00002358	将弹药类型标签移动到弹药计数器下方。
STE00002359	防弹甲DT阻止血迹贴图
STE00002360	阻止对无法穿透目标防弹甲DT的攻击产生的血迹贴图。
STE00002361	显示敌人带有增益HP的生命条
STE00002362	buffout）
STE00002363	设置将标记放置在当前位置的快捷键
STE00002364	将地图标记放置在你当前位置。
STE00002365	放置标记的快捷键
STE00002366	放置标记时显示的消息，留空则不显示。
STE00002367	声音
STE00002368	放置标记时播放的音效的EditorID，留空则不播放。
STE00002369	椅子上睡觉
STE00002370	在椅子上等待时睡觉。
STE00002371	在睡眠/等待滑块上显示唤醒时间
STE00002372	在睡眠/等待滑块上显示唤醒时间，而不是小时。
STE00002373	无法解除NPC的武器状态
STE00002374	阻止NPC在手臂受伤时放下武器。
STE00002375	加载保存时保持跌落高度。
STE00002376	加载保存时不会重置跌落高度。
STE00002377	复活失去意识的同伴。
STE00002378	使用急救包复活失去意识的同伴。
STE00002379	提示
STE00002380	鼠标悬停在失去意识的同伴上显示的提示。
STE00002381	昏迷时间
STE00002382	同伴昏迷的时间长度。设置为0则使用游戏内默认的Vanilla fEssentialDeathTime。
STE00002383	300秒
STE00002384	心跳声渐弱
STE00002385	减弱心跳声音量，受到伤害时恢复原音量。
STE00002386	持续时间
STE00002387	声音淡出的持续时间（秒为单位）。
STE00002388	60秒
STE00002389	将应用哪种音量平滑函数（参见easings.net）。
STE00002390	在第三人称视角时播放护甲声音
STE00002391	在第三人称视角时播放护甲音效（foley效果）。
STE00002392	排序 Pipboy 修理菜单
STE00002393	按字母顺序排列 Pipboy 修理菜单，将与修复项目相等的物品排在前面。
STE00002394	关闭 PipBoy 中的隐形效果
STE00002395	关闭 PipBoy 打开时来自潜行装置等的隐形效果。
STE00002396	显示交易后显示的最终上限值
STE00002397	在交易后显示玩家/商人最终上限值旁边
STE00002398	模式
STE00002399	显示交易上限值
STE00002400	文本
STE00002401	显示上限值的 {当前->最终}。
STE00002402	亮度
STE00002403	显示最终上限值显示并调整文本亮度。
STE00002404	同伴不消耗弹药
STE00002405	当同伴开火时，不要从他们那里移除弹药。
STE00002406	修正弹药爆发案例计数
STE00002407	给予机会，从一次射击使用超过1发弹药的武器（如三束激光步枪）获得多个弹药箱。
STE00002408	升级时重新分配技能点
STE00002409	升级时允许重新分配所有技能点。
STE00002410	在修复菜单中使用武器修复套件。
STE00002411	在武器修复菜单中显示修复套件。
STE00002412	修复文本。
STE00002413	在修复菜单中使用修复套件。
STE00002414	如果你只有修复套件，显示的文本而不是“修复”。
STE00002415	力量影响所有投掷距离。
STE00002416	使fThrowingStrengthPenalty游戏设置也影响手榴弹和地雷。
STE00002417	地图记住位置
STE00002418	在地图菜单中记住上次查看的位置。
STE00002419	保存持久
STE00002420	为每个保存记住地图位置
STE00002421	为每个保存记住地图位置。
STE00002422	地图居中快捷键
STE00002423	添加一个快捷键来重新居中地图菜单。
STE00002424	平滑时间
STE00002425	重新居中移动的持续时间（毫秒）。
STE00002426	地图位置显示距离
STE00002427	在地图菜单中显示鼠标悬停位置标记的距离。
STE00002428	显示模式
STE00002429	地图额外标记信息
STE00002430	显示模式。
STE00002431	交易影响修复费用
STE00002432	根据你的交易技能和加成调整NPC的修复价格。
STE00002433	基础费用
STE00002434	基础费用。
STE00002435	费用乘数
STE00002436	每点交易点的价格减少。
STE00002437	0.1
STE00002438	最小费用乘数
STE00002439	最小乘数。
STE00002440	容器显示装备的弹药
STE00002441	在容器中装备的弹药旁边显示“装备”方格。
STE00002442	数量菜单尊重同伴负重限制
STE00002443	在转移会超过同伴负重的物品时，限制数量菜单的最大计数。
STE00002444	调整设置
STE00002445	你必须重启游戏来应用变更!
STE00002446	不再显示
