TIH00000001	恰斯摇头娃娃
TIH00001736	无论如何，我们在这里清理楼房，不久之后诊所就能建成了。
TIH00001737	我正在办理此事。如果你有时间顺便来过来一下，看看有什么你可以帮忙的地方。谢谢你。
TIH00001738	我碰见的恶魔帮都是坏蛋 - 我不得不为了自保而杀死他们。
TIH00001739	新诊所需要更多的帮助吗？
TIH00001740	我担心的是，NCR想要取代我们的工作人员，然后改变诊所的初衷。他们的计划...令人不安。
TIH00001741	幕后黑手是一个叫做凯迪的游骑兵。在清理反抗共和国意志的袭击者和土人的行动中，他起着主导作用。
TIH00001742	他来这里是为了消灭恶魔帮，而且我还听说他计划利用诊所传播大剂量的稳定剂和杰特。
TIH00001743	追随者需要什么...我就需要什么...我想让这个游骑兵离开这里。我相信你是很有办法的人...你能让他明白的。
TIH00001744	新诊所还需要更多的帮助吗？
TIH00001745	不，随着凯迪不再碍事之后，我相信NCR不会再打扰我们了。感谢你，邮差。
TIH00001746	如果你需要什么，说就行，药品，治疗之类的不在话下...你永远受我们欢迎。祝你好运。
TIH00001747	是的，我在想凯迪的事情，就是那个你说到的游骑兵。我们不能再忽视他了。要想办法阻止他的计划。
TIH00001748	追随者需要什么...我就需要什么...我想让这个游骑兵离开这里。我相信你是很有办法的人...你能让他明白的。
TIH00001749	等等，你要求我杀死凯迪？
TIH00001750	我要求你不惜一切代价设法让他回心转意。如果他执行了这个计划，那将会杀死上百个无辜者。
TIH00001751	好的，我保证让凯迪消失。
TIH00001752	如果可能的话，尽量说服那个人。如果他不愿意听..上帝会保佑他的。这是一个游骑兵的生命与...数百人的性命进行权衡。你知道该怎么做。
TIH00001753	我不喜欢这种趋势。我的合约上只是帮助诊所，而不是为你做脏活。
TIH00001754	我不喜欢这样，但是这无疑是唯一的办法...这是西区人民最好的选择。
TIH00001755	看，我能理解你的疑惑，但是追随者此刻需要你。去做吧，而我会付报酬给你。请考虑下吧。
TIH00001756	
TIH00001757	当然。我的人和货物已经就绪，现在只欠东风 - 只要格兰特和他的人离开就行了。
TIH00001758	这不是寻常的追随者与NCR之间的冲突，你需要小心处理。别发生流血事件。只让他离开就好。
TIH00001759	这意味着，如果你用尽了全部的办法，而他还是不肯离开的话，可以做你不得不做的失去，但是要谨慎。开始行动吧。
TIH00001760	诊所开张了。我决定照着你的计划行事。
TIH00001761	追随者知道了你的计划。你需要离开小镇，现在就走。
TIH00001762	既要拯救那些穷，又要让无知的恶魔帮要跟西区和平相处，这可能同时做到吗？
TIH00001763	简直是吹牛，伙计。你可以削弱恶魔帮，但你不能让他们停止吸毒。会有更坏的人取代他们的位置。
TIH00001764	解决方案就是消灭他们，做给其他人看。从某种意义上我佩服老凯撒。他不会用不彻底方式办事。
TIH00001765	你马上就会离开了 - 在一个棺材里。<攻击>
TIH00001766	...
TIH00001767	我得走了。
TIH00001768	...
TIH00001769	
TIH00001770	也许，但是在有护卫的地方工作不好办。但是...我明白你的意思。
TIH00001771	大多数人比双头牛更愚蠢。除非你让他们亲眼看见你杀死一百个恶魔帮的人，否则他们不会相信我们做到了。
TIH00001772	另外，那些政客致力于雇佣赏金猎人。我觉得那是完全是种诈骗，交出手指换取赏金居然还称之为胜利。
TIH00001773	恶魔帮像那些...蛇之类的东西...砍掉头还会长出来。阻止他们的唯一方式就是让他们全都玩完。
TIH00001774	记住我的话，邮差。你砍掉了他们的头，但是最终一些邪恶的混账东西会重新长出来并吃掉你的整个屁股。
TIH00001775	同时，我会回到80号公路上巡逻。不应该怨天尤人。你多小心。
TIH00001776	你的计划不会使消灭恶魔帮的功劳归于NCR，人们会归功于毒品。
TIH00001777	赏金猎人？无用的山雀之流。我用那些愚蠢的海报擦屁股，都会擦不干净某些东西。
TIH00001778	你不认为恶魔帮应该交给赏金猎人处理吗？
TIH00001779	也许10,000个瓶盖会让你离开？<支付10,000个瓶盖>
TIH00001780	一万？
TIH00001781	如果你愿意拿钱让我退休，那就如你所愿。追随者会拯救那些恶魔帮的。祝你事业有成，邮差。
TIH00001782	
TIH00001783	好的，英雄。不过当这事出漏子的时候，那些政客就会得知的。蠢货还有恶魔帮...你都可以保护。
TIH00001784	[NCR声望]你损害了我们在莫哈维的形象。现在会加州去，现在就走。
TIH00001785	
TIH00001786	
TIH00001787	操，我会去加州的！
TIH00001788	你的人头很值钱：一亿张无记录的商队支票。滚！
TIH00001789	
TIH00001790	今天很适合杀人之类的，图样，图森破，年轻人。
TIH00001791	我不想按这种方式做事，但是你让我没有选择。<攻击>
TIH00001792	
TIH00001793	很好。我会转告我的人让他们进来。你为NCR做的事，我们不会忘记。
TIH00001794	正如所承诺的，这是你的报酬，还有一些特别的“东西”。是我从加州带来的。保重。
TIH00001795	我说服格兰特让NCR接管诊所。
TIH00001796	错误的射杀，我们不需要那样的人。该死的疯子...
TIH00001797	不管怎样，事情办好了。这是我们协定的酬劳。后会有期，邮差。
TIH00001798	我被迫杀死了格兰特。现在诊所是你的了。
TIH00001799	
TIH00001800	很好，我知道说服一个像凯迪那样的蠢驴不是件容易的事。随着他的消失，我们可以致力于诊所了。
TIH00001801	如果你需要什么东西，不要客气。如果没有你，我们不会成功，邮差。
TIH00001802	我让凯迪离开莫哈维了。
TIH00001803	天呐，我只是希望他不在缠着我们。追随者会将会受到来自NCR的压力的。
TIH00001804	不过最为西区和新维加斯最重要的事情是，诊所依然在运营。你做了一件好事，邮差。
TIH00001805	如果你需要任何东西，不要客气。你永远受到欢迎。
TIH00001806	我被迫杀死了凯迪。他人间蒸发了。
TIH00001807	
TIH00001808	什么？你是说你会支持凯迪？那个家伙是个暴徒...是个法西斯！
TIH00001809	看看我们建造的了什么！我他妈的为什么要离开他？
TIH00001810	我会在诊所执行凯迪的计划。你和那些追随者必须离开这里，立刻就走。
TIH00001811	
TIH00001812	我们在逆流而上，对不对？也许这只是个愚蠢的梦想，但是它至少真实存在了一会儿。
TIH00001813	看来我们的命运...想帮助人们，却遭到NCR不可抗拒的力量摧毁了，邮差。
TIH00001814	NCR想要这家诊所。他们赶走追随者只是时间问题。
TIH00001815	多谢你的帮助，邮差。我们投入了太多的资源，太多的人力，不能轻易的离开。所以...他妈的不能放弃。
TIH00001816	NCR，我操！非法没收，我操！滚出去，我操！
TIH00001817	
TIH00001818	你是个畜生，就像凯迪一样。我们会离开...而你将不得不呆在这。最终你会得到报应的，邮差。记住我说的话。
TIH00001819	滚出这里，否则追随者将不得不为你收尸。
TIH00001820	你以为你能吓唬我？你忘了我来自哪里？操你妈的。
TIH00001821	滚出去，否则你的小伙伴们将不得不...一块一块的...缝合你。
TIH00001822	<付瓶盖>
TIH00001823	我不能... 我，我...
TIH00001824	这仅限于我们之间。尽管我在这里失败了，但也许我能用这些钱帮助一些人。再见。
TIH00001825	10,000个瓶盖能在自由城做很多事。你确定你不想离开？<支付10,000个瓶盖>
TIH00001826	
TIH00001827	
TIH00001828	我得走了。
TIH00001829	...
TIH00001830	我带着信件来这。
TIH00001831	真漂亮！我想招募些雇佣兵解决些麻烦。没有人想靠近这个地方，像是被诅咒了似得。
TIH00001832	我不想说谎 - 那天军团袭击了游骑兵...让整个NCR都痛心。我想向那些混蛋讨回本息。
TIH00001833	如果你同意参与这个计划，你就能获得1,000个瓶盖的签约费，而且在我们胜利时候还会再有4,000个瓶盖的报酬。你准备好了吗？
TIH00001834	好的，你要和我们共事吗？
TIH00001835	我想讨论下合同的事。
TIH00001836	谢谢你。
TIH00001837	...
TIH00001838	滚蛋吧。
TIH00001839	...
TIH00001840	
TIH00001841	<信使还来一个冰冷的怒视>
TIH00001842	<盯着信使>
TIH00001843	<信使还你一个眨眼并咆哮>
TIH00001844	<向信使使眼色>
TIH00001845	<信使开始粗鲁的指指点点，做了一个不适宜的礼仪...>
TIH00001846	<向信使使眼色>
TIH00001847	你和NCR可以用这封信来擦我的屁股。莫哈维没有你会更好。
TIH00001848	另一个游骑兵告诉我，在这次行动中依靠一些平民是一个错误的决定。我想我本该听他的。
TIH00001849	所以你是负责这里的家伙，对吗？
TIH00001850	游骑兵博蒙特，这个小站的指挥官。当驻地遭受攻击的时候我...在巡逻，这是我的职责所在。
TIH00001851	为什么NCR要试图保住游骑兵检查站驻地？
TIH00001852	检查站是在诺瓦克和袭击者之间的一道屏障，而且它守卫一条重要的贸易商道。
TIH00001853	更重要的是，游骑兵必须知道这个地方发生了什么。军团让我们吃了亏，所以我们必须表示我们的依旧强大。
TIH00001854	我们将会面对什么？
TIH00001855	这是一些机密，只有在你同意签署协议的时候我才会向你透露细节。我只想说这是一个规模相当大的军团部队。
TIH00001856	好吧，我会接受这个协议的。
TIH00001857	好的，这是你的签约奖金。
TIH00001858	现状就是：我们认为检查站的袭击拜一对军团的百夫长所赐，他们被人称为“双子座”或者“双胞胎”。
TIH00001859	他们被认为是古希腊神话中的卡斯特和帕勒克，这是凯撒为他们的凶猛和狡诈授予的头衔。我们不知道更多其他关于他们的事情了。
TIH00001860	检查站遭受攻击之后，我们的一个游骑兵跟踪到一个袭击者小队进入了夏普的洞穴，我们认为双胞胎就在里面。
TIH00001861	你的任务是侦察那个洞穴，终结任何军团的人，并且杀死那对双胞胎。
TIH00001862	还有一件事。你可以认为这是一个游骑兵...私人的,,,请求。我们想让军团知道谁负责这里。
TIH00001863	带着这个便条，然后在你杀死那些花火之后，将它钉在一个显眼的地方。这上面写的是拉丁语，它可以激怒军团。
TIH00001864	就这样。在你行动之前还有什么要问的吗？
TIH00001865	我需要一点时间考虑这件事。
TIH00001866	好的，不过别太久，否则我们会不得不考虑另一个雇佣兵。
TIH00001867	感谢你的提议，但是我不感兴趣。
TIH00001868	我承认我对你估计错误。我想我们该找其他人了。不管怎样，感谢你跟我见面。
TIH00001869	为什么你要我肢解他们的尸体？这样不就让我们变得像军团那样野蛮了吗？
TIH00001870	什么，你现在是某类哲学家了吗？
TIH00001871	你还没见过真正的野蛮。我曾去过亚利桑那州，见过该死的能让你柔弱的小眼珠鲜血迸发场景。
TIH00001872	他你不知道他们怎么对待女人和奴隶，特别是在矿山上...我真希望我能忘记。肢解那对双胞胎只是一次小小的审判。
TIH00001873	我没别的问题了。
TIH00001874	祝你好运，邮差。让他们流血...让他们流血。
TIH00001875	敌人的规模如何？
TIH00001876	我不太确定。可以肯定是那是他们的一个地下掩体，大概有该死的地雷什么的，注意脚下。
TIH00001877	好消息是，那里似乎是轻装部队还有游击队的中转站。你应该不会碰见重装部队还有老兵。
TIH00001878	为什么我要独自上路？为什么不派一队游骑兵去消灭他们？
TIH00001879	你曾在沙漠中跟踪一个军团小队，不是吗？跟着他们整顿，训练，还有行军，这太他妈困难了，甚至对游骑兵来说也是如此。
TIH00001880	军团擅长奔跑，隐蔽，等待时机。然后他们快速袭击并消失。在纳尔逊如此。在这也如此。
TIH00001881	在空旷的地段利用我们灵活的战术跟他们来一场战斗，是打败他们最有效的方式。就像在大坝那次一样。
TIH00001882	我们派军队过去，但他们在一公里外就嗅到，然后逃跑。一个精英显然更好。
TIH00001883	如果你办到了，那就跟检查站那次袭击扯平了...不过这次是我们在守株待兔。
TIH00001884	如果有机会，你需要我弄几个俘虏吗？
TIH00001885	我们不负责俘虏的工作；我们只做杀军团的工作。
TIH00001886	
TIH00001887	请原谅，邮差。我想占用你一点时间。
TIH00001888	你想要怎样？
TIH00001889	我会长话短说的。我在为NCR的一个未知机构工作，我来这是为了调查游骑兵博蒙特。
TIH00001890	有许多问题随着军团的袭击而来，而我的上司担心博蒙特的指挥能力。
TIH00001891	一些政客想让博蒙特成为替罪羊，而其他人想先认真观察他一下，看看他是否无罪。
TIH00001892	作为一个外来人，你相较于游骑兵还有骑警来说还算是站在客观立场上。我想让你在任务结束之后向我汇报一下。
TIH00001893	我希望事实尽可能的接近你自己的观点。他是否个有能力的指挥官？他是否有心理疾病？他是否遵循命令？
TIH00001894	在混乱结束后跟我谈谈，让我知道他是个什么样的人。如果你能办到，那么会有一大笔赏金等着你。
TIH00001895	我需要的是信息，而你获得酬劳。这很简单。我可以指望你吗？
TIH00001896	住口，傻鸟。现在最要紧的是消灭军团部队。
TIH00001897	我会长话短说的。我在为NCR的一个未知机构工作，我来这是为了调查游骑兵博蒙特。
TIH00001898	有许多问题随着军团的袭击而来，而我的上司担心博蒙特的指挥能力。
TIH00001899	一些政客想让博蒙特成为替罪羊，而其他人想先认真观察他一下，看看他是否无罪。
TIH00001900	作为一个外来人，你相较于游骑兵还有骑警来说还算是站在客观立场上。我想让你在任务结束之后向我汇报一下。
TIH00001901	我希望事实尽可能的接近你自己的观点。他是否个有能力的指挥官？他是否有心理疾病？他是否遵循命令？
TIH00001902	在混乱结束后跟我谈谈，让我知道他是个什么样的人。如果你能办到，那么会有一大笔赏金等着你。
TIH00001903	我需要的是信息，而你获得酬劳。这很简单。我可以指望你吗？
TIH00001904	
TIH00001905	我做。
TIH00001906	很好。我会在诺瓦克等着你。在混乱结束后跟我谈谈。
TIH00001907	我会考虑的。
TIH00001908	这很好。你可以在这次旅途之后来诺瓦克看我。祝你好运。
TIH00001909	忘了它吧。我不是个叛徒。
TIH00001910	你们雇佣兵都是一个德行。如果你改变了主意，或者只是为了报酬，就在一切结束后来诺瓦克见我。
TIH00001911	我已经杀死了双胞胎之一，不过另一个仍逍遥法外。
TIH00001912	我们已经得到了消息。回音谷的僵尸跑过来了，而好消息是... 一支整编部队正在路上！
TIH00001913	你成功的搅乱了他们，邮差。我们将给你一些报酬。
TIH00001914	你们在这干什么？
TIH00001915	请接受我的敬意，邮差。一些善良的人死在了这里。他们跟着主 - 那个大鼻子混蛋去了天国。
TIH00001916	但是他们已经死去，别在想这些事情了。
TIH00001917	
TIH00001918	我们下一步怎么做？
TIH00001919	继续坚持，就像真正的游骑兵那样。我们会让老唐迪骄傲的！
TIH00001920	好吧，在南边有一个排的士兵。我估计他们需要帮助，但是我的游骑兵没有更多人手去做这件事了。
TIH00001921	听着，你这该死的酒鬼，不是所有人都想死。你最好有些计划。
TIH00001922	好吧，在南边有一个排的士兵。我估计他们需要帮助，但是我的游骑兵没有更多人手去做这件事了。
TIH00001923	我赞同。我们不需要任何帮助。
TIH00001924	该死的，好吧的。我们稍作整顿就去屠杀这帮带羽毛的混蛋。不管怎样，在他们出现之前我们还有一点时间。
TIH00001925	如果你想安置地雷或者呼唤朋友，现在正是时候。赶紧去办吧，然后你准备好了就向我报道吧。
TIH00001926	
TIH00001927	操，你也许是对的。我有时候对自己的判断力太自负了。他们来到边境了。
TIH00001928	好吧，我会通过电台呼叫他们的，看看他们能不能给我们派来一两队人马。
TIH00001929	如果你想安置地雷或者呼唤朋友，现在正是时候。赶紧去办吧，然后你准备好了就向我报道吧。
TIH00001930	没有人会质疑游骑兵的行动，哪怕周围只有少量的士兵。
TIH00001931	你指望老弱残兵能做什么？那帮混蛋甚至不能站成一个笔直的横排。想都别想。
TIH00001932	更多的守卫会创造更多的机会，不是吗？你不应该忘记NCR骑警。
TIH00001933	我不赞同这个计划，这不过是你的要求。
TIH00001934	该死的，好吧的。我们稍作整顿就去屠杀这帮带羽毛的混蛋。不管怎样，在他们出现之前我们还有一点时间。
TIH00001935	如果你想安置地雷或者呼唤朋友，现在正是时候。赶紧去办吧，然后你准备好了就向我报道吧。
TIH00001936	
TIH00001937	该死的，这真头疼。好吧，我会召唤他们的，看看他们是否会派一两队人来。我们他妈的最好封住入口。
TIH00001938	如果你想安置地雷或者呼唤朋友，现在正是时候。赶紧去办吧，然后你准备好了就向我报道吧。
TIH00001939	如果只有游骑兵，这将会是场十对一的战斗。这不是胆量的问题，这简直是自杀。
TIH00001940	我已经做好战斗的全部准备。
TIH00001941	好机会。发送无线电，告诉他们已经在我们的上方了。准备好。
TIH00001942	我该走了。
TIH00001943	...
TIH00001944	看起来是我们赢了。
TIH00001945	是的，我们做到了，尽管我很奇怪他们是否真的投进了全部兵力来对付我们。你看到卡斯特用他的拳头进行攻击了吗？真是蠢货。
TIH00001946	这是我承诺的报酬。没有你，我们不会成功的，邮差。
TIH00001947	我做的不是太多。游骑兵在这做出了真正的牺牲。
TIH00001948	不用怀疑，你在这里与我们一起浴血奋战。我们不会忘掉的。你是个好人 - 别让废土改变你，孩子。
TIH00001949	这只是工作的一部分。
TIH00001950	不管是不是工作，你就是救星。游骑兵不会忘记这个恩惠。你自己多保重。
TIH00001951	让我们面对现实吧 - 如果我不在这里你们都会死。
TIH00001952	嘿，或许吧。你要摆低一点你的信心和脑袋，孩子。我们不会忘记你为我们所做的。保重。
TIH00001953	游骑兵博蒙特是个模范的领导。他没有一件事情办的不好。
TIH00001954	真的吗？好吧，我会将它写进我的报告中。至于你，这是我们协商的奖励。感谢你的帮助。
TIH00001955	我会将你的陈述写进我的报告中。我们会确保他和另一支守军在他们死后因他们的行动而被授勋。
TIH00001956	游骑兵博蒙特是一个领袖楷模，而他像一个英雄一样死去。他可以做好每一件事。
TIH00001957	博蒙特不够完美，但他是个可靠的指挥官。
TIH00001958	真的吗？好吧，我会将它写进我的报告中。至于你，这是我们协商的奖励。感谢你的帮助。
TIH00001959	我会将你的陈述写进我的报告中。我们会确保他和另一支守军在他们死后因他们的行动而被授勋。
TIH00001960	博蒙特不够完美，但是他身先士卒并作战到底。
TIH00001961	
TIH00001962	博蒙特的自大比他的愚蠢更甚。他对于他的队伍来说是个危害。
TIH00001963	就这样吧。我会将你的公正的评价写入我的报告中。这是我们说好的报酬。感谢你的帮助。
TIH00001964	就这样吧。我会将你的公正的评价写入我的报告中。这是我们说好的报酬。感谢你的帮助。
TIH00001965	博蒙特的死对于NCR来说是个好事。他是个愚蠢的酒鬼，葬送了他的部队。
TIH00001966	我没有要告诉你的。我们了结了。
TIH00001967	好吧，随你便。我只好交上去一份空白的报告。
TIH00001968	好吧，随你便。我只好交上去一份空白的报告。
TIH00001969	如果我们真的要面对一个集团的军团部队，那么我们需要更多的援兵。
TIH00001970	那...不，不可能。我是个游骑兵，该死的。我们能守住这个检查站。我们会守住检查站的。而且，没有人能及时赶到。
TIH00001971	增援部队可以成为一个王牌。胜利者总是机智而不愚笨。无线电通知他们。
TIH00001972	好的，军团他妈的会被我们一网打尽。你是对的。我会呼叫支援。让我们期望他们及时赶来这里吧。
TIH00001973	
TIH00001974	那也许有效，但是我不知道他们是否准时到达。我将会下达命令并看看他们会给我们带来什么。你不要屏住呼吸。
TIH00001975	你的侧翼攻击会使进攻者会感到吃惊。他们将会溃败，而你将成为英雄。
TIH00001976	不，这是我们的战斗。我不想像那些脓包的正规军那样被渺茫的希望束缚住。
TIH00001977	NCR还有多余的人力。别再像个顽固的蠢驴似得，然后用无线电求救吧。
TIH00001978	好吧。这其实跟视死如归没什么两样。
TIH00001979	也许。那不是我们能决定的。而在此期间，我们的形象变得高大。
TIH00001980	所以要是我杀死这破地方的守卫而你就将得到一枚追悼勋章？很好。
TIH00001981	这是我的破地方，而且当你在死亡契约上签了字就不会有人拿枪指着你的头。像他们说的，不要问为什么，只是去死吧。就这样吧。
TIH00001982	
TIH00001983	你是谁？
TIH00001984	我的名字叫鲁宾。我作为博蒙特的替补。这是我第一次被指派为指挥官。
TIH00001985	博蒙特现在在哪？
TIH00001986	那些政客对他在检查站的领导能力印象深刻，所以他们给他升了职，派他去训练游骑兵了。
TIH00001987	小道消息说，他现在在汉伦的接班人候选名单上，就像其他跟上司犯冲的老家伙一样。
TIH00001988	他刚刚20岁，而在检查站的大屠杀之后，那些政客劝他退休了，尽管他们保留了他的军衔和退休金。
TIH00001989	操那帮政客...他们让他退休了，剥夺了他的军衔和薪水。可怜的家伙穿着他的军服鸣枪自杀了。
TIH00001990	他光荣的死去了。我甚至听说一个议会出现在他葬礼上。据说他们将要以他的名字命名一个学校。
TIH00001991	那些政客在博蒙特死后有说过什么关于他的话吗？
TIH00001992	没说什么，他得到了一个军人葬礼，而他的夫人得到了旗帜和死亡津贴。恐怕我们之中将会有更多人被他们埋葬。
TIH00001993	那些政客在博蒙特死后有说过什么关于他的话吗？
TIH00001994	没说什么，他得到了一个军人葬礼，而他的夫人得到了旗帜和死亡津贴。恐怕我们之中将会有更多人被他们埋葬。
TIH00001995	那些政客在博蒙特死后有说过什么关于他的话吗？
TIH00001996	是的，他们剥夺了他所有的军衔和荣耀，然后更改了他的记录。他可怜的夫人甚至没有得到死亡津贴。
TIH00001997	我操那些坐在沙地城的胆小高官们，他们数落我们，还评判我们...他们绝大多数都从未接近战斗。这些狗杂种们。
TIH00001998	那些政客在博蒙特死后有说过什么关于他的话吗？
TIH00001999	你来自哪里？
TIH00002000	我来自垃圾镇。跟随者商队长途跋涉。我的父亲曾为我的前程做了安排，他让我接管生意。
TIH00002001	但是每天领着薪水不是我的志向所在。我父亲大概疯了，我是真的木有商业头脑。
TIH00002002	有次我跟着商队看见一群游骑兵在远处伏击奴隶贩子。我从未见过这样的事情。从那之后，我就下定了决心。
TIH00002003	在我17岁那年我参军了，在步兵队服役，然后在我20岁那年我通过了游骑兵的审核。这是地狱的开始。
TIH00002004	你需要帮忙吗？
TIH00002005	恐怕不需要了。部队的的资金已经枯竭了，而军团在上次躁动后退避了。
TIH00002006	
TIH00002007	你来自哪里？
TIH00002008	我出生在达隆镇附近的农场，我曾加入过59号公路劫匪。在我是一名游骑兵以前我跟他们厮混在一块儿。不过后来我还追捕过袭击者。
TIH00002009	我跟着金博尔回到70号公理，在祖鲁收拾残局是我最后一次行军。我是几个月之前来这的。
TIH00002010	你看起来对军团有很大的仇恨。你不担心这会影响到你的判断吗？
TIH00002011	不。我会告诉你为什么。这是我为什么起早，与我的妻儿相隔千里跑来这里的理由。
TIH00002012	我听说混蛋们说仇恨是一件糟糕的事。你总会因为仇恨去杀人，至少一开始会这样。为了赢得胜利，你不得不去杀戮。
TIH00002013	相信我，我的思维是敏锐的，我的判断是合理的。不过当我将一发.44子弹射入那些百夫长的脑袋里的时候，我会很兴奋。仇恨会让你变得强大。
TIH00002014	军团是如何在这里扎营的？
TIH00002015	什么，你这是责怪我吗？我的背后站着那些政客，我需要对这件事谨慎处理。
TIH00002016	军团以高效率和奇袭闻名。这是必然的结果，因为他们穿着破旧的士兵盔甲，使用着棍棒进行战斗。
TIH00002017	那些政客我们去灌木丛进行搜索破坏，所以我出去巡逻了。检查站在受军团袭击的时候只有一半的兵力。
TIH00002018	巡逻从某种程度上来说是成功的，特别是如果我们赶上军团的夜袭。只有笨蛋才不用夜视仪，年轻人你明白吗？
TIH00002019	不过通常军团只在旷地作战。我们很难追踪他们的侦察队，基本上抓不到。司令部简直在放屁。
TIH00002020	我告诉他们我们人手不足，但是他们只是坐在舒服的老爷椅上，呆在他们的空调办公室里，并大叫着“马上去办”！
TIH00002021	将军们需要杀戮作为他们的基石。杀敌人数能上新闻头条并帮你获得选票。步上青云！
TIH00002022	但是我很久之前就学到了一件事....一个指挥官的首要职责就是关心他的士兵。那是我的责任，我辜负了他们。
TIH00002023	我不能把他们带回来，但是我他妈的要告诉你，我会在我挂了之前让那些军团士兵下地狱。
TIH00002024	难道你一点都不担心这个计划会起反效果吗？
TIH00002025	反效果？军团会派出更多突袭小队吗？这值得怀疑，不过如果他们这么做了，我们会有所准备的。
TIH00002026	祖鲁？那里发生了什么？
TIH00002027	让我先放松一下。在军团做了那件事的时候，我因回到了79号公路而错过了那场战役。
TIH00002028	那是一条碎石小径，可以俯视牛头城的南部。那些政客想要那个堡垒，因为它起着保护银矿山的作用。
TIH00002029	问题是他们低估了军团想要占领那里的欲望。凯撒的南方指挥官马塞勒斯来到了那里，就是他毁掉了祖鲁。
TIH00002030	我去了那里没多久。我们不得不重建了防御工事，补充兵力，尽管如此...我仍不确实那里是否安全。
TIH00002031	在我离开之前，军团斥候出现过，狙杀了我们的骑警。有传言说，马塞勒斯将要再次攻击祖鲁。
TIH00002032	如果这是真的，我同情那些在祖鲁的可怜家伙。马塞勒斯...很危险。愿上帝保佑他们。
TIH00002033	马塞勒斯为什么这么危险？
TIH00002034	他难以琢磨，这将他与大多数凯撒的手下区分开来。大多数凯撒的手下不过是会跺脚鲁莽土人罢了。
TIH00002035	马塞勒斯，可是...他不像其他指挥官那样守规矩...他只在乎如何取胜。
TIH00002036	该死的特使勒留斯也许是个高壮的蒙古混蛋，但他的战术手却段和其他的一样。炮灰，壮丁，老兵。清洗，如此反复。
TIH00002037	而马塞勒斯不会那样狗屎。他竟然试图让他的人保持生气，并允许他们一些适当的休闲时间。他们以全副武装的小队为军事单位。
TIH00002038	他会佯攻，然后撤退，然后侧翼攻击你。我在一次巡逻中碰见过，没有幸存者。最重要的是，他做的...很出色...
TIH00002039	一些可怕的事情经常在梦里困扰着我，而最坏的一次是发生在祖鲁，当时一些逃跑的奴隶靠近了营地。
TIH00002040	人们跑来救他们，尽管我叫他们回来。正当他们围住了那些奴隶的时候，一场爆炸发生了。
TIH00002041	这不只是一团糟。营地外面到处是火焰，哭泣声，尸块还有烟雾。我们一块一块的拼凑好六个孩子和那八个骑警。
TIH00002042	在这之前他的斥候尽管露过面。这是以他的方式让我们知道他在祖鲁仍有耳目。他不会停止除非他攻下祖鲁。
TIH00002043	你有什么故事？
TIH00002044	我是NCR的一员。这是你所需要知道的全部。
TIH00002045	我想我或许对某些东西上瘾了。
TIH00002046	这常常发生在我们身上。让我们看一看。
TIH00002047	我想我将勇敢接受。
TIH00002048	想尝试“痛不会让人受伤”的惯例？这对上瘾不起作用。但是我只不过是个医生，对不对？但他妈的别让我知道？
TIH00002049	是的，请治疗我。
TIH00002050	你的信念...在药物的作用下...使你康复了。平安的走吧。
TIH00002051	我受伤了。医生，我需要帮助。
TIH00002052	抱歉，我不治疗疑难杂症。你状态良好。
TIH00002053	这看起来不太坏。我们一会儿就能治好你。
TIH00002054	该死，一定很疼吧。忍着点，可能会不好受，但很快就能好过来。
TIH00002055	我本来都不想说话，不过你走进来的时候，我还以为你是尸鬼呢。咱们还是赶紧治疗吧。
TIH00002056	好的，治愈我。这是100个瓶盖。
TIH00002057	尽可能的镇定。这可能引起一些...不适。
TIH00002058	我提供免费的治疗给贫困和需要的人。你不是其中之一。
TIH00002059	抱歉，我没有100瓶盖。
TIH00002060	好的，治愈我。这是75个瓶盖。
TIH00002061	尽可能的镇定。这可能引起一些...不适。
TIH00002062	我提供免费的治疗给贫困和需要的人。你不是其中之一。
TIH00002063	抱歉，我没有75瓶盖。
TIH00002064	好的，治愈我。这是50个瓶盖。
TIH00002065	尽可能的镇定。这可能引起一些...不适。
TIH00002066	我提供免费的治疗给贫困和需要的人。你不是其中之一。
TIH00002067	抱歉，我没有50瓶盖。
TIH00002068	这就够了。
TIH00002069	乐意效劳。
TIH00002070	这还有些我需要的……
TIH00002071	嗯？什么事？
TIH00002072	重新考虑后，我很好。
TIH00002073	你的生命你做主。
TIH00002074	你能治疗我的辐射吗？
TIH00002075	当然，这小菜一碟。
TIH00002076	不了，谢谢。
TIH00002077	你说的算。如果你够幸运的话，你可能会产生超能力，不过你最可能会慢慢的死去，痛苦的死去。
TIH00002078	这是100个瓶盖，开始吧。
TIH00002079	这感觉像是...好吧，你不会想知道的。
TIH00002080	我需要医疗物资。
TIH00002081	来看看我的东西吧。
TIH00002082	我该走了。
TIH00002083	回头见。
TIH00002084	你看起来很面熟...
TIH00002085	我很想知道你是否还记得我，我过去跟随着恶魔帮直到你说服我去做一个康复检查。这很不错。
TIH00002086	NCR？你确定？我没有看见他们来过。
TIH00002087	当我解瘾之后，唯一想做的一件事就是在西区找一份工作，但是他们对一个前恶魔帮不太感冒，所以我参军了。
TIH00002088	这至少使我远离了那个垃圾场。我或许会死，但是至少死的体面。我可以处理好这些。
TIH00002089	我从未对你所做的表示感谢。你拯救了我的生命，邮差。直到那一刻之前没有人在乎过我。谢谢你。
TIH00002090	我得走了。
TIH00002091	回头见。
TIH00002092	真是个狗屎。我更喜欢你作为瘾君子时的样子。<攻击>
