AID00098043	PLAYER LOCKED OBJECT
AID00144209	You killed him? But...
AID00144210	I found the ghoul with the Accelerator you were looking for.
AID00144211	You did? Where? Oh my God, I mean... I thought... I don't even know what I thought might have happened to him.
AID00144212	But... you don't have a "this is good news" expression on your face.
AID00144213	VCassLocationStrip
AID00144214	Chairmen, Omertas... a whole bunch of families rule Vegas, don't step out a line as long as money's to be made.
AID00144215	Welcome to sin. Watch where you step.
AID00144216	Watch for NCR vomit.
AID00144217	Hope you're not here to chase your losses.
AID00144218	Now to find a bar.
AID00144219	Don't understand how the missiles could have missed a target like this.
AID00144220	Beats Freeside.
AID00144221	Can't believe we got in here.
AID00144222	Dad used to say this place was what Reno tried to be. Fucking Reno.
AID00144223	Place feels like the Sorcerer of Oz sometimes.
AID00144224	Heard stories about the Lucky 38, how nobody's ever gone inside - 'cept you, that is.
AID00144225	VCassLocationFreeside
AID00144226	Hometown of the Van Graffs, don't care for this place too much.
AID00144227	We shouldn't be in here.
AID00144228	Water's scarce, but between things like this and Lake Mead, ain't too bad in the West as in other places.
AID00144229	Watch out for the Kings, they're unpredictable.
AID00144230	Kings dress like strutting girls, all fancy like.
AID00144231	Once had a King following me like I was following you - had to chase him off with a shotgun finally.
AID00144232	Kings told me I couldn't deal water here, fuckers. They like having mono. As in monopoly.
AID00144233	Ralph might be able to forge a pass into the Strip for you, you need one.
AID00144234	Looking for weapons, check out Mick and Ralphs... Mick's probably a sight better than Ralph, always trying to talk me out of my pants.
AID00144235	Kings are led by the King. Has some kind of robot dog. Guess it hunts robot rats.
AID00144236	Kings hold control over the water pump 'round here.
AID00144237	VCassLocationCampGolf
AID00144238	Not much reason to ship water here, but liquor... hard to meet demand.
AID00144239	If NCR didn't grate me so, I'd come here for water resupply.
AID00144240	Used to ship a lot of liquor here, soldiers here have too much free time.
AID00144241	If there's a reason to attack NCR, Camp Golf's a reason.
AID00144242	Watch out for the Misfits here - 9th Platoon, word of their fuck-ups is legendary.
AID00144243	Golf was a president, I think. Maybe for NCR.
AID00144244	Heard this used to be a mine field from some of the troopers here.
AID00144245	Each spot for a land mine is numbered, hear tell.
AID00144246	If you're looking for NCR's spine, ain't going to find it here.
AID00144247	Well, Hanlon sure let this place go to shit.
AID00144248	Lot of sites to this guy Golf all over the West.
AID00144249	VCassLocationBoulderCity
AID00144250	Should hit the Big Horn saloon here.
AID00144251	Heard there's still mines in the city - and maybe drunk NCR soldiers spoiling for a fight.
AID00144252	Rubble city, more like it.
AID00144253	There's a bar in the intact section, careful if you go wandering around the ruined section.
AID00144254	VCassLocationNellis
AID00144255	Folks here have access to Lake Mead, fresh drinking water.
AID00144256	Careful, Boomer territory. They ain't hostile, but they're a bit trigger happy.
AID00144257	Boomers are a might twitchy.
AID00144258	Folks here aren't friendly to anyone.
AID00144259	Don't be shooting wild in here - might set something off.
AID00144260	First time I seen a fence made out of artillery.
AID00144261	Some of these weapons look like they came from Hawthorne Army Depot, place has a lot of history.
AID00144262	Can hear the screaming of rockets and explosions in this place at night.
AID00144263	Got nests for planes here.
AID00144264	An assault on this place would be suicide.
AID00144265	VCassLocationFiends
AID00144266	Shit. Fiends.
AID00144267	Smells like Fiends.
AID00144268	Can smell the chem labs and Jet from here.
AID00144269	Make sure you have a backup weapon, Fiends don't go down easy.
AID00144270	Watch for dogs.
AID00144271	Heard tell there was a Vault somewhere around here.
AID00144272	VCassLocationNovac
AID00144273	This place reminds me the Old World had too much time on its hands.
AID00144274	Named this place after the hotel.
AID00144275	NoVac's the hotel, not the lizard.
AID00144276	Smells like junk.
AID00144277	Can see Dinky for miles, good landmark.
AID00144278	First saw this place, thought the giant gecko was real.
AID00144279	Read a book that giant lizards walked the earth like this one - might be a gecko this size.
AID00144280	VCassLocationPrimm
AID00144281	Said there's a courier office here?
AID00144282	Sign of the buffalo.
AID00144283	Ah, Bison Steve, you old shithole.
AID00144284	Those post office boxes in these old towns still work.
AID00144285	Good contact, Nash, used to be here. Had a son that went West.
AID00144286	Old World had cars that ran on roads like these above the ground, 'cept they didn't go anywhere.
AID00144287	The sheriff here ain't worth a damn.
AID00144288	Crazy ass shit.
AID00144289	VCassLocationNCRCF
AID00144290	Looks like prisoners are in charge now.
AID00144291	No guards in the towers, not a good sign.
AID00144292	Guess NCR fucked this place, too.
AID00144293	VCassLocationRangerStation
AID00144294	Rest stop.
AID00144295	NCR's friendly, might be able to resupply.
AID00144296	A little safe ground.
AID00144297	NCR flag - not safe, close to it, though.
AID00144298	I changed my mind - I'll help you with your mercenary problem.
AID00144299	Thanks.
AID00144300	Let's talk about something else.
AID00144301	That's a great idea.
AID00144302	How did they end up here?
AID00144303	Well, they unloaded what they had left on the Dino Bite as a tax write-off. But that was before my time.
AID00144304	Plenty of demand for them, seeing as they're one-of-a-kind collectors items. But I might still have some in back.
AID00144305	CliffBriscoeBarterFail
AID00144306	[FAILED] Are you kidding me? I can't ship these things fast enough. People love them!
AID00144307	But... the price tag seems so excessive on the souvenir rockets. Could you make it lower?
AID00144308	Tell me about the Rangers.
AID00144309	They're the NCR's finest. A one-man platoon, each of 'em.
AID00144310	You got a job where even thinking about it would scare a man senseless, that's when you bring in the Rangers.
AID00144311	And if you see a squad of the veterans - guys who earned their black armor... well... you won't find a more beautiful sight.
AID00144312	RangerAndyStationCompletion
AID00144313	Well, thanks for telling me. I know that knowledge didn't come without risk.
AID00144314	Here. Take this, courtesy of the Ranger veterans fund.
AID00144315	Tell you what. I'll pay you for what you did, but I'll do you one better, too.
AID00144316	There's a move we have in the Rangers for knocking an opponent off his feet. Saved my butt a bunch of times, maybe it will for you too.
AID00144317	Let me show you how it's done.
AID00144318	What did you do?
AID00144319	I go to grab him out of there and I notice he's holding something in his hand. Something metal.
AID00144320	He shuts himself back inside the closet and that's when I see the grenade he's left by my feet.
AID00144321	They do it a lot, the Legion. Using kids. They know we'll hesitate.
AID00144322	Anyway, that was the first time. Second time I fell down those stairs in front of the motel. Just in case I got to thinking I'd put it all behind me.
AID00144323	Hey, just because you're idle and you'll never walk again... I forgot where I was going with that.
AID00144324	I'm sure it was very inspiring.
AID00144325	<Lie> I think the attackers were dead too... so it's... hard to tell.
AID00144326	In Ranger school, they teach you how to spot a liar. I don't know why you're lying, but have it your way. We'll protect this town or die trying.
AID00144327	Cowboy robot? You mean Primm Slim?
AID00144328	Nope. Different fella. Bigger. Had himself a face on a screen, and he talked more like you or me.
AID00144329	Cowboy robot? You mean the one over there?
AID00144330	Nope. Different fella. Bigger. Had himself a face on a screen, and he talked more like you or me.
AID00144331	One of those men shot me. I need to know the best way to get to them.
AID00144332	Well for that your best bet is going to be talking to Deputy Beagle.
AID00144333	Since they came to town he was keeping a good bit of notes on them, and he was slinking around Bison Steve when your pretty-boy friend came through.
AID00144334	He may have heard where they were going.
AID00144335	Deputy Beagle would have been your best bet, before he met that tragic end.
AID00144336	Since they came to town he was keeping a good bit of notes on them, and he was slinking around Bison Steve when your pretty-boy friend came through.
AID00144337	Maybe you can track down whatever notes he was keeping and find some thing to help you there.
AID00144338	So what's next for you guys?
AID00144339	I figure we'll hang around Goodsprings for awhile, maybe get some of the other gangs to join up with us.
AID00144340	Won't kill anybody else unless we have to. Just as long as people do what we tell them, they'll be all right.
AID00144341	It's easy pickings. Why, you got somewhere else to be?
AID00144342	Yeah, I guess me and the guys could push this place over pretty easily.
AID00144343	First things first, though. You go settle things with Ringo and put a bullet between his eyes while I round up my crew and let them in on the plan.
AID00144344	Here - the spare medical supplies from Doc Mitchell.
AID00144345	All right! We got all sorts of shit in here. Nice job. Better take some for yourself in case you get hit.
AID00144346	What is this place?
AID00144347	All right, here's your money.
AID00144348	Here's your money.
AID00144349	On second thought, I'll be fine.
AID00144350	All right, fix me.
AID00144351	VDialogueCraigBooneRexCalm
AID00144352	Easy, boy.
AID00144353	Shh...
AID00144354	VDialogueCraigBooneNoBeretReact
AID00144355	I'd really like my beret back, please.
AID00144356	VDialogueVeronicaARCHIMEDESIITestReact
AID00144357	Uh... yeah. I guess it works.
AID00144358	VDialogueVeronicaARCHIMEDESIIReact
AID00144359	You think that did it? Maybe we should test the rangefinder outside.
AID00144360	What happened then?
AID00144361	That wicked old Master got what was coming to him, that's what! After his cathedral blew up, I decided it was high time to go home.
AID00144362	Who was the Master?
AID00144363	Oh, he was a nasty man, dearie. You don't want to know about him. He was the one who made that Super mutant army I told you about.
AID00144364	You were a soldier?
AID00144365	A spy. Sometimes an assassin. I killed a lot of folks for the Master. Yes, Leo, you helped, too.
AID00144366	Where did you come from?
AID00144367	I grew up in Vault 17. I never even saw the sun until I was 75 years old - that was when Super mutants raided the Vault and carried a lot of us off.
AID00144368	Yes, Leo, I'm getting to that part! They made me one of them, and they put me to work in an army that was going to conquer California.
AID00144369	Never mind, I had some other questions.
AID00144370	What do you need, sugar?
AID00144371	What's the best way for me to use your skills?
AID00144372	Isn't that sweet of you to fret about me? Such a good boy. I can always help you stay hidden from the bad people so you won't get in trouble.
AID00144373	I don't mind fighting - especially to protect you, dearie - but I don't like guns. Give me a good chopper, and Leo and I will go right to work!
AID00144374	Isn't that sweet of you to fret about me? Such a good girl. I can always help you stay hidden from the bad people so you won't get in trouble.
AID00144375	I don't mind fighting - especially to protect you, dearie - but I don't like guns. Give me a good chopper, and Leo and I will go right to work!
AID00144376	Tell me about yourself.
AID00144377	Aww, someone wants to hear grandma's stories! What would you like to hear, pumpkin?
AID00144378	LilyMedicine
AID00144379	Time for medicine!
AID00144380	Grandma has to take her pills now, dearie!
AID00144381	Medicine time!
AID00144382	There's my alarm - time to take my pills.
AID00144383	Hush, Leo, it's medicine time now!
AID00144384	Lily, I'd like to talk to you about your medication.
AID00144385	Oh, don't you worry your silly little head about that, pumpkin. Grandma knows what she's doing.
AID00144386	I have some questions to ask you.
AID00144387	Such a curious little munchkin, aren't you? What do you want to know?
AID00144388	Never mind. Let's talk about something else.
AID00144389	Of course, Jimmy.
AID00144390	I think you have me confused with someone else.
AID00144391	I... Oh, of course I have, dearie. How silly of me. I didn't take my medicine yet today. How can I help you?
AID00144392	Who's Jimmy?
AID00144393	Oh, Jimmy, don't you go being silly now! Come over here and give your grandma some sugar!
AID00144394	VDialogueCraigBooneNiptonCrossReact
AID00144395	Goddamn Legion.
AID00144396	I don't have the caps.
AID00144397	All right, then.
AID00144398	VCassLocationHiddenValley
AID00144399	What's that hum?
AID00144400	Watch for scorpions.
AID00144401	Doesn't fell like the rest of the Mojave here.
AID00144402	Storms pick up quick around here.
AID00144403	VCassLocationQuarryJunction
AID00144404	Smells like deathclaw.
AID00144405	Looks like this place got wrecked.
AID00144406	Looks like this place go mined - in the wrong ways.
AID00144407	VCassLocationBlackMt
AID00144408	Crazy ass radio signals around here, couldn't make sense of them.
AID00144409	Place sets geiger counters ticking.
AID00144410	No idea why the highest point in the Mojave is so rad-lit.
AID00144411	VCassLocationCottonwood
AID00144412	Should kill all these slavers.
AID00144413	Damn slavers.
AID00144414	Those dogs look like they could savage a Securitron.
AID00144415	We go across that launch, we may not come back.
AID00144416	This is the only place to cross the Colorado safely.
AID00144417	I hope we're not planning to cross the river.
AID00144418	Only merchants, slaves and Legion come here.
AID00144419	VCassLocationNipton
AID00144420	I think I'm going to be sick.
AID00144421	Nipton wasn't the best towns, but...
AID00144422	Mayor Steyn got what was coming to him, looks like.
AID00144423	Mayor here used to shelter gangers, hear tell. Guess it didn't save him.
AID00144424	Should we cut the people down...
AID00144425	Who the hell was that?
AID00144426	I... hope they don't hit the Mojave Outpost.
AID00144427	VCassLocationCampGuardian
AID00144428	Just goes to show you, no matter where you go, there's NCR trying to hold onto every corner of the world.
AID00144429	Guess they chose this spot to spy on Caesar.
AID00144430	Poor bastards.
AID00144431	Guess NCR's fish food.
AID00144432	Nice sign.
AID00144433	VCassLocationRedRock
AID00144434	These boys and girls can really down the bottles.
AID00144435	Whiskey and liquor don't last long around here, by the sight of it.
AID00144436	Wonder if any of these folks would be up for shots of courage - and a wager.
AID00144437	Be *really* careful what you say here.
AID00144438	Should have heard stories of the Khans years ago - they were one tough bunch, now...
AID00144439	Khans lost their strength after Bitter Springs, came here to lick their wounds.
AID00144440	Let's not split up here, all right?
AID00144441	Don't take any chems here - hell knows what they're laced with.
AID00144442	Won't trade with Khans - they've poisoned most of the villages west of Vegas with chems.
AID00144443	Fiends would suffer withdrawal and die without the Khans.
AID00144444	Place would be beautiful... without the chem addicts and dealers.
AID00144445	|Annihilation| Guess someone had to put them down.
AID00144446	Have a Vegas-style boxing ring in the center there.
AID00144447	Really wish we could go to some civilized places.
AID00144448	Even the flies here are chemed.
AID00144449	God, you can smell the Brahmin shit from the jet all over this place.
AID00144450	VCassLocationJacobstown
AID00144451	Place is fucking cold.
AID00144452	Pine trees?
AID00144453	Can't believe we're in a refuge for crazy super mutants.
AID00144454	Wish I'd packed a jacket.
AID00144455	Only seen snow, not walked through it. Crazy - frozen water? Should package this shit.
AID00144456	Heard they could make "ice" in the Old World and carry it around.
AID00144457	Dad used to say that in the Old World, people would put boards on their feet and soar down the mountains.
AID00144458	VCassLocationMojaveOutpost
AID00144459	Back here again?
AID00144460	What, didn't see enough of the sites here the first time?
AID00144461	Once here, most just stall out, can't go deeper into territory.
AID00144462	Fucking monument.
AID00144463	From here, it's Nipton to the east or Primm to the north.
AID00144464	And here's the slice of the world where NCR's hands start slipping.
AID00144465	VCassLocationHooverDam
AID00144466	Check out those guns - rumor had it they used to shoot planes down before the war.
AID00144467	Place looks like how my bladder feels.
AID00144468	Place always wants me to take a piss.
AID00144469	Ever look down the Dam? Sends your head spinning.
AID00144470	VCassLocationBitterSprings
AID00144471	Heard NCR recon fucked up here once, with the Khans.
AID00144472	Heard NCR drove the Khans out of here, to Red Rock.
AID00144473	Place stinks of sand, piss, and vomit.
AID00144474	Refugees.
AID00144475	Watch out - easy to get sick around here.
AID00144476	VCassLocationFortPostSiri
AID00144477	VCassLocationFort2
AID00144478	Can't belive we're fucking back here.
AID00144479	Testing our luck coming back here.
AID00144480	You sure you know what you're doing?
AID00144481	They try and put one of those Brahmin packs on me, they're asking for a gelding. Going to get gelded.
AID00144482	Can't say I've seen a smile on anyone's face since we arrived.
AID00144483	Hope NCR wipes Caesar off the map.
AID00144484	Guess the tent belongs to the big man.
AID00144485	Not much future in the Legion if you don't have a dick.
AID00144486	I'm heading back West if Caesar moves on the Dam.
AID00144487	Not looking forward to being a Legion wife.
AID00144488	VCassLocationFort
AID00144489	Be damn careful here.
AID00144490	Don't like the way the men are looking at me.
AID00144491	Keep your eyes to yourself, Legion asshole.
AID00144492	Can't believe you want to talk to this guy.
AID00144493	Love how he's decorated the place.
AID00144494	Women might as well be dirt... not anxious to join them.
AID00144495	Wish these women would take knives to Caesar's troops in their beds.
AID00144496	VCassLocationNelson
AID00144497	Guess the miners got fucked.
AID00144498	Where's the mine from here?
AID00144499	If this place got hit, Novac's next.
AID00144500	VCassLocationForlornHope
AID00144501	Another proud NCR camp.
AID00144502	Probably chose this place because of the water supply.
AID00144503	Morale looks low.
AID00144504	I smell Hydra in the air, just a whiff.
AID00144505	VCassLocationStreet
AID00144506	"The Street" - Vegas Boulevard.
AID00144507	Fancy town... let's hit some bars.
AID00144508	Don't draw any guns and start shooting here - I heard the robots settle that trouble quick.
AID00144509	3 casinos here - Ultra-Luxe, Gomorrah, and the Tops. and, the Lucky 38.
AID00144510	Heard Crocker's running the Embassy - guy's funny, and not in a hee-haw way. More like a see-saw with his politics.
AID00144511	Captain Pappas keeps the law here. Watch out for her, she's no Crocker.
AID00144512	What's Novac?
AID00144513	I'm looking for a man in a checkered coat.
AID00144514	Sure, I know him. What do you want with him?
AID00144515	This again? You gonna help me out with what I need, or not?
AID00144516	[END TUTORIAL] I think I know what I need to know.
AID00144517	Okay. Well... good luck to you. I'm heading back to the Prospector. I could use a drink about now.
AID00144518	What did you want to teach me about?
AID00144519	Can you spare any medical supplies?
AID00144520	You've done right by us, so I suppose I could spare some supplies.
AID00144521	We've recently started making our own stimpaks, but we just don't have the materials to make other meds. Sorry about the lack of selection.
AID00144522	Just let me know what you need.
AID00144523	Sorry friend, we really don't have a need for wasteland currency around here. We produce most of what we need.
AID00144524	Good luck with that.
AID00144525	Yeah.
AID00144526	VCG02LastObjective
AID00144527	Hey, do me a favor. Trudy - she's the bartender up at the Prospector, kind of the town mom - she likes to meet newcomers.
AID00144528	She'd be cross with me if I didn't ask you to poke your head in and say hi.
AID00144529	Let's play a hand of Caravan.
AID00144530	Sure.
AID00144531	Goodbye.
AID00144532	Yeah.
AID00144533	Where can I find more cards?
AID00144534	Just keep an eye out for them while you travel. I've found cards in old boxes or forgotten on shelves. Can find some for sale, too.
AID00144535	The Bighorners are loose.
AID00144536	What's the point of freeing the Bighorners?
AID00144537	HVKnightEDETopic03
AID00144538	HVKnightEDETopic02
AID00144539	HVKnightEDETopic01
AID00144540	What happened in that fight back there?
AID00144541	Oh, pumpkin, grandma's sorry about that. Sometimes she gets mad and listens to Leo when she really shouldn't.
AID00144542	The medicine is supposed to help with that, but sometimes grandma doesn't take it.
AID00144543	LilyGrandkidsRecording
AID00144544	I'd like to know something else about you.
AID00144545	So he's just a voice you hear in your head?
AID00144546	You shouldn't say things like that where Leo can hear you, dearie. He doesn't like it.
AID00144547	But... there's no one there.
AID00144548	Well of course there is, dearie. How else could I hear him tell me who to chop?
AID00144549	Where'd you get that sword?
AID00144550	This old thing? Oh, I scavenged it off a wreck in Klamath. Leo showed me how to make it all ready for chopping, didn't you, Leo?
AID00144551	What kind of medicine are you taking?
AID00144552	Doctor Henry calls them "anti-psychotics." I don't know what they're supposed to do, they just make my memory fuzzy.
AID00144553	Who is Leo?
AID00144554	Leo is a very bad man, pumpkin! Yes you are, Leo, don't try to deny it!
AID00144555	He tells me to do things, terrible things, and sometimes the medicine isn't enough to keep him quiet!
AID00144556	VCassCoreLegionOliverFinaleLvl3
AID00144557	VCassCoreLegionOliverFinaleLvl2
AID00144558	VCassCoreLegionOliverFinaleBottom
AID00144559	VCassCoreLegionOliverFF
AID00144560	VCassCoreLegateWaves
AID00144561	VCassCoreLegateNoHounds
AID00144562	VCassLocationGeneralIdle
AID00144563	Sure could use a drink.
AID00144564	All this traveling's making me thirsty.
AID00144565	Careful if we go off the road.
AID00144566	Don't mind trailblazing as long as we got the ammo. And whiskey.
AID00144567	Feels good not to have to drag a Brahmin train across the Mojave.
AID00144568	Glad I left the Outpost behind.
AID00144569	Caravan of two now.
AID00144570	You don't need anything blown up?
AID00144571	If we need something obliterated, Raquel and the howitzer crews are more than qualified.
AID00144572	No, we have more specialized issues we need help with right now.
AID00144573	Let's talk about something else.
AID00144574	All right. What's on your mind?
AID00144575	I'll be back. I've got work to do.
AID00144576	Be sure to stop on back and let me know when the arrays are fixed.
AID00144577	What was I supposed to do again?
AID00144578	Just head over to the REPCONN test site west of here. See if you can get the ghouls out of there.
AID00144579	Now about the man I'm looking for...
AID00144580	Okay, I'll tell you everything I know, like I promised.
AID00144581	VMQ01MannyVargasAnswer
AID00144582	The guy you're looking for, Benny, he was traveling with some members from my old gang. They were going to Boulder City.
AID00144583	Actually, I already took care of it.
AID00144584	The ghouls are no longer at REPCONN.
AID00144585	Really? Unbelievable, man! I knew that wasn't gonna be easy.
AID00144586	But I had a good feeling about you. You look like you been through a lot.
AID00144587	Okay, I'll see what can be done about it.
AID00144588	It'd mean a lot to me.
AID00144589	What needs to be done?
AID00144590	Well they gotta go, or this'll be a ghost town before long.
AID00144591	Doesn't matter to me what you do. As long as the ghouls are out of there, that's good enough for me.
AID00144592	Why don't you deal with it?
AID00144593	I would. But I've gotta watch the road. Caesar's Legion has been taking territory just east of here. They took Nelson.
AID00144594	If we let our guard down, they might attack. All it takes for the Legion is for them to sense weakness.
AID00144595	I can't. I'm in a hurry.
AID00144596	Say no more. I hope things work out for you.
AID00144597	Sure. Maybe I can help ease your mind.
AID00144598	See? I was right about you.
AID00144599	That's all I needed to know.
AID00144600	Glad I could help.
AID00144601	Hey, I know you got no reason to help me now, but you seem really nice. Could I at least tell you about the problem we've got here?
AID00144602	Hope that helps. I owed you.
AID00144603	Where is Boulder City?
AID00144604	It's straight up Route 93 from here. Just keep following the road north.
AID00144605	Any idea why they went that way?
AID00144606	No clue. I know Benny hadn't paid up yet. Maybe that was where they were supposed to get square.
AID00144607	You've had your needs neglected for far too long, haven't you? I can tell.
AID00144608	Yeah, I... everybody depends on you, you know? But they don't ask you about how you feel. What you worry about.
AID00144609	There's something I like about you. You just seem really understanding. I was gonna ask you for a favor, but I'll just tell you what you wanna know.
AID00144610	What do you need?
AID00144611	Novac, it's home for me now. I want that to be for good. I like it here, and I've left too many homes behind.
AID00144612	But the only resource we got here is junk. Without that, people wouldn't have anything to trade. They'd all have to leave.
AID00144613	We get most of it up the road from the old rocket test site. But a bunch of ghouls showed up one day and took it over. We can't get in there now.
AID00144614	Forget it. I'll find him on my own.
AID00144615	Hey, do what you want. I'm just trying to make it easier on you.
AID00144616	<Lie> He's a good friend of mine. I'm trying to help him out.
AID00144617	Oh yeah? A good friend? If you say so, man.
AID00144618	Whatever he's doing, I want in on it.
AID00144619	A piece of the action, huh? I don't think he's the sharing type, but okay.
AID00144620	None of your business.
AID00144621	Hey, doesn't matter to me. I was just curious.
AID00144622	I'm looking for answers.
AID00144623	Must be something pretty important to be chasing a guy like that.
AID00144624	He has something of mine.
AID00144625	You talking about that chip? Man, I don't think he's giving it up.
AID00144626	I have a score to settle.
AID00144627	Doesn't surprise me. Guy seemed like he'd do whatever it takes to get what he wants. Probably makes a lot of enemies.
AID00144628	Well listen, I can definitely help you find him, but I've got problems of my own.
AID00144629	Maybe we can do a trade. You need my help. There's something I need, too.
AID00144630	VLocationNellisB29
AID00144631	VLocationNellis
AID00144632	EDEStatic
AID00144633	<Static>
AID00144634	EDERadioConversation
AID00144635	Uh... Hello? Hi. Are you there? Oh, right. You can't respond. Listen, I'm using your robot as a relay to get this message to you.
AID00144636	I've picked up some unusual chatter regarding your robot. It seems that it has some information that we could use. Oh wait, where are my manners?
AID00144637	This is Lorenzo, a Knight with the Brotherhood of Steel. We'd be very interested in examining your tech.
AID00144638	Whenever you get a chance, can you bring your robot back to Hidden Valley so I can take a look at it?
AID00144639	Hi, sorry to break in, he sounded truly riveting. I don't want to keep you much longer, but I'd like to make a counter suggestion.
AID00144640	I'm with the Followers of the Apocalypse. We are much more liberal about the sharing of technology than those Brotherhood... People.
AID00144641	Bring your robot to us, we'll see that whatever information it may have on it is used for the greater good.
AID00144642	What are you talking about?
AID00144643	No idea. Sounds like you two had a history for him to act like that. And turn down the money, too.
AID00144644	Hope he didn't see any trouble in that package of yours. Maybe he thought your name was bad luck. Not for me to say.
AID00144645	Do you know who he was? Where he went?
AID00144646	How do you know that?
AID00144647	Yeah, got this look when he saw you next down on the Courier list. His expression turned right around, asked me if your name was for real.
AID00144648	I said, sure as lack of rain, you were still kicking. Then he turned down the job, just like that. I asked if he was sure, it was good money.
AID00144649	No, let "Courier Six" carry the package, that's what he said - like the Mojave'd sort you out or something. Then he just up and walked out.
AID00144650	He canceled?
AID00144651	I have better things to do.
AID00144652	Then that is your choice. If you should change your mind, please return.
AID00144653	I'll help you.
AID00144654	
AID00144655	Then allow me to explain our situation. This bunker is currently locked down, allowing no entry or exit, with you being one of the few exceptions.
AID00144656	In exceptional cases, teams are sent out to investigate sites or retrieve materials deemed too important to ignore.
AID00144657	Three such teams have gone missing recently, and the news of their disappearance has not yet been widely spread to avoid undue concern.
AID00144658	In order to maintain the peace, and adhere to the strictures of the lockdown, I need to send someone else to discover what happened to them.
AID00144659	Not all of them.
AID00144660	Keep looking for them. The information they have is vital.
AID00144661	I already found all three patrols. They were all dead.
AID00144662	I suppose I am not surprised. We have few friends in the world above, and many enemies.
AID00144663	I already found a couple of your patrols. The paladins were all dead.
AID00144664	T-That is unfortunate. As long as there is a chance to find the remaining patrol, however, I must still ask you to try.
AID00144665	I think I already found one of your patrols. Both Paladins were dead.
AID00144666	While that is disheartening news, there remains hope that the other two patrols may still be found alive.
AID00144667	I want no part of this.
AID00144668	I half expected you to say that. In which case, I'll continue to pursue the matter on my own.
AID00144669	Should you continue dealing with the Elder and find yourself beginning to see my point of view, I'll be around.
AID00144670	How do you propose to do that?
AID00144671	I don't know. I've gone through our records dozens of times looking for a precedent regarding the dismissal of an Elder and come up with nothing.
AID00144672	The people who are most likely to know how it could be done are also some of McNamara's strongest supporters, so they refuse to help me.
AID00144673	Which is why we're having this conversation. An outsider such as yourself would arouse less suspicion asking questions about such matters.
AID00144674	The fact that the Elder has some tasks for you means his faithful won't suspect you, and you have a line open to the man himself.
AID00144675	In short, you're in a perfect position to help me. Will you at least think about it?
AID00144676	I don't have ti-
AID00144677	Tell me about the Scribes.
AID00144678	The Scribes are responsible for discovering how all the old tech we recover actually works and sometimes even work on inventing new things.
AID00144679	Without them, the Brotherhood could never fulfill its mission. Or at least, that's what my dad always used to say.
AID00144680	Tell me about the Knights.
AID00144681	Knights are in charge of all of our equipment. Power armor, gatling lasers, you name it. All of it built and maintained by Knights.
AID00144682	Knights also get to go out on patrols, scouting assignments, and support the Paladins in offensive operations.
AID00144683	Being a Knight would mean getting to see more of the world, fight the Brotherhood's enemies, and possibly someday become a Paladin like my mother.
AID00144684	Let's talk about something else.
AID00144685	Okay.
AID00144686	What do you mean decide for yourself?
AID00144687	I'm currently an Apprentice in the Brotherhood, and recently became eligible for Journeyman status.
AID00144688	But first, I have to decide which Order I want to join - the Knights or the Scribes.
AID00144689	Initiate Stanton told me about your little adventure the other day.
AID00144690	That was so much fun! The wind whipping through our hair, not knowing what was going to jump out at us at any moment.
AID00144691	And when those scorpions came out! It was just like the sims! All I had to do was line then up and squeeze the trigger.
AID00144692	I doubt I'll be able to get Stanton to go with me again, though. I thought he'd enjoy it as much as I did, but he was just scared the whole time.
AID00144693	Don't tell him I told you this, but when those scorpions surrounded us, I'd bet a week's rations he pissed himself!
AID00144694	So who do you take after more? Your mother or your father?
AID00144695	I don't know, I'm a little like both of them I guess. If I had to choose, I really don't know which I'd pick.
AID00144696	That's a question I've been asked a lot lately, since it's something I have to decide for myself soon.
AID00144697	Are you parents here somewhere?
AID00144698	They both died at HELIOS One. The others were always like a family to me before that, but afterward they became my family in truth.
AID00144699	Tell me about yourself.
AID00144700	Well, like just about everyone else here, I grew up in the Brotherhood. My father was a Scribe and my mother a Paladin.
AID00144701	You said "anymore" before. Did the Brotherhood used to go out more?
AID00144702	Yeah, a lot more. Back when we were at the HELIOS station. Er, crap.
AID00144703	I'm pretty sure I'm not supposed to talk about that, especially with outsiders, so forget you just heard that, okay?
AID00144704	Shouldn't you be in school or something?
AID00144705	Head Scribe Taggart quickly realized my extraordinary talent when I took the mandatory VR combat testing.
AID00144706	Soon after that, he requested that I get transferred to VR specialist training, serving as his assistant.
AID00144707	I miss hanging out with the other students all the time, but at least I get to skip all those boring lectures.
AID00144708	What's with all the computers?
AID00144709	It's our virtual reality training hall. We don't really go out all that often anymore, so this is how we stay sharp.
AID00144710	No, it's nothing.
AID00144711	I do that all the time myself. One moment I'll think I've solved the conundrum, and the next I'm back to square one. Don't let it bother you.
AID00144712	Was there something else you wanted?
AID00144713	About the virus...
AID00144714	Yes, did you have an idea that might help us?
AID00144715	What kind of information is in the datastore?
AID00144716	Oh, all kinds of things! There was already information regarding the layout and systems of this bunker, but we've since added our own data as well.
AID00144717	Prior to the lockdown, we had extensively scouted the surrounding area, and compiled dossiers on nearby points of interest.
AID00144718	Anything I can help you with?
AID00144719	If you must know, my inventory check this week shows that our weapon count is one short. Somehow we're missing a laser pistol.
AID00144720	Hardin will have my head if I don't find that weapon soon. I can't delay my report to him any longer.
AID00144721	McNamara gave me permission to use the store, so start selling.
AID00144722	I could look around for the pistol.
