STE00000001	移除截图提示
STE00001839	击杀挑战来源武器修复
STE00001840	记录最近对NPC造成伤害的武器，而不是当前装备的武器来计算挑战。使手雷击杀挑战能正确完成。注意：如果武器脚本中直接调用Kill指令，不计入挑战。
STE00001841	隐藏禁止快速旅行消息
STE00001842	点击尚未发现的地点的地图标记时，不显示sNoFastTravelUndiscovered消息。
STE00001843	播放取消音效
STE00001844	尝试点击尚未发现的地点的地图标记时，播放UIMenuCancel音效。
STE00001845	单独的水平灵敏度
STE00001846	使用单独的滑条调整水平和竖直方向的灵敏度。
STE00001847	爆炸不会推动可搜刮物品
STE00001848	爆炸不会推动可搜刮物品。
STE00001849	可见的卡住投掷物不会刷新
STE00001850	视线内卡住的投掷物不会刷没。
STE00001851	对话中保持武器可见
STE00001852	对话中保持玩家武器可见。
STE00001853	NPC可扔掉激活的手雷
STE00001854	致残/击杀正在扔雷的NPC会让他们就地扔下手雷。
STE00001855	潜行时允许不蓄力攻击
STE00001856	近战/徒手的潜行攻击可以不蓄力——需要单独的动画。
STE00001857	潜行蓄力攻击静音
STE00001858	潜行时近战/徒手蓄力攻击，玩家不再战吼。
STE00001859	排雷需要技能
STE00001860	基于武器的技能需求，地雷有概率解除失败或立即爆炸。失败时有概率爆炸。[CRLF]公式为：解除概率 = fDisarmMult * (玩家技能 + 感知 - 5) * 100.0F / 技能需求[CRLF]爆炸概率 = fExplodeMult * (技能需求 - 玩家技能 + (5 - 幸运)) * 2
STE00001861	爆炸乘数
STE00001862	爆炸概率公式中的fExplodeMult。
STE00001863	解除乘数
STE00001864	解除概率公式中的fDisarmMult。
STE00001865	收起武器时改变视角
STE00001866	掏出武器时切到第一人称，收起武器时切到第三人称。
STE00001867	格挡时蓄力攻击
STE00001868	正在格挡时可以无延迟触发蓄力攻击。
STE00001869	仅格挡时可以蓄力攻击
STE00001870	只允许格挡状态下蓄力攻击。
STE00001871	选中不可用电台
STE00001872	允许选中当前不可用的电台，以便进入信号范围后收听。
STE00001873	有电台杂音时降低歌曲音量
STE00001874	当处于电台信号边缘、出现杂音时，降低歌曲音量。
STE00001875	存档记住歌曲进度
STE00001876	读档时继续上一次的歌曲播放进度，而不是从头开始。
STE00001877	武器受击特效
STE00001878	装备/收起的武器被击中时，生成火花特效并播放音效。
STE00001879	爆炸半径伤害加成
STE00001880	爆炸半径的内圈30%造成完整伤害，外圈20%造成最小伤害。
STE00001881	内圈半径
STE00001882	造成完整伤害的内圈半径。
STE00001883	外圈半径伤害
STE00001884	在外圈造成的伤害。
STE00001885	伤害影响玩家。
STE00001886	光束和武器解绑
STE00001887	转身时，武器的光束类投射物不会跟着枪口转动。
STE00001888	更平滑的手柄瞄准
STE00001889	大幅平滑化右摇杆的死区曲线。[CRLF]推荐配合bDisableControllerDeadzones。
STE00001890	允许绑定同一快捷键
STE00001891	在设置菜单中允许绑定多个控制到同一键位。原版中尝试这样做会交换键位。
STE00001892	腿部残疾缩放跳跃高度
STE00001893	腿部残疾缩放跳跃高度。
STE00001894	单腿乘数
STE00001895	一条腿残疾时的乘数。
STE00001896	双腿乘数
STE00001897	哔哔小子页面快捷键不关闭哔哔小子
STE00001898	哔哔小子页面快捷键（F1/F2/F3）不关闭哔哔小子。
STE00001899	属性菜单显示技能/SPECIAL修正
STE00001900	在修正的正负号处显示具体数值，显示超过10的SPECIAL或超过100的技能。强烈推荐VUI+。
STE00001901	显示超出上限的数值
STE00001902	显示超过10的SPECIAL或超过100的技能。
STE00001903	致命打击也算致残挑战
STE00001904	致命打击也算入致残/击倒敌人的挑战。
STE00001905	无弹药时装弹切换弹药种类
STE00001906	无弹药时装弹切换弹药种类，读档时如果无弹药也切换。
STE00001907	自定义终端淡出时间
STE00001908	自定义用键盘/手柄退出终端时菜单的淡出时间。
STE00001909	淡出时间
STE00001910	用键盘/手柄退出终端时菜单的淡出时间。
STE00001911	主菜单继续游戏显示存档图标
STE00001912	鼠标放在主菜单的“继续游戏”时，显示存档的预览图。
STE00001913	进入VATS不会掏出武器
STE00001914	武器收起时进入VATS，在选择目标之前不会自动掏出。
STE00001915	动力装甲移除屏幕血迹
STE00001916	如果玩家受击部位穿着动力甲，不显示屏幕血迹。
STE00001917	动力装甲缩放肢体伤害
STE00001918	玩家和NPC穿着动力甲时会缩放受到的肢体伤害。
STE00001919	头部缩放
STE00001920	穿着动力甲头盔时头部伤害的缩放。
STE00001921	肢体缩放
STE00001922	穿着动力甲时肢体伤害的缩放。
STE00001923	模式
STE00001924	NPC
STE00001925	玩家
STE00001926	全部
STE00001927	禁止命中收起的武器
STE00001928	投射物会穿过NPC收起的武器。
STE00001929	禁止击中掏出的武器
STE00001930	投射物会忽略掏出的武器（禁止缴械）。
STE00001931	允许在VATS中命中
STE00001932	允许在VATS中命中武器。
STE00001933	隐藏任务物品的重量和价值
STE00001934	在哔哔小子中隐藏任务物品和钥匙的重量及价值。
STE00001935	NPC能听见地雷爆炸
STE00001936	地雷爆炸时向周围NPC触发警报。
STE00001937	肢体残疾时下落播放痛苦音效
STE00001938	肢体残疾时下落播放痛苦音效。
STE00001939	高度阈值
STE00001940	某一条腿残疾时，超过一定下落高度就播放痛苦音效和屏幕特效。
STE00001941	终端中已读笔记变灰
STE00001942	终端中已读的笔记变灰（这个设置不是回溯性的）。
STE00001943	库存中可用弹药置顶
STE00001944	哔哔小子库存中把可装备的弹药置顶。和yUI/ySI不兼容。
STE00001945	隐藏获得瓶盖消息
STE00001946	隐藏瓶盖的物品已添加消息。
STE00001947	溅射伤害触发瘟神
STE00001948	投射物的溅射伤害可以触发瘟神。
STE00001949	免费狂野废土
STE00001950	可以不花费特质点选择狂野废土。
STE00001951	反转相机X轴
STE00001952	反转相机X轴运动。
STE00001953	清除玩家附近的标记
STE00001954	玩家到达附近时，移除放置的地图标记。
STE00001955	距离
STE00001956	移除标记所需的距离。
STE00001957	轻手轻脚影响同伴
STE00001958	轻手轻脚特长影响同伴。
STE00001959	VATS行动点消耗包括装弹
STE00001960	如果完成后续VATS动作需要装弹，计入装弹消耗的行动点数（fActionPointsReload）。
STE00001961	技能高时跳过开锁
STE00001962	技能足够高时跳过开锁小游戏。
STE00001963	奖励缩放
STE00001964	基于开锁技能等级缩放原版经验获取。
STE00001965	差值
STE00001966	需要多少额外技能才自动开锁。
STE00001967	多线程破解菜单
STE00001968	破解小游戏多线程初始化词汇，减少进入时的卡顿。
STE00001969	标记笔记为未读
STE00001970	右键点击笔记标为未读。
STE00001971	自定义弹出消息图标
STE00001972	自定义弹出消息图标。
STE00001973	辐射增加
STE00001974	辐射减少
STE00001975	辐射病
STE00001976	无辐射病
STE00001977	脱水增加
STE00001978	脱水减少
STE00001979	脱水病
STE00001980	无脱水病
STE00001981	饥饿增加
STE00001982	饥饿减少
STE00001983	饥饿病
STE00001984	无饥饿病
STE00001985	困倦增加
STE00001986	困倦减少
STE00001987	困倦病
STE00001988	无困倦病
STE00001989	药物上瘾
STE00001990	进入Cell时不会播放断肢音效
STE00001991	进入Cell时不会播放身体部位爆炸的音效。
STE00001992	本地地图上区分室内/室外门
STE00001993	给通往室外的门换一个不同的图标。
STE00001994	挑战菜单图标
STE00001995	在哔哔小子挑战菜单中使用图标（需要一个添加图标的mod）。
STE00001996	暂停全息磁带
STE00001997	点击当前播放的全息磁带会暂停，双击则重播。
STE00001998	在对话菜单中暂停
STE00001999	对话菜单中暂停全息磁带。
STE00002000	增强天气
STE00002001	短距离快速旅行时天气不变。
STE00002002	天气改变的快速旅行距离阈值
STE00002003	天气可改变所需的最小快速旅行距离。
STE00002004	罗盘显示地点名称
STE00002005	显示视线方向最近地点的名称。
STE00002006	隐藏未发现地点的名称
STE00002007	是否隐藏未发现地点的名称。
STE00002008	显示距离
STE00002009	标记显示的距离。
STE00002010	关闭
STE00002011	米
STE00002012	英尺
STE00002013	最大角度
STE00002014	显示地点名称的最大角度。
STE00002015	角度偏置
STE00002016	调整不居中的地点图标的角度偏置。
STE00002017	延迟
STE00002018	延迟多少秒再显示地点名称。
STE00002019	显示玩家标记
STE00002020	显示到玩家放置的地图标记的距离。
STE00002021	查看玩家放置的地图标记时显示的名称。
STE00002022	缩放灰烬堆尺寸
STE00002023	根据被杀目标的尺寸缩放灰烬堆的尺寸。注意，某些生物如肿头蝇的边界尺寸很大，这会影响它们的灰烬堆尺寸。
STE00002024	最小缩放
STE00002025	灰烬堆的最小缩放。
STE00002026	最大缩放
STE00002027	灰烬堆的最大缩放。
STE00002028	在VATS中选中投射物
STE00002029	允许在VATS中选中投射物。命中率只受距离和玩家技能影响，与投射物的可见性无关。
STE00002030	允许选中地雷
STE00002031	从主菜单快速读档
STE00002032	可以在主菜单使用快速读档快捷键。
STE00002033	在Cell改变时显示任务目标
STE00002034	在Cell改变时显示任务目标。
STE00002035	最小间隔
STE00002036	一定时间（秒）内不再显示任务目标。
STE00002037	接触式地雷
STE00002038	地雷被踩到时瞬间爆炸。
STE00002039	允许自动武器开火时卡壳
STE00002040	允许自动武器开火时卡壳。原版只有第一发有可能卡壳。注意，你需要编辑fWeaponConditionJam1/fWeaponConditionJam2等设置来加上卡壳概率。
STE00002041	点击退出加载画面
STE00002042	需要手动点击退出加载画面。
STE00002043	加载完成时隐藏加载轮
STE00002044	加载完成时隐藏加载轮。
STE00002045	仅读档时
STE00002046	快速旅行/进出房间时不需要点击退出加载画面。
STE00002047	消息菜单中隐藏鼠标
STE00002048	弹出消息框中隐藏鼠标。
STE00002049	概率性击杀镜头
STE00002050	杀死战斗中的最后一个目标时，有概率播放电影式/玩家视角击杀镜头。
STE00002051	概率
STE00002052	播放电影式/玩家视角击杀镜头的百分比概率。
STE00002053	任务更新提示在菜单中可见
STE00002054	任务/地点已添加的提示在哔哔小子和破解菜单中，以及在坐下时也可见。
STE00002055	跳过读档确认
STE00002056	读档无需点击确认。
STE00002057	仅主菜单
STE00002058	仅在主菜单读档时无需确认。
STE00002059	武器耐久标签颜色
STE00002060	给武器耐久标签加上颜色。
STE00002061	闪烁阈值
STE00002062	标签开始闪烁的耐久度阈值。
STE00002063	颜色阈值
STE00002064	标签上色的耐久度阈值。
STE00002065	护甲耐久标签
STE00002066	在HUD上加入耐久标签。
STE00002067	护甲标签
STE00002068	护甲耐久条旁显示的标签。
STE00002069	武器标签
STE00002070	武器耐久条旁显示的标签（留空则使用原版字符）。
STE00002071	可见性阈值
STE00002072	标签变为可见的耐久阈值（设为0不可见）。
STE00002073	标签X轴位移
STE00002074	沿X轴移动标签。
STE00002075	标签Y轴位移
STE00002076	沿Y轴移动标签。
STE00002077	沿用武器位置
STE00002078	没装备武器时，护甲标签显示在武器标签的位置。
STE00002079	和武器耐久对齐
STE00002080	装备不同种类弹药时，使用武器标签的X轴位置。
STE00002081	移动弹药种类标签
STE00002082	将弹药种类标签移到弹药数量下面。
STE00002083	护甲免伤时不溅血
STE00002084	护甲完全减免伤害时不产生溅血效果。
STE00002085	敌人血条显示血量加成
STE00002086	在敌人血条中显示血量加成效果（如壮大灵）。
STE00002087	在当前位置放置地图标记快捷键
STE00002088	在玩家当前位置放置地图标记的快捷键。
STE00002089	放置地图标记时显示的消息，留空不显示。
STE00002090	音效
STE00002091	放置地图标记时播放的音效的Editor ID，留空不播放。
STE00002092	在椅子上睡觉
STE00002093	在椅子上等待时可以睡觉。
STE00002094	睡觉/等待滑条显示睡醒时间
STE00002095	睡觉/等待滑条显示睡醒后的时间，而不是睡眠时长。
STE00002096	致残不缴械NPC
STE00002097	NPC胳膊残疾时不会丢下武器。
STE00002098	读档时保持摔落高度
STE00002099	读档时不重置摔落高度。
STE00002100	救起失去意识同伴
STE00002101	使用治疗针救起失去意识的同伴。
STE00002102	提示
STE00002103	鼠标放在失去意识的同伴身上时显示的提示。
STE00002104	失去意识时间
STE00002105	同伴保持击倒状态的时间。设为0时使用原版的fEssentialDeathTime设置。
STE00002106	改变Cell时救起同伴
STE00002107	玩家进入不同Cell时自动救起同伴。
STE00002108	心跳音效淡出
STE00002109	心跳音效的音量逐渐淡出，受伤时重置。
STE00002110	持续时间
STE00002111	音效淡出的时间（秒）。
STE00002112	应用于音量的缓动函数
STE00002113	应用于音量的缓动函数（参考easing.net)。
STE00002114	无
STE00002115	正弦缓出
STE00002116	圆形缓出
STE00002117	正弦缓入缓出
STE00002118	圆形缓入缓出
STE00002119	四次缓出
STE00002120	四次缓入缓出
STE00002121	立方缓出
STE00002122	护甲音效播放立体声
STE00002123	第三人称时，用立体声播放护甲摩擦音效。
STE00002124	哔哔小子修理菜单排序
STE00002125	按字母排序哔哔小子修理菜单，和被修物品相同的物品排在开头。
STE00002126	排序模式
STE00002127	价值/重量
STE00002128	和被修物品相同的优先
STE00002129	是否优先显示和被修物品相同的物品。
STE00002130	哔哔小子内禁用隐身效果
STE00002131	打开哔哔小子时，禁用隐身小子等带来的隐身效果。
STE00002132	交易时显示瓶盖变化
STE00002133	显示交易完成后玩家/商人的最终瓶盖数量。
STE00002134	文本
STE00002135	显示{当前->最终}瓶盖。
STE00002136	亮度
STE00002137	显示最终瓶盖数的文本亮度。
STE00002138	同伴不使用弹药
STE00002139	同伴不使用弹药。
STE00002140	弹壳获取修复
STE00002141	一次开火消耗多发弹药的武器，可能获得多发弹壳。
STE00002142	升级时重新分配技能点
STE00002143	允许升级菜单中重新分配所有技能点。
STE00002144	在修理菜单中使用武器修理工具
STE00002145	在修理菜单中使用武器修理工具。
STE00002146	修理文本
STE00002147	当你仅有武器修理工具可用时，将“修理”文本替换为新文本。
STE00002148	力量影响所有投掷物距离
STE00002149	fThrowingStrengthPenalty设置现在也影响手雷和地雷。
STE00002150	记住地图位置
STE00002151	地图菜单中记住上次查看的地点。
STE00002152	跟随存档
STE00002153	地图菜单的记忆跟随存档。
STE00002154	地图居中快捷键
STE00002155	地图菜单中按键居中。
STE00002156	缓动时间
STE00002157	居中移动所需的时间（毫秒）。
STE00002158	居中移动使用的缓动函数（参见easings.net）。
STE00002159	地图地点显示距离
STE00002160	地图菜单中显示到鼠标悬停地点的距离。
STE00002161	显示模式
STE00002162	显示模式。
STE00002163	现实时间
STE00002164	游戏时间
STE00002165	时间乘数
STE00002166	应用于显示的时间的乘数。如果你觉得时间不准确就修改这个（例如，你可能使用冲刺mod，经常在路上冲刺）。
STE00002167	距离乘数
STE00002168	应用于显示的距离的乘数。如果你觉得距离不真实就修改这个。
STE00002169	交易影响修理花费
STE00002170	根据你的交易技能和特长修正，缩放NPC修理服务的费用。
STE00002171	基础花费
STE00002172	基础花费。
STE00002173	花费乘数
STE00002174	每点交易技能降低的话费。
STE00002175	最小花费乘数
STE00002176	最小乘数。
STE00002177	容器中显示已装备的弹药
STE00002178	容器中显示已装备的弹药，有代表已装备的方块标记。
STE00002179	转移物品时考虑同伴负重上限
STE00002180	转移物品的最大数量受同伴负重上限限制。
STE00002181	在对话中显示配音笔记
STE00002182	显示对话文本中的配音笔记，如{经过沉思}。（配音笔记未汉化）
STE00002183	近战打击特效跟随目标
STE00002184	让近战攻击造成的血迹跟随目标，而不是浮在空中。
STE00002185	发现地点角落提示
STE00002186	像辐射3中那样把发现地点变成角落提示。
STE00002187	种族菜单允许女性使用胡须
STE00002188	种族菜单允许女性使用胡须。
STE00002189	控制台打印存档新增mod
STE00002190	读档时在控制台中打印新增的mod。
STE00002191	自定义发现地点音效
STE00002192	自定义发现地点音效。
STE00002193	音效的Editor ID
STE00002194	发现地点时播放音效的Editor ID。
STE00002195	VATS中允许选中玩家的投射物
STE00002196	允许在VATS中瞄准玩家生成的投射物。
STE00002197	21点中显示手牌总点数
STE00002198	在21点中显示手牌总点数。
STE00002199	配方菜单中的分类大写
STE00002200	配方菜单中的分类名称大写。
STE00002201	拳击武器攻速受特长影响
STE00002202	允许攻速特长影响徒手拳击武器。
STE00002203	长按键后滚动加速
STE00002204	长按某键后再菜单中鼠标滚轮滚动更快。
STE00002205	乘数应用前的延迟时间
STE00002206	速率乘数
STE00002207	应用于滚动速率的乘数。
STE00002208	另一种延迟
STE00002209	应用第二个乘数之前的延迟秒数。
STE00002210	另一种速率乘数
STE00002211	VATS中缴械后取消
STE00002212	VATS中瞄准NPC武器时，若成功缴械，则取消后续攻击。
STE00002213	半自动射击队列
STE00002214	如果当前击发还没完成的一定时间内，再次扣下扳机，将下一发加入队列等待。
STE00002215	动画结束前的队列等待时间
STE00002216	武器开火动画结束前的多少时间（秒）内将下一发加入等待。原版为0.5秒。
STE00002217	动画“Attack”键值前的队列等待时间
STE00002218	武器开火动画“a: key”之前的多少时间（秒）内将下一发加入等待。原版为0秒（这不是特性）。
STE00002219	杂项页面显示大篷车扑克牌
STE00002220	在容器和交易界面的杂项页面显示大篷车扑克牌。
STE00002221	字幕显示说话人名称
STE00002222	字幕显示说话人名称。
STE00002223	特长显示来源mod
STE00002224	在特长菜单显示特长的来源mod。
STE00002225	前缀
STE00002226	mod名称前缀。
STE00002227	开锁记住转动角度
STE00002228	发夹坏掉时，不重置已转过的角度。
STE00002229	NPC肢体受摔落伤害
STE00002230	NPC肢体受摔落伤害。
STE00002231	摔死触发肢解
STE00002232	角色摔死时可以触发肢解。
STE00002233	手柄扳机死区
STE00002234	自定义手柄左右扳机的死区。
STE00002235	左扳机死区
STE00002236	左扳机死区（0-255）
STE00002237	右扳机死区
STE00002238	右扳机死区（0-255）
STE00002239	扩大开锁成功范围
STE00002240	扩大开锁成功范围到屏幕边缘。
STE00002241	容器超重指示
STE00002242	如果全部拿取会超重，在容器显示提示。
STE00002243	禁用同伴脚步声
STE00002244	不播放同伴的脚步声。
STE00002245	安装武器配件需要技能
STE00002246	不满足武器技能需求时不能安装配件。
STE00002247	动力甲隔绝辐射
STE00002248	穿着全套动力甲时不受辐射。
STE00002249	切换哔哔小子页面时手柄振动
STE00002250	切换哔哔小子页面时手柄振动。
STE00002251	瞄准手持的爆炸物
STE00002252	允许引爆NPC装备的（玩家不可用）爆炸物，如鬼人的气罐炸弹。
STE00002253	塞雷需要武器技能
STE00002254	不满足武器技能需求时不能给NPC塞雷。
STE00002255	显示物品效果总量
STE00002256	哔哔小子中显示物品效果总量，如回血+26（3s）->回血+78（26x3s）。
STE00002257	禁用库存中右键丢弃
STE00002258	哔哔小子中右键点击物品不会丢弃。
STE00002259	快捷键装备无音效
STE00002260	快捷键装备/卸下武器时无音效。
STE00002261	同伴物品不损耗
STE00002262	同伴的物品不受损耗。
STE00002263	自动解锁终端
STE00002264	科学技能足够高时跳过破解小游戏。
STE00002265	装弹时禁用武器快捷键
STE00002266	装弹时禁用武器快捷键。
STE00002267	时间流速影响小游戏
STE00002268	小游戏内时间也受全局时间乘数影响。
STE00002269	水源显示减少的脱水值
STE00002270	看着水源时显示其能减少的脱水值。
STE00002271	按住shift时才显示。
STE00002272	在钥匙和肢体子菜单按Tab关闭哔哔小子
STE00002273	在钥匙和肢体子菜单按Tab关闭哔哔小子。
STE00002274	地图菜单召唤同伴
STE00002275	地图中点击同伴将他们召唤到身边。
STE00002276	召唤全部文本
STE00002277	当你有多个同伴时，全部召唤按钮显示的文本。
STE00002278	允许召唤失去意识的同伴
STE00002279	允许召唤失去意识的同伴。
STE00002280	耐力缩放最小摔落高度
STE00002281	根据耐力缩放触发摔落伤害所需的最小高度。公式：fJumpFallHeightMin * (1 + (fBaseBonus + (耐力 - 5) * fEnduranceMult))
STE00002282	基础奖励
STE00002283	基础高度乘数奖励。
STE00002284	耐力乘数
STE00002285	超过5的每点耐力提供的高度乘数。
STE00002286	按跳跃向上游泳
STE00002287	在水下按跳跃时向上游泳。
STE00002288	速率乘数
STE00002289	上下移动的速率。
STE00002290	按自动行走上浮
STE00002291	开启自动行走时，自动上浮。
STE00002292	护甲导致下沉
STE00002293	护甲太重时玩家下沉。
STE00002294	重甲下沉率
STE00002295	中甲下沉率
STE00002296	轻甲下沉率
STE00002297	无甲下沉率
STE00002298	状态菜单显示声望的正负部分
STE00002299	状态菜单显示声望的正负部分。
STE00002300	显示百分比
STE00002301	将声望值显示为最大值的百分比。
STE00002302	正面声望
STE00002303	正面声望数据的名字。
STE00002304	负面声望
STE00002305	负面声望数据的名字。
STE00002306	全部修理需确认
STE00002307	修理菜单中点击“全部修理”时需确认。
STE00002308	价格阈值
STE00002309	总价格小于阈值时无需确认。
STE00002310	确认信息
STE00002311	防止NPC上瘾
STE00002312	防止NPC进入上瘾状态。
STE00002313	移除对话放大
STE00002314	进入对话时镜头不放大。
STE00002315	分离酒类效果
STE00002316	允许不同的酒效果分开叠加。
STE00002317	无敌模式下不卡壳
STE00002318	无敌模式下玩家武器不卡壳。
STE00002319	缩放武器音量
STE00002320	缩放玩家/NPC武器开火音量。
STE00002321	玩家音量
STE00002322	玩家开火音量缩放。
STE00002323	NPC音量
STE00002324	NPC开火音量缩放。
STE00002325	可破坏物爆炸指示
STE00002326	在手雷指示中显示爆炸的可破坏物。
STE00002327	VATS中忽略非爆炸投掷物
STE00002328	VATS中不可选中非爆炸投掷物。
STE00002329	睡觉回复的最小时间
STE00002330	在无主床上睡觉时回复生命所需的最小时间。
STE00002331	最小时间
STE00002332	玩家回复生命所需的最小睡眠时间。
STE00002333	杂项统计考虑最小时间
STE00002334	只有超过最小时间的睡眠会被计入杂项统计的“总睡眠时间”中。
STE00002335	电影式击杀镜头中聚焦命中位置
STE00002336	在非VATS的电影式击杀镜头中聚焦命中的身体部位。
STE00002337	缩放电台音量
STE00002338	分别缩放电台音乐和对话的音量。
STE00002339	音乐缩放
STE00002340	电台音乐音量的缩放。
STE00002341	对话缩放
STE00002342	电台对话音量的缩放。
STE00002343	VATS投掷物考虑目标可见性
STE00002344	（非手雷）的投掷物命中率考虑目标身体部位的可见性。
STE00002345	VATS不跟随死亡目标
STE00002346	一旦目标死亡，VATS镜头就不再朝其转向。
STE00002347	暂停菜单帮助按钮替换为控制台
STE00002348	暂停菜单帮助按钮替换为控制台按钮。
STE00002349	自动阅读笔记
STE00002350	笔记从对话、容器或交易中加入玩家库存后，自动打开笔记菜单。需要Book Menu Restored模组。
STE00002351	支持全息磁带
STE00002352	（对话结束后）自动播放全息磁带。
STE00002353	全息磁带确认消息中显示标题
STE00002354	全息磁带确认消息框中显示的文本（留空则跳过消息框）。
STE00002355	玩家仇恨优先
STE00002356	敌人优先攻击玩家而非同伴。
STE00002357	战斗开始时切换到玩家的概率
STE00002358	战斗开始时目标从同伴切换到玩家的概率。
STE00002359	战斗中切换到玩家的概率
STE00002360	战斗中时目标从同伴切换到玩家的概率。
STE00002361	考虑玩家被探测值
STE00002362	需要玩家被探测值达到一定程度才切换目标为玩家。
STE00002363	标牌技能用粗体显示
STE00002364	状态菜单中用粗体显示玩家的标牌技能。
STE00002365	HUD罗盘最大刻度数
STE00002366	设置罗盘能显示的最大NPC数量，该设置会覆盖原版gamesetting，并允许超出原版上限10个。
STE00002367	罗盘显示的最大NPC数量
STE00002368	自定义日期格式
STE00002369	在哔哔小子、睡觉、等待菜单中显示自定义的日期格式。
STE00002370	日期格式
STE00002371	月日年
STE00002372	日月年
STE00002373	年月日
STE00002374	恢复删减的门锁音效
STE00002375	和锁着且无法打开的门互动时播放未使用的DRSLocked音效。
STE00002376	优先按来源mod排序，按字母
STE00002377	在哔哔小子中显示
STE00002378	在哔哔小子中显示mod名称。
STE00002379	对话菜单中显示Topic ID
STE00002380	对话菜单中显示话题（Topic）的Editor ID。
STE00002381	其他角色可受辐射
STE00002382	其他角色现在可受辐射影响，之前只有玩家和生物才受影响。
STE00002383	应用辐射阶段
STE00002384	辐射病的不同阶段适用于所有对象，而不仅是玩家。
STE00002385	辐射造成电台杂音
STE00002386	在辐射区域中哔哔小子电台会产生杂音。[CRLF]信号强度在0到100之间。[CRLF]公式：信号强度 -= fStaticMult * 辐射等级
STE00002387	辐射乘数
STE00002388	辐射乘数。
STE00002389	无
STE00002390	“烹制”手雷
STE00002391	按住投掷缩短手雷爆炸的时间。
STE00002392	按住不延长手雷距离
STE00002393	按住时投掷不会延长距离。
STE00002394	过度“烹制”手雷直接爆炸
STE00002395	过度“烹制”的手雷会在手中直接爆炸。
STE00002396	最小爆炸时间
STE00002397	手雷扔出后爆炸所需的最小时间。
STE00002398	“烹制”音效
STE00002399	“烹制”手雷时每秒播放的音效。
STE00002400	倒计时
STE00002401	倒计时最后三秒时播放音效。
STE00002402	最后一秒音效ID
STE00002403	使用倒计时功能时，最后一秒播放的音效的Editor ID。
STE00002404	双重跳跃
STE00002405	允许在半空中跳跃。
STE00002406	最大多重跳跃
STE00002407	最多额外跳跃几次。
STE00002408	半空跳跃高度缩放
STE00002409	缩放半空中跳跃的高度。
STE00002410	半空中跳跃消耗的行动点数。
STE00002411	跳跃音效
STE00002412	半空中跳跃时播放的音效。
STE00002413	跳跃计数延迟
STE00002414	开始下落后多少时间（秒），初始跳跃不再计入最大多重跳跃。
STE00002415	半空计时
STE00002416	记住下落高度
STE00002417	半空中再跳跃时，不重置已计入摔落伤害的高度。
STE00002418	需要动力甲
STE00002419	需要动力甲（躯干部分）才能多重跳跃。
STE00002420	需要特长
STE00002421	指定一个特长的Editor ID，需要该特长才能多重跳跃。
STE00002422	菜单搜索
STE00002423	按Ctrl+F在各种菜单中搜索。
STE00002424	加入地图菜单
STE00002425	在地图菜单中加入搜索（本地地图，世界地图，任务，笔记，挑战和电台）。
STE00002426	加入库存菜单
STE00002427	加入库存菜单（哔哔小子）。
STE00002428	加入状态菜单
STE00002429	加入状态菜单（效果，技能，特长，声望，杂项统计）。
STE00002430	加入交易菜单
STE00002431	加入交易菜单。
STE00002432	加入容器菜单
STE00002433	加入容器菜单。
STE00002434	加入升级菜单
STE00002435	加入升级菜单。
STE00002436	加入配方菜单
STE00002437	加入配方菜单。
STE00002438	加入存档/读档菜单
STE00002439	加入存档/读档菜单。
STE00002440	关闭搜索时移除筛选条件
STE00002441	关闭搜索时刷新菜单（如果你想用键盘快捷键浏览已筛选的菜单，关闭这个选项）。
STE00002442	重开搜索时清除输入
STE00002443	重开搜索框时清除输入的字符，如果开启了“关闭搜索时移除筛选条件”则强制开启。
STE00002444	任务搜索包含目标
STE00002445	允许搜索任务目标中的文本。
STE00002446	任务搜索包含已完成目标
STE00002447	如果开启了“任务搜索包含目标”，允许搜索已完成任务目标中的文本。
STE00002448	存档管理器
STE00002449	自动存档可以存入多个存档槽，可选每隔几次就存一个正式存档。
STE00002450	读取当前存档快捷键
STE00002451	按快捷键读取当前载入的存档（就像玩家死亡时那样）。
STE00002452	创建存档快捷键
STE00002453	创建一个正式存档的快捷键。
STE00002454	新增编号存档快捷键
STE00002455	按快捷键创建一个新的编号存档，如邮差-Save 1，邮差-Save 2……
STE00002456	最大存档槽
STE00002457	最多有多少编号存档，满了后会从最早的存档开始覆盖。
STE00002458	自动存档计时
STE00002459	每隔多少秒自动存档。
STE00002460	最大自动存档数
STE00002461	自动存档槽数量，满了后从最早的开始覆盖。
STE00002462	周期性创建正式存档
STE00002463	自动存档槽满后，创建一个有名称的正式存档。
STE00002464	不显示自动存档消息
STE00002465	隐藏mod和原版的自动存档消息。
STE00002466	发现地点时存档
STE00002467	发现地点时自动存档。
STE00002468	任务完成时存档
STE00002469	任务完成时自动存档。
STE00002470	退出游戏时存档
STE00002471	退出游戏时自动存档。
STE00002472	成功扒窃时存档
STE00002473	成功扒窃后关闭容器菜单时自动存档。
STE00002474	制作物品时存档
STE00002475	制作物品后关闭配方菜单时自动存档。
STE00002476	升级前存档
STE00002477	升级菜单显示前自动存档。
STE00002478	最小自动存档间隔
STE00002479	一定时间（秒）内不再自动存档，影响原版和定时自动存档。
STE00002480	使用新存档槽间隔
STE00002481	一定时间（秒）内的存档覆盖到同一个存档槽。
STE00002482	战斗中不自动存档
STE00002483	战斗中（[危险]状态下）禁用定时自动存档，战斗结束后0-8秒内触发存档。
